GEO_ID,B19101_001E,B19101_001M,B19101_002E,B19101_002M,B19101_003E,B19101_003M,B19101_004E,B19101_004M,B19101_005E,B19101_005M,B19101_006E,B19101_006M,B19101_007E,B19101_007M,B19101_008E,B19101_008M,B19101_009E,B19101_009M,B19101_010E,B19101_010M,B19101_011E,B19101_011M,B19101_012E,B19101_012M,B19101_013E,B19101_013M,B19101_014E,B19101_014M,B19101_015E,B19101_015M,B19101_016E,B19101_016M,B19101_017E,B19101_017M,NAME,B19101_001EA,B19101_001MA,B19101_002MA,B19101_002EA,B19101_003MA,B19101_003EA,B19101_004MA,B19101_004EA,B19101_005EA,B19101_005MA,B19101_006EA,B19101_006MA,B19101_007EA,B19101_007MA,B19101_008MA,B19101_008EA,B19101_009MA,B19101_009EA,B19101_010EA,B19101_010MA,B19101_011EA,B19101_011MA,B19101_012EA,B19101_012MA,B19101_013MA,B19101_013EA,B19101_014MA,B19101_014EA,B19101_015EA,B19101_015MA,B19101_016EA,B19101_016MA,B19101_017EA,B19101_017MA,state
0400000US08,1372705,11369,35368,3354,22432,2734,24564,2744,33254,2926,35669,3761,43253,3420,45625,3604,46592,3729,46677,3641,90535,4102,139445,4894,210554,6807,170583,4737,117376,5300,147633,5524,163145,5861,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1683176,12254,63193,4787,39611,2885,45935,3522,59267,3985,62811,4092,68706,3597,67439,4072,79030,4312,70786,3812,144995,6097,205333,7971,279339,7884,184762,6800,115421,4870,106520,4385,90028,4413,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1138927,12100,63179,4410,37293,3415,42353,3309,47573,3661,52478,3899,57663,3987,52649,4053,52965,3358,46603,3887,93166,4812,125781,5673,162013,6751,111898,4356,71806,4186,62178,3708,59329,3514,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104847,12302,61412,3875,37949,3212,49393,4134,58364,4943,53546,4108,56165,4110,51615,4287,43725,3752,41390,3674,81738,5222,108881,5591,143618,6152,108928,5743,67540,3914,74070,4403,66513,4084,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3119101,17843,102799,5783,68389,4726,78089,4333,104465,6083,99278,4861,115259,4901,109959,5540,120028,4958,102477,5085,216956,6434,320717,8528,435019,9222,357077,9206,243705,7835,300175,8241,344709,7335,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,800329,8263,21893,2104,15189,1852,19273,2244,24504,2280,25910,2152,32439,2728,29791,2673,32272,2316,31425,2213,64545,3484,96081,4117,141089,4866,94847,3930,63600,3573,55240,3469,52231,3114,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,341752,6363,7682,1571,3503,927,5416,1153,6824,1439,9365,1717,10504,1493,7971,1190,13114,1881,9852,1478,22430,2415,33522,2325,53021,3397,44915,3549,34068,2560,37948,2448,41617,3139,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,769134,11117,34157,3468,25926,2984,31785,3159,42618,3344,39647,3443,39240,3214,38850,3258,35878,2796,39134,3391,67084,4143,83431,4383,100257,5244,74663,3506,40558,2596,39094,3506,36812,3352,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,238399,6155,7055,1449,4669,1069,5285,1243,8375,1704,9267,1731,9156,1418,8676,1615,7501,1388,7709,1564,16842,1954,28834,2976,37945,2868,28358,2213,18155,2129,20076,1974,20496,1986,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1396827,9648,29643,2726,20314,1945,22944,2190,34533,3028,37712,2745,43523,3293,47448,2898,48679,2818,46480,2633,96011,3739,141545,4519,222474,5676,181539,4634,132826,4398,142662,4827,148494,4716,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,265643,5250,7724,1452,5223,1136,6985,1361,9539,1503,11235,1660,11282,1682,11370,1469,12161,1538,12931,1906,23422,2329,33460,2528,43014,2873,28151,2525,16452,1685,17725,1778,14969,1551,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,342542,6065,10572,1616,7903,1217,7989,1326,10248,1530,12337,1330,15435,1685,16890,2011,13834,1676,14898,1879,28505,2379,38340,2499,57591,3575,38565,2924,25741,2769,23241,2071,20453,2065,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2622295,20703,105362,6141,67036,4842,82916,5167,107582,5474,110895,6242,123661,6615,118519,6727,119025,6638,106688,5750,214989,7293,286117,8429,377078,10638,263323,8577,168548,7485,169574,5743,200982,6309,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2537406,21205,112995,6139,63251,5250,78496,5314,104706,5847,105363,6490,106768,5646,92009,4985,107499,5259,102681,6148,188414,7557,263937,8527,354197,9877,271893,9715,170820,7143,190526,8634,223851,8026,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,167527,4191,4777,859,3399,981,3350,929,3219,657,4978,1152,4561,1002,4973,1140,4308,947,5470,955,10692,1724,20128,2381,23622,2252,23493,2447,14868,1507,17321,2019,18368,2041,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1214794,12486,62140,4485,35763,3474,50545,3726,57190,4228,51587,4253,56686,3588,55602,3935,53838,3810,47896,3230,98570,5047,131370,5678,180547,6808,120703,5308,72386,3768,74068,4394,65903,4060,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,155804,3606,4455,1229,2516,738,2851,707,4804,864,3967,789,6086,853,6537,1212,5738,1125,5045,726,11967,1416,17005,1777,29215,2014,21568,1936,11726,1175,11531,1413,10793,1207,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,706638,8667,24638,2522,13961,1861,19115,2177,26275,2498,22772,2486,33222,3080,29108,2871,32434,3292,32371,3258,58981,4153,75290,4057,112557,4715,78821,4281,45474,3062,53022,3069,48597,3318,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,461911,6789,25698,3020,16262,2325,18460,2322,22072,2946,23607,2726,24446,2416,24700,2332,22884,2373,20743,2680,38899,3176,55420,3239,60065,3957,45708,3062,24005,2837,20869,2148,18073,2082,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,983307,7405,45163,2733,27525,1937,33950,2451,40708,2626,41608,3005,48244,2909,45204,2755,46836,2747,43649,3195,83256,3482,114128,4532,146425,4139,97667,3708,58217,3769,56005,2842,54722,3393,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1487370,10614,39113,3423,28967,2587,30914,1952,46601,2919,47942,2993,59210,3485,57312,3509,60316,3343,56352,2973,116518,4175,180515,6130,246697,6893,187908,5614,118667,4171,111374,3702,98964,3597,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,791354,11339,167115,5995,80836,4343,84463,4675,70398,3965,57095,3992,48421,3593,44059,3879,37273,2645,30373,2800,47212,4105,45129,2675,35186,2955,19288,2238,7498,1675,6654,1255,10354,1812,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,2094307,16182,59492,4324,39151,3399,46794,4071,54882,4037,62629,4576,64324,4196,65981,4231,74413,4295,70268,3903,134673,6334,200220,7357,297544,8031,231310,6947,176268,6460,219101,6654,297257,7485,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,187919,5457,4444,1106,2809,797,3723,855,4221,926,5116,1137,6183,1191,6218,1039,6795,1252,7814,1207,13083,1746,19050,2097,31157,2582,27667,2261,16961,1814,17906,2207,14772,1868,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1258273,13739,53884,4121,33217,3067,41306,3702,56214,4004,56647,4161,64870,4420,52327,3995,56131,4505,55925,3702,100180,5606,145794,6965,188154,6693,128856,6027,71615,4494,76542,3360,76611,4124,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
