GEO_ID,B17019_001E,B17019_001M,B17019_002E,B17019_002M,B17019_003E,B17019_003M,B17019_004E,B17019_004M,B17019_005E,B17019_005M,B17019_006E,B17019_006M,B17019_007E,B17019_007M,B17019_008E,B17019_008M,B17019_009E,B17019_009M,B17019_010E,B17019_010M,B17019_011E,B17019_011M,B17019_012E,B17019_012M,B17019_013E,B17019_013M,B17019_014E,B17019_014M,B17019_015E,B17019_015M,B17019_016E,B17019_016M,B17019_017E,B17019_017M,B17019_018E,B17019_018M,B17019_019E,B17019_019M,B17019_020E,B17019_020M,B17019_021E,B17019_021M,B17019_022E,B17019_022M,B17019_023E,B17019_023M,NAME,B17019_001EA,B17019_001MA,B17019_002EA,B17019_002MA,B17019_003EA,B17019_003MA,B17019_004MA,B17019_004EA,B17019_005EA,B17019_005MA,B17019_006EA,B17019_006MA,B17019_007EA,B17019_007MA,B17019_008EA,B17019_008MA,B17019_009MA,B17019_009EA,B17019_010MA,B17019_010EA,B17019_011EA,B17019_011MA,B17019_012EA,B17019_012MA,B17019_013EA,B17019_013MA,B17019_014EA,B17019_014MA,B17019_015EA,B17019_015MA,B17019_016EA,B17019_016MA,B17019_017MA,B17019_017EA,B17019_018MA,B17019_018EA,B17019_019EA,B17019_019MA,B17019_020EA,B17019_020MA,B17019_021MA,B17019_021EA,B17019_022MA,B17019_022EA,B17019_023MA,B17019_023EA,state
0400000US08,1372705,11369,85547,4645,33505,2957,17174,2149,16331,2048,52042,3833,9781,1619,4127,1103,5654,1279,42261,3590,12185,1545,30076,3351,1287158,12066,1034680,11425,850554,10879,184126,6500,252478,7778,88954,4188,49666,3309,39288,3227,163524,6574,95752,4376,67772,5554,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1683176,12254,156585,6413,54921,4024,33441,3020,21480,2561,101664,5687,17619,2467,6503,1166,11116,2086,84045,5207,20656,2460,63389,4476,1526591,12372,1193356,14682,1039047,13045,154309,7062,333235,9913,112408,5718,68202,4206,44206,4731,220827,7451,131147,5190,89680,5231,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1138927,12100,143499,6052,55171,3642,31867,2667,23304,2214,88328,5350,13980,1967,4678,1018,9302,1665,74348,4793,21202,2707,53146,3835,995428,11461,782808,10652,660590,9938,122218,4915,212620,7320,69704,4330,42972,3020,26732,3158,142916,6010,83487,4699,59429,3813,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104847,12302,150690,6789,40845,3593,25261,2537,15584,2476,109845,5963,18642,2556,7994,1884,10648,1661,91203,5519,23575,2443,67628,5441,954157,12371,707759,11650,606706,11103,101053,5480,246398,8481,69647,4560,42028,3282,27619,3084,176751,6439,104694,5275,72057,3898,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3119101,17843,264678,8286,87199,4895,44914,3358,42285,3278,177479,7404,27547,2604,10332,1435,17215,2211,149932,7200,34638,2554,115294,6579,2854423,16905,2205892,15963,1865532,15120,340360,9048,648531,10751,199653,6299,125713,5160,73940,5134,448878,8558,250319,7390,198559,6743,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,800329,8263,57311,3654,19142,2117,11773,1325,7369,1364,38169,3292,5738,1309,2218,714,3520,1109,32431,2670,9240,1388,23191,2445,743018,8166,603000,8814,535887,8559,67113,3660,140018,5254,51405,3386,35595,2756,15810,2027,88613,4043,54417,3168,34196,2495,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,341752,6363,16178,1948,5014,998,2605,708,2409,801,11164,1824,1628,708,455,261,1173,615,9536,1739,3135,854,6401,1440,325574,5975,269295,5998,235804,5844,33491,2913,56279,3710,20561,2285,13414,1912,7147,1409,35718,2833,22999,2142,12719,1996,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,769134,11117,97453,5721,33387,3343,19888,2029,13499,2029,64066,4417,10347,1934,4324,1142,6023,1619,53719,4100,12297,1870,41422,3622,671681,9873,520074,8925,435504,8517,84570,4763,151607,6598,47299,3860,26706,3087,20593,2587,104308,4843,59226,4126,45082,3322,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,238399,6155,20026,2424,7164,1520,4794,1213,2370,959,12862,1831,2133,702,741,425,1392,568,10729,1770,3335,1198,7394,1562,218373,5852,166670,4828,143822,4348,22848,2694,51703,3861,16090,2287,9725,1940,6365,1396,35613,3033,22974,2631,12639,2215,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1396827,9648,79752,4368,29644,2266,16802,1402,12842,1710,50108,3748,8104,1274,2873,574,5231,1098,42004,3165,10537,1428,31467,2790,1317075,9514,1073467,10241,958209,8990,115258,4972,243608,5880,88196,4329,60283,2971,27913,3090,155412,5083,94981,3688,60431,3602,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,265643,5250,20411,2093,9384,1462,5509,1111,3875,980,11027,1463,2264,688,658,288,1606,582,8763,1313,3156,761,5607,1193,245232,5528,203789,4862,172608,4639,31181,2774,41443,3111,15563,1994,8373,1246,7190,1529,25880,2283,15569,1588,10311,1585,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,342542,6065,25166,2433,9300,1407,6769,1207,2531,818,15866,2093,3172,700,1099,481,2073,711,12694,1864,3922,925,8772,1709,317376,5824,257715,5871,228939,5127,28776,2638,59661,3817,21134,2427,15451,1879,5683,1614,38527,2971,25659,2286,12868,2110,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
