GEO_ID,B23024_001E,B23024_001M,B23024_002E,B23024_002M,B23024_003E,B23024_003M,B23024_004E,B23024_004M,B23024_005E,B23024_005M,B23024_006E,B23024_006M,B23024_007E,B23024_007M,B23024_008E,B23024_008M,B23024_009E,B23024_009M,B23024_010E,B23024_010M,B23024_011E,B23024_011M,B23024_012E,B23024_012M,B23024_013E,B23024_013M,B23024_014E,B23024_014M,B23024_015E,B23024_015M,B23024_016E,B23024_016M,B23024_017E,B23024_017M,B23024_018E,B23024_018M,B23024_019E,B23024_019M,B23024_020E,B23024_020M,B23024_021E,B23024_021M,B23024_022E,B23024_022M,B23024_023E,B23024_023M,B23024_024E,B23024_024M,B23024_025E,B23024_025M,B23024_026E,B23024_026M,B23024_027E,B23024_027M,B23024_028E,B23024_028M,B23024_029E,B23024_029M,B23024_030E,B23024_030M,B23024_031E,B23024_031M,NAME,B23024_001EA,B23024_001MA,B23024_002MA,B23024_002EA,B23024_003MA,B23024_003EA,B23024_004MA,B23024_004EA,B23024_005MA,B23024_005EA,B23024_006MA,B23024_006EA,B23024_007MA,B23024_007EA,B23024_008MA,B23024_008EA,B23024_009MA,B23024_009EA,B23024_010MA,B23024_010EA,B23024_011MA,B23024_011EA,B23024_012EA,B23024_012MA,B23024_013EA,B23024_013MA,B23024_014MA,B23024_014EA,B23024_015MA,B23024_015EA,B23024_016MA,B23024_016EA,B23024_017MA,B23024_017EA,B23024_018MA,B23024_018EA,B23024_019MA,B23024_019EA,B23024_020MA,B23024_020EA,B23024_021MA,B23024_021EA,B23024_022EA,B23024_022MA,B23024_023EA,B23024_023MA,B23024_024MA,B23024_024EA,B23024_025MA,B23024_025EA,B23024_026MA,B23024_026EA,B23024_027MA,B23024_027EA,B23024_028MA,B23024_028EA,B23024_029MA,B23024_029EA,B23024_030MA,B23024_030EA,B23024_031MA,B23024_031EA,state
0400000US08,3406020,4946,306728,10015,66496,5149,17149,2488,0,204,17149,2488,13251,2335,3898,1021,49347,4496,240232,9860,136837,6968,0,204,136837,6968,113357,6391,23480,3059,103395,6244,3099292,11276,235175,8882,140773,5717,1347,681,139426,5693,130538,5617,8888,1765,94402,5852,2864117,14181,2514647,14033,20092,1966,2494555,14083,2434771,15699,59784,4533,349470,9538,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3798505,5936,470172,13469,124355,5484,25390,2346,0,198,25390,2346,17961,2043,7429,1320,98965,4747,345817,11627,194017,7637,0,198,194017,7637,161190,7619,32827,2949,151800,8617,3328333,14450,331482,10446,164949,7742,183,237,164766,7716,153796,7220,10970,1849,166533,7194,2996851,16069,2634271,17646,3297,1066,2630974,17594,2562717,18379,68257,4743,362580,9438,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,2541102,4601,412535,12720,125583,6618,21613,2889,0,197,21613,2889,14470,2266,7143,1620,103970,5351,286952,10956,146430,6775,51,86,146379,6766,119118,5923,27261,3229,140522,7034,2128567,13283,281288,8407,120780,5431,363,311,120417,5380,109905,5052,10512,1858,160508,6439,1847279,15048,1590167,14956,5108,1114,1585059,14900,1540391,15512,44668,3927,257112,8302,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2637301,6127,443503,14979,108214,6356,23935,2928,0,217,23935,2928,14758,2253,9177,2071,84279,5405,335289,13395,174607,9508,114,144,174493,9490,135734,8590,38759,4549,160682,9350,2193798,15728,255053,10204,115091,6574,1109,640,113982,6473,105163,6032,8819,1891,139962,7955,1938745,17904,1643406,17223,9602,1687,1633804,16771,1576739,16857,57065,4933,295339,8589,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,7422046,6707,831166,16988,173790,7580,39404,3503,0,190,39404,3503,23876,2346,15528,2554,134386,6339,657376,15261,375404,10421,493,530,374911,10314,291110,7215,83801,6005,281972,9556,6590880,17885,481372,11012,249820,7792,171,164,249649,7765,227430,7467,22219,2143,231552,7557,6109508,18983,5349111,19952,7197,1392,5341914,19953,5153523,20277,188391,7080,760397,13143,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1754240,4881,194999,7751,41429,3043,12330,1521,0,163,12330,1521,9875,1293,2455,728,29099,2711,153570,6926,92390,4918,0,163,92390,4918,78521,4338,13869,2207,61180,4603,1559241,8935,127067,5379,71865,4239,91,143,71774,4254,68305,4248,3469,793,55202,3333,1432174,9175,1293687,10035,1206,502,1292481,9958,1265435,10667,27046,2831,138487,4974,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,795587,2751,57566,3464,17282,2485,3529,1250,0,192,3529,1250,2010,881,1519,782,13753,2062,40284,2789,21220,2262,0,192,21220,2262,17924,2118,3296,940,19064,2233,738021,3576,71138,4822,39672,4038,0,192,39672,4038,36614,3676,3058,992,31466,2524,666883,5576,594398,6454,1090,562,593308,6423,579008,6730,14300,1847,72485,4014,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1672595,5215,264479,12095,78192,5346,14366,1919,0,201,14366,1919,10714,1678,3652,1069,63826,4606,186287,10226,103861,7519,61,111,103800,7513,87147,6597,16653,2676,82426,6638,1408116,12654,189986,7727,78202,5080,64,80,78138,5075,73552,4953,4586,1090,111784,6338,1218130,11906,1039854,12256,2685,854,1037169,12321,1012907,12368,24262,2348,178276,6665,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,547015,1807,66573,5664,15649,2351,3297,1065,0,200,3297,1065,1742,704,1555,800,12352,2170,50924,5004,27236,3399,90,150,27146,3399,21627,2715,5519,1645,23688,3119,480442,6063,43458,3750,21570,2394,14,28,21556,2395,19783,2183,1773,871,21888,2620,436984,6857,377507,6831,2870,1113,374637,6822,360957,6510,13680,2175,59477,4536,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3241077,4170,296337,9170,71081,3989,20626,2082,0,147,20626,2082,13880,1687,6746,1594,50455,3256,225256,8269,137344,6503,49,81,137295,6500,118468,5752,18827,2491,87912,4726,2944740,9813,215218,7142,134410,6145,0,147,134410,6145,127439,6014,6971,1200,80808,3982,2729522,11403,2461368,12134,2178,717,2459190,12112,2404140,12228,55050,3425,268154,6865,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
