GEO_ID,C08113_001E,C08113_001M,C08113_002E,C08113_002M,C08113_003E,C08113_003M,C08113_004E,C08113_004M,C08113_005E,C08113_005M,C08113_006E,C08113_006M,C08113_007E,C08113_007M,C08113_008E,C08113_008M,C08113_009E,C08113_009M,C08113_010E,C08113_010M,C08113_011E,C08113_011M,C08113_012E,C08113_012M,C08113_013E,C08113_013M,C08113_014E,C08113_014M,C08113_015E,C08113_015M,C08113_016E,C08113_016M,C08113_017E,C08113_017M,C08113_018E,C08113_018M,C08113_019E,C08113_019M,C08113_020E,C08113_020M,C08113_021E,C08113_021M,C08113_022E,C08113_022M,C08113_023E,C08113_023M,C08113_024E,C08113_024M,C08113_025E,C08113_025M,C08113_026E,C08113_026M,C08113_027E,C08113_027M,C08113_028E,C08113_028M,C08113_029E,C08113_029M,C08113_030E,C08113_030M,NAME,C08113_001MA,C08113_001EA,C08113_002MA,C08113_002EA,C08113_003MA,C08113_003EA,C08113_004MA,C08113_004EA,C08113_005MA,C08113_005EA,C08113_006EA,C08113_006MA,C08113_007MA,C08113_007EA,C08113_008MA,C08113_008EA,C08113_009MA,C08113_009EA,C08113_010MA,C08113_010EA,C08113_011MA,C08113_011EA,C08113_012MA,C08113_012EA,C08113_013MA,C08113_013EA,C08113_014MA,C08113_014EA,C08113_015MA,C08113_015EA,C08113_016MA,C08113_016EA,C08113_017MA,C08113_017EA,C08113_018MA,C08113_018EA,C08113_019MA,C08113_019EA,C08113_020MA,C08113_020EA,C08113_021MA,C08113_021EA,C08113_022MA,C08113_022EA,C08113_023MA,C08113_023EA,C08113_024MA,C08113_024EA,C08113_025MA,C08113_025EA,C08113_026MA,C08113_026EA,C08113_027MA,C08113_027EA,C08113_028EA,C08113_028MA,C08113_029MA,C08113_029EA,C08113_030MA,C08113_030EA,state
0400000US08,2963212,17754,2484650,20052,478562,14728,304138,10420,174424,9989,2220259,19615,1877049,18605,343210,12781,221843,9280,121367,8027,253437,10333,180283,7616,73154,6842,38068,4516,35086,4542,81665,5061,64551,4256,17114,2246,11508,1921,5606,1275,154331,6439,133390,5680,20941,2694,14182,2006,6759,1720,253520,8712,229377,8036,24143,3028,18537,2515,5606,1487,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3175022,18082,2884956,18790,290066,8405,188208,8125,101858,6274,2631206,20103,2424944,19620,206262,6750,134320,6879,71942,5124,282715,9460,230325,7956,52390,4704,31119,3693,21271,3188,29453,3251,24975,2929,4478,1209,2246,792,2232,966,109363,5600,91925,4901,17438,2376,13074,1965,4364,1235,122285,5492,112787,5434,9498,2069,7449,1890,2049,902,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1964958,15267,1839624,16126,125334,4842,73339,4378,51995,3899,1618938,17895,1527711,17980,91227,4534,54711,3672,36516,3100,183996,8639,163149,8194,20847,2823,9732,1648,11115,2289,19302,2508,17346,2340,1956,868,1231,600,725,633,62958,3873,56192,3598,6766,1235,4375,838,2391,970,79764,4166,75226,4229,4538,1315,3290,1205,1248,506,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1993979,18692,1836536,20201,157443,6849,94980,6341,62463,4174,1650009,17792,1536276,18451,113733,6024,73166,5108,40567,3243,179514,8760,152335,8135,27179,3723,10649,2087,16530,2961,23178,2801,21700,2817,1478,660,762,397,716,474,74346,5574,65407,4976,8939,2115,6007,1897,2932,1036,66932,4870,60818,4559,6114,1546,4396,1192,1718,983,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6191586,23155,4680997,23609,1510589,16302,972394,17781,538195,12941,4500138,25050,3464547,21185,1035591,15867,673562,15044,362029,9516,510939,14700,313218,11328,197721,8522,106076,6206,91645,6357,582223,14511,436784,11722,145439,6504,103409,5835,42030,3800,279693,8568,205893,6357,73800,5163,50119,4088,23681,2898,318593,9126,260555,6998,58038,4928,39228,4050,18810,2717,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1588720,10465,1445621,11382,143099,5760,84634,5112,58465,4593,1295893,11943,1192876,12312,103017,5453,62823,4073,40194,4294,129016,5522,105107,4990,23909,2988,10613,2104,13296,2532,16184,2444,11384,1866,4800,1494,3327,1300,1473,1042,66321,3955,59142,3699,7179,1356,4374,1091,2805,953,81306,3953,77112,3895,4194,1049,3497,983,697,355,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,713985,7645,661656,7642,52329,3489,35585,3316,16744,2534,576686,8294,538592,7903,38094,3057,27183,2764,10911,2010,53106,4840,45657,4251,7449,1569,3899,1026,3550,1240,6431,1731,4534,1251,1897,1027,946,578,951,859,28776,3065,26690,3045,2086,856,1276,619,810,513,48986,3627,46183,3399,2803,862,2281,777,522,361,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1301150,12475,1183702,13011,117448,5345,60968,4394,56480,3987,1075012,12188,990799,12663,84213,5029,45347,4036,38866,3359,135838,6972,112891,6084,22947,3526,9852,1952,13095,2664,5009,1346,3768,1065,1241,910,434,411,807,806,36525,3918,31973,3820,4552,1185,2466,897,2086,762,48766,4552,44271,4286,4495,1467,2869,978,1626,793,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,452707,6902,388194,6557,64513,4146,41184,4009,23329,2857,360283,7081,313174,6957,47109,4188,30122,3618,16987,2574,41270,3928,29541,3592,11729,2375,6687,1523,5042,1587,9756,1642,9115,1645,641,310,549,313,92,87,15659,2149,13340,2142,2319,675,1756,596,563,305,25739,2523,23024,2492,2715,897,2070,832,645,387,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2922866,12444,2577488,14939,345378,7839,212991,6270,132387,6335,2270810,14538,2030106,15564,240704,7229,151885,6030,88819,4971,245484,7133,193465,6362,52019,3916,27155,2809,24864,2491,103737,5511,84651,4836,19086,2493,10945,1644,8141,1742,125130,5022,106238,4399,18892,2675,11890,2232,7002,1617,177705,5568,163028,5564,14677,2082,11116,1827,3561,915,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,514776,6490,492242,7053,22534,3384,18449,2915,4085,1300,385558,6378,371017,7149,14541,2566,12376,2330,2165,948,48660,4115,45246,3866,3414,1167,2445,985,969,553,3876,1242,3718,1234,158,207,152,206,6,16,39107,3774,36563,3573,2544,1013,1767,678,777,601,37575,3236,35698,3060,1877,589,1709,556,168,164,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,665930,6676,628134,6865,37796,3362,28209,3249,9587,1462,518327,7210,490757,7391,27570,2993,20668,2703,6902,1194,65824,4722,61826,4610,3998,1106,2902,815,1096,594,3987,1311,3098,835,889,916,763,872,126,189,38156,2922,35485,2840,2671,678,1659,544,1012,441,39636,2976,36968,2986,2668,923,2217,855,451,347,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,4858875,25677,4237167,25107,621708,13345,363147,11263,258561,10673,3918502,24535,3469163,23485,449339,10802,274912,8725,174427,7945,452538,15187,347397,11245,105141,7774,47289,4951,57852,5763,47231,4231,35144,3503,12087,2195,7538,1685,4549,1376,147658,6713,126081,6099,21577,2742,13466,1693,8111,2036,292946,10535,259382,10000,33564,3567,19942,2762,13622,2171,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,4891031,25597,4163837,26509,727194,17112,431879,13269,295315,11081,3881953,27485,3358893,29295,523060,14785,327707,11638,195353,9121,460590,15521,336640,13346,123950,8507,53865,5088,70085,6383,98172,7872,80533,7084,17639,3060,9705,2097,7934,1954,161364,8763,130818,7347,30546,3859,16403,2344,14143,3094,288952,10096,256953,9182,31999,2996,24199,2723,7800,1524,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,355403,4860,296075,5025,59328,3411,42090,3174,17238,2212,241624,5673,206723,5434,34901,3074,25911,2848,8990,1745,43608,3796,34046,3320,9562,1685,5174,1052,4388,1510,4382,1092,3755,1030,627,316,363,319,264,215,47051,3140,35543,3068,11508,1267,8598,1036,2910,737,18738,2140,16008,2018,2730,971,2044,843,686,473,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,2068020,16785,1949880,17837,118140,6385,67122,5010,51018,4223,1784690,15695,1693781,17045,90909,5405,55156,4594,35753,3290,162698,7802,142883,7555,19815,3251,7134,1566,12681,2763,6983,1879,6493,1885,490,376,200,230,290,311,42249,3942,38462,3656,3787,1168,2263,917,1524,687,71400,5949,68261,5704,3139,991,2369,843,770,469,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
