GEO_ID,B11009_001E,B11009_001M,B11009_002E,B11009_002M,B11009_003E,B11009_003M,B11009_004E,B11009_004M,B11009_005E,B11009_005M,B11009_006E,B11009_006M,B11009_007E,B11009_007M,NAME,B11009_001MA,B11009_001EA,B11009_002EA,B11009_002MA,B11009_003MA,B11009_003EA,B11009_004EA,B11009_004MA,B11009_005EA,B11009_005MA,B11009_006EA,B11009_006MA,B11009_007EA,B11009_007MA,state
0400000US12,7809358,20825,511826,12498,17364,1892,243069,9323,12941,1806,238452,8844,7297532,23982,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,2624294,8879,177486,5799,5583,1188,78580,4370,5017,1133,88306,5005,2446808,10136,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,287476,2752,19863,2450,2309,671,7762,1463,407,283,9385,1692,267613,3230,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,998891,5079,47903,3443,921,415,26434,3056,915,415,19633,2010,950988,5102,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,7367015,16617,461244,11987,15423,2221,220465,7902,14475,1817,210881,7691,6905771,18607,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,3249567,9867,186674,7590,4921,1221,93216,5440,3743,939,84794,5016,3062893,11203,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,4685447,12486,337962,9754,6942,1097,165909,6544,8037,1382,157074,6948,4347485,15413,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,2434806,10407,152369,6385,3201,757,76897,5115,3685,912,68586,4285,2282437,10698,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,5070931,12151,335181,8642,6545,1247,162910,6491,7943,1346,157783,5734,4735750,14752,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,3957466,12369,268168,7654,5219,1111,128933,5759,5456,1131,128560,4709,3689298,13101,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,765490,3878,49223,3255,268,185,22285,2094,1172,479,25498,2500,716267,5147,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,640270,5214,38417,3126,469,378,18947,2499,794,525,18207,2256,601853,5808,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,794093,5137,58373,3784,1578,622,29158,3034,1814,747,25823,2697,735720,6315,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,455309,4541,26386,2163,685,330,10662,1646,619,276,14420,1770,428923,4962,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,345449,3406,22880,2050,138,160,11432,1585,201,204,11109,1558,322569,3041,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,2895575,9139,225138,7898,5535,1432,105859,5847,6610,1196,107134,5060,2670437,11563,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,406573,4965,31629,2959,518,289,13932,2131,1313,664,15866,2449,374944,5052,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,2614298,11305,194558,7631,4667,945,94654,5868,6999,1144,88238,4887,2419740,12397,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,2603140,11640,151197,6736,4050,1215,73946,4748,4591,910,68610,5393,2451943,12747,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,1133408,7193,69827,4417,2133,814,32116,2975,1595,464,33983,3274,1063581,7188,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
