GEO_ID,B11009_001E,B11009_001M,B11009_002E,B11009_002M,B11009_003E,B11009_003M,B11009_004E,B11009_004M,B11009_005E,B11009_005M,B11009_006E,B11009_006M,B11009_007E,B11009_007M,NAME,B11009_001MA,B11009_001EA,B11009_002EA,B11009_002MA,B11009_003MA,B11009_003EA,B11009_004EA,B11009_004MA,B11009_005EA,B11009_005MA,B11009_006EA,B11009_006MA,B11009_007EA,B11009_007MA,state
0400000US08,2176757,7548,140537,5916,3942,901,68426,4114,3028,767,65141,4043,2036220,8891,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,183400,7805,2601,565,89335,5366,5598,1229,85866,5766,2415769,12019,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,119974,5428,1476,539,59404,4149,3074,834,56020,3935,1612739,9992,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,109284,6652,1900,693,53202,4404,3169,996,51013,4547,1627936,10658,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,304746,8630,8383,1498,151514,6906,5741,1214,139108,6995,4560118,13974,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,93947,5119,1679,706,48535,2847,1220,404,42513,4011,1173926,8600,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,42675,2855,1389,578,21564,2228,1009,484,18713,1934,488537,6274,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,66412,4457,1187,528,34335,3330,1350,631,29540,3175,1089935,8400,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,27734,2756,1387,773,12053,1976,1257,685,13037,1673,339937,4495,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,156634,5086,2926,819,74465,3658,3195,767,76048,3704,2037818,7793,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,431421,4444,31075,2775,215,211,15811,2155,582,427,14467,1721,400346,4975,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,570307,5261,51933,3936,1068,584,24476,2248,1934,698,24455,2569,518374,5343,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,4011462,16617,243471,7857,5547,1047,117108,5713,6839,1317,113977,5097,3767991,17031,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,3803012,14400,207955,9972,6449,1403,99890,7315,6419,1174,95197,6611,3595057,16556,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,254551,3266,20820,1916,322,282,10824,1448,342,226,9332,1263,233731,3913,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1855184,11821,82504,5459,1366,571,39691,3576,2192,856,39255,3798,1772680,11789,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,261373,3502,21106,2199,146,104,9465,1514,465,234,11030,1695,240267,3397,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1129810,6479,83921,4548,2891,872,44807,3575,2187,549,34036,2958,1045889,7421,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,734703,6052,46270,3231,645,344,21484,2576,642,381,23499,2373,688433,6633,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,1485310,6108,85747,4004,1405,451,42770,3221,1890,495,39682,2894,1399563,6559,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,2371960,6714,183102,5718,3037,657,92259,4135,4769,935,83037,3942,2188858,7941,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,1179637,9819,110476,5950,1324,531,54412,4396,1631,691,53109,3793,1069161,9513,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,3175524,13138,176732,7617,4087,946,85304,5094,4340,917,83001,5140,2998792,12795,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,319355,4442,24309,2873,525,460,12351,2090,480,302,10953,1900,295046,5024,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1927991,12233,108516,6040,2132,673,56478,4852,3171,1114,46735,3457,1819475,11568,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,1639970,6988,138589,7259,3211,947,63488,4892,4094,986,67796,5151,1501381,9258,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,230252,3746,15693,1948,0,203,7659,1640,67,112,7967,1644,214559,4119,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,13072122,21485,876436,17536,31725,2594,425052,12604,22840,2280,396819,11318,12195686,25646,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1108630,9460,53965,4818,660,412,27000,3360,773,499,25532,3461,1054665,8947,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,1378091,6923,85790,5049,1356,533,43272,3363,2075,691,39087,3474,1292301,7917,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,9776083,21679,538354,13062,15488,2069,257046,9390,15807,2476,250013,9619,9237729,25913,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,2215935,9432,126776,5240,2469,838,59031,3901,3900,904,61376,4156,2089159,10377,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
