GEO_ID,C27012_001E,C27012_001M,C27012_002E,C27012_002M,C27012_003E,C27012_003M,C27012_004E,C27012_004M,C27012_005E,C27012_005M,C27012_006E,C27012_006M,C27012_007E,C27012_007M,C27012_008E,C27012_008M,C27012_009E,C27012_009M,C27012_010E,C27012_010M,C27012_011E,C27012_011M,C27012_012E,C27012_012M,C27012_013E,C27012_013M,C27012_014E,C27012_014M,C27012_015E,C27012_015M,C27012_016E,C27012_016M,C27012_017E,C27012_017M,C27012_018E,C27012_018M,C27012_019E,C27012_019M,C27012_020E,C27012_020M,C27012_021E,C27012_021M,C27012_022E,C27012_022M,NAME,C27012_001MA,C27012_001EA,C27012_002EA,C27012_002MA,C27012_003EA,C27012_003MA,C27012_004EA,C27012_004MA,C27012_005EA,C27012_005MA,C27012_006EA,C27012_006MA,C27012_007EA,C27012_007MA,C27012_008EA,C27012_008MA,C27012_009EA,C27012_009MA,C27012_010EA,C27012_010MA,C27012_011EA,C27012_011MA,C27012_012MA,C27012_012EA,C27012_013EA,C27012_013MA,C27012_014EA,C27012_014MA,C27012_015EA,C27012_015MA,C27012_016EA,C27012_016MA,C27012_017EA,C27012_017MA,C27012_018EA,C27012_018MA,C27012_019EA,C27012_019MA,C27012_020EA,C27012_020MA,C27012_021EA,C27012_021MA,C27012_022EA,C27012_022MA,state
0400000US08,3465417,5675,2030155,18325,1853142,18371,1548428,17333,205879,7941,7137,1444,132920,7703,177013,8516,901913,15318,786204,15215,480318,12485,132745,6553,13381,1758,181792,7197,115709,7479,533349,12851,473229,11881,186755,7923,77627,4521,71627,4316,185894,7397,60120,4712,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3916240,6251,2217883,17321,2032511,18573,1824878,18864,161420,7435,10839,1932,97664,5440,185372,8100,970175,12677,821929,11851,561995,11615,127168,6366,21339,2097,157744,7242,148246,6612,728182,14050,632096,12742,256017,7761,87381,4713,138081,6774,260396,10356,96086,6574,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,2612594,4493,1362539,13711,1277630,13932,1092596,14246,96998,5148,6597,1500,121588,6928,84909,5614,621033,10831,549718,11703,320073,8083,65442,4096,15361,2221,173796,7834,71315,5303,629022,12415,579997,11160,166358,6318,64284,3862,144499,6167,309674,8602,49025,4249,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2696699,5986,1403692,15891,1263881,15765,1039492,17153,128730,7304,9062,1866,137850,6221,139811,7738,599180,14004,513305,13203,272944,9797,73890,5559,16051,2756,172155,9110,85875,6031,693827,15998,599779,13834,186105,8072,79140,4877,125903,6485,308417,11694,94048,6329,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,7610628,6680,4278931,23604,3955195,24227,3469748,21998,349302,10352,17794,2644,241401,8901,323736,13313,1937109,20290,1690712,18554,1099087,14736,250711,8176,34331,3023,380047,10645,246397,8305,1394588,18465,1209967,18203,521056,11437,177866,8633,188638,7039,477928,11365,184621,9106,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1816562,4072,1099870,10650,1043989,10511,913089,10210,108281,4387,4603,967,60947,3979,55881,3794,462127,10073,416578,9755,273001,7836,61721,3967,14199,1871,99919,5199,45549,4162,254565,7432,231183,6795,91155,4425,35728,2283,41690,2869,106578,4719,23382,2653,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,822707,2808,481185,7636,450284,7617,404322,8169,34260,2914,2913,875,15303,2211,30901,2634,215332,6170,188949,5755,132447,4788,23634,2151,8344,1413,33772,2973,26383,2789,126190,5190,114547,4877,50758,3249,16439,2177,25966,2711,38337,3427,11643,1594,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1722857,5112,933674,14446,846559,14478,708546,13969,91375,6501,5734,1410,72563,4714,87115,4812,369076,10950,300662,9838,162618,6476,52770,4177,11272,1479,91518,5105,68414,5351,420107,10042,368401,8920,108728,5679,49409,3936,100820,6379,180187,7290,51706,4191,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,560194,2051,308867,6798,287608,7301,245596,7438,25453,2710,1992,865,23301,3152,21259,2744,136567,6063,121689,5767,77310,4957,14432,2116,3188,1150,33665,3390,14878,2494,114760,5862,105640,5744,47405,4017,11289,1880,20754,2495,46559,4821,9120,1757,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3319098,4330,1990297,11704,1898785,12445,1657543,14135,167099,5237,6967,1123,131591,6283,91512,4852,898196,12042,833025,12002,537377,9606,114659,4803,24890,2269,203850,6059,65171,4536,430605,9057,390913,8667,160171,5444,68480,3578,62353,3434,154737,6772,39692,3196,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
