GEO_ID,B18104_001E,B18104_001M,B18104_002E,B18104_002M,B18104_003E,B18104_003M,B18104_004E,B18104_004M,B18104_005E,B18104_005M,B18104_006E,B18104_006M,B18104_007E,B18104_007M,B18104_008E,B18104_008M,B18104_009E,B18104_009M,B18104_010E,B18104_010M,B18104_011E,B18104_011M,B18104_012E,B18104_012M,B18104_013E,B18104_013M,B18104_014E,B18104_014M,B18104_015E,B18104_015M,B18104_016E,B18104_016M,B18104_017E,B18104_017M,B18104_018E,B18104_018M,B18104_019E,B18104_019M,B18104_020E,B18104_020M,B18104_021E,B18104_021M,B18104_022E,B18104_022M,B18104_023E,B18104_023M,B18104_024E,B18104_024M,B18104_025E,B18104_025M,B18104_026E,B18104_026M,B18104_027E,B18104_027M,B18104_028E,B18104_028M,B18104_029E,B18104_029M,B18104_030E,B18104_030M,B18104_031E,B18104_031M,B18104_032E,B18104_032M,B18104_033E,B18104_033M,NAME,B18104_001MA,B18104_001EA,B18104_002MA,B18104_002EA,B18104_003MA,B18104_003EA,B18104_004MA,B18104_004EA,B18104_005MA,B18104_005EA,B18104_006MA,B18104_006EA,B18104_007MA,B18104_007EA,B18104_008MA,B18104_008EA,B18104_009MA,B18104_009EA,B18104_010EA,B18104_010MA,B18104_011MA,B18104_011EA,B18104_012MA,B18104_012EA,B18104_013MA,B18104_013EA,B18104_014MA,B18104_014EA,B18104_015MA,B18104_015EA,B18104_016MA,B18104_016EA,B18104_017MA,B18104_017EA,B18104_018MA,B18104_018EA,B18104_019MA,B18104_019EA,B18104_020MA,B18104_020EA,B18104_021MA,B18104_021EA,B18104_022MA,B18104_022EA,B18104_023MA,B18104_023EA,B18104_024MA,B18104_024EA,B18104_025MA,B18104_025EA,B18104_026MA,B18104_026EA,B18104_027MA,B18104_027EA,B18104_028MA,B18104_028EA,B18104_029MA,B18104_029EA,B18104_030MA,B18104_030EA,B18104_031MA,B18104_031EA,B18104_032EA,B18104_032MA,B18104_033MA,B18104_033EA,state
0400000US08,5268463,3285,2621629,5311,474747,3755,20680,2541,454067,4582,703601,4045,27411,2818,676190,4908,1078725,3600,40014,3803,1038711,4771,237847,1330,9356,1519,228491,2112,126709,1018,12661,1869,114048,1932,2646834,4148,454739,3372,10427,1745,444312,3748,671498,3634,19203,2437,652295,3892,1091523,2967,47637,3590,1043886,4181,260627,1922,9429,1222,251198,2478,168447,2076,20358,2449,148089,3307,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6174730,2963,3015987,5618,584220,3958,33574,3309,550646,4588,754924,4044,36696,3327,718228,4973,1227172,4624,60847,4016,1166325,5698,283231,1950,16021,1867,267210,2839,166440,1919,17738,2043,148702,2605,3158743,5142,561189,3611,19733,2553,541456,4354,747996,3667,33812,3334,714184,4850,1283341,3555,73318,3981,1210023,5200,321759,1995,14270,1689,307489,2484,244458,1970,31069,2542,213389,3531,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4114715,2846,2002846,4901,376250,4129,30768,3049,345482,5077,483799,3502,28555,2810,455244,4378,827161,3179,60043,3919,767118,4971,201184,1437,14157,1635,187027,2300,114452,1464,12720,1456,101732,1713,2111869,4838,355847,3529,17084,2734,338763,4358,490054,3458,24745,2935,465309,4707,872088,3480,70249,4572,801839,5530,228741,1587,16131,1725,212610,2292,165139,1437,29907,2126,135232,2492,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4254221,3494,2041702,5857,409189,4346,29206,3677,379983,4900,506850,3839,30121,3461,476729,4875,819036,4675,53041,5162,765995,6854,197498,2605,11519,1656,185979,2746,109129,1990,15682,1907,93447,2458,2212519,5887,384790,4099,14340,2218,370450,4319,535422,3711,21671,2929,513751,4317,900049,4090,55030,4107,845019,5667,229927,2816,14232,2154,215695,3310,162331,2444,23001,2445,139330,3434,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,11804483,2510,5757672,4614,1070379,2941,49219,3577,1021160,4353,1447445,4468,57355,4258,1390090,6101,2394123,4759,89890,5647,2304233,6835,523834,2299,23454,2331,500380,2970,321891,1720,28279,2340,293612,2917,6046811,4913,1022127,2950,22542,2431,999585,3722,1443936,2774,46101,4197,1397835,4949,2500937,3179,94072,4342,2406865,5614,602170,2425,26533,2916,575637,3876,477641,2429,57750,3287,419891,4204,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2915146,2277,1439605,3646,273970,2547,15324,1618,258646,2988,356341,3283,15252,1938,341089,3622,576827,3763,24959,2109,551868,4103,141383,1123,5692,1004,135691,1390,91084,851,7268,1021,83816,1244,1475541,3570,259395,2241,6944,1237,252451,2595,348462,2700,13354,1543,335108,3013,584446,2751,28704,2768,555742,3338,153923,1314,5836,1058,148087,1484,129315,1444,12793,1691,116522,1996,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1276692,1118,627186,2232,97727,1336,5632,1054,92095,1525,147862,1496,8486,1540,139376,1898,272522,1684,12959,1870,259563,2358,69896,922,3116,941,66780,1349,39179,695,3468,777,35711,965,649506,2279,97330,1621,3461,855,93869,1595,143033,1364,6444,1440,136589,2336,281283,1481,14974,2024,266309,2419,74678,910,2393,678,72285,1092,53182,908,5771,917,47411,1257,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2772411,2901,1345150,4441,260523,3340,21602,2656,238921,4040,331781,3482,18644,2228,313137,4163,530988,3765,37941,3653,493047,4910,136296,1722,9440,1380,126856,2193,85562,1232,12177,1652,73385,2057,1427261,3870,253730,2963,10529,1388,243201,3253,334941,2912,16398,2333,318543,3873,569556,3597,44752,3615,524804,4572,156164,1821,9824,1610,146340,2209,112870,1563,16631,1994,96239,2160,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,897876,1169,428808,1733,74794,791,4823,1383,69971,1601,101168,1211,6190,1627,94978,1958,173087,1286,8613,1601,164474,1891,49319,912,2196,777,47123,1148,30440,770,2686,1021,27754,1231,469068,954,73605,654,2844,918,70761,1164,105020,913,4101,879,100919,1104,193315,1000,10974,1881,182341,1858,57612,670,2763,765,54849,976,39516,705,4802,1045,34714,1147,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5198632,1833,2580376,3342,484216,2312,24691,2217,459525,3359,632031,2649,26623,2556,605408,3426,1070502,2812,44242,2927,1026260,3673,242775,1445,11709,1433,231066,2104,150852,1513,12820,1331,138032,1863,2618256,3286,460984,2228,10748,1533,450236,2414,616298,2108,23126,2122,593172,2528,1076249,2627,46468,2795,1029781,3859,262786,1633,9147,1268,253639,2060,201939,1787,18964,1881,182975,2430,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
