GEO_ID,C17001_001E,C17001_001M,C17001_002E,C17001_002M,C17001_003E,C17001_003M,C17001_004E,C17001_004M,C17001_005E,C17001_005M,C17001_006E,C17001_006M,C17001_007E,C17001_007M,C17001_008E,C17001_008M,C17001_009E,C17001_009M,C17001_010E,C17001_010M,C17001_011E,C17001_011M,C17001_012E,C17001_012M,C17001_013E,C17001_013M,C17001_014E,C17001_014M,C17001_015E,C17001_015M,C17001_016E,C17001_016M,C17001_017E,C17001_017M,C17001_018E,C17001_018M,C17001_019E,C17001_019M,NAME,C17001_001EA,C17001_001MA,C17001_002EA,C17001_002MA,C17001_003EA,C17001_003MA,C17001_004MA,C17001_004EA,C17001_005MA,C17001_005EA,C17001_006MA,C17001_006EA,C17001_007EA,C17001_007MA,C17001_008EA,C17001_008MA,C17001_009EA,C17001_009MA,C17001_010MA,C17001_010EA,C17001_011EA,C17001_011MA,C17001_012EA,C17001_012MA,C17001_013EA,C17001_013MA,C17001_014MA,C17001_014EA,C17001_015MA,C17001_015EA,C17001_016MA,C17001_016EA,C17001_017EA,C17001_017MA,C17001_018EA,C17001_018MA,C17001_019EA,C17001_019MA,state
0400000US08,5577020,2234,537492,18885,242400,10241,76776,7088,145440,6176,20184,1916,295092,11347,72711,5682,183687,7121,38694,2899,5039528,18975,2547519,12210,565205,7583,1637942,7662,344372,2544,2492009,10606,539423,6380,1562206,7037,390380,3228,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6489261,4578,852638,24677,373394,13207,134144,7242,209461,8278,29789,2345,479244,15356,141226,8618,287631,9332,50387,3131,5636623,25565,2807447,15380,648684,8422,1738881,9379,419882,3215,2829176,15777,607428,9412,1705918,9439,515830,3543,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4326305,3844,730408,22182,324947,11725,116085,7466,183392,7388,25470,2131,405461,14141,109625,6699,248818,9223,47018,3570,3595897,21367,1790418,12335,387201,8070,1113051,7796,290166,2885,1805479,14685,368007,6981,1090610,9750,346862,4309,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4529028,2896,843626,23603,367056,13261,148817,8555,188183,8887,30056,2881,476570,14931,134401,7569,285506,9607,56663,3593,3685402,23781,1819974,13570,407234,9214,1136169,9137,276571,3711,1865428,17077,392287,8574,1137546,10660,335595,4172,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12447271,3849,1509247,32779,662565,19095,234129,11843,368472,11310,59964,3366,846682,18227,222797,9060,513487,11545,110398,4919,10938024,33365,5432502,20185,1209927,12817,3436814,11868,785761,3889,5505522,18348,1151128,9436,3384981,11586,969413,5299,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3055939,1516,343504,13910,150492,8443,49887,5186,87901,5473,12704,1274,193012,7524,47335,4078,121778,5028,23899,1824,2712435,13890,1361768,8001,318925,4713,823080,5737,219763,2161,1350667,8121,303357,4832,787971,5238,259339,2351,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1312006,1622,100220,6538,44145,3715,13155,2249,26108,2638,4882,1127,56075,4362,13675,2608,34193,2478,8207,1435,1211786,6376,602411,4244,113204,3230,385014,2470,104193,1454,609375,4750,112051,2997,377671,3132,119653,1731,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2925448,2347,504504,19795,214846,10622,84930,5897,109951,6943,19965,2173,289658,11662,85839,6500,173502,7747,30317,2662,2420944,19685,1209839,12080,265237,6393,742709,7824,201893,2977,1211105,11598,254880,6297,717508,8764,238717,3036,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,940786,1409,117242,9236,52576,4529,19628,2780,28630,3139,4318,1014,64666,6479,17655,3588,40457,4156,6554,1090,823544,9454,400359,4719,80974,2784,243944,3492,75441,1203,423185,6580,80595,3897,252016,4285,90574,1107,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5488344,2504,529077,16528,238105,9999,77003,5565,137709,6065,23393,1956,290972,9602,72499,5118,176812,6197,41661,2955,4959267,16706,2492208,10455,577593,5724,1544381,6661,370234,2568,2467059,10090,552847,5543,1491148,6452,423064,3452,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
