GEO_ID,B01002F_001E,B01002F_001M,B01002F_002E,B01002F_002M,B01002F_003E,B01002F_003M,NAME,B01002F_001MA,B01002F_001EA,B01002F_002EA,B01002F_002MA,B01002F_003EA,B01002F_003MA,state
0400000US08,31.7,1.4,31.1,1.3,32.5,1.3,Colorado,null,null,null,null,null,null,08
0400000US18,27.2,1.4,26.8,1.4,27.7,2.0,Indiana,null,null,null,null,null,null,18
0400000US21,23.7,2.4,25.7,3.5,19.6,5.8,Kentucky,null,null,null,null,null,null,21
0400000US22,28.6,1.8,28.5,2.7,28.6,2.2,Louisiana,null,null,null,null,null,null,22
0400000US17,30.7,0.5,31.3,0.7,30.1,0.7,Illinois,null,null,null,null,null,null,17
0400000US19,27.7,3.1,29.1,4.4,26.8,3.7,Iowa,null,null,null,null,null,null,19
0400000US33,32.0,8.3,39.7,11.2,26.6,11.5,New Hampshire,null,null,null,null,null,null,33
0400000US05,25.0,1.3,26.5,1.8,23.4,2.1,Arkansas,null,null,null,null,null,null,05
0400000US10,32.1,5.3,33.1,3.6,28.7,13.7,Delaware,null,null,null,null,null,null,10
0400000US27,27.2,1.3,29.0,2.0,25.7,2.3,Minnesota,null,null,null,null,null,null,27
0400000US30,35.4,4.2,35.5,4.4,33.8,9.7,Montana,null,null,null,null,null,null,30
0400000US23,30.2,10.4,30.2,12.8,30.3,18.5,Maine,null,null,null,null,null,null,23
0400000US37,25.5,0.8,25.8,1.0,25.0,1.1,North Carolina,null,null,null,null,null,null,37
0400000US13,27.8,1.1,29.0,1.2,26.5,1.7,Georgia,null,null,null,null,null,null,13
0400000US02,40.3,3.2,41.1,4.8,38.2,7.4,Alaska,null,null,null,null,null,null,02
0400000US01,23.3,1.8,22.8,3.6,23.6,1.3,Alabama,null,null,null,null,null,null,01
0400000US50,25.8,3.9,28.3,10.3,25.3,4.5,Vermont,null,null,null,null,null,null,50
0400000US32,29.6,0.9,29.2,1.1,30.1,1.3,Nevada,null,null,null,null,null,null,32
0400000US54,23.4,4.6,19.0,6.1,33.4,10.3,West Virginia,null,null,null,null,null,null,54
0400000US40,27.1,1.3,28.2,2.1,25.5,1.3,Oklahoma,null,null,null,null,null,null,40
0400000US55,27.9,1.4,28.7,2.4,27.2,2.0,Wisconsin,null,null,null,null,null,null,55
0400000US72,41.5,0.7,41.2,1.0,41.7,1.0,Puerto Rico,null,null,null,null,null,null,72
0400000US51,28.2,1.3,27.9,1.8,28.5,1.7,Virginia,null,null,null,null,null,null,51
0400000US38,27.2,1.6,26.6,0.9,28.5,5.3,North Dakota,null,null,null,null,null,null,38
0400000US45,26.7,2.3,28.4,1.9,25.1,1.8,South Carolina,null,null,null,null,null,null,45
0400000US41,27.6,0.8,26.9,1.5,28.4,1.3,Oregon,null,null,null,null,null,null,41
0400000US56,31.7,8.1,29.6,9.6,36.2,5.6,Wyoming,null,null,null,null,null,null,56
0400000US06,30.7,0.2,30.4,0.3,31.0,0.3,California,null,null,null,null,null,null,06
0400000US28,24.9,3.0,26.0,3.1,24.5,5.7,Mississippi,null,null,null,null,null,null,28
0400000US09,31.9,1.3,32.2,1.9,31.6,1.5,Connecticut,null,null,null,null,null,null,09
0400000US48,30.7,0.4,30.5,0.5,31.0,0.8,Texas,null,null,null,null,null,null,48
0400000US24,28.3,0.6,28.6,0.9,27.9,0.9,Maryland,null,null,null,null,null,null,24
0400000US12,33.8,0.9,33.6,1.2,34.1,1.0,Florida,null,null,null,null,null,null,12
0400000US25,31.0,0.8,29.9,1.3,32.0,1.4,Massachusetts,null,null,null,null,null,null,25
0400000US11,28.6,4.1,26.6,4.4,31.5,3.0,District of Columbia,null,null,null,null,null,null,11
0400000US49,26.4,0.7,26.1,1.3,26.8,1.1,Utah,null,null,null,null,null,null,49
0400000US36,32.3,0.4,30.9,0.5,33.5,0.7,New York,null,null,null,null,null,null,36
0400000US34,31.8,0.7,31.4,1.0,32.1,0.8,New Jersey,null,null,null,null,null,null,34
0400000US39,28.3,1.5,28.1,2.0,29.0,2.9,Ohio,null,null,null,null,null,null,39
0400000US29,27.4,1.8,30.0,2.3,25.3,2.8,Missouri,null,null,null,null,null,null,29
0400000US42,29.1,0.7,28.2,0.9,30.4,0.9,Pennsylvania,null,null,null,null,null,null,42
0400000US26,29.2,1.5,28.6,1.4,30.2,1.7,Michigan,null,null,null,null,null,null,26
0400000US31,29.9,2.6,30.1,2.4,29.1,4.9,Nebraska,null,null,null,null,null,null,31
0400000US16,30.3,2.7,31.8,3.3,29.7,2.5,Idaho,null,null,null,null,null,null,16
0400000US35,36.6,2.1,36.5,3.2,36.7,2.1,New Mexico,null,null,null,null,null,null,35
0400000US15,27.8,5.9,29.5,8.0,26.0,5.6,Hawaii,null,null,null,null,null,null,15
0400000US46,25.6,6.8,30.6,5.3,24.3,4.4,South Dakota,null,null,null,null,null,null,46
0400000US53,27.1,0.7,26.5,1.0,27.9,1.2,Washington,null,null,null,null,null,null,53
0400000US44,31.2,2.3,31.2,2.9,31.1,2.9,Rhode Island,null,null,null,null,null,null,44
0400000US04,31.1,0.9,30.6,1.1,31.9,1.6,Arizona,null,null,null,null,null,null,04
0400000US47,25.4,1.8,26.6,2.8,24.7,2.0,Tennessee,null,null,null,null,null,null,47
0400000US20,27.8,1.7,27.2,2.6,28.7,2.3,Kansas,null,null,null,null,null,null,20
