GEO_ID,C16008_001E,C16008_001M,C16008_002E,C16008_002M,C16008_003E,C16008_003M,C16008_004E,C16008_004M,C16008_005E,C16008_005M,C16008_006E,C16008_006M,C16008_007E,C16008_007M,C16008_008E,C16008_008M,C16008_009E,C16008_009M,C16008_010E,C16008_010M,C16008_011E,C16008_011M,C16008_012E,C16008_012M,C16008_013E,C16008_013M,C16008_014E,C16008_014M,C16008_015E,C16008_015M,C16008_016E,C16008_016M,C16008_017E,C16008_017M,C16008_018E,C16008_018M,C16008_019E,C16008_019M,C16008_020E,C16008_020M,C16008_021E,C16008_021M,C16008_022E,C16008_022M,C16008_023E,C16008_023M,NAME,C16008_001MA,C16008_001EA,C16008_002EA,C16008_002MA,C16008_003EA,C16008_003MA,C16008_004EA,C16008_004MA,C16008_005EA,C16008_005MA,C16008_006MA,C16008_006EA,C16008_007EA,C16008_007MA,C16008_008EA,C16008_008MA,C16008_009EA,C16008_009MA,C16008_010MA,C16008_010EA,C16008_011MA,C16008_011EA,C16008_012EA,C16008_012MA,C16008_013EA,C16008_013MA,C16008_014EA,C16008_014MA,C16008_015EA,C16008_015MA,C16008_016EA,C16008_016MA,C16008_017EA,C16008_017MA,C16008_018EA,C16008_018MA,C16008_019EA,C16008_019MA,C16008_020EA,C16008_020MA,C16008_021EA,C16008_021MA,C16008_022MA,C16008_022EA,C16008_023MA,C16008_023EA,state
0400000US30,1000617,1629,990871,2524,167203,2123,160776,2337,6427,1464,5911,1457,516,327,823668,2462,791867,4598,31801,3726,26759,3343,5042,1291,9746,1852,1074,710,555,527,519,498,84,111,435,470,8672,1677,3129,953,5543,1427,3625,1305,1918,744,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1274994,977,1253290,3484,182629,1879,173725,2304,8904,2072,7550,1786,1354,651,1070661,2844,1016174,4239,54487,3464,42639,3265,11848,1439,21704,3358,2513,1318,150,189,2363,1340,1936,1303,427,407,19191,2626,6922,1504,12269,1917,6644,1256,5625,1424,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,9786428,4242,9291411,17443,1661711,7577,1420995,8651,240716,7730,204145,7164,36571,3493,7629700,14096,7135221,15418,494479,14408,366075,11873,128404,7632,495017,16401,37955,5145,3677,993,34278,5006,20686,3461,13592,3279,457062,14113,48300,4163,408762,12941,150696,8191,258066,10478,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,9873987,5653,9299012,19621,1812213,7311,1550707,10565,261506,10212,215070,10167,46436,5028,7486799,16650,6858377,19982,628422,17045,448929,14243,179493,10429,574975,18445,45592,4845,6719,2086,38873,4194,23423,3701,15450,2302,529383,16105,72773,6056,456610,15527,163657,9805,292953,11956,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,685265,710,661146,2925,128902,1075,112440,2295,16462,2177,13679,2198,2783,1341,532244,2539,456394,4168,75850,3907,59254,4172,16596,2159,24119,2824,2385,866,518,506,1867,688,1545,715,322,242,21734,2509,4539,1230,17195,2181,7341,1432,9854,1605,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,4599282,4712,4504680,7932,792468,5830,745770,5480,46698,4177,38841,3427,7857,2268,3712212,6374,3597292,7131,114920,6551,82116,5450,32804,3830,94602,6126,8048,1947,2001,1022,6047,1807,3138,1414,2909,1120,86554,5641,10362,1831,76192,5358,24776,3072,51416,4542,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,597489,710,585486,2279,85212,1011,81852,1209,3360,1056,2815,989,545,333,500274,2062,476727,2565,23547,2235,17491,1959,6056,1575,12003,2077,1505,722,517,437,988,610,357,241,631,606,10498,1794,5119,1282,5379,1153,3290,891,2089,869,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2849853,1173,2565959,10253,490793,2287,339522,6381,151271,6368,131994,5552,19277,2579,2075166,9912,1600558,10179,474608,10885,350319,10372,124289,5699,283894,10421,13888,2204,2089,996,11799,2040,8067,1736,3732,1158,270006,9868,25944,2753,244062,9618,74736,5431,169326,7915,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1711910,1698,1698931,3174,267773,2564,261991,2934,5782,1338,4247,1193,1535,646,1431158,2647,1404215,3791,26943,2851,19315,2286,7628,1491,12979,2901,1530,1235,201,255,1329,1194,1329,1194,0,201,11449,2077,3087,788,8362,1835,4193,1147,4169,1378,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,3685043,1828,3538959,8197,686294,3168,608504,4661,77790,3443,66950,3400,10840,1714,2852665,6406,2667476,7362,185189,5998,137130,5759,48059,3477,146084,7339,11990,2380,845,453,11145,2228,7225,1580,3920,1544,134094,6196,14924,2156,119170,6020,39146,3786,80024,4698,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,5482917,2177,5330028,8224,928274,3792,831647,5597,96627,4458,76933,4186,19694,2245,4401754,6740,4142047,7957,259707,7238,186037,6748,73670,4168,152889,7585,13180,2174,2818,1006,10362,1900,6412,1434,3950,1085,139709,6551,22453,2551,117256,6026,46273,3859,70983,4859,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3069357,683,3026906,4039,465614,1013,17257,2487,448357,2570,97564,6494,350793,6969,2561292,3528,143481,8767,2417811,9474,450555,13006,1967256,15067,42451,3845,2600,879,185,192,2415,865,349,432,2066,797,39851,3527,3116,879,36735,3565,2863,896,33872,3307,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,8015583,3162,7532738,17740,1319052,5883,1131773,7005,187279,6232,161602,6147,25677,3455,6213686,15563,5518269,14481,695417,14151,500033,13711,195384,8417,482845,17603,48486,5086,6178,2529,42308,4086,27092,3404,15216,2289,434359,15315,46977,3859,387382,14389,160492,9262,226890,11046,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,707902,1494,688366,3698,121015,1878,114461,2169,6554,1342,5812,1344,742,319,567351,3196,536285,3851,31066,3529,24259,3109,6807,1408,19536,3129,1524,727,337,277,1187,668,721,641,466,226,18012,2986,4677,1566,13335,2552,6066,1862,7269,2127,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,4796771,2634,4654716,8356,804639,4486,737168,5334,67471,5697,56864,5417,10607,1805,3850077,7081,3680578,7437,169499,7692,125588,6830,43911,4401,142055,7617,12414,2971,2449,1484,9965,2540,6197,2003,3768,2023,129641,6788,23199,3339,106442,6323,39161,3838,67281,5180,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3960198,2170,3725645,10863,627474,4017,502274,7079,125200,6516,107740,6402,17460,2441,3098171,10663,2795836,10182,302335,8380,218997,7504,83338,4841,234553,11090,14599,2828,1699,807,12900,2687,7161,1659,5739,1864,219954,10064,29361,3798,190593,9569,68106,6531,122487,7713,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,542342,1101,531199,2543,97555,1500,91749,1907,5806,1265,5220,1323,586,475,433644,2221,410832,3173,22812,2468,20322,2499,2490,906,11143,2181,146,166,0,203,146,166,87,144,59,89,10997,2160,1847,894,9150,2022,3962,1183,5188,1884,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,37128552,2944,32122041,45403,6283211,10991,3676807,23991,2606404,24487,2234128,25727,372276,12217,25838830,40891,16488510,45835,9350320,41902,6358993,38323,2991327,32222,5006511,45323,273834,9980,27555,3053,246279,9559,139903,6331,106376,6895,4732677,40764,381545,11804,4351132,39742,1345742,18889,3005390,34426,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,2808769,2794,2765100,5190,524442,3429,507949,4041,16493,2179,12667,1760,3826,1390,2240658,4237,2189216,6293,51442,4531,35625,3543,15817,2319,43669,4315,3519,1234,967,653,2552,1027,1655,895,897,536,40150,3876,5537,1817,34613,3581,11708,2320,22905,2988,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,3391441,1509,3151066,11194,536701,3460,428352,6451,108349,6096,94147,5385,14202,2363,2614365,9761,2174373,11741,439992,10918,294372,9752,145620,6310,240375,11292,17141,3024,3222,1158,13919,2596,8615,1869,5304,1796,223234,9695,34497,3729,188737,9122,66773,4462,121964,7849,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,26691064,5461,23651862,39477,5149528,13829,3447687,22937,1701841,21748,1336398,24052,365443,17015,18502334,34355,13457502,37857,5044832,36397,3678848,33512,1365984,20645,3039202,38597,239175,12729,25163,3563,214012,12089,116319,8161,97693,8396,2800027,33759,201267,9845,2598760,32837,753937,17196,1844823,29107,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,5681283,1984,5262638,12407,942488,5018,771976,6480,170512,6714,141344,6811,29168,3385,4320150,11064,3747402,13597,572748,12994,412529,11186,160219,7379,418645,12220,34432,4346,4317,1212,30115,3905,17280,2793,12835,2237,384213,10809,58369,4431,325844,10854,131460,7057,194384,9119,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,20163933,3880,18258109,37389,2930294,11307,2167888,17393,762406,18682,665975,17757,96431,6775,15327815,34980,11714744,37369,3613071,33674,2408122,30535,1204949,21612,1905824,36676,162189,9484,19805,2994,142384,9139,83632,6954,58752,5360,1743635,33683,265483,13626,1478152,31672,439555,17725,1038597,23656,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,6544926,1447,5997642,18234,961838,5510,757928,9777,203910,7957,173682,8180,30228,3362,5035804,16108,4113775,20245,922029,16472,604474,14612,317555,10433,547284,17945,48065,5112,7502,2175,40563,4809,22859,3458,17704,3094,499219,15781,74848,5877,424371,13825,169567,8300,254804,11779,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,656965,4,604227,5151,77834,1368,64829,2303,13005,2006,9191,1876,3814,1660,526393,4612,468720,5786,57673,4878,45269,4270,12404,2193,52738,5151,3890,1370,810,773,3080,1086,1224,856,1856,906,48848,4599,11553,2409,37295,3937,18501,2687,18794,2908,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2910911,1738,2752755,8772,665414,3810,582432,6008,82982,5284,73353,5308,9629,1786,2087341,6918,1850837,8838,236504,8727,189427,8303,47077,3728,158156,8765,16223,3231,2038,1126,14185,3134,10467,2649,3718,1659,141933,6831,14988,2438,126945,6606,51561,4143,75384,5529,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,18402367,3320,16568397,27955,2798368,7918,2020737,15944,777631,16404,621250,13879,156381,9015,13770029,25984,10415395,31742,3354634,30074,2126936,23906,1227698,19757,1833970,27552,126475,6539,16477,2671,109998,6540,57957,5428,52041,5098,1707495,25523,304366,11956,1403129,23678,409249,11777,993880,19859,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,8390826,1490,7561719,21449,1363385,6385,980960,10981,382425,10971,335178,9898,47247,5052,6198334,18079,4655168,24333,1543166,22127,1025299,20309,517867,12350,829107,21006,69926,6009,8248,1745,61678,5702,36788,4614,24890,3690,759181,18047,90690,5808,668491,17195,249288,8919,419203,13571,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,10996313,3418,10738212,11459,1874292,5489,1750753,8614,123539,8025,96693,6950,26846,3914,8863920,10112,8395792,15664,468128,13701,335654,10719,132474,7009,258101,11364,23015,3727,3565,1096,19450,3512,11129,2376,8321,2701,235086,9604,38895,4152,196191,9116,83396,5324,112795,8132,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,5756044,2583,5627287,8443,993917,4428,931553,6742,62364,5784,47617,4459,14747,3024,4633370,7810,4440250,9852,193120,7549,135484,6000,57636,4557,128757,7891,13401,3052,2240,772,11161,3075,4952,1589,6209,2797,115356,7103,18137,2870,97219,6177,43172,4508,54047,5149,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,12106644,2083,11688170,15261,1906958,4822,1684098,10046,222860,9378,179641,9628,43219,4747,9781212,13540,8907014,20105,874198,16309,583835,15979,290363,10579,418474,15465,40243,4580,5896,1542,34347,3983,21039,3138,13308,2246,378231,13313,63485,4855,314746,12233,132628,7283,182118,9798,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,9426732,2419,9109268,10789,1566390,4543,1419840,7587,146550,7382,123003,7237,23547,2868,7542878,9218,7025530,15195,517348,12205,373652,10599,143696,5655,317464,10252,28692,4066,5170,1795,23522,3416,16042,2756,7480,1585,288772,8581,49200,3552,239572,8074,101334,5001,138238,7139,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1798112,1351,1716315,5213,336055,2521,298414,3219,37641,3115,29828,3208,7813,1516,1380260,4447,1289978,4942,90282,4646,59255,3952,31027,3030,81797,5238,7675,1595,738,402,6937,1486,3920,1196,3017,1087,74122,4272,7386,1419,66736,4104,20497,2142,46239,3769,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1640515,1459,1580844,4888,328430,2476,292065,4298,36365,3967,29603,3959,6762,2219,1252414,4446,1161315,6898,91099,6772,70256,6052,20843,2766,59671,4474,3247,1060,107,125,3140,1063,1557,819,1583,905,56424,4091,8126,2052,48298,3874,14357,2146,33941,3497,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1976934,1325,1860783,8868,353399,2555,257399,7065,96000,6850,81017,6503,14983,2286,1507384,8648,1037949,11057,469435,10923,362902,9290,106533,6283,116151,8923,8344,2237,933,612,7411,2060,4776,1517,2635,1278,107807,8279,7089,1453,100718,8062,34208,4665,66510,6354,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,1333054,677,1223277,7683,206771,2052,171929,4629,34842,4557,26588,3986,8254,1628,1016506,6821,781181,9932,235325,7667,149422,6399,85903,5417,109777,7767,9047,1941,1493,844,7554,1811,3035,985,4519,1578,100730,6808,11280,2011,89450,6181,29471,3341,59979,5289,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,821808,1563,799568,3312,152479,1934,146113,2316,6366,1743,5358,1640,1008,436,647089,2674,616636,3290,30453,3444,24495,3111,5958,1334,22240,3151,1557,670,104,191,1453,665,1105,648,348,289,20683,3037,2798,1293,17885,2902,8248,2176,9637,1956,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,7077397,2099,6519826,17286,1164287,5289,924236,9406,240051,8935,204456,8918,35595,3474,5355539,15393,4657978,16036,697561,15253,484834,13635,212727,9085,557571,17295,39458,4661,5193,1262,34265,4346,20697,2960,13568,2493,518113,15310,72395,4892,445718,15326,182216,8883,263502,11556,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,1002885,1221,949670,6275,146593,1866,114748,3834,31845,3414,26939,3351,4906,1331,803077,5541,662836,7150,140241,6375,91033,5050,49208,3983,53215,5981,2885,1356,176,202,2709,1334,1626,897,1083,889,50330,5390,7080,1944,43250,5141,13875,2710,29375,4324,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,6737614,1597,6214770,14477,1178999,4236,857660,11562,321339,10036,285483,9892,35856,4827,5035771,13456,3958209,16239,1077562,14857,826616,13066,250946,8710,522844,14338,28968,3589,3371,1058,25597,3391,16798,2990,8799,2024,493876,13564,63027,5198,430849,13393,147291,7502,283558,10760,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,6365571,3710,6161307,9716,1086141,4757,996691,6904,89450,6595,75555,6065,13895,2733,5075166,9364,4873332,10868,201834,9002,142463,7231,59371,5531,204264,9665,18795,2890,2662,1367,16133,2283,9349,1875,6784,1552,185469,8621,26977,3061,158492,8644,56407,5352,102085,7226,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
