GEO_ID,B18102_001E,B18102_001M,B18102_002E,B18102_002M,B18102_003E,B18102_003M,B18102_004E,B18102_004M,B18102_005E,B18102_005M,B18102_006E,B18102_006M,B18102_007E,B18102_007M,B18102_008E,B18102_008M,B18102_009E,B18102_009M,B18102_010E,B18102_010M,B18102_011E,B18102_011M,B18102_012E,B18102_012M,B18102_013E,B18102_013M,B18102_014E,B18102_014M,B18102_015E,B18102_015M,B18102_016E,B18102_016M,B18102_017E,B18102_017M,B18102_018E,B18102_018M,B18102_019E,B18102_019M,B18102_020E,B18102_020M,B18102_021E,B18102_021M,B18102_022E,B18102_022M,B18102_023E,B18102_023M,B18102_024E,B18102_024M,B18102_025E,B18102_025M,B18102_026E,B18102_026M,B18102_027E,B18102_027M,B18102_028E,B18102_028M,B18102_029E,B18102_029M,B18102_030E,B18102_030M,B18102_031E,B18102_031M,B18102_032E,B18102_032M,B18102_033E,B18102_033M,B18102_034E,B18102_034M,B18102_035E,B18102_035M,B18102_036E,B18102_036M,B18102_037E,B18102_037M,B18102_038E,B18102_038M,B18102_039E,B18102_039M,NAME,B18102_001MA,B18102_001EA,B18102_002MA,B18102_002EA,B18102_003MA,B18102_003EA,B18102_004MA,B18102_004EA,B18102_005MA,B18102_005EA,B18102_006MA,B18102_006EA,B18102_007MA,B18102_007EA,B18102_008MA,B18102_008EA,B18102_009MA,B18102_009EA,B18102_010MA,B18102_010EA,B18102_011MA,B18102_011EA,B18102_012MA,B18102_012EA,B18102_013MA,B18102_013EA,B18102_014MA,B18102_014EA,B18102_015MA,B18102_015EA,B18102_016MA,B18102_016EA,B18102_017MA,B18102_017EA,B18102_018MA,B18102_018EA,B18102_019MA,B18102_019EA,B18102_020MA,B18102_020EA,B18102_021MA,B18102_021EA,B18102_022EA,B18102_022MA,B18102_023MA,B18102_023EA,B18102_024MA,B18102_024EA,B18102_025MA,B18102_025EA,B18102_026MA,B18102_026EA,B18102_027MA,B18102_027EA,B18102_028MA,B18102_028EA,B18102_029MA,B18102_029EA,B18102_030MA,B18102_030EA,B18102_031MA,B18102_031EA,B18102_032MA,B18102_032EA,B18102_033EA,B18102_033MA,B18102_034MA,B18102_034EA,B18102_035MA,B18102_035EA,B18102_036MA,B18102_036EA,B18102_037MA,B18102_037EA,B18102_038MA,B18102_038EA,B18102_039MA,B18102_039EA,state
0400000US08,5604105,2082,2794853,5393,173224,2157,206,253,173018,2157,474747,3755,2414,698,472333,3793,703601,4045,9663,1784,693938,4436,1078725,3600,37203,2924,1041522,4594,237847,1330,33621,2336,204226,2554,126709,1018,36502,2257,90207,2530,2809252,4984,162418,2127,992,637,161426,2275,454739,3372,2013,759,452726,3376,671498,3634,5963,1531,665535,4005,1091523,2967,22287,2471,1069236,4029,260627,1922,14771,1829,245856,2629,168447,2076,34000,2643,134447,3092,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,3231118,5706,215131,2456,694,363,214437,2502,584220,3958,3747,1125,580473,4075,754924,4044,8203,1486,746721,4351,1227172,4624,47759,3632,1179413,5793,283231,1950,41871,2569,241360,3482,166440,1919,47023,2824,119417,3063,3361386,5708,202643,2417,877,491,201766,2333,561189,3611,3210,1414,557979,4066,747996,3667,5715,1558,742281,3938,1283341,3555,29182,3257,1254159,4886,321759,1995,21334,2133,300425,2910,244458,1970,43638,2805,200820,3668,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,2142570,5021,139724,2265,744,393,138980,2354,376250,4129,2193,838,374057,4281,483799,3502,5067,1422,478732,3619,827161,3179,47416,3058,779745,4088,201184,1437,34672,2654,166512,2795,114452,1464,36956,2291,77496,2503,2245634,5101,133765,2580,588,373,133177,2557,355847,3529,3559,1351,352288,3616,490054,3458,4729,1334,485325,3588,872088,3480,28683,2901,843405,4551,228741,1587,16483,1718,212258,2483,165139,1437,34158,2464,130981,3073,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,2194791,6928,153089,3936,275,285,152814,3960,409189,4346,3702,1362,405487,4458,506850,3839,6598,1680,500252,4146,819036,4675,39759,3885,779277,6192,197498,2605,29183,2310,168315,3540,109129,1990,30943,2146,78186,2767,2361287,6963,148768,3513,149,142,148619,3502,384790,4099,2093,722,382697,4108,535422,3711,2649,907,532773,3817,900049,4090,19510,2478,880539,4652,229927,2816,14134,2257,215793,3431,162331,2444,30939,2475,131392,3133,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,6148424,5170,390752,2206,1456,651,389296,2229,1070379,2941,5664,1204,1064715,3249,1447445,4468,10631,1718,1436814,4376,2394123,4759,61384,4041,2332739,5929,523834,2299,56420,2851,467414,3850,321891,1720,74612,3266,247279,3469,6415484,5220,368673,2413,1582,794,367091,2546,1022127,2950,4526,1038,1017601,3172,1443936,2774,9876,1611,1434060,3289,2500937,3179,39644,3570,2461293,4658,602170,2425,29192,2825,572978,3800,477641,2429,77234,4282,400407,4777,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,1540690,3831,101085,1958,488,354,100597,2034,273970,2547,1898,607,272072,2579,356341,3283,2166,673,354175,3257,576827,3763,20044,2017,556783,4024,141383,1123,19175,1742,122208,1787,91084,851,26782,2006,64302,2116,1572339,3755,96798,2426,335,270,96463,2464,259395,2241,1840,637,257555,2421,348462,2700,2847,834,345615,2675,584446,2751,11154,1322,573292,2974,153923,1314,7720,1137,146203,1497,129315,1444,23274,2151,106041,2376,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,659292,2375,32106,1205,607,567,31499,1346,97727,1336,595,412,97132,1309,147862,1496,1969,752,145893,1695,272522,1684,9757,1558,262765,2270,69896,922,9040,1328,60856,1633,39179,695,12125,1366,27054,1324,680257,2304,30751,1073,0,192,30751,1073,97330,1621,366,270,96964,1642,143033,1364,1383,615,141650,1627,281283,1481,4962,1164,276321,1886,74678,910,4093,981,70585,1416,53182,908,10121,1381,43061,1516,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,1441597,4491,96447,2414,533,349,95914,2466,260523,3340,3494,1060,257029,3342,331781,3482,5903,1564,325878,3745,530988,3765,31135,2757,499853,4455,136296,1722,23041,2039,113255,2448,85562,1232,29111,2327,56451,2547,1518906,4340,91645,2848,392,372,91253,2806,253730,2963,1716,668,252014,3021,334941,2912,2775,1036,332166,3006,569556,3597,15492,2164,554064,4030,156164,1821,10360,1619,145804,2119,112870,1563,24117,2126,88753,2385,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,456419,2074,27611,929,257,305,27354,908,74794,791,610,461,74184,918,101168,1211,525,465,100643,1186,173087,1286,3608,746,169479,1559,49319,912,5815,1134,43504,1421,30440,770,6059,985,24381,1125,495792,1400,26724,920,41,74,26683,922,73605,654,33,55,73572,653,105020,913,764,735,104256,1046,193315,1000,2718,844,190597,1222,57612,670,3619,823,53993,964,39516,705,5323,1108,34193,1203,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,2761536,3436,181160,1814,931,530,180229,1889,484216,2312,3178,934,481038,2429,632031,2649,4716,940,627315,2835,1070502,2812,34278,2525,1036224,3443,242775,1445,32127,2355,210648,2860,150852,1513,42946,2287,107906,2328,2792028,3590,173772,1847,852,474,172920,1962,460984,2228,2166,781,458818,2183,616298,2108,4805,1230,611493,2539,1076249,2627,20605,2330,1055644,3874,262786,1633,12620,1423,250166,2076,201939,1787,33721,2160,168218,2431,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
