GEO_ID,C15002A_001E,C15002A_001M,C15002A_002E,C15002A_002M,C15002A_003E,C15002A_003M,C15002A_004E,C15002A_004M,C15002A_005E,C15002A_005M,C15002A_006E,C15002A_006M,C15002A_007E,C15002A_007M,C15002A_008E,C15002A_008M,C15002A_009E,C15002A_009M,C15002A_010E,C15002A_010M,C15002A_011E,C15002A_011M,NAME,C15002A_001EA,C15002A_001MA,C15002A_002EA,C15002A_002MA,C15002A_003EA,C15002A_003MA,C15002A_004MA,C15002A_004EA,C15002A_005EA,C15002A_005MA,C15002A_006EA,C15002A_006MA,C15002A_007EA,C15002A_007MA,C15002A_008MA,C15002A_008EA,C15002A_009MA,C15002A_009EA,C15002A_010EA,C15002A_010MA,C15002A_011EA,C15002A_011MA,state
0400000US08,3356695,10335,1672167,6471,123423,7230,356768,9919,483442,11489,708534,9940,1684528,6212,110465,6139,329265,10199,504493,11428,740305,8890,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3821716,7017,1852157,4318,197995,7279,649135,11358,506086,9171,498941,10640,1969559,3646,179851,6839,641648,11129,592931,9516,555129,11385,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,2701832,4423,1299509,2798,180692,6877,456282,8521,349047,8673,313488,7591,1402323,2641,163556,5550,438432,8238,433629,8128,366706,7482,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2034844,5426,988902,3937,121974,5441,334973,9215,266269,8565,265686,7213,1045942,3148,108818,6377,338057,8268,289989,9857,309078,9146,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6447928,15429,3139223,8843,281534,8593,854295,11193,871865,12164,1131529,13718,3308705,8856,256391,7863,850256,12345,967506,13523,1234552,11800,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1948160,3684,949432,2448,70373,3842,312273,6882,304876,6342,261910,6385,998728,2502,61931,3045,296042,7152,335367,7367,305388,6648,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,912131,1873,444044,1311,32756,3144,129718,5065,122387,4572,159183,4488,468087,1121,25961,2948,123963,3896,142862,4681,175301,4751,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1612898,4946,779668,3400,97741,4916,278169,7054,216660,6533,187098,5734,833230,2385,87838,3918,267481,6974,262632,6904,215279,6376,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,488164,2724,233703,1733,21564,2432,77472,4266,59123,3027,75544,3477,254461,1557,21270,2321,78340,4054,68415,3249,86436,3696,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3286036,4382,1613742,2967,90735,4220,414418,6357,522164,6507,586425,7208,1672294,2465,61931,3730,388856,7792,564465,7687,657042,8186,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,669179,2003,331438,1721,20415,2107,98769,3694,107891,3922,104363,4013,337741,1444,15851,1972,86474,3496,121047,5011,114369,4120,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,939427,1044,451322,890,34228,2434,156544,4885,128327,4503,132223,4659,488105,893,28834,2696,140789,4144,152471,4788,166011,3908,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,5059021,9357,2429790,5800,281856,9878,608359,10927,716504,12130,823071,10216,2629231,5602,220379,7369,620829,12074,856694,12965,931329,13075,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,4264577,10151,2070542,6850,251483,10048,568484,10793,532036,12201,718539,9311,2194035,5384,225428,8773,584190,11474,628001,12259,756416,12272,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,335872,2221,177330,1636,9076,1389,44998,2909,63576,3620,59680,3674,158542,1169,6512,1208,34760,2317,55288,2715,61982,2948,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,2353384,3873,1128932,2757,142903,6563,341747,8978,324121,8709,320161,6955,1224452,2542,133076,7268,355976,7837,392523,9558,342877,8022,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,424390,902,205219,626,16286,1777,65076,2685,51833,2735,72024,2578,219171,846,10233,1666,58662,3007,60715,2875,89561,3009,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1400866,8614,710933,5159,73854,4400,194801,7271,249546,5911,192732,6425,689933,5054,68238,3597,187492,6198,252419,6783,181784,6386,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1207219,2777,583995,2139,80046,4552,242177,6188,140573,5087,121199,5618,623224,1652,68899,4222,241136,6755,178028,5855,135161,5678,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,1986790,4868,965121,2950,109344,4732,311117,7349,287366,6403,257294,6719,1021669,2749,99173,3979,307016,6580,336141,5783,279339,5604,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,3524762,4763,1735221,2996,125033,5091,561914,8344,536554,6884,511720,6842,1789541,2828,102906,4728,524594,7623,578923,8748,583118,8147,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,1495902,15839,680374,8282,157398,6000,198629,6931,152821,7119,171526,6899,815528,10599,163954,7043,205645,7517,189522,5718,256407,8167,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,4064370,9074,1983687,5034,186982,6914,476156,9749,485505,9237,835044,10123,2080683,5827,154594,5800,474126,8863,579005,11614,872958,12481,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,442344,1623,225113,1329,16097,1744,64284,3105,84789,3410,59943,3053,217231,807,12506,1529,50097,2655,79694,3486,74934,3362,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,2452143,5427,1175370,3634,121194,6162,323689,8715,343923,7941,386564,9026,1276773,3130,109202,6221,344397,9094,403260,8874,419914,9376,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,2552481,6311,1247120,3855,118174,6371,288252,7594,417574,8659,423120,7760,1305361,3838,90327,4808,284445,7834,473732,8502,456857,8820,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,363832,2102,183484,1514,12073,1861,59087,3810,65084,3207,47240,2777,180348,1574,11155,1740,45332,3001,72004,3376,51857,3474,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,16423461,39412,8116794,23699,1154442,20893,1725535,18933,2387257,21107,2849560,20574,8306667,20555,1140706,15297,1656348,17826,2621993,24385,2887620,19047,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1218018,3993,587338,2918,80168,4845,170663,6713,186228,5920,150279,5950,630680,2287,64817,4479,175724,6320,212253,6226,177886,6484,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,1951416,7501,932052,4640,70937,4928,255274,6954,221760,6831,384081,7324,1019364,4431,64612,3542,253558,6902,264579,6323,436615,7675,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,13801242,22218,6761997,13878,1095705,21453,1722218,19202,1900502,26862,2043572,18723,7039245,14512,1064575,15837,1731783,21553,2083042,24032,2159845,21555,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,2392026,8833,1159087,5116,87936,5565,276472,7897,270150,6619,524529,7540,1232939,4667,80533,4762,282266,6737,311811,7234,558329,7976,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,11904603,23322,5750221,13743,620633,11963,1621472,20616,1639368,19653,1868748,17760,6154382,13297,583939,14150,1746243,23040,1883725,20000,1940475,20715,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,3865513,10392,1839158,5608,141677,7483,463895,10159,401798,8650,831788,10013,2026355,6057,137697,6059,447983,10580,494217,10914,946458,11214,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,226323,2836,114513,1639,1988,860,3570,1044,5350,1098,103605,2014,111810,1705,2868,927,1383,587,6267,1135,101292,1931,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,1638423,5784,811349,3369,50478,4000,170396,5888,277186,7550,313289,7786,827074,3712,47162,3932,187438,6111,311657,6312,280817,6273,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,8956108,21001,4322688,11764,387240,10947,1127603,15086,1061165,13796,1746680,16192,4633420,12703,371087,10920,1165422,16000,1131353,14144,1965558,14234,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,4282329,14097,2060493,8238,178678,7128,548176,12209,481911,8698,851728,10211,2221836,8119,170135,6607,604013,10860,517358,10924,930330,11083,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,6709567,5824,3239979,3950,288548,7569,1117387,13155,890767,12949,943277,12608,3469588,3314,271859,7078,1119986,15231,1015284,13702,1062459,13329,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,3531199,5108,1708807,3799,158388,5544,552362,8283,498498,8327,499559,8304,1822392,3418,154974,6564,534765,9458,562297,10060,570356,8788,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,7457859,9629,3601548,5971,293547,7227,1284778,12111,853151,10316,1170072,12760,3856311,5397,278293,7402,1332743,13155,966638,12729,1278637,13588,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,5549960,5909,2708561,4238,232195,6207,803081,9803,860797,11368,812488,9995,2841399,3133,202934,6795,805477,9234,961437,11659,871551,10909,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1125309,2859,551330,2125,45001,2760,146034,4128,183739,5150,176556,4592,573979,1844,35025,2655,143187,4584,196461,5052,199306,4171,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1046059,4815,517629,2961,44527,3607,148974,5872,180035,5470,144093,5277,528430,2776,37211,3576,141307,6985,196718,6473,153194,5700,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1107683,7293,537213,4764,76916,5263,141571,6106,159940,5978,158786,6031,570470,4364,64751,3888,143454,5789,183798,6078,178467,5439,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,262860,2906,139411,1544,3766,1033,29554,3142,45859,3199,60232,2818,123449,1923,3547,925,24682,2736,38645,2746,56575,3227,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,512733,1781,255622,1442,16228,1497,84200,3221,80072,3455,75122,3569,257111,1238,14179,2071,73088,3303,86887,3673,82957,3731,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,4064524,9433,2010073,6065,142449,6556,464210,11162,663563,10945,739851,11602,2054451,4801,119725,5625,436168,8678,742735,11853,755823,10355,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,621587,5186,295092,3151,28692,2487,86854,4295,73624,4205,105922,4349,326495,2685,28285,2906,88895,4269,92003,4330,117312,5057,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,3905802,11777,1909086,6949,214786,8659,462495,10839,633908,9875,597897,9842,1996716,7048,214282,8059,465844,10287,708381,11573,608209,10028,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,3711232,5639,1788547,3585,216150,7527,593502,10320,473800,9382,505095,9747,1922685,3361,204804,7914,588946,10553,577779,10702,551156,9457,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,1656933,4697,807202,3343,68038,4274,216718,5370,251000,5366,271446,5666,849731,2885,57790,3332,208418,4638,277246,6332,306277,6145,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
