GEO_ID,B12502_001E,B12502_001M,B12502_002E,B12502_002M,B12502_003E,B12502_003M,B12502_004E,B12502_004M,B12502_005E,B12502_005M,B12502_006E,B12502_006M,B12502_007E,B12502_007M,B12502_008E,B12502_008M,B12502_009E,B12502_009M,B12502_010E,B12502_010M,B12502_011E,B12502_011M,NAME,B12502_001MA,B12502_001EA,B12502_002MA,B12502_002EA,B12502_003MA,B12502_003EA,B12502_004MA,B12502_004EA,B12502_005MA,B12502_005EA,B12502_006MA,B12502_006EA,B12502_007EA,B12502_007MA,B12502_008MA,B12502_008EA,B12502_009MA,B12502_009EA,B12502_010MA,B12502_010EA,B12502_011EA,B12502_011MA,state
0400000US08,4643242,3035,2324144,3672,837792,11679,1486352,11321,7039,1345,1479313,11412,2319098,3328,670316,8895,1648782,8531,14618,1952,1634164,8922,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5392554,3850,2630369,4390,913506,9963,1716863,9871,11538,1403,1705325,10071,2762185,4386,789205,10169,1972980,10479,22850,2004,1950130,10627,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3629102,3031,1769333,3523,572802,8021,1196531,9254,7958,1103,1188573,9202,1859769,3655,482203,9052,1377566,8300,18636,2262,1358930,8404,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3742752,2833,1805868,4161,707937,12198,1097931,11619,7157,1421,1090774,11745,1936884,3955,660267,10317,1276617,10095,15488,1781,1261129,10090,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,10381247,2772,5059081,3380,1942203,12161,3116878,12434,16175,1824,3100703,12664,5322166,3498,1729963,13050,3592203,13283,37450,2328,3554753,13746,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2545586,2869,1252744,3239,425560,7215,827184,7170,5026,896,822158,7179,1292842,2770,348319,6049,944523,6262,9977,1493,934546,6266,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1147794,1036,564372,1636,194346,4667,370026,4623,1849,581,368177,4736,583422,1587,157767,4172,425655,4337,4768,1110,420887,4388,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2429708,3636,1178871,3696,381241,7749,797630,8312,4288,939,793342,8453,1250837,3727,331757,8065,919080,8015,10178,1603,908902,8253,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,798598,418,382718,890,143198,4704,239520,4667,1269,624,238251,4723,415880,910,129238,4997,286642,4831,3392,988,283250,4964,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4525167,2579,2239045,3619,796295,8039,1442750,8743,7439,1085,1435311,8660,2286122,2601,666032,8038,1620090,8112,14551,1608,1605539,8321,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,870969,1918,435386,2431,139707,4368,295679,3893,1993,620,293686,3939,435583,2223,108924,3411,326659,3530,3374,854,323285,3464,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1134585,1819,551153,1835,176939,5084,374214,5137,2775,842,371439,5300,583432,1879,145637,4456,437795,4224,4871,998,432924,4311,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,8485855,5333,4077709,5925,1424337,15203,2653372,15759,16024,2024,2637348,15853,4408146,5419,1296838,14602,3111308,14923,35907,2990,3075401,15147,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,8451927,6355,4056979,5771,1531796,16777,2525183,17406,16664,2151,2508519,17914,4394948,5539,1422972,17356,2971976,17012,29452,2799,2942524,16980,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,582974,828,304543,1457,113521,3346,191022,3425,874,378,190148,3456,278431,1348,82104,2593,196327,2640,1404,511,194923,2634,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,3987483,3932,1903181,3552,648247,9029,1254934,9018,8403,1177,1246531,9060,2084302,4041,584844,12054,1499458,11539,19241,2021,1480217,11987,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,531532,1121,259764,1513,93344,2706,166420,2625,689,338,165731,2573,271768,1245,76778,2844,194990,2988,1983,580,193007,2926,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2459348,1597,1228301,1985,456957,7371,771344,7223,3813,1059,767531,7225,1231047,1982,367207,7040,863840,7124,8606,1541,855234,7108,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1507317,1997,741769,2563,236801,5731,504968,5778,3147,860,501821,6172,765548,2234,190652,5672,574896,6038,5804,981,569092,6034,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,3144933,1877,1542872,3287,508399,6641,1034473,6458,8158,1343,1026315,6705,1602061,2599,414637,7271,1187424,7092,14795,1618,1172629,7101,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,4765395,2164,2353828,3013,836237,9549,1517591,9199,7141,961,1510450,9298,2411567,2543,702200,7762,1709367,7462,16402,1899,1692965,7604,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
