GEO_ID,B01001_001E,B01001_001M,B01001_002E,B01001_002M,B01001_003E,B01001_003M,B01001_004E,B01001_004M,B01001_005E,B01001_005M,B01001_006E,B01001_006M,B01001_007E,B01001_007M,B01001_008E,B01001_008M,B01001_009E,B01001_009M,B01001_010E,B01001_010M,B01001_011E,B01001_011M,B01001_012E,B01001_012M,B01001_013E,B01001_013M,B01001_014E,B01001_014M,B01001_015E,B01001_015M,B01001_016E,B01001_016M,B01001_017E,B01001_017M,B01001_018E,B01001_018M,B01001_019E,B01001_019M,B01001_020E,B01001_020M,B01001_021E,B01001_021M,B01001_022E,B01001_022M,B01001_023E,B01001_023M,B01001_024E,B01001_024M,B01001_025E,B01001_025M,B01001_026E,B01001_026M,B01001_027E,B01001_027M,B01001_028E,B01001_028M,B01001_029E,B01001_029M,B01001_030E,B01001_030M,B01001_031E,B01001_031M,B01001_032E,B01001_032M,B01001_033E,B01001_033M,B01001_034E,B01001_034M,B01001_035E,B01001_035M,B01001_036E,B01001_036M,B01001_037E,B01001_037M,B01001_038E,B01001_038M,B01001_039E,B01001_039M,B01001_040E,B01001_040M,B01001_041E,B01001_041M,B01001_042E,B01001_042M,B01001_043E,B01001_043M,B01001_044E,B01001_044M,B01001_045E,B01001_045M,B01001_046E,B01001_046M,B01001_047E,B01001_047M,B01001_048E,B01001_048M,B01001_049E,B01001_049M,NAME,B01001_001EA,B01001_001MA,B01001_002MA,B01001_002EA,B01001_003MA,B01001_003EA,B01001_004MA,B01001_004EA,B01001_005MA,B01001_005EA,B01001_006MA,B01001_006EA,B01001_007MA,B01001_007EA,B01001_008MA,B01001_008EA,B01001_009MA,B01001_009EA,B01001_010MA,B01001_010EA,B01001_011MA,B01001_011EA,B01001_012MA,B01001_012EA,B01001_013MA,B01001_013EA,B01001_014EA,B01001_014MA,B01001_015MA,B01001_015EA,B01001_016MA,B01001_016EA,B01001_017MA,B01001_017EA,B01001_018MA,B01001_018EA,B01001_019MA,B01001_019EA,B01001_020MA,B01001_020EA,B01001_021MA,B01001_021EA,B01001_022MA,B01001_022EA,B01001_023EA,B01001_023MA,B01001_024MA,B01001_024EA,B01001_025MA,B01001_025EA,B01001_026MA,B01001_026EA,B01001_027MA,B01001_027EA,B01001_028MA,B01001_028EA,B01001_029MA,B01001_029EA,B01001_030MA,B01001_030EA,B01001_031MA,B01001_031EA,B01001_032MA,B01001_032EA,B01001_033MA,B01001_033EA,B01001_034MA,B01001_034EA,B01001_035MA,B01001_035EA,B01001_036EA,B01001_036MA,B01001_037EA,B01001_037MA,B01001_038MA,B01001_038EA,B01001_039MA,B01001_039EA,B01001_040MA,B01001_040EA,B01001_041MA,B01001_041EA,B01001_042MA,B01001_042EA,B01001_043MA,B01001_043EA,B01001_044MA,B01001_044EA,B01001_045EA,B01001_045MA,B01001_046MA,B01001_046EA,B01001_047EA,B01001_047MA,B01001_048MA,B01001_048EA,B01001_049MA,B01001_049EA,state
0400000US08,5695564,-555555555,2864761,4727,173224,2157,175615,5087,191778,5075,108714,2485,79834,2449,38381,3834,34605,3351,121784,4415,234275,3613,230721,2353,205643,5195,197663,5280,185641,1818,171322,2063,179928,4957,71158,4283,95147,3875,59712,3396,76344,3686,103867,3991,60278,2465,37387,2482,31740,2383,2830803,4727,162418,2127,176530,5549,172757,5114,105702,2117,74583,2733,33918,3084,33898,3802,111536,4856,213008,2248,211652,2610,201211,6167,176871,5795,182266,2192,170989,2433,182239,4003,77433,3925,105265,3820,63639,3017,84473,3802,114383,3547,71875,3362,48491,2763,55666,2863,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6691878,-555555555,3295973,5458,215131,2456,220400,6552,230073,6587,136453,2509,101273,3527,48361,4461,49406,4164,139346,4986,231089,3486,208885,2965,219831,5879,191454,6034,207508,2354,208237,2422,219488,5209,87291,4256,119210,4989,73648,3608,91639,3525,122027,3677,80929,3031,49894,2738,44400,2483,3395905,5458,202643,2417,209755,5786,221322,5816,131280,2665,90216,2818,52936,4042,44170,3489,131220,4522,226051,2658,208221,2765,215999,6888,199189,6111,209580,2493,216425,2248,228112,5647,87886,3978,132291,4997,76346,3384,108327,3994,141712,4096,108085,3821,71962,3419,82177,4145,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4468402,-555555555,2199021,4805,139724,2265,145957,5111,144007,5099,88287,2065,61513,2804,35014,3066,32389,3112,88240,3989,156233,2470,133718,2179,141389,4516,136362,4556,142164,2158,141164,1615,150774,4995,57928,3358,80766,4337,49750,3044,67097,3097,87183,3355,56295,2331,36099,2106,26968,1911,2269381,4805,133765,2580,134021,4780,141826,4864,80194,2211,58950,2943,34725,3653,30197,2642,80179,4284,152346,2670,137223,2137,139490,4554,135866,4637,143386,1755,148659,2036,153937,5065,64292,3770,92325,3929,53637,3218,74026,2912,103772,3117,71077,2866,53808,2893,51680,2806,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4659978,-555555555,2276530,6576,153089,3936,151553,5898,166020,6175,92873,3244,68763,3580,36235,3334,29643,3522,87218,4500,163846,3950,156251,3395,158319,5825,132607,6046,136781,3349,139492,3117,144624,4789,60066,3495,83651,4221,51672,3547,67480,3081,83012,3414,53501,2514,34146,2298,25688,2132,2383448,6576,148768,3513,145886,5696,151910,5729,87486,3036,59004,3487,37626,3649,30796,3195,87375,4341,165061,3465,160097,2897,159155,5372,139633,5029,142386,2814,148654,3193,158965,4864,62869,4031,92666,4374,56275,3245,76474,3481,99984,3687,74873,3465,49349,3321,48156,3145,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12741080,-555555555,6266062,4378,390783,2204,384930,7153,431268,6921,257140,2192,172181,3880,86659,5333,89582,5492,252769,5738,453675,2695,438704,3245,425515,7454,395053,7542,402713,2410,404797,1640,416020,5860,169967,5407,224570,6074,127293,4417,178370,4670,227775,4044,159021,3988,90664,3585,86613,2993,6475018,4378,368673,2413,377307,8370,406872,8289,238829,1972,167695,2773,79513,4653,78831,4988,251672,6483,444808,2595,428330,2124,421226,8260,402596,7625,412184,2432,416360,2501,439596,6924,174993,6311,244721,6136,145421,4512,191088,4734,273382,5736,196855,5609,141111,5049,172955,4146,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3156145,-555555555,1564888,3527,101085,1958,100084,3294,110975,3700,64630,1751,51260,2980,24276,2238,22075,2246,64502,3551,103226,1733,97755,2305,105900,3863,87416,3537,91233,1998,94243,1610,103644,3160,41576,1821,61493,2841,36271,1943,45881,2648,61724,2504,42270,2019,28006,1982,25363,1730,1591257,3527,96798,2426,97370,3728,104247,3383,58200,1423,46569,2086,23391,2171,21679,2188,64212,3537,99189,2274,94337,1600,103451,3898,86850,4240,90664,1758,93256,1174,110013,2965,40673,2316,62055,2761,38261,2222,50410,2644,66786,2837,52680,2424,39913,2102,50253,2416,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1356458,-555555555,669442,2055,32106,1205,33940,2229,39024,2226,24822,855,20295,1144,9266,1400,8189,1571,27048,2111,45234,944,41807,1045,39810,2293,37586,2423,44562,1032,49517,848,54864,2914,20523,2065,28747,2239,17783,1909,23320,1933,29866,2015,18933,1320,11096,1099,11104,1231,687016,2055,30751,1073,34995,2385,37848,2681,24642,980,22073,1694,8774,1660,8911,1738,23026,2002,40248,939,40533,938,39544,2462,38025,2454,44494,824,51145,968,56717,2746,24803,2179,27433,2052,17330,1768,23971,1656,34329,1896,23116,1655,14588,1647,19720,1909,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,3013825,-555555555,1476680,3794,96447,2414,97924,3812,103438,4046,59888,2233,44653,2810,26024,2773,21773,2866,56338,4612,101526,2861,93893,2451,93338,5127,88698,4294,89899,2663,91333,2425,95719,4039,39253,3012,50414,3130,30948,2188,43739,2766,63468,2970,43307,2594,24905,1973,19755,1746,1537145,3794,91645,2848,94599,4621,100064,4125,59955,2643,43525,3164,20772,2828,18775,2674,56066,3117,102191,2821,95327,2504,96355,4187,88662,3819,93817,2243,95294,1894,100315,3693,42158,2953,56071,3071,34486,2481,53183,2571,70984,2916,53904,3046,32583,2492,36414,2653,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,967171,-555555555,467924,1358,27611,929,25189,2135,32406,2164,17537,609,11902,694,6890,1482,6119,1366,17681,1867,33116,511,30681,568,29862,2331,24970,2304,27916,662,31046,759,32955,2165,13527,1650,17537,1963,11520,1538,16439,1623,21843,1562,15495,1308,8007,1056,7675,1209,499247,1358,26724,920,26639,1967,30004,1939,17040,614,12866,983,6994,1323,7673,1251,14196,1520,32930,683,30672,632,29537,2490,28024,2520,30011,771,33914,887,35771,2160,13010,1789,23465,2146,13040,1537,18896,1820,26157,1937,20882,1562,9873,1437,10929,1222,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5611179,-555555555,2793980,3564,181160,1814,183282,4603,190493,4174,112038,1703,71688,1551,40771,3516,35126,2775,106809,3594,191683,1846,195563,2262,195164,4464,166551,4726,170628,1888,176633,1600,200627,3999,74041,3248,98669,3351,62416,2515,82302,2602,100755,3122,71341,2741,43322,2033,42918,2571,2817199,3564,173772,1847,177431,3317,179874,4070,103997,1391,68665,1750,35794,2560,36746,3266,104304,4240,183843,2162,188452,1660,188855,4636,164397,4561,165919,1647,176500,1437,200453,4228,71905,3481,110712,3592,64327,2774,86993,2896,113693,3416,84721,3147,63391,3104,72455,3204,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
