GEO_ID,C08406_001E,C08406_001M,C08406_002E,C08406_002M,C08406_003E,C08406_003M,C08406_004E,C08406_004M,C08406_005E,C08406_005M,C08406_006E,C08406_006M,C08406_007E,C08406_007M,C08406_008E,C08406_008M,C08406_009E,C08406_009M,C08406_010E,C08406_010M,C08406_011E,C08406_011M,C08406_012E,C08406_012M,C08406_013E,C08406_013M,C08406_014E,C08406_014M,C08406_015E,C08406_015M,C08406_016E,C08406_016M,C08406_017E,C08406_017M,C08406_018E,C08406_018M,C08406_019E,C08406_019M,C08406_020E,C08406_020M,C08406_021E,C08406_021M,C08406_022E,C08406_022M,C08406_023E,C08406_023M,C08406_024E,C08406_024M,C08406_025E,C08406_025M,C08406_026E,C08406_026M,C08406_027E,C08406_027M,C08406_028E,C08406_028M,C08406_029E,C08406_029M,C08406_030E,C08406_030M,C08406_031E,C08406_031M,C08406_032E,C08406_032M,C08406_033E,C08406_033M,NAME,C08406_001EA,C08406_001MA,C08406_002EA,C08406_002MA,C08406_003EA,C08406_003MA,C08406_004EA,C08406_004MA,C08406_005MA,C08406_005EA,C08406_006EA,C08406_006MA,C08406_007EA,C08406_007MA,C08406_008EA,C08406_008MA,C08406_009EA,C08406_009MA,C08406_010EA,C08406_010MA,C08406_011EA,C08406_011MA,C08406_012EA,C08406_012MA,C08406_013EA,C08406_013MA,C08406_014EA,C08406_014MA,C08406_015EA,C08406_015MA,C08406_016MA,C08406_016EA,C08406_017EA,C08406_017MA,C08406_018EA,C08406_018MA,C08406_019EA,C08406_019MA,C08406_020EA,C08406_020MA,C08406_021EA,C08406_021MA,C08406_022EA,C08406_022MA,C08406_023EA,C08406_023MA,C08406_024EA,C08406_024MA,C08406_025EA,C08406_025MA,C08406_026EA,C08406_026MA,C08406_027MA,C08406_027EA,C08406_028EA,C08406_028MA,C08406_029EA,C08406_029MA,C08406_030EA,C08406_030MA,C08406_031EA,C08406_031MA,C08406_032EA,C08406_032MA,C08406_033EA,C08406_033MA,state
0400000US08,2957533,19044,2469704,19397,2217788,20053,251916,10548,193001,8486,38900,4570,20015,2633,81493,5074,87899,5439,64917,4036,253520,8712,1594621,12256,1333451,13544,1195399,13414,138052,7272,105778,5948,20733,3178,11541,2028,46276,3651,47982,3850,42851,3242,124061,6273,1362912,12686,1136253,12440,1022389,13319,113864,5278,87223,4562,18167,2803,8474,1548,35217,3092,39917,3671,22066,2537,129459,4919,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3110716,18136,2855580,18616,2575963,19050,279617,9259,217121,8669,34470,3310,28026,3188,23092,2619,62059,3615,47700,4527,122285,5492,1631158,12139,1498902,12436,1354468,12605,144434,6532,111814,5553,16425,2226,16195,2411,11773,1947,33030,2894,30215,3455,57238,4492,1479558,12784,1356678,13007,1221495,12826,135183,5693,105307,5440,18045,2208,11831,1865,11319,1810,29029,2886,17485,2287,65047,3753,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1980353,16709,1820777,17639,1633433,18870,187344,8488,149197,7309,21708,2620,16439,2607,18696,2570,38428,3298,22688,2599,79764,4166,1049754,9896,963738,10198,870163,10902,93575,5522,74860,4691,9943,1960,8772,1767,8775,1819,24183,3018,13738,1951,39320,2728,930599,11813,857039,11886,763270,12382,93769,4483,74337,4171,11765,1720,7667,1428,9921,1702,14245,1989,8950,1549,40444,2740,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2002142,18569,1837548,17729,1656149,17739,181399,8891,133935,7458,27091,3133,20373,3460,23661,2959,35687,4203,38314,4251,66932,4870,1032675,11461,947631,11159,853991,10757,93640,5802,68506,4804,13394,2029,11740,2142,10630,2013,17559,3196,25585,3253,31270,3591,969467,13370,889917,13420,802158,13607,87759,6426,65429,5551,13697,2256,8633,2088,13031,2239,18128,2426,12729,2094,35662,3601,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6175357,24033,4988244,26951,4480777,24809,507467,14824,392952,13202,69820,4994,44695,3591,587614,14545,170386,6859,110520,5684,318593,9126,3256043,15876,2644221,17635,2380857,17644,263364,8908,207064,8167,34310,3299,21990,2380,292613,8681,91248,4980,66959,4290,161002,6119,2919314,15911,2344023,17428,2099920,15628,244103,8601,185888,7482,35510,3057,22705,2421,295001,9294,79138,4198,43561,3769,157591,5977,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1584558,11154,1421710,11989,1292215,12295,129495,5754,100426,4958,17049,1699,12020,1798,16120,2446,46832,3310,18590,2064,81306,3953,832238,7140,744668,7437,678348,7881,66320,3784,53056,3338,6972,1072,6292,1227,9244,1690,25492,2407,11901,1471,40933,3223,752320,8474,677042,8706,613867,8138,63175,3342,47370,2952,10077,1369,5728,1186,6876,1436,21340,1981,6689,1447,40373,2954,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,678998,8606,598812,8765,544813,8403,53999,4733,40790,3934,6912,1830,6297,1619,3702,1320,18324,2502,9174,1764,48986,3627,347385,5527,304257,5488,277545,5327,26712,2819,20849,2411,2807,937,3056,1061,2169,1062,10074,1872,6028,1432,24857,2295,331613,6326,294555,6866,267268,6597,27287,3011,19941,2515,4105,1509,3241,1003,1533,804,8250,1396,3146,992,24129,2225,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1296811,13164,1207177,14045,1072570,13291,134607,6887,101736,6382,18732,2378,14139,2198,4620,1307,19585,2462,16663,2798,48766,4552,680954,9685,629540,9862,559089,9497,70451,4568,54598,4277,7709,1447,8144,1751,1880,735,12849,2034,10733,1897,25952,3231,615857,8043,577637,8639,513481,7930,64156,4692,47138,3925,11023,1860,5995,1310,2740,1198,6736,1192,5930,1956,22814,2540,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,445816,9167,397844,8945,358429,8760,39415,4133,30122,3610,5183,1392,4110,1631,7636,1401,9845,1501,4752,1297,25739,2523,228302,5714,203547,5758,184764,5986,18783,2504,14423,2222,1917,745,2443,1170,3708,1028,4651,1096,2170,898,14226,1941,217514,6548,194297,6599,173665,6123,20632,2552,15699,2264,3266,936,1667,736,3928,1062,5194,1098,2582,961,11513,1612,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2939577,12818,2532979,13556,2287243,14490,245736,7117,185975,6507,34027,3088,25734,2891,103468,5425,80263,4302,45162,2960,177705,5568,1525728,9341,1322987,8949,1196990,9803,125997,4612,95216,4296,16978,1963,13803,1722,48222,3931,41584,3187,29140,2181,83795,3634,1413849,9488,1209992,10546,1090253,10424,119739,4731,90759,3799,17049,2111,11931,1620,55246,3355,38679,2824,16022,1778,93910,3391,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
