GEO_ID,C17019_001E,C17019_001M,C17019_002E,C17019_002M,C17019_003E,C17019_003M,C17019_004E,C17019_004M,C17019_005E,C17019_005M,C17019_006E,C17019_006M,C17019_007E,C17019_007M,NAME,C17019_001MA,C17019_001EA,C17019_002MA,C17019_002EA,C17019_003MA,C17019_003EA,C17019_004EA,C17019_004MA,C17019_005EA,C17019_005MA,C17019_006MA,C17019_006EA,C17019_007MA,C17019_007EA,state
0400000US08,1372705,11369,85547,4645,33486,2793,52061,3747,1287158,12066,995972,11290,291186,8257,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1683176,12254,156585,6413,60600,3956,95985,5111,1526591,12372,1238396,11897,288195,8773,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1138927,12100,143499,6052,57747,3987,85752,4354,995428,11461,787049,10978,208379,6694,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104847,12302,150690,6789,56830,3890,93860,5761,954157,12371,753428,10905,200729,7126,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3119101,17843,264678,8286,89884,4257,174794,7197,2854423,16905,2241564,16748,612859,11193,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,800329,8263,57311,3654,23231,2182,34080,2756,743018,8166,625899,8893,117119,4536,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,341752,6363,16178,1948,6195,1101,9983,1641,325574,5975,272217,5942,53357,3704,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,769134,11117,97453,5721,36509,2872,60944,4429,671681,9873,521436,9072,150245,5713,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,238399,6155,20026,2424,8870,1736,11156,2020,218373,5852,176521,4576,41852,4087,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1396827,9648,79752,4368,30212,2276,49540,3560,1317075,9514,1113473,8902,203602,6738,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,265643,5250,20411,2093,9323,1306,11088,1801,245232,5528,196550,4714,48682,3830,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,342542,6065,25166,2433,11790,1736,13376,2192,317376,5824,270049,5580,47327,3586,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2622295,20703,266430,10873,96946,5026,169484,8594,2355865,20602,1799149,16739,556716,13815,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2537406,21205,275202,8546,100446,5709,174756,7446,2262204,21079,1692264,19415,569940,11210,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,167527,4191,12621,1743,5985,1063,6636,1141,154906,4331,114102,3255,40804,3307,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1214794,12486,148603,5524,58944,3840,89659,4604,1066191,13354,848012,11134,218179,8469,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,155804,3606,9658,1519,4448,838,5210,1223,146146,3549,123745,3484,22401,2099,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,706638,8667,64271,3303,20175,1879,44096,2953,642367,8611,433455,7104,208912,7428,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,461911,6789,60272,4189,30294,3052,29978,2951,401639,6907,339264,6374,62375,4233,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,983307,7405,112542,4172,41089,2105,71453,3905,870765,7305,667428,7302,203337,6176,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1487370,10614,103509,4884,36233,2421,67276,4271,1383861,10404,1119677,9494,264184,7959,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,791354,11339,314362,8322,159835,6747,154527,6334,476992,9063,399364,8666,77628,4356,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,2094307,16182,148530,6199,52667,3261,95863,5591,1945777,15975,1474916,15698,470861,10577,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,187919,5457,10750,1615,3709,716,7041,1503,177169,5279,140264,4933,36905,3281,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1258273,13739,136160,5539,55022,3569,81138,4638,1122113,13870,893351,12480,228762,8936,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,1027648,10811,82653,5378,26912,2840,55741,4542,944995,11105,713105,10175,231890,7375,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,144525,4783,10239,1789,4268,1088,5971,1457,134286,4506,112194,4051,22092,2841,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,8934621,23655,811643,14917,217640,7931,594003,12836,8122978,22881,5223980,25622,2898998,24844,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,727948,11079,109072,6161,44586,3988,64486,5054,618876,9767,491046,9473,127830,6999,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,891935,10679,62963,3956,13937,1763,49026,3840,828972,10321,648361,9400,180611,6976,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,6730268,29102,767608,16310,299044,8973,468564,12326,5962660,29586,4382677,26291,1579983,23506,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1472372,11475,88511,5106,28202,2451,60309,4459,1383861,12434,1066537,10162,317324,10222,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,5026515,28230,488362,11115,198663,8027,289699,9169,4538153,27789,3357787,21847,1180366,21614,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1644205,12629,106906,5425,27505,2477,79401,4868,1537299,12862,1167689,13054,369610,8359,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,121529,3987,13761,2006,2295,810,11466,1908,107768,3941,63690,3101,44078,3037,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,743767,8138,45593,3522,18800,1934,26793,3106,698174,8382,553970,7382,144204,6554,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,4632936,21570,465342,12311,101651,5159,363691,10910,4167594,21693,2784168,18181,1383426,15988,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,2231636,16928,154894,6289,39164,3320,115730,5443,2076742,16581,1535203,12538,541539,12215,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2924244,16447,283821,8789,88384,3882,195437,7928,2640423,18155,2108019,17524,532404,11881,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1550876,14411,139886,5874,52227,3589,87659,4941,1410990,14568,1121614,13069,289376,8694,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,3235257,16951,263075,8044,99607,4762,163468,7250,2972182,17693,2422603,16944,549579,10924,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,2520001,12884,238401,7742,106871,4628,131530,5747,2281600,14297,1899092,12711,382508,9355,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,485628,5777,34617,2440,12949,1609,21668,1969,451011,5547,357330,5411,93681,3783,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,437765,8417,35922,3490,14450,1723,21472,3231,401843,8117,323537,8416,78306,5456,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,495378,8167,74665,4183,34688,2834,39977,3159,420713,8572,328127,7287,92586,4651,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,316849,5403,17920,2129,4169,1041,13751,1920,298929,5142,193177,5003,105752,3640,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,219707,5207,17571,1790,5818,1056,11753,1695,202136,5094,165383,4915,36753,3182,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1879637,15187,119246,5731,41836,3235,77410,5112,1760391,15008,1307864,12913,452527,10890,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,247476,4287,22542,2460,5027,1269,17515,2287,224934,4489,173309,4590,51625,3732,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1713006,14051,170206,6517,68322,4007,101884,5628,1542800,14601,1150334,12167,392466,10212,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1708168,14564,193311,7696,68363,4187,124948,6029,1514857,14083,1189522,14329,325335,11155,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,726748,8743,58190,3428,23763,2258,34427,2913,668558,8388,529603,7327,138955,5723,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
