GEO_ID,B07004G_001E,B07004G_001M,B07004G_002E,B07004G_002M,B07004G_003E,B07004G_003M,B07004G_004E,B07004G_004M,B07004G_005E,B07004G_005M,B07004G_006E,B07004G_006M,NAME,B07004G_001MA,B07004G_001EA,B07004G_002MA,B07004G_002EA,B07004G_003MA,B07004G_003EA,B07004G_004MA,B07004G_004EA,B07004G_005EA,B07004G_005MA,B07004G_006EA,B07004G_006MA,state
0400000US08,221465,10746,172041,10464,26619,3885,9798,1947,11829,2393,1178,850,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,174928,9832,141889,8686,19750,3785,6719,1618,5349,1880,1221,712,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,105096,7074,83965,6758,12076,2264,4731,1853,3005,929,1319,835,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,102145,7472,82678,6995,12882,3246,3526,1610,2753,1084,306,250,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,331730,12554,273033,11449,34805,5090,11811,3006,9195,2406,2886,1407,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,67475,5435,51180,4793,8040,2171,3720,1131,3871,1126,664,591,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,29616,3272,23083,2996,3116,1048,1170,602,2148,795,99,119,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,86265,5988,69379,5942,9965,2270,4305,1847,2155,1247,461,423,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,25229,3536,22526,3503,2333,1007,0,200,350,258,20,37,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,170042,8534,136830,7908,17012,3033,11252,2286,4151,987,797,556,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,31657,3292,26526,3045,2440,860,1534,727,1129,615,28,55,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,29072,2611,22993,2552,2975,956,1917,667,1116,611,71,74,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,286632,12671,228650,10169,24565,3514,16636,3519,13535,2667,3246,1868,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,279322,13334,220290,10958,23805,4840,21326,3786,11961,2990,1940,957,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,60323,4657,49598,4579,5356,1287,1506,510,3098,1026,765,680,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,97858,7596,78348,7008,10756,2971,5062,1733,3294,945,398,378,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,12750,1714,11698,1664,393,311,51,65,608,376,0,157,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,151511,9530,118313,9189,20705,3030,2489,1108,9620,2879,384,346,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
