GEO_ID,B18135_001E,B18135_001M,B18135_002E,B18135_002M,B18135_003E,B18135_003M,B18135_004E,B18135_004M,B18135_005E,B18135_005M,B18135_006E,B18135_006M,B18135_007E,B18135_007M,B18135_008E,B18135_008M,B18135_009E,B18135_009M,B18135_010E,B18135_010M,B18135_011E,B18135_011M,B18135_012E,B18135_012M,B18135_013E,B18135_013M,B18135_014E,B18135_014M,B18135_015E,B18135_015M,B18135_016E,B18135_016M,B18135_017E,B18135_017M,B18135_018E,B18135_018M,B18135_019E,B18135_019M,B18135_020E,B18135_020M,B18135_021E,B18135_021M,B18135_022E,B18135_022M,B18135_023E,B18135_023M,B18135_024E,B18135_024M,B18135_025E,B18135_025M,B18135_026E,B18135_026M,B18135_027E,B18135_027M,B18135_028E,B18135_028M,B18135_029E,B18135_029M,B18135_030E,B18135_030M,B18135_031E,B18135_031M,B18135_032E,B18135_032M,B18135_033E,B18135_033M,B18135_034E,B18135_034M,NAME,B18135_001EA,B18135_001MA,B18135_002EA,B18135_002MA,B18135_003EA,B18135_003MA,B18135_004EA,B18135_004MA,B18135_005EA,B18135_005MA,B18135_006EA,B18135_006MA,B18135_007EA,B18135_007MA,B18135_008MA,B18135_008EA,B18135_009EA,B18135_009MA,B18135_010EA,B18135_010MA,B18135_011EA,B18135_011MA,B18135_012EA,B18135_012MA,B18135_013EA,B18135_013MA,B18135_014EA,B18135_014MA,B18135_015EA,B18135_015MA,B18135_016EA,B18135_016MA,B18135_017EA,B18135_017MA,B18135_018EA,B18135_018MA,B18135_019MA,B18135_019EA,B18135_020EA,B18135_020MA,B18135_021EA,B18135_021MA,B18135_022EA,B18135_022MA,B18135_023EA,B18135_023MA,B18135_024EA,B18135_024MA,B18135_025EA,B18135_025MA,B18135_026EA,B18135_026MA,B18135_027EA,B18135_027MA,B18135_028EA,B18135_028MA,B18135_029EA,B18135_029MA,B18135_030MA,B18135_030EA,B18135_031EA,B18135_031MA,B18135_032EA,B18135_032MA,B18135_033EA,B18135_033MA,B18135_034EA,B18135_034MA,state
0400000US08,5604105,2082,1345058,5020,48036,3619,45707,3427,23062,2543,26881,3119,2329,942,1297022,6302,1237119,9760,848127,14552,435606,13981,59903,6046,3465417,5675,305915,10478,279797,9508,154744,6435,158802,7246,26118,2743,3159502,12005,2832778,17193,2472285,17438,449634,13127,326724,13441,793630,2101,246713,6086,245501,6145,146370,5516,241442,6080,1212,663,546917,6066,541559,6234,319682,7459,519329,6673,5358,1471,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,1660376,5565,75873,4947,73357,4793,31765,3194,49648,3957,2516,919,1584503,7160,1478025,9969,1016155,17514,525998,14946,106478,7342,3916240,6251,464379,10568,425040,10620,219745,8243,255675,8451,39339,2949,3451861,11888,3061496,17859,2740381,20806,408739,12999,390365,14549,1015888,3127,354816,7294,353116,7402,208752,7000,349460,7220,1700,960,661072,8228,656347,8064,411942,7718,637616,7942,4725,1205,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,1066094,4243,66675,4964,65772,4876,24311,2909,47468,4662,903,461,999419,6384,960298,7581,566565,12709,431555,11318,39121,4805,2612594,4493,413657,10381,392943,9861,160972,6037,279243,9104,20714,1937,2198937,12032,2014402,15326,1634045,16727,459618,11399,184535,9375,709516,2481,281770,6589,280930,6559,155070,5924,278084,6602,840,516,427746,6884,426218,6805,276583,7651,413056,6820,1528,671,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,1160494,4418,66463,5426,65693,5315,22528,2784,49460,5200,770,509,1094031,7306,1055597,8751,534714,13066,569236,12856,38434,4108,2696699,5986,369278,13197,340120,12427,147235,6327,231476,11374,29158,3164,2327421,14324,2036845,15361,1613713,19428,502969,13196,290576,11803,698885,3199,265521,8112,264564,8058,130565,5608,261290,8148,957,755,433364,8714,429897,8969,245712,7173,408998,9200,3467,1222,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,3027744,5964,111152,5528,108205,5516,51814,3637,63042,4277,2947,891,2916592,7853,2817073,10858,1854788,18588,1052263,18496,99519,7141,7610628,6680,665378,12719,617934,12642,312868,9286,367453,10456,47444,3609,6945250,14053,6237940,22564,5437576,24250,935764,16052,707310,17668,1925536,3819,616092,9009,611489,8902,350159,8173,600745,8939,4603,1497,1309444,9791,1296659,10114,810267,11129,1235684,10853,12785,2370,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,780762,4106,32932,2270,32269,2241,16267,1789,20564,1880,663,472,747830,4419,727471,5463,509061,9161,261376,8267,20359,3365,1816562,4072,172262,6176,164522,6181,86038,4784,99122,4498,7740,1200,1644300,6966,1527228,8576,1359607,11201,218497,7986,117072,6638,515705,2101,160426,4449,160418,4448,107961,4002,159424,4467,8,16,355279,4581,354082,4600,248813,4844,342933,4754,1197,557,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,279907,2464,12789,1616,12289,1632,6946,1242,6930,1267,500,342,267118,2892,260362,3056,192996,5872,75013,5125,6756,1532,822707,2808,89689,5160,84618,5159,44813,3769,48643,3963,5071,1190,733018,5472,669162,6802,612858,7511,74100,4090,63856,3777,236935,1307,72313,3445,72219,3434,45543,2947,71123,3409,94,126,164622,3466,163888,3478,112149,4231,156216,3654,734,400,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,746754,4497,46031,3588,45311,3528,12758,1911,35892,3253,720,390,700723,5458,667728,6662,333383,9863,354404,8921,32995,4702,1722857,5112,272077,8376,251082,8012,103909,6021,177998,6428,20995,2368,1450780,9018,1264540,11375,1058016,13036,257984,8719,186240,8290,490892,2821,205446,5943,203982,5896,107055,4643,202723,5835,1464,640,285446,5918,284275,5924,172318,5628,278350,5907,1171,455,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,215130,1599,10552,1997,10402,1994,4996,1436,6778,1547,150,154,204578,2337,196890,3280,128399,4980,74896,4567,7688,2186,560194,2051,60620,4268,58577,4384,30951,3339,35331,3371,2043,741,499574,4460,456360,6663,385689,7727,89799,6430,43214,4770,176887,1004,54627,2974,54440,2989,35087,2579,53980,2944,187,187,122260,2788,121580,2834,87469,3364,117899,3110,680,487,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,1376114,3686,52342,3358,50750,3320,27932,2511,30727,2754,1592,615,1323772,4865,1280170,6145,939671,10306,401458,11696,43602,3562,3319098,4330,291594,8383,274722,7751,144474,5923,160247,5910,16872,2591,3027504,9677,2848001,12169,2505801,15150,418905,9891,179503,7714,858352,2411,264808,5589,263903,5564,174453,4292,261048,5679,905,574,593544,5736,591639,5548,435055,6592,571085,5814,1905,804,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
