GEO_ID,B16007_001E,B16007_001M,B16007_002E,B16007_002M,B16007_003E,B16007_003M,B16007_004E,B16007_004M,B16007_005E,B16007_005M,B16007_006E,B16007_006M,B16007_007E,B16007_007M,B16007_008E,B16007_008M,B16007_009E,B16007_009M,B16007_010E,B16007_010M,B16007_011E,B16007_011M,B16007_012E,B16007_012M,B16007_013E,B16007_013M,B16007_014E,B16007_014M,B16007_015E,B16007_015M,B16007_016E,B16007_016M,B16007_017E,B16007_017M,B16007_018E,B16007_018M,B16007_019E,B16007_019M,NAME,B16007_001MA,B16007_001EA,B16007_002EA,B16007_002MA,B16007_003MA,B16007_003EA,B16007_004MA,B16007_004EA,B16007_005EA,B16007_005MA,B16007_006EA,B16007_006MA,B16007_007EA,B16007_007MA,B16007_008MA,B16007_008EA,B16007_009MA,B16007_009EA,B16007_010EA,B16007_010MA,B16007_011EA,B16007_011MA,B16007_012MA,B16007_012EA,B16007_013EA,B16007_013MA,B16007_014EA,B16007_014MA,B16007_015MA,B16007_015EA,B16007_016MA,B16007_016EA,B16007_017MA,B16007_017EA,B16007_018EA,B16007_018MA,B16007_019EA,B16007_019MA,state
0400000US08,5359922,2467,931096,3657,746037,8826,143668,7343,19726,3141,13275,1718,8390,2294,3620971,3204,2995976,17297,427124,14061,89276,6013,73104,4169,35491,4282,807855,1906,720725,4657,52223,2706,18301,2790,13465,1402,3141,948,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6274104,2647,1149283,3228,1029452,6668,74663,3947,25634,4078,14533,2109,5001,1651,4073675,3841,3679843,11756,207305,6327,93544,7456,68208,5087,24775,4348,1051146,2952,1006514,4252,15220,1683,20428,2780,7317,1347,1667,796,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4194913,2663,734292,3217,684729,4635,27295,2460,10807,2694,6859,1599,4602,1905,2729229,2851,2559673,7362,83096,3695,41064,3561,29616,3224,15780,3536,731392,2338,714054,2519,6323,1240,6789,1680,3855,900,371,233,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4358121,2840,795728,3119,744587,4717,32675,3453,6265,1454,7569,1297,4632,2442,2841783,3394,2623544,8777,109286,4799,54628,5469,39427,3043,14898,3824,720610,2987,657101,3741,13269,1589,42848,2790,6412,1326,980,518,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,11981624,2046,2096346,2661,1574607,10110,367862,8533,89847,5517,41560,3411,22470,3761,7894730,3660,5918608,17488,1147956,11069,464430,13648,266004,7203,97732,7586,1990548,2970,1674372,6705,124409,3217,121007,5382,57584,3213,13176,2488,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2958262,2271,535506,2395,477111,4315,34331,2886,11318,2788,7522,1676,5224,1965,1884938,2594,1697589,7049,84803,3651,41224,4677,41515,3148,19807,3193,537818,2027,522264,1700,4695,1032,6659,1037,3304,991,896,492,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1293601,978,195271,1568,181974,2484,5892,1483,3801,1085,2250,994,1354,773,853174,1571,784304,4364,22581,1979,26546,3063,15479,2122,4264,1165,245156,1267,227034,2027,2619,726,13387,1716,1627,638,489,338,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2825733,2697,515868,3625,467517,4024,40195,3066,1392,706,6764,1757,0,201,1802189,3740,1646987,7432,108758,4778,13930,2871,28921,2984,3593,1344,507676,2520,494511,2174,5993,1368,4296,1077,2617,962,259,223,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,912836,334,148815,375,123114,2655,18019,1406,5123,1851,2063,787,496,426,583265,952,501250,3985,43829,2662,17923,3379,15657,2399,4606,1566,180756,919,169136,1357,3588,790,4573,971,2729,722,730,466,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5256247,1722,947115,2151,801598,6046,60102,3759,16107,2484,32613,2920,36695,4870,3420498,2828,2974036,9489,142655,4715,73806,5671,130876,4493,99125,6013,888634,2323,838733,2828,8814,1320,18250,2178,13550,1563,9287,1683,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,1000617,1629,168277,2033,161331,2355,2983,818,2078,891,676,628,1209,589,632101,1880,601352,4133,12512,2484,8582,1706,4071,921,5584,1617,200239,1264,193644,1513,1670,811,3077,726,600,341,1248,353,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1274994,977,185142,1483,173875,2318,1923,707,3613,1165,1384,516,4347,1412,813783,1538,768468,3335,7390,1350,23038,2853,7821,1577,7066,1485,276069,1041,254628,2381,1091,448,18397,2154,1469,561,484,258,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,9786428,4242,1699666,5527,1424672,8650,214494,6867,23344,3096,27508,3081,9648,2916,6398188,4908,5572300,14165,514919,10051,134273,9373,132141,5911,44555,6342,1688574,4023,1611221,4659,31695,2622,27611,2952,15636,2115,2411,808,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,9873987,5653,1857805,6258,1557426,10462,215773,8443,32528,4323,33289,3971,18789,3878,6559754,6641,5576046,18804,538867,10777,185988,11070,179776,7632,79077,7935,1456428,5073,1355104,5517,38050,2767,28715,3157,27854,2228,6705,1228,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,685265,710,131287,739,112958,2278,4207,1266,1805,714,6166,1519,6151,1145,465978,1632,387055,3886,20291,2841,9908,1843,28847,2505,19877,1456,88000,1518,73878,1487,1568,449,2577,815,5325,857,4652,681,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,4599282,4712,800516,5160,747771,5315,40760,3425,5418,1690,4451,1511,2116,1695,2969103,4298,2802685,6752,100312,5311,31023,3287,28470,3196,6613,2003,829663,3499,804969,3224,9860,1706,7932,1679,4741,1386,2161,1066,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,597489,710,86717,843,82369,1209,1192,475,2201,1024,823,515,132,138,386897,1353,365682,2050,5178,985,10680,1785,4145,1261,1212,679,123875,1108,116164,1246,900,454,5975,1224,800,553,36,53,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2849853,1173,504681,1120,341611,6571,139418,5721,6522,1708,13479,2094,3651,1328,1870052,1820,1250796,9280,424108,7990,48759,4946,121639,4596,24750,3841,475120,1480,375706,4200,42752,3164,14801,2236,37058,1653,4803,1320,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1711910,1698,269303,2351,262192,2894,3742,1207,1918,866,460,456,991,1023,1081391,2205,1053200,3176,12557,1900,7983,1539,5255,1369,2396,1107,361216,1680,354102,2208,2127,803,3475,1092,1121,614,391,439,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
