GEO_ID,B27012_001E,B27012_001M,B27012_002E,B27012_002M,B27012_003E,B27012_003M,B27012_004E,B27012_004M,B27012_005E,B27012_005M,B27012_006E,B27012_006M,B27012_007E,B27012_007M,B27012_008E,B27012_008M,B27012_009E,B27012_009M,B27012_010E,B27012_010M,B27012_011E,B27012_011M,B27012_012E,B27012_012M,B27012_013E,B27012_013M,B27012_014E,B27012_014M,B27012_015E,B27012_015M,B27012_016E,B27012_016M,B27012_017E,B27012_017M,B27012_018E,B27012_018M,B27012_019E,B27012_019M,B27012_020E,B27012_020M,B27012_021E,B27012_021M,B27012_022E,B27012_022M,B27012_023E,B27012_023M,B27012_024E,B27012_024M,B27012_025E,B27012_025M,B27012_026E,B27012_026M,B27012_027E,B27012_027M,B27012_028E,B27012_028M,B27012_029E,B27012_029M,B27012_030E,B27012_030M,B27012_031E,B27012_031M,B27012_032E,B27012_032M,B27012_033E,B27012_033M,B27012_034E,B27012_034M,B27012_035E,B27012_035M,B27012_036E,B27012_036M,B27012_037E,B27012_037M,B27012_038E,B27012_038M,B27012_039E,B27012_039M,B27012_040E,B27012_040M,B27012_041E,B27012_041M,B27012_042E,B27012_042M,B27012_043E,B27012_043M,B27012_044E,B27012_044M,B27012_045E,B27012_045M,B27012_046E,B27012_046M,NAME,B27012_001EA,B27012_001MA,B27012_002EA,B27012_002MA,B27012_003EA,B27012_003MA,B27012_004MA,B27012_004EA,B27012_005MA,B27012_005EA,B27012_006MA,B27012_006EA,B27012_007EA,B27012_007MA,B27012_008EA,B27012_008MA,B27012_009EA,B27012_009MA,B27012_010MA,B27012_010EA,B27012_011EA,B27012_011MA,B27012_012EA,B27012_012MA,B27012_013EA,B27012_013MA,B27012_014MA,B27012_014EA,B27012_015MA,B27012_015EA,B27012_016MA,B27012_016EA,B27012_017EA,B27012_017MA,B27012_018EA,B27012_018MA,B27012_019EA,B27012_019MA,B27012_020EA,B27012_020MA,B27012_021MA,B27012_021EA,B27012_022EA,B27012_022MA,B27012_023EA,B27012_023MA,B27012_024MA,B27012_024EA,B27012_025MA,B27012_025EA,B27012_026MA,B27012_026EA,B27012_027EA,B27012_027MA,B27012_028EA,B27012_028MA,B27012_029EA,B27012_029MA,B27012_030EA,B27012_030MA,B27012_031EA,B27012_031MA,B27012_032MA,B27012_032EA,B27012_033EA,B27012_033MA,B27012_034EA,B27012_034MA,B27012_035EA,B27012_035MA,B27012_036EA,B27012_036MA,B27012_037MA,B27012_037EA,B27012_038MA,B27012_038EA,B27012_039EA,B27012_039MA,B27012_040EA,B27012_040MA,B27012_041EA,B27012_041MA,B27012_042EA,B27012_042MA,B27012_043MA,B27012_043EA,B27012_044EA,B27012_044MA,B27012_045EA,B27012_045MA,B27012_046EA,B27012_046MA,state
0400000US08,3465417,5675,2030155,18325,1178332,14041,1057848,14323,876827,12794,125978,5137,3700,878,71937,5213,120484,7072,851823,10779,795294,10490,671601,11370,79901,4517,3437,1107,60983,4805,56529,4061,901913,15318,375893,10579,310885,8598,185969,6965,54498,3918,5531,1347,71881,4338,65008,5445,526020,11253,475319,12077,294349,10027,78247,5217,7850,1324,109911,5759,50701,4383,533349,12851,186593,8589,165680,7672,51157,4504,27151,2724,33653,3532,78991,5287,20913,2774,346756,9486,307549,9145,135598,6437,50476,3353,37974,3214,106903,5219,39207,3653,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3916240,6251,2217883,17321,1274232,12186,1152085,13813,1036760,13461,94802,5027,6689,1526,45202,3915,122147,6294,943651,11141,880426,11108,788118,11089,66618,4489,4150,961,52462,3960,63225,4444,970175,12677,387086,9138,312785,7861,209559,7268,52882,4064,10903,1631,56547,4235,74301,4178,583089,8815,509144,8772,352436,8470,74286,4530,10436,1570,101197,5038,73945,4731,728182,14050,269802,8036,234218,6849,77183,4826,32474,2768,66678,3921,104817,4885,35584,3905,458380,10365,397878,9391,178834,5967,54907,3941,71403,4507,155579,7465,60502,4823,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,2612594,4493,1362539,13711,764030,7909,708224,7815,607169,8715,56157,3474,3018,1000,61917,4873,55806,4250,598509,9299,569406,9227,485427,8737,40841,3082,3579,1031,59671,3632,29103,3381,621033,10831,264792,6474,222227,6562,124438,4769,28913,2692,6642,1407,71581,4825,42565,3947,356241,8266,327491,8242,195635,6461,36529,2817,8719,1705,102215,4900,28750,3106,629022,12415,250673,7514,231577,7273,55504,3460,24123,2343,71334,4290,129267,5655,19096,2486,378349,9378,348420,8530,110854,4831,40161,3422,73165,4164,180407,6188,29929,3263,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2696699,5986,1403692,15891,765945,10029,671787,9954,564102,10964,74370,4885,5267,1496,55474,4504,94158,5180,637747,10552,592094,10394,475390,10318,54360,4154,3795,1060,82376,4591,45653,4430,599180,14004,251242,8305,202039,7489,109946,5923,32928,3714,7112,2022,59084,4501,49203,4411,347938,9313,311266,9320,162998,7645,40962,3556,8939,1724,113071,6701,36672,4027,693827,15998,274488,10009,231524,9165,56348,4386,29032,3290,62026,4138,125310,7273,42964,4260,419339,10509,368255,10054,129757,6719,50108,4248,63877,5284,183107,8138,51084,4082,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,7610628,6680,4278931,23604,2424723,14071,2206764,15482,1943736,14552,211224,7508,9917,1739,108561,5430,217959,9222,1854208,16397,1748431,15790,1526012,14396,138078,5905,7877,1680,132840,6504,105777,6589,1937109,20290,804224,12476,671022,11816,442386,9441,104373,5599,15474,2003,136279,5863,133202,6414,1132885,15444,1019690,14396,656701,11814,146338,5190,18857,2290,243768,7898,113195,6200,1394588,18465,525574,11679,452565,11234,164843,6216,69790,5336,87484,4397,196500,7458,73009,5380,869014,11632,757402,11546,356213,8449,108076,5598,101154,5016,281428,8254,111612,6203,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1816562,4072,1099870,10650,623136,7133,586640,6911,512203,6872,67711,3442,2543,794,27499,2416,36496,2646,476734,7826,457349,7835,400886,7216,40570,2504,2060,570,33448,2850,19385,2339,462127,10073,186322,7071,160058,6096,103579,4647,24216,2348,7364,1360,38419,3142,26264,3132,275805,6520,256520,6471,169422,5311,37505,2951,6835,1198,61500,3431,19285,2202,254565,7432,98300,4878,89275,4530,29983,2712,13939,1463,19304,1960,43819,3228,9025,1682,156265,5561,141908,5028,61172,3624,21789,1845,22386,2180,62759,3575,14357,1865,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,822707,2808,481185,7636,275679,5460,255317,5224,228321,5280,21139,2156,1751,764,7400,1562,20362,2075,205506,5101,194967,4928,176001,5304,13121,1705,1162,498,7903,1361,10539,1768,215332,6170,86072,3951,70686,3700,48080,3277,10117,1447,4045,990,12707,2003,15386,2229,129260,5451,118263,5114,84367,4164,13517,1698,4299,1055,21065,2338,10997,1530,126190,5190,47839,3353,42530,3096,13862,1805,7121,1270,13228,1759,16119,2063,5309,1203,78351,4226,72017,4167,36896,2724,9318,1433,12738,1810,22218,2797,6334,1258,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1722857,5112,933674,14446,521812,9815,460903,9639,383976,9168,53628,4582,2838,833,35596,3185,60909,3908,411862,8900,385656,8650,324570,8236,37747,3376,2896,998,36967,2999,26206,3078,369076,10950,151406,6378,114240,5923,61522,4867,20136,2176,5407,1109,33245,2874,37166,3792,217670,8504,186422,7984,101096,5054,32634,3231,5865,1201,58273,4409,31248,3185,420107,10042,167500,7309,145307,6544,36277,3976,19805,2479,48197,4070,70789,4488,22193,2641,252607,6400,223094,5911,72451,3974,29604,2720,52623,4328,109398,5292,29513,2959,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,560194,2051,308867,6798,164692,4643,149998,4821,128200,4948,13586,1943,1295,769,10909,2144,14694,1982,144175,4993,137610,5195,117396,4977,11867,1693,697,394,12392,2124,6565,1637,136567,6063,58601,4479,50478,4062,32527,2945,6212,1542,1646,795,12475,1959,8123,1819,77966,4298,71211,3995,44783,3410,8220,1346,1542,814,21190,2618,6755,1673,114760,5862,45354,3793,42218,3794,16857,2489,3888,901,10504,1902,19892,2846,3136,875,69406,3899,63422,3720,30548,2927,7401,1578,10250,1623,26667,3513,5984,1397,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3319098,4330,1990297,11704,1131160,8590,1067750,9642,932254,9915,100134,3824,3972,737,68868,4279,63410,3826,859137,8584,831035,8705,725289,8710,66965,3480,2995,789,62723,3963,28102,2585,898196,12042,358421,7338,322437,7701,202758,6977,48011,2599,11579,1438,78644,3844,35984,3055,539775,8524,510588,8327,334619,6848,66648,3709,13311,1736,125206,4449,29187,2712,430605,9057,173946,6448,155011,6068,52295,2961,28570,2883,32089,2291,67003,4366,18935,2415,256659,6319,235902,6032,107876,4399,39910,2273,30264,2294,87734,4287,20757,2053,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
