GEO_ID,B19101H_001E,B19101H_001M,B19101H_002E,B19101H_002M,B19101H_003E,B19101H_003M,B19101H_004E,B19101H_004M,B19101H_005E,B19101H_005M,B19101H_006E,B19101H_006M,B19101H_007E,B19101H_007M,B19101H_008E,B19101H_008M,B19101H_009E,B19101H_009M,B19101H_010E,B19101H_010M,B19101H_011E,B19101H_011M,B19101H_012E,B19101H_012M,B19101H_013E,B19101H_013M,B19101H_014E,B19101H_014M,B19101H_015E,B19101H_015M,B19101H_016E,B19101H_016M,B19101H_017E,B19101H_017M,NAME,B19101H_001MA,B19101H_001EA,B19101H_002MA,B19101H_002EA,B19101H_003MA,B19101H_003EA,B19101H_004MA,B19101H_004EA,B19101H_005MA,B19101H_005EA,B19101H_006MA,B19101H_006EA,B19101H_007MA,B19101H_007EA,B19101H_008MA,B19101H_008EA,B19101H_009EA,B19101H_009MA,B19101H_010EA,B19101H_010MA,B19101H_011MA,B19101H_011EA,B19101H_012MA,B19101H_012EA,B19101H_013MA,B19101H_013EA,B19101H_014MA,B19101H_014EA,B19101H_015MA,B19101H_015EA,B19101H_016MA,B19101H_016EA,B19101H_017MA,B19101H_017EA,state
0400000US30,238407,5260,5725,1228,3977,950,6131,1243,8210,1300,9525,1509,9377,1544,9661,1348,10549,1420,11701,1781,20018,2100,30539,2245,39743,2930,26657,2504,15692,1638,16933,1749,13969,1503,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,325630,5587,9535,1521,7037,1199,7758,1327,9524,1573,11487,1354,14755,1677,15769,1966,13024,1537,13991,1729,27489,2276,36352,2503,55397,3343,37008,2807,25053,2687,22095,2000,19356,1988,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,1772395,14178,46895,3489,33761,3319,37172,3041,53286,3474,57208,3964,70116,4634,71243,4642,70438,4381,69429,4431,142288,6146,200204,5912,280653,8591,207556,6561,131104,6160,133595,4893,167447,5425,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,1458853,12358,45856,3921,26710,3142,31134,2906,40310,3166,47920,3924,49936,3806,44758,3328,57124,4115,54346,3788,101757,4870,147860,6880,217580,7133,173006,6693,114751,5271,131823,6385,173982,6592,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,110759,3244,2474,713,1529,754,1362,627,1639,446,1953,580,2572,805,2281,544,2147,639,2829,759,6166,1298,13080,1817,15715,1647,16069,1931,11868,1411,13829,1692,15246,1810,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,851680,8991,27438,2900,18901,2362,22756,2206,31313,3244,32799,3166,36165,3319,35118,2968,35992,3301,31629,2471,68267,3844,96417,4926,138196,5172,97764,4683,59691,3178,62272,3744,56962,4001,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,147841,3379,4111,1176,2355,722,2450,583,4260,807,3793,762,5537,827,5698,942,5284,1105,4822,689,11213,1310,16162,1739,28506,2050,20672,1892,11551,1169,11108,1455,10319,1198,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,380936,5991,7920,1405,5030,1135,6987,1312,10923,1615,9909,1749,12604,1733,10310,1639,15016,2018,15654,2212,28330,2308,38554,2619,63732,3086,49718,3197,31027,2380,37934,2380,37288,2767,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,436895,6119,23506,2878,14986,2232,16847,2106,20305,2761,22107,2596,23212,2364,23224,2202,22043,2271,19735,2587,36979,2875,52861,3197,58190,3932,44248,3122,22499,2785,19572,2158,16581,1952,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,694832,6081,24822,1945,15451,1526,20124,1725,23954,2084,25480,2111,29285,2051,29486,2157,32075,1985,29396,2231,59028,3295,81256,3335,109072,3485,75994,3446,46042,3289,46561,2615,46806,3205,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,1266227,9070,23333,2418,18617,1922,19589,1697,32237,2306,35189,2310,45491,2989,45486,2874,49671,3223,46030,2312,97775,3686,155313,5392,223181,6126,171080,5336,109256,3892,103347,3469,90632,3049,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,5989,1357,478,459,606,448,460,316,729,440,438,354,0,228,258,231,164,211,167,196,637,354,423,296,496,367,540,404,88,115,221,205,284,379,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,1387902,10786,30946,2884,20951,2544,23300,2734,28941,2557,33118,3007,34983,2791,37637,3069,43299,2861,40222,2571,84231,4404,131114,5823,204884,5541,161996,5754,127823,5025,158028,5105,226429,5606,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,161629,4856,2108,531,2117,648,2738,729,3034,748,3751,945,4736,833,4081,698,5518,963,5727,1025,11130,1513,15996,1745,28695,2400,25722,2177,15500,1722,16593,2157,14183,1839,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,858947,9788,21379,2421,15469,2394,17791,2340,25836,2530,30385,2573,38179,3233,32438,2966,36423,3469,33637,3133,66927,4857,100899,5171,142216,6026,103536,5341,60869,3933,64976,3044,67987,3694,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,824913,9868,23937,2176,16527,2173,18081,2770,20505,2315,27413,2796,29589,2731,30233,3104,30469,2339,29947,2597,58037,3835,92338,4483,128287,6078,98373,5168,66763,4364,76616,4102,77798,3736,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,124565,4398,3189,1024,1486,541,3310,947,2905,909,3122,901,5110,1037,4990,1003,5162,1121,4836,1011,7570,1386,15433,1868,20790,2145,16502,1988,10803,1902,10811,1743,8546,1513,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,3759069,17393,86554,4754,49720,3761,64866,3866,75104,4844,81632,4915,84862,4543,88029,4653,99485,5055,94211,4796,193869,6641,305027,8774,467746,9020,437856,8665,338158,9240,499562,9961,792388,13029,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,443685,7316,16925,2562,8539,1564,15555,2873,13965,1943,16551,2383,21520,2638,15320,2322,20377,2449,19472,2673,34867,3605,54747,3721,75710,4414,45403,3077,29776,3276,28700,3176,26258,2615,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,627496,7572,8995,1543,6596,1461,7725,1363,8795,1311,10504,1366,14025,1984,14012,1880,14495,1892,14593,2058,34152,2914,52618,3108,80452,4243,78252,4381,63023,4053,90116,4268,129143,4306,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,3137211,17599,71993,4872,41292,3880,49054,3529,74043,4613,78890,4771,93079,5574,89680,4743,100654,5493,102310,5603,209325,7866,303894,8487,450128,11055,396946,8344,279458,8296,352251,9213,444214,10838,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,814509,7837,11745,1551,8240,1440,9078,1445,13808,1898,13809,1659,15990,2095,17841,2018,18399,2016,17793,1797,41318,2862,61992,3181,108221,3670,103648,5169,82833,4093,118035,5287,171759,5806,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,2931013,18987,82948,5179,45927,3568,65624,4487,86433,5187,97107,6263,117322,5501,115729,5426,113895,4825,118858,5839,231148,8084,333241,8495,445669,10229,334235,8426,216168,7333,236784,7165,289925,8439,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1227184,9847,21441,2375,12485,1760,15957,2321,20400,2569,24162,2362,28923,2927,28014,2522,30451,2894,30189,2747,65221,4055,101706,5020,157674,5160,151558,6576,123754,4879,170776,5231,244473,6283,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,47370,2506,225,201,92,116,491,439,176,168,47,82,38,63,208,187,340,371,341,264,636,358,760,351,2601,704,2664,782,3448,866,7391,1016,27912,2198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,611137,6416,9952,1732,7686,1302,8551,1212,12379,1714,16669,2153,17380,2053,15658,1963,19835,2298,23839,2068,45764,3582,74189,3311,109137,4872,89775,4457,54838,3200,53982,3112,51503,3020,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,2725493,15906,56024,3471,46384,3110,49517,3192,64631,3328,70220,4551,76872,3727,75355,4106,79392,3799,78366,3740,161683,6062,237040,7377,377873,9439,323219,8608,250824,6465,313084,8563,465009,8706,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1299709,10846,18457,2171,11753,1958,15483,2214,17600,1897,19638,2180,28913,2725,30333,3053,28878,2778,28856,2533,63690,4042,98971,5347,165311,5768,158968,5458,132718,6200,189089,6232,291051,5783,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2409225,14404,69968,4312,49214,3429,58384,3483,66661,4115,78432,3902,88824,4336,88782,4083,99630,4851,95880,4370,195546,6324,274755,7532,391249,8536,302359,7395,185501,6460,187388,6342,176652,5728,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1286078,12025,34465,3008,24193,2374,31465,3113,43639,3539,46756,3807,56714,3235,53354,3908,60222,4318,55844,4177,105201,5398,150865,5499,203769,7049,145808,4859,87632,4325,90310,4324,95841,4179,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,2609503,14139,61174,3711,38769,2803,47141,2946,66376,4088,77213,3820,91041,4505,92442,4225,97679,3659,94999,4275,194312,6278,288657,7359,417039,8561,328216,8187,221096,6176,241852,6898,251497,6350,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,1999264,11070,55043,3478,39943,2967,45623,3216,58697,3016,59913,3558,75678,3437,78701,4641,82963,3857,76974,3588,164190,5341,237883,6947,318111,7633,233097,5455,152182,4933,164673,5535,155593,4519,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,402345,5151,7672,1206,5510,1012,7801,1233,10397,1520,11294,1224,13307,1494,14449,1432,15208,1483,16704,1584,30477,2074,47226,2338,69690,2731,54816,3126,34594,2227,33181,2424,30019,2219,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,376141,7740,7666,2018,9031,1972,9281,1572,12322,1910,12487,1502,16569,2277,16431,1887,18703,2293,16579,2453,36349,2974,49979,4149,58544,3918,43263,3922,23548,2786,24153,2583,21236,2163,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,212909,4055,7406,1511,4691,1142,4723,904,6055,1131,6343,1012,9439,1413,7995,1347,7845,1601,7083,1217,18060,2061,23090,2061,31938,2566,26868,2486,15105,1883,16198,1803,20070,2206,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,83552,2468,2430,980,663,414,929,366,1240,546,1162,450,2953,853,2119,787,2687,776,2148,704,5463,1219,6976,1092,11974,1623,10757,1539,7423,1341,11042,1495,13586,1604,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,192549,4775,3609,974,2819,864,3435,846,4701,972,5135,1011,8775,1572,7263,1212,8773,1434,8415,1411,14722,1562,24422,1991,37464,2905,27045,2223,12895,1396,13081,1593,9995,1432,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1372832,10947,27673,2457,16542,1916,21479,2331,29689,2976,32701,3340,38140,3187,43151,3367,41379,3612,41921,2779,88443,4623,145933,6248,207064,6508,179248,5427,125933,4907,154283,6003,179253,5896,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,186034,4000,3496,1064,2588,856,2440,722,4028,914,3900,1030,5910,1413,5431,1313,5459,1226,4084,809,12352,1821,19390,2183,28388,2849,27604,2348,17087,1871,21352,2087,22525,1840,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1047313,10503,25829,2163,14454,1853,19410,2231,28545,2877,31120,2720,40392,3569,37775,2840,38852,3114,38681,3128,82870,4631,124632,5481,161522,4987,122187,5065,86213,4573,93723,4937,101108,4824,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1326288,11118,44851,3690,33120,3268,39153,3166,46231,3764,51947,3752,56893,4221,57797,3420,58152,3881,52770,3653,105311,4743,155605,6093,212696,6567,145705,5383,89251,4213,84890,4623,91916,4581,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,582271,7230,11945,1353,10010,1575,9954,1434,17939,1753,19501,1909,21651,2242,20022,1824,21635,2066,24273,2082,44264,2752,68972,3874,98687,4206,71699,3613,44320,3065,51721,2923,45678,2726,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
