GEO_ID,C01001B_001E,C01001B_001M,C01001B_002E,C01001B_002M,C01001B_003E,C01001B_003M,C01001B_004E,C01001B_004M,C01001B_005E,C01001B_005M,C01001B_006E,C01001B_006M,C01001B_007E,C01001B_007M,C01001B_008E,C01001B_008M,C01001B_009E,C01001B_009M,NAME,C01001B_001EA,C01001B_001MA,C01001B_002EA,C01001B_002MA,C01001B_003EA,C01001B_003MA,C01001B_004EA,C01001B_004MA,C01001B_005EA,C01001B_005MA,C01001B_006MA,C01001B_006EA,C01001B_007MA,C01001B_007EA,C01001B_008EA,C01001B_008MA,C01001B_009EA,C01001B_009MA,state
0400000US01,1307040,7036,609940,6040,165339,3818,379173,4130,65428,1661,697100,5054,156241,3815,442774,3106,98085,1718,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,7621,1306,3912,940,731,415,2529,764,652,509,3709,1109,1379,632,1585,547,745,708,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,280385,7032,138520,3906,35754,2578,88646,2379,14120,496,141865,4176,34364,2552,90335,2622,17166,755,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,68679,2800,39705,2213,7292,1351,26708,1950,5705,1018,28974,2359,5673,1455,18007,1813,5294,819,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,287680,5620,142081,4140,37814,2326,91010,3020,13257,869,145599,2935,37853,2069,89073,2024,18673,967,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,370632,6232,182095,4015,60647,2744,109544,2359,11904,648,188537,3695,51732,2585,118348,2346,18457,854,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,400936,17309,199258,9812,34363,3419,128326,6533,36569,2657,201678,9658,31315,3481,128529,7604,41834,3536,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,1631512,12981,786938,6965,188058,4412,513117,4467,85763,2041,844574,8839,178040,5720,545251,4741,121283,1948,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,25896,1992,15810,1521,4223,1118,11285,1177,302,287,10086,1690,2927,1024,7159,1098,0,161,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,1353599,9419,631419,6404,166950,4853,388413,3676,76056,1186,722180,6023,160108,4557,453436,3179,108636,1096,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,82046,3979,45171,2370,11430,1876,30203,1641,3538,613,36875,3006,9782,1725,23076,1783,4017,637,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,3667,1164,2406,788,258,318,1432,651,716,426,1261,626,100,197,1059,586,102,180,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,2283850,14690,1137925,9110,250673,6440,761252,6232,126000,1782,1145925,9889,238948,6548,736008,6645,170969,1738,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1135599,6445,534321,5839,150649,4443,330987,2941,52685,1304,601278,4259,147825,3328,375826,2470,77627,1590,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,391552,6600,185789,4080,46263,2661,123339,2621,16187,683,205763,3991,48468,2029,131544,2629,25751,784,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,3527027,21372,1698937,11802,467943,8443,1094724,6586,136270,2618,1828090,15432,450194,9161,1181395,8480,196501,2643,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1810885,9157,845739,5736,207680,3977,548318,3820,89741,1015,965146,5334,202378,3339,623847,3396,138921,1535,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,3410741,19720,1643361,13145,441936,7233,1035205,9509,166220,3159,1767380,11667,422590,7439,1119168,7428,225622,3489,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,537523,9047,260947,5532,65906,3110,173660,4074,21381,824,276576,5811,68144,3152,177769,4086,30663,1481,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,319777,4282,144153,2544,34054,1947,91668,1548,18431,445,175624,2475,35504,1654,109668,1540,30452,476,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,40365,3450,22684,1805,7133,1419,14660,1497,891,421,17681,2438,7366,1726,9400,1196,915,408,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,3069259,17064,1431360,9877,341107,6000,935983,6977,154270,2166,1637899,11446,338154,6645,1044554,7149,255191,2662,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1207995,12788,569011,6489,140487,3951,371444,3924,57080,1032,638984,8040,138088,4947,409041,4608,91855,1387,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,1446306,12633,689754,7832,186808,5274,430908,5003,72038,1441,756552,7273,183070,5001,465269,4129,108213,1755,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,704327,6416,335389,4326,91160,3092,211949,2930,32280,915,368938,4481,87762,3009,232397,2904,48779,1357,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,1428406,12545,688692,6835,183262,4646,440378,4781,65052,1178,739714,8261,178679,4769,457501,5005,103534,1630,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,1376751,8453,654549,5455,178263,3549,405198,3850,71088,818,722202,5612,170267,3782,445367,3145,106568,1134,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,91221,3894,47990,2866,14392,1602,30263,1911,3335,351,43231,2089,11866,1594,27502,1002,3863,326,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,12075,3292,7420,1685,1656,1075,4858,1007,906,633,4655,2080,1891,1057,2695,1463,69,100,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,46064,3269,26436,2494,4455,1423,18014,1826,3967,1244,19628,2259,3935,1105,12435,1587,3258,854,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,28325,1615,18083,1365,2692,592,14596,1219,795,273,10242,826,1957,589,7629,528,656,116,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,19057,2158,10388,1425,2898,883,6986,1116,504,483,8669,1784,3385,743,4863,1709,421,481,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,291808,8442,157430,5278,36881,2965,108161,3301,12388,1017,134378,5105,36819,3292,85912,3146,11647,819,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,70749,3938,36240,2614,9529,1413,23799,1805,2912,449,34509,2357,9688,1360,21801,1618,3020,402,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,336340,7735,174527,4897,45680,3445,115245,2861,13602,588,161813,4254,42460,2663,102574,2435,16779,785,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1137801,10728,541099,6867,148505,4603,344094,3978,48500,1527,596702,6508,140833,3328,383099,4688,72770,1960,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,171141,6032,89838,3301,23164,2120,59069,2424,7605,658,81303,3898,21824,2440,49089,2441,10390,1023,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
