GEO_ID,B18107_001E,B18107_001M,B18107_002E,B18107_002M,B18107_003E,B18107_003M,B18107_004E,B18107_004M,B18107_005E,B18107_005M,B18107_006E,B18107_006M,B18107_007E,B18107_007M,B18107_008E,B18107_008M,B18107_009E,B18107_009M,B18107_010E,B18107_010M,B18107_011E,B18107_011M,B18107_012E,B18107_012M,B18107_013E,B18107_013M,B18107_014E,B18107_014M,B18107_015E,B18107_015M,B18107_016E,B18107_016M,B18107_017E,B18107_017M,B18107_018E,B18107_018M,B18107_019E,B18107_019M,B18107_020E,B18107_020M,B18107_021E,B18107_021M,B18107_022E,B18107_022M,B18107_023E,B18107_023M,B18107_024E,B18107_024M,B18107_025E,B18107_025M,B18107_026E,B18107_026M,B18107_027E,B18107_027M,NAME,B18107_001MA,B18107_001EA,B18107_002MA,B18107_002EA,B18107_003MA,B18107_003EA,B18107_004MA,B18107_004EA,B18107_005MA,B18107_005EA,B18107_006MA,B18107_006EA,B18107_007MA,B18107_007EA,B18107_008MA,B18107_008EA,B18107_009MA,B18107_009EA,B18107_010EA,B18107_010MA,B18107_011MA,B18107_011EA,B18107_012MA,B18107_012EA,B18107_013MA,B18107_013EA,B18107_014MA,B18107_014EA,B18107_015MA,B18107_015EA,B18107_016MA,B18107_016EA,B18107_017MA,B18107_017EA,B18107_018MA,B18107_018EA,B18107_019MA,B18107_019EA,B18107_020MA,B18107_020EA,B18107_021EA,B18107_021MA,B18107_022MA,B18107_022EA,B18107_023MA,B18107_023EA,B18107_024MA,B18107_024EA,B18107_025MA,B18107_025EA,B18107_026MA,B18107_026EA,B18107_027MA,B18107_027EA,state
0400000US08,4338977,3285,2146882,4171,703601,4045,15088,2364,688513,4875,1078725,3600,27579,2677,1051146,4351,237847,1330,11241,1601,226606,2092,126709,1018,19717,2056,106992,2082,2192095,3138,671498,3634,15569,2200,655929,3819,1091523,2967,39386,2792,1052137,4004,260627,1922,16951,1880,243676,2652,168447,2076,40527,2552,127920,3133,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5029321,3026,2431767,4054,754924,4044,22621,2654,732303,4351,1227172,4624,53434,3658,1173738,6201,283231,1950,16293,1807,266938,2934,166440,1919,27429,2104,139011,2681,2597554,3576,747996,3667,20711,2464,727285,4192,1283341,3555,71328,4032,1212013,5523,321759,1995,24349,2298,297410,2881,244458,1970,59508,3479,184950,3987,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3382618,2716,1626596,3589,483799,3502,19200,2720,464599,4386,827161,3179,54064,3545,773097,4742,201184,1437,17730,1905,183454,2168,114452,1464,21206,2026,93246,2234,1756022,3041,490054,3458,16274,2046,473780,4211,872088,3480,66340,4026,805748,5176,228741,1587,23498,2208,205243,2638,165139,1437,51207,2703,113932,3021,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3460242,2363,1632513,3583,506850,3839,17902,2725,488948,4133,819036,4675,50035,5355,769001,6647,197498,2605,15715,2210,181783,3270,109129,1990,21771,1976,87358,2673,1827729,3735,535422,3711,12649,2236,522773,4167,900049,4090,50045,3919,850004,5522,229927,2816,23376,2644,206551,3690,162331,2444,45791,2902,116540,3086,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,9711977,2922,4687293,4327,1447445,4468,36226,2963,1411219,5332,2394123,4759,79680,4945,2314443,7390,523834,2299,32009,2937,491825,3269,321891,1720,51417,2781,270474,2899,5024684,4115,1443936,2774,29330,2931,1414606,3806,2500937,3179,104361,4671,2396576,5522,602170,2425,50805,3615,551365,4225,477641,2429,127947,4406,349694,5110,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2381781,2322,1165635,2797,356341,3283,9641,1676,346700,3770,576827,3763,18631,1974,558196,4307,141383,1123,6282,1015,135101,1378,91084,851,12775,1362,78309,1466,1216146,2545,348462,2700,8437,1287,340025,2861,584446,2751,24491,2261,559955,3155,153923,1314,8312,1041,145611,1463,129315,1444,30006,2631,99309,2639,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1081635,1437,529459,1860,147862,1496,4047,898,143815,1704,272522,1684,10778,1906,261744,2641,69896,922,3239,1009,66657,1408,39179,695,6130,1044,33049,1026,552176,1654,143033,1364,4155,1094,138878,1935,281283,1481,13170,1855,268113,2234,74678,910,3542,790,71136,1143,53182,908,9931,1437,43251,1450,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2258158,2833,1084627,3569,331781,3482,14020,2070,317761,3813,530988,3765,34428,3243,496560,4859,136296,1722,11186,1699,125110,2058,85562,1232,18199,2102,67363,2260,1173531,3023,334941,2912,10037,1710,324904,3454,569556,3597,41594,3129,527962,4678,156164,1821,18407,2187,137757,2254,112870,1563,33329,2054,79541,2292,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,749477,1180,354014,1597,101168,1211,4696,1321,96472,1862,173087,1286,7628,1538,165459,1867,49319,912,1897,691,47422,1150,30440,770,4687,1108,25753,1339,395463,833,105020,913,1323,597,103697,888,193315,1000,10234,1832,183081,1878,57612,670,4033,985,53579,1117,39516,705,8906,1307,30610,1280,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4253432,2182,2096160,3228,632031,2649,16462,1849,615569,3003,1070502,2812,34428,2594,1036074,3412,242775,1445,12641,1583,230134,2055,150852,1513,23206,2106,127646,2172,2157272,2526,616298,2108,14681,1490,601617,2256,1076249,2627,38019,2671,1038230,3646,262786,1633,16484,1811,246302,2322,201939,1787,43655,2866,158284,2748,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
