GEO_ID,B17020_001E,B17020_001M,B17020_002E,B17020_002M,B17020_003E,B17020_003M,B17020_004E,B17020_004M,B17020_005E,B17020_005M,B17020_006E,B17020_006M,B17020_007E,B17020_007M,B17020_008E,B17020_008M,B17020_009E,B17020_009M,B17020_010E,B17020_010M,B17020_011E,B17020_011M,B17020_012E,B17020_012M,B17020_013E,B17020_013M,B17020_014E,B17020_014M,B17020_015E,B17020_015M,B17020_016E,B17020_016M,B17020_017E,B17020_017M,NAME,B17020_001EA,B17020_001MA,B17020_002EA,B17020_002MA,B17020_003MA,B17020_003EA,B17020_004EA,B17020_004MA,B17020_005MA,B17020_005EA,B17020_006EA,B17020_006MA,B17020_007EA,B17020_007MA,B17020_008MA,B17020_008EA,B17020_009MA,B17020_009EA,B17020_010MA,B17020_010EA,B17020_011EA,B17020_011MA,B17020_012EA,B17020_012MA,B17020_013MA,B17020_013EA,B17020_014MA,B17020_014EA,B17020_015EA,B17020_015MA,B17020_016MA,B17020_016EA,B17020_017MA,B17020_017EA,state
0400000US08,5577020,2234,537492,18885,47864,4809,55889,5175,45734,4748,297800,10356,64808,5213,16114,2056,9283,1485,5039528,18975,351873,6323,368706,9589,384049,7420,2885773,11706,779368,7547,197508,4438,72251,4093,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6489261,4578,852638,24677,94018,5658,89916,6176,91436,6034,454888,13623,86942,4357,24665,2584,10773,2071,5636623,25565,394188,7092,420057,8433,441867,8759,3064192,15689,940859,9217,275120,5695,100340,4724,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4326305,3844,730408,22182,78105,6041,81034,6350,66571,4871,388866,12324,84299,5177,22375,2137,9158,1553,3595897,21367,239314,5569,250236,6626,265658,6780,1955268,14465,637363,8581,188177,3547,59881,3516,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4529028,2896,843626,23603,105057,7866,93574,5980,84587,6613,427002,13917,96707,5065,27397,2730,9302,1520,3685402,23781,252500,7481,266389,9209,280632,8915,2025070,15081,626050,7871,177094,4874,57667,4131,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12447271,3849,1509247,32779,157431,8486,154277,9052,145218,8204,796405,16194,180487,7203,50973,3744,24456,2653,10938024,33365,731862,8998,785536,12617,843657,12734,6101761,17988,1751105,10999,518318,6819,205785,5679,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3055939,1516,343504,13910,34687,3573,30919,3379,31616,3165,192962,7548,32774,2790,12989,1477,7557,1019,2712435,13890,199852,3886,207741,6007,214689,5069,1424629,8755,465671,4945,143756,3098,56097,2908,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1312006,1622,100220,6538,9133,1964,9304,2185,8393,1747,54342,3304,13645,1985,3786,903,1617,564,1211786,6376,65360,2730,73675,3560,86220,3740,667667,5156,231906,4268,62062,2500,24896,2319,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2925448,2347,504504,19795,62148,4918,59451,5160,49170,5220,257085,11621,58189,3900,12658,2106,5803,1224,2420944,19685,158634,5740,176235,5893,185248,6853,1300528,12881,420328,5495,137301,3275,42670,3004,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,940786,1409,117242,9236,11975,2494,12288,2244,13020,2852,60944,5407,14902,2243,3245,886,868,371,823544,9454,48867,2976,54896,3361,57806,3273,436963,6164,159169,2989,49795,2114,16048,1800,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5488344,2504,529077,16528,50687,4143,55042,4355,43773,3713,283977,9223,64442,3602,20614,1910,10542,1485,4959267,16706,368241,5729,376027,6468,386172,6263,2712558,10328,794634,7284,233388,4086,88247,3968,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,1037462,1216,135114,8427,12705,1883,11946,2018,11348,1749,72825,4853,18469,2125,5181,1060,2640,756,902348,8454,59709,2903,64229,2813,64869,3188,465167,6252,180717,3372,51688,1764,15969,1678,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1301941,1553,151541,7765,12088,2007,11106,1726,11684,1987,80263,4520,24510,2259,7951,1258,3939,1094,1150400,7795,64473,2619,65395,2677,75916,2766,605521,5823,245999,4120,67097,2127,25999,1750,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,10100431,4443,1417873,35989,151033,9455,161642,7291,143296,8448,745056,19831,151830,6776,46057,3469,18959,2290,8682558,36090,553785,9553,599497,11337,648381,10378,4789395,21824,1511318,12831,435852,5569,144330,4952,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,10238658,5792,1468642,34068,162624,9875,182421,8976,159700,8893,743574,19216,159703,7490,46082,3879,14538,2265,8770016,34716,594134,11911,659336,12711,705221,13793,4997531,21461,1334807,12209,360497,6951,118490,4613,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,720869,846,78620,7217,9969,1831,8126,1646,7232,1367,43301,3578,8071,1378,1523,560,398,403,642249,7059,51894,1961,51604,2865,51433,2202,365118,4397,96702,3390,18899,1634,6599,1415,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,4763828,2786,800422,20616,86566,5777,88464,6220,80156,4747,417613,13306,93720,5131,24359,2317,9544,1476,3963406,20900,249695,7165,273568,7958,291818,8421,2147694,14177,710760,7888,220159,4899,69712,4000,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,601261,637,66013,5347,3957,1011,4174,1084,5581,1289,37089,3475,10714,1442,3361,934,1137,495,535248,5441,30947,1498,32811,2124,35463,1604,281897,4270,113049,2712,30483,1400,10598,1211,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2991978,2471,387327,14864,40675,4104,40805,3780,38611,3853,199224,8659,49100,4175,14150,2402,4762,1267,2604651,15361,176629,5074,188399,6179,192322,6546,1459225,9029,426476,6044,123535,3732,38065,2806,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1753476,2196,312188,15244,29548,3719,30814,3776,26351,3003,170856,8243,40231,3079,10180,1745,4208,972,1441288,15363,79888,3964,90077,4103,97044,4467,746458,9711,303001,5164,92476,2783,32344,2597,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,3825027,2627,596949,16807,74578,4246,71138,4372,57063,4070,313340,9855,58973,3260,15845,1718,6012,1045,3228078,16426,229102,4756,244216,5793,259934,4724,1739661,10989,532911,5879,164112,3271,58142,3212,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,5665153,2578,625826,17423,62370,4374,61287,4020,51586,3792,342150,10728,71840,3363,23781,2148,12812,1408,5039327,17120,329243,5527,353361,6749,389435,6033,2711945,12405,896037,7188,259537,4370,99769,3816,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3165711,1397,1363666,23647,98041,4316,120773,5528,116230,5802,695962,14520,212858,6690,87410,4286,32392,2812,1802045,23877,54909,4255,84444,5502,114102,5958,1017649,13413,358147,7246,126500,4449,46294,3463,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,8264095,3584,884647,27692,89468,6825,83615,6201,79392,6310,475615,14690,105484,5843,36047,3246,15026,2389,7379448,27718,503693,8139,533043,8897,551076,9472,4131438,15945,1191709,9262,346908,5788,121581,4498,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,736671,693,78676,5987,7026,1444,5965,1402,4154,880,46625,4012,7359,1167,4152,935,3395,964,657995,6069,54553,2210,52135,2917,48798,2676,361739,4857,101336,2364,28188,1418,11246,1437,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,4944754,2221,755215,23160,81557,5568,87787,6708,76477,6059,381375,12112,92507,5682,25987,3115,9525,1519,4189539,23282,258258,7810,290003,7926,294454,8225,2266531,14540,781089,8343,229933,5359,69271,4206,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,4113142,3089,516570,19440,45303,5503,45719,4617,43361,4565,291784,11087,65417,4293,15317,2182,9669,1888,3596572,19500,223594,6238,246657,6266,250337,6442,1963086,12337,652682,6199,191526,4430,68690,3671,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,563374,898,62301,6775,7308,1778,5318,1477,5360,1238,33735,4076,7640,1514,1701,668,1239,570,501073,6875,33748,2235,38637,2715,39747,2209,264266,5407,92262,2827,25465,1788,6948,1301,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,38818454,7167,4969326,62249,499726,15637,527960,15089,513381,12459,2597265,34118,561237,11671,181091,7935,88666,4732,33849128,62685,2352170,20342,2430635,21831,2540058,20576,19505263,37634,4975639,18350,1441154,11476,604209,10315,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
