GEO_ID,B12002A_001E,B12002A_001M,B12002A_002E,B12002A_002M,B12002A_003E,B12002A_003M,B12002A_004E,B12002A_004M,B12002A_005E,B12002A_005M,B12002A_006E,B12002A_006M,B12002A_007E,B12002A_007M,B12002A_008E,B12002A_008M,B12002A_009E,B12002A_009M,B12002A_010E,B12002A_010M,B12002A_011E,B12002A_011M,B12002A_012E,B12002A_012M,B12002A_013E,B12002A_013M,NAME,B12002A_001MA,B12002A_001EA,B12002A_002EA,B12002A_002MA,B12002A_003MA,B12002A_003EA,B12002A_004MA,B12002A_004EA,B12002A_005EA,B12002A_005MA,B12002A_006EA,B12002A_006MA,B12002A_007EA,B12002A_007MA,B12002A_008EA,B12002A_008MA,B12002A_009EA,B12002A_009MA,B12002A_010MA,B12002A_010EA,B12002A_011MA,B12002A_011EA,B12002A_012MA,B12002A_012EA,B12002A_013EA,B12002A_013MA,state
0400000US08,3950682,12247,1980622,7189,685365,9111,1023473,12575,22072,2874,45493,3265,204219,6485,1970060,7508,541938,8148,997870,10517,32881,3257,136351,4806,261020,8104,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4543893,8203,2220488,5563,700158,8603,1171885,13598,20282,2456,66995,3408,261168,7464,2323405,4314,582398,8765,1181616,13864,31174,3345,216442,6130,311775,8476,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3189866,4221,1551072,3243,462757,7883,826421,9288,26840,2722,49660,3409,185394,7423,1638794,2956,383607,7615,821995,12159,39807,3399,169076,4724,224309,7594,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2376030,4824,1162734,3218,365722,9065,615360,10396,17017,2598,36597,2877,128038,6178,1213296,3741,302677,7176,607246,10546,24597,3454,122436,4759,156340,7099,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,7571648,18907,3719067,10220,1266808,11320,1977196,14961,38721,3299,105992,4831,330350,8413,3852581,11212,1061116,10953,1945774,13129,50402,3568,358155,6949,437134,9683,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2326463,4265,1142504,2735,365633,6407,611969,9017,9851,1237,35426,2936,119625,4680,1183959,2870,297646,5273,613512,7818,13473,1920,115284,3954,144044,4771,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1069482,2362,525136,1751,176035,4668,273616,6239,4471,1013,13891,1625,57123,4028,544346,1352,142754,4042,273977,6357,6715,1475,48883,2907,72017,4263,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1898818,4975,925781,3462,254840,6646,509103,8872,16732,2449,31309,2897,113797,5593,973037,3125,206623,5505,497480,9126,19322,2333,105614,4037,143998,6314,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,560639,3536,271098,2203,89295,3906,145889,4495,3048,937,8639,1269,24227,2400,289541,1897,74268,3791,146038,4115,5224,1408,27400,2220,36611,2711,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3836399,5370,1894728,3601,618405,6922,1029799,8579,13351,1690,48527,2964,184646,6156,1941671,3208,512181,6831,1034339,9693,17402,2113,156347,3775,221402,6388,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
