GEO_ID,B21001G_001E,B21001G_001M,B21001G_002E,B21001G_002M,B21001G_003E,B21001G_003M,B21001G_004E,B21001G_004M,B21001G_005E,B21001G_005M,B21001G_006E,B21001G_006M,B21001G_007E,B21001G_007M,B21001G_008E,B21001G_008M,B21001G_009E,B21001G_009M,B21001G_010E,B21001G_010M,B21001G_011E,B21001G_011M,B21001G_012E,B21001G_012M,B21001G_013E,B21001G_013M,B21001G_014E,B21001G_014M,B21001G_015E,B21001G_015M,B21001G_016E,B21001G_016M,B21001G_017E,B21001G_017M,B21001G_018E,B21001G_018M,B21001G_019E,B21001G_019M,B21001G_020E,B21001G_020M,B21001G_021E,B21001G_021M,B21001G_022E,B21001G_022M,B21001G_023E,B21001G_023M,B21001G_024E,B21001G_024M,B21001G_025E,B21001G_025M,B21001G_026E,B21001G_026M,B21001G_027E,B21001G_027M,B21001G_028E,B21001G_028M,B21001G_029E,B21001G_029M,B21001G_030E,B21001G_030M,B21001G_031E,B21001G_031M,B21001G_032E,B21001G_032M,B21001G_033E,B21001G_033M,NAME,B21001G_001MA,B21001G_001EA,B21001G_002MA,B21001G_002EA,B21001G_003MA,B21001G_003EA,B21001G_004MA,B21001G_004EA,B21001G_005MA,B21001G_005EA,B21001G_006MA,B21001G_006EA,B21001G_007MA,B21001G_007EA,B21001G_008MA,B21001G_008EA,B21001G_009MA,B21001G_009EA,B21001G_010MA,B21001G_010EA,B21001G_011MA,B21001G_011EA,B21001G_012MA,B21001G_012EA,B21001G_013MA,B21001G_013EA,B21001G_014MA,B21001G_014EA,B21001G_015MA,B21001G_015EA,B21001G_016MA,B21001G_016EA,B21001G_017MA,B21001G_017EA,B21001G_018MA,B21001G_018EA,B21001G_019MA,B21001G_019EA,B21001G_020MA,B21001G_020EA,B21001G_021MA,B21001G_021EA,B21001G_022MA,B21001G_022EA,B21001G_023MA,B21001G_023EA,B21001G_024MA,B21001G_024EA,B21001G_025MA,B21001G_025EA,B21001G_026MA,B21001G_026EA,B21001G_027MA,B21001G_027EA,B21001G_028MA,B21001G_028EA,B21001G_029MA,B21001G_029EA,B21001G_030MA,B21001G_030EA,B21001G_031EA,B21001G_031MA,B21001G_032MA,B21001G_032EA,B21001G_033MA,B21001G_033EA,state
0400000US08,124509,6868,60398,4867,30903,2982,1687,735,29216,2957,19497,2523,2925,972,16572,2540,6105,1207,756,401,5349,1194,3254,799,1064,429,2190,673,639,322,345,231,294,235,64111,4218,28552,2969,522,409,28030,2942,23991,2151,582,367,23409,2098,6350,1644,192,286,6158,1573,3388,827,225,190,3163,790,1830,762,0,204,1830,762,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,88501,5756,42596,3673,24194,2408,765,462,23429,2338,11651,1930,1468,716,10183,1816,4738,1454,933,497,3805,1363,1682,672,911,454,771,404,331,189,176,136,155,138,45905,3689,23067,2686,126,133,22941,2660,14113,2064,239,178,13874,2078,4926,1168,27,49,4899,1171,2408,788,37,70,2371,787,1391,677,66,102,1325,665,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,50004,4912,23078,3383,13270,2503,312,320,12958,2419,5001,1448,874,601,4127,1227,2331,781,579,386,1752,657,1741,657,383,212,1358,647,735,712,348,353,387,606,26926,3288,12929,2033,0,197,12929,2033,7919,1785,195,282,7724,1745,3778,1125,156,176,3622,1111,1388,537,0,197,1388,537,912,505,0,197,912,505,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,50665,4373,24631,2864,11633,1799,615,400,11018,1757,7414,1617,574,349,6840,1565,3205,1046,452,402,2753,932,1551,764,314,227,1237,714,828,402,307,197,521,345,26034,3132,11963,2061,88,89,11875,2061,8327,1451,79,131,8248,1447,2376,779,185,211,2191,721,2119,762,0,217,2119,762,1249,627,0,217,1249,627,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,175268,8571,84546,5135,41989,3384,1385,596,40604,3421,27747,2774,1953,786,25794,2682,7918,1566,1909,784,6009,1384,5111,967,1797,705,3314,884,1781,541,782,325,999,439,90722,5076,47696,3699,364,247,47332,3730,26809,2663,325,250,26484,2695,7797,1226,205,182,7592,1251,6069,1164,20,38,6049,1162,2351,675,0,190,2351,675,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,30545,3133,14623,2199,9180,1564,355,331,8825,1553,3686,1043,669,528,3017,894,1084,508,389,353,695,334,387,299,168,235,219,195,286,199,249,176,37,56,15922,1882,8990,1452,304,303,8686,1485,4374,1021,15,34,4359,1018,1242,552,158,225,1084,493,844,424,61,87,783,436,472,346,0,163,472,346,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,16943,2382,9186,1721,4354,1283,9,19,4345,1282,2719,843,162,183,2557,850,1335,666,259,293,1076,625,582,359,339,282,243,225,196,190,196,190,0,192,7757,1594,3340,944,0,192,3340,944,2277,777,137,166,2140,742,1108,640,0,192,1108,640,441,351,0,192,441,351,591,473,0,192,591,473,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,45271,3617,22956,2582,10041,1617,560,451,9481,1597,7573,1470,918,493,6655,1429,3080,879,621,417,2459,745,1883,642,491,316,1392,540,379,249,218,200,161,157,22315,2089,9067,1505,108,196,8959,1466,7015,1217,530,464,6485,1150,3238,930,135,236,3103,921,2059,670,34,54,2025,665,936,359,0,201,936,359,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,13924,2193,7314,1522,4368,1303,560,492,3808,1319,1908,737,602,503,1306,522,685,447,127,132,558,424,257,215,69,118,188,179,96,104,23,40,73,98,6610,1399,3673,1039,0,200,3673,1039,1915,681,0,200,1915,681,475,315,76,128,399,311,478,342,0,200,478,342,69,102,0,200,69,102,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,83534,5264,41534,3859,23152,2816,768,526,22384,2792,12975,1722,1225,466,11750,1684,3212,880,442,200,2770,814,1688,592,435,315,1253,506,507,256,195,163,312,202,42000,3427,22960,2524,188,218,22772,2522,12302,1894,226,183,12076,1894,3575,1017,6,11,3569,1018,2162,583,0,147,2162,583,1001,396,47,83,954,399,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,19528,2129,10252,1675,4131,1000,181,178,3950,997,3273,1011,536,345,2737,999,1721,591,209,173,1512,576,918,444,355,191,563,381,209,120,43,47,166,125,9276,1383,2952,928,0,172,2952,928,3016,990,0,172,3016,990,1669,693,0,172,1669,693,1103,455,0,172,1103,455,536,341,0,172,536,341,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
