GEO_ID,C01001H_001E,C01001H_001M,C01001H_002E,C01001H_002M,C01001H_003E,C01001H_003M,C01001H_004E,C01001H_004M,C01001H_005E,C01001H_005M,C01001H_006E,C01001H_006M,C01001H_007E,C01001H_007M,C01001H_008E,C01001H_008M,C01001H_009E,C01001H_009M,NAME,C01001H_001EA,C01001H_001MA,C01001H_002EA,C01001H_002MA,C01001H_003EA,C01001H_003MA,C01001H_004EA,C01001H_004MA,C01001H_005EA,C01001H_005MA,C01001H_006EA,C01001H_006MA,C01001H_007MA,C01001H_007EA,C01001H_008MA,C01001H_008EA,C01001H_009EA,C01001H_009MA,state
0400000US50,579944,589,285896,444,53194,360,178609,299,54093,32,294048,573,50027,443,180419,256,63602,119,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1469593,1806,749909,1409,123753,981,462482,1137,163674,383,719684,1612,115421,1238,431863,772,172400,281,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1661773,1584,817989,2258,165651,1870,495886,1308,156452,295,843784,1822,157866,1800,498539,641,187379,377,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,2570367,2078,1264905,2115,260353,1493,775370,897,229182,263,1305462,1362,245948,1200,777421,519,282093,210,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,4707567,2730,2338862,1505,460596,605,1458736,1130,419530,389,2368705,1575,435981,946,1434987,462,497737,390,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,30793,3930,18117,2771,2115,766,13427,2497,2575,677,12676,2319,2527,846,8185,1782,1964,741,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,5224295,2491,2579742,3041,506382,2700,1624986,1356,448374,420,2644553,2824,484074,2514,1615773,1077,544706,251,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,636952,1370,324182,1258,68495,1096,204312,295,51375,210,312770,1357,66635,1058,185993,813,60142,23,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,3229793,2198,1578601,2144,307994,1905,958345,808,312262,272,1651192,2290,291050,2076,985999,800,374143,352,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3147602,2219,1550624,1497,282217,1227,962093,593,306314,501,1596978,1889,268367,1538,967672,782,360939,497,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,485040,773,246459,1495,53732,1466,150417,400,42310,8,238581,1467,50400,1428,142624,254,45557,231,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,14495479,6952,7252906,4059,1172603,2399,4620439,2503,1459864,1236,7242573,4257,1111104,2148,4385709,2950,1745760,1510,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1684276,845,824171,2290,175840,2437,499328,893,149003,573,860105,2251,170355,2279,503437,292,186313,86,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,2367636,2812,1154694,1713,204637,677,723442,1193,226615,170,1212942,1572,192798,1044,731159,783,288985,230,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,11881257,5475,5888543,5556,1183682,4440,3681869,2603,1022992,1211,5992714,5009,1130137,4080,3632894,2992,1229683,1443,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,3035148,3631,1487380,1875,281802,1361,933459,960,272119,382,1547768,2365,269663,1691,940443,1422,337662,166,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,11344261,8268,5560410,5354,890435,3216,3194657,2897,1475318,937,5783851,5096,848324,2716,3224137,3175,1711390,1153,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,4882418,6189,2364161,2953,420200,1466,1516857,2255,427104,794,2518257,4229,400415,1965,1565757,2856,552085,1182,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,259371,567,129035,221,14763,113,100402,210,13870,77,130336,495,13977,394,101045,156,15314,213,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2459891,2240,1234685,1434,351395,990,736041,762,147249,98,1225206,1280,331498,862,725375,723,168333,63,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,10794347,5379,5286570,2940,994454,1249,3316240,2284,975876,419,5507777,3276,940783,1343,3330994,2027,1236000,1074,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,4864534,4937,2375298,2473,458098,1446,1466919,1764,450281,574,2489236,3209,432429,1998,1474723,1636,582084,903,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,9182383,3515,4507559,2749,945012,1718,2788240,2022,774307,774,4674824,2254,896329,1916,2805404,1215,973091,734,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,4857174,2076,2388452,2235,511395,1928,1468966,1159,408091,205,2468722,2147,487404,1901,1474897,838,506421,295,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,9723288,3360,4761438,1930,898848,944,2955287,1440,907303,413,4961850,1978,853855,1183,2960657,1276,1147338,583,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,7476047,2647,3696606,1806,740054,1011,2296210,1080,660342,399,3779441,1586,704444,859,2275824,1032,799173,380,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1515261,1431,751703,1408,168598,1055,456661,719,126444,148,763558,1090,157966,844,450476,502,155116,197,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1434463,1130,717348,1056,172114,863,422587,420,122647,161,717115,1160,162289,894,418786,607,136040,414,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,773039,1548,383053,2076,59087,1878,224948,626,99018,353,389986,1878,55551,1750,220110,918,114325,640,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,308375,330,165689,721,21676,734,108225,190,35788,110,142686,789,21025,731,87360,247,34301,112,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,718783,433,361002,856,79195,776,217312,221,64495,65,357781,777,75308,761,208464,156,74009,38,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,5111274,3018,2550010,2105,476397,1701,1618791,961,454822,370,2561264,1833,453250,1318,1574414,1178,533600,507,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,754990,3008,364413,1190,59956,551,234664,818,69793,262,390577,2180,57087,402,242117,1872,91373,293,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,3894250,2383,1926407,1689,326775,927,1132290,1254,467342,306,1967843,1718,309941,1076,1123379,1169,534523,221,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,4984848,3365,2437192,3138,502004,2391,1510185,1488,425003,267,2547656,2512,475117,2078,1547593,1419,524946,306,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2201742,1082,1086199,1703,238643,1372,661312,647,186244,179,1115543,1357,230136,1304,657163,347,228244,93,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
