GEO_ID,C22001_001E,C22001_001M,C22001_002E,C22001_002M,C22001_003E,C22001_003M,NAME,C22001_001MA,C22001_001EA,C22001_002EA,C22001_002MA,C22001_003EA,C22001_003MA,state
0400000US08,2176757,7548,156794,5881,2019963,9232,Colorado,null,null,null,null,null,null,08
0400000US18,2599169,10447,230522,7550,2368647,11696,Indiana,null,null,null,null,null,null,18
0400000US21,1732713,8718,229058,7892,1503655,10558,Kentucky,null,null,null,null,null,null,21
0400000US22,1737220,10627,260842,8723,1476378,11681,Louisiana,null,null,null,null,null,null,22
0400000US17,4864864,12677,599358,11724,4265506,15032,Illinois,null,null,null,null,null,null,17
0400000US19,1267873,7772,122222,4311,1145651,9071,Iowa,null,null,null,null,null,null,19
0400000US33,531212,5670,35405,3142,495807,6423,New Hampshire,null,null,null,null,null,null,33
0400000US05,1156347,7393,131342,5544,1025005,7919,Arkansas,null,null,null,null,null,null,05
0400000US10,367671,3933,41515,3341,326156,4590,Delaware,null,null,null,null,null,null,10
0400000US27,2194452,6925,160758,4844,2033694,8804,Minnesota,null,null,null,null,null,null,27
0400000US30,431421,4444,38358,3072,393063,4664,Montana,null,null,null,null,null,null,30
0400000US23,570307,5261,73727,3787,496580,6104,Maine,null,null,null,null,null,null,23
0400000US37,4011462,16617,465045,11837,3546417,18398,North Carolina,null,null,null,null,null,null,37
0400000US13,3803012,14400,453168,11157,3349844,17063,Georgia,null,null,null,null,null,null,13
0400000US02,254551,3266,27815,1901,226736,3482,Alaska,null,null,null,null,null,null,02
0400000US01,1855184,11821,247434,7931,1607750,12299,Alabama,null,null,null,null,null,null,01
0400000US50,261373,3502,27163,2357,234210,4119,Vermont,null,null,null,null,null,null,50
0400000US32,1129810,6479,126476,4410,1003334,7396,Nevada,null,null,null,null,null,null,32
0400000US54,734703,6052,122014,5305,612689,7551,West Virginia,null,null,null,null,null,null,54
0400000US40,1485310,6108,185838,5850,1299472,8323,Oklahoma,null,null,null,null,null,null,40
0400000US55,2371960,6714,238242,6489,2133718,9497,Wisconsin,null,null,null,null,null,null,55
0400000US72,1179637,9819,492527,8949,687110,10969,Puerto Rico,null,null,null,null,null,null,72
0400000US51,3175524,13138,251693,9340,2923831,14420,Virginia,null,null,null,null,null,null,51
0400000US38,319355,4442,22273,2175,297082,4719,North Dakota,null,null,null,null,null,null,38
0400000US45,1927991,12233,220112,7622,1707879,13106,South Carolina,null,null,null,null,null,null,45
0400000US41,1639970,6988,241059,8801,1398911,10738,Oregon,null,null,null,null,null,null,41
0400000US56,230252,3746,11545,1850,218707,3940,Wyoming,null,null,null,null,null,null,56
0400000US06,13072122,21485,1114465,18430,11957657,25183,California,null,null,null,null,null,null,06
0400000US28,1108630,9460,164100,7024,944530,8806,Mississippi,null,null,null,null,null,null,28
0400000US09,1378091,6923,154161,6626,1223930,9399,Connecticut,null,null,null,null,null,null,09
0400000US48,9776083,21679,1166233,20236,8609850,25032,Texas,null,null,null,null,null,null,48
0400000US24,2215935,9432,208654,7163,2007281,10685,Maryland,null,null,null,null,null,null,24
0400000US12,7809358,20825,1077869,17206,6731489,27144,Florida,null,null,null,null,null,null,12
0400000US25,2624294,8879,301025,8559,2323269,11859,Massachusetts,null,null,null,null,null,null,25
0400000US11,287476,2752,40353,2804,247123,3466,District of Columbia,null,null,null,null,null,null,11
0400000US49,998891,5079,64722,4087,934169,6381,Utah,null,null,null,null,null,null,49
0400000US36,7367015,16617,1072330,15005,6294685,19970,New York,null,null,null,null,null,null,36
0400000US34,3249567,9867,265127,8665,2984440,14038,New Jersey,null,null,null,null,null,null,34
0400000US39,4685447,12486,574291,10900,4111156,15328,Ohio,null,null,null,null,null,null,39
0400000US29,2434806,10407,260185,7096,2174621,11256,Missouri,null,null,null,null,null,null,29
0400000US42,5070931,12151,679656,11501,4391275,15155,Pennsylvania,null,null,null,null,null,null,42
0400000US26,3957466,12369,498793,8957,3458673,13952,Michigan,null,null,null,null,null,null,26
0400000US31,765490,3878,64082,3574,701408,4762,Nebraska,null,null,null,null,null,null,31
0400000US16,640270,5214,56753,3995,583517,6207,Idaho,null,null,null,null,null,null,16
0400000US35,794093,5137,137059,5970,657034,7577,New Mexico,null,null,null,null,null,null,35
0400000US15,455309,4541,45590,3301,409719,5399,Hawaii,null,null,null,null,null,null,15
0400000US46,345449,3406,28102,2079,317347,3883,South Dakota,null,null,null,null,null,null,46
0400000US53,2895575,9139,320915,9377,2574660,12198,Washington,null,null,null,null,null,null,53
0400000US44,406573,4965,62734,4312,343839,5655,Rhode Island,null,null,null,null,null,null,44
0400000US04,2614298,11305,271775,7947,2342523,14773,Arizona,null,null,null,null,null,null,04
0400000US47,2603140,11640,337798,9385,2265342,14852,Tennessee,null,null,null,null,null,null,47
0400000US20,1133408,7193,82465,3854,1050943,7487,Kansas,null,null,null,null,null,null,20
