GEO_ID,B27001G_001E,B27001G_001M,B27001G_002E,B27001G_002M,B27001G_003E,B27001G_003M,B27001G_004E,B27001G_004M,B27001G_005E,B27001G_005M,B27001G_006E,B27001G_006M,B27001G_007E,B27001G_007M,B27001G_008E,B27001G_008M,B27001G_009E,B27001G_009M,B27001G_010E,B27001G_010M,B27001G_011E,B27001G_011M,B27001G_012E,B27001G_012M,B27001G_013E,B27001G_013M,B27001G_014E,B27001G_014M,B27001G_015E,B27001G_015M,B27001G_016E,B27001G_016M,B27001G_017E,B27001G_017M,B27001G_018E,B27001G_018M,B27001G_019E,B27001G_019M,B27001G_020E,B27001G_020M,B27001G_021E,B27001G_021M,B27001G_022E,B27001G_022M,B27001G_023E,B27001G_023M,B27001G_024E,B27001G_024M,B27001G_025E,B27001G_025M,B27001G_026E,B27001G_026M,B27001G_027E,B27001G_027M,B27001G_028E,B27001G_028M,NAME,B27001G_001EA,B27001G_001MA,B27001G_002MA,B27001G_002EA,B27001G_003MA,B27001G_003EA,B27001G_004MA,B27001G_004EA,B27001G_005MA,B27001G_005EA,B27001G_006MA,B27001G_006EA,B27001G_007EA,B27001G_007MA,B27001G_008EA,B27001G_008MA,B27001G_009EA,B27001G_009MA,B27001G_010MA,B27001G_010EA,B27001G_011MA,B27001G_011EA,B27001G_012EA,B27001G_012MA,B27001G_013EA,B27001G_013MA,B27001G_014EA,B27001G_014MA,B27001G_015MA,B27001G_015EA,B27001G_016MA,B27001G_016EA,B27001G_017MA,B27001G_017EA,B27001G_018EA,B27001G_018MA,B27001G_019EA,B27001G_019MA,B27001G_020MA,B27001G_020EA,B27001G_021MA,B27001G_021EA,B27001G_022EA,B27001G_022MA,B27001G_023EA,B27001G_023MA,B27001G_024EA,B27001G_024MA,B27001G_025MA,B27001G_025EA,B27001G_026MA,B27001G_026EA,B27001G_027EA,B27001G_027MA,B27001G_028MA,B27001G_028EA,state
0400000US01,99591,7682,15603,2298,15119,2388,484,508,30738,4031,28334,3867,2404,1598,12820,2514,7910,1827,4910,1697,8480,1655,6997,1510,1483,714,8949,1638,6910,1556,2039,810,7760,1962,5986,1526,1774,1047,7789,1383,7252,1306,537,508,4545,1211,4545,1211,0,201,2907,865,2891,861,16,39,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,12654,1698,1193,510,1193,510,0,157,4202,1158,3650,1060,552,619,766,369,766,369,0,157,712,468,703,469,9,17,1488,502,1423,514,65,109,1100,605,1100,605,0,157,1521,683,1498,676,23,41,1336,461,1336,461,0,157,336,283,336,283,0,157,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,154324,9832,28968,4067,27407,3801,1561,815,45277,4674,42820,4633,2457,786,17125,2456,13862,2262,3263,949,20884,2376,18067,2256,2817,898,15752,2135,14066,2179,1686,578,12893,1916,11414,1786,1479,729,6631,1268,6246,1252,385,252,4215,1066,4123,1048,92,109,2579,662,2494,682,85,149,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,33685,2912,5376,1284,5153,1256,223,257,12556,1907,12556,1907,0,201,4343,1160,3472,974,871,481,3416,1272,2793,1135,623,472,2273,959,2088,871,185,264,2187,943,1855,772,332,508,1710,652,1645,626,65,147,1263,635,1263,635,0,201,561,349,561,349,0,201,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,298438,9284,44169,2940,40400,2731,3769,779,89680,4437,79163,4127,10517,1726,36677,2958,25197,2566,11480,1482,35341,2673,25645,2442,9696,1672,29837,2344,23279,2100,6558,1182,22164,1859,17341,1613,4823,854,20116,1876,17098,1826,3018,597,12938,1115,12930,1113,8,17,7516,825,7487,826,29,63,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,143986,8682,24957,2759,24173,2784,784,336,53004,4255,52003,4230,1001,496,16673,2236,14569,1963,2104,823,15959,2558,13606,2334,2353,742,10880,1566,10053,1596,827,383,8901,1601,8349,1570,552,321,7470,1191,6694,1198,776,392,4290,911,4290,911,0,151,1852,679,1852,679,0,151,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,152811,9511,8327,1833,8087,1793,240,305,27661,3107,26876,3162,785,531,10355,2085,9194,2013,1161,555,19411,2795,16049,2254,3362,1341,21284,2782,19241,2548,2043,907,17559,2153,15921,2042,1638,669,17760,2148,16970,2077,790,528,17437,2336,17264,2369,173,202,13017,1697,12942,1686,75,90,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,342671,14396,64972,5468,61247,5290,3725,1586,107241,6940,103204,6548,4037,1210,40890,4270,36220,3915,4670,1257,36466,3347,30776,2999,5690,1448,36083,3571,30289,3057,5794,1985,24725,2898,20725,2728,4000,1311,17793,2112,16337,1985,1456,550,8796,1722,8457,1723,339,303,5705,1433,5451,1318,254,308,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,17337,2379,3648,1122,3507,1109,141,154,4344,1080,4085,1016,259,231,2202,856,2105,852,97,131,2405,788,1974,761,431,362,1394,588,1394,588,0,161,1590,897,1368,856,222,230,1233,638,1198,644,35,67,360,285,280,244,80,134,161,129,161,129,0,161,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,116670,9437,22267,3405,21514,3436,753,397,41066,4645,38979,4513,2087,1026,13051,3123,10103,2331,2948,1375,12895,2302,8961,1701,3934,1440,9969,1748,8318,1517,1651,701,5509,1383,4360,1157,1149,652,6697,1169,5502,1114,1195,588,3680,1120,3657,1124,23,54,1536,674,1536,674,0,214,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,193995,8165,28745,2633,27627,2845,1118,890,52376,4713,50085,4518,2291,1247,24153,2965,20645,2710,3508,1142,26793,3142,23256,2680,3537,1443,18565,2179,16882,2013,1683,826,18845,2579,15777,2350,3068,1279,12832,1732,12311,1727,521,278,7994,1505,7994,1505,0,207,3692,1248,3640,1225,52,87,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,13517,2133,2072,645,1867,581,205,347,3749,1162,3351,1075,398,486,1966,949,1487,737,479,510,1025,635,947,622,78,98,1165,611,968,541,197,292,1226,705,1023,669,203,173,1699,679,1192,513,507,423,389,311,389,311,0,203,226,251,226,251,0,203,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,1980774,33357,315926,10332,308467,10217,7459,1509,573999,16472,560405,16306,13594,2470,214907,8541,197081,8019,17826,2526,267067,9869,239640,8958,27427,3506,206826,7101,188961,6996,17865,3439,157341,7190,146429,6856,10912,1776,133523,6481,121277,6114,12246,2428,71993,4105,70595,3953,1398,630,39192,3093,38696,3138,496,355,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,43893,5635,8886,2129,8650,2046,236,282,15892,3352,15111,3190,781,594,5740,1521,4469,1329,1271,840,3019,1176,1730,788,1289,754,3620,1367,2814,1293,806,518,3135,1038,2631,912,504,406,1483,569,1080,473,403,328,1243,578,1243,578,0,218,875,508,875,508,0,218,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,119551,7543,20738,2630,20483,2576,255,260,41055,3917,40085,3814,970,832,13498,1907,12778,1879,720,527,14000,2172,11732,1919,2268,960,11444,2064,10320,1935,1124,605,7962,1198,7036,1117,926,540,6751,1340,6500,1320,251,246,2720,874,2720,874,0,207,1383,457,1383,457,0,207,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,744914,22378,127275,8991,119652,8878,7623,2048,230480,11358,212140,10306,18340,3602,79228,5817,62576,4939,16652,2661,89310,5793,71353,5194,17957,2692,79887,6151,62234,4976,17653,2945,60234,4408,49600,3692,10634,2131,41879,3433,38073,3253,3806,924,23737,2541,23165,2502,572,526,12884,1896,12546,1805,338,356,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,219763,10975,35611,3661,35444,3641,167,132,70388,5438,69804,5459,584,434,21665,3344,20473,3098,1192,679,26204,3366,23598,3183,2606,1214,24113,2959,22725,2939,1388,583,16483,2248,15231,2038,1252,822,12604,1887,12022,1904,582,342,8504,1441,8394,1448,110,135,4191,1040,4149,1040,42,69,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,606101,21550,94384,7227,87783,6637,6601,2920,182974,9954,168382,9843,14592,2865,70824,5845,55745,5135,15079,3345,70788,6630,53974,5670,16814,3081,58398,5420,47921,4457,10477,2283,47535,4169,40272,3790,7263,1612,36484,3402,32270,3087,4214,1328,27484,2607,27045,2618,439,278,17230,2872,17168,2869,62,102,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,232284,12615,38549,3620,37657,3500,892,742,64933,5968,64305,5986,628,416,28937,2440,27312,2337,1625,858,28308,2995,26276,2757,2032,756,27076,3161,24040,3114,3036,1179,20179,2799,18881,2646,1298,788,13890,1902,13225,1916,665,413,7061,1377,6864,1374,197,300,3351,1285,3225,1249,126,201,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,25115,2781,5098,1081,5098,1081,0,213,3578,956,3578,956,0,213,2989,1031,2954,1023,35,82,5531,1138,5220,1134,311,319,3264,1076,3184,1085,80,133,1692,671,1692,671,0,213,1385,622,1385,622,0,213,892,489,690,380,202,320,686,482,686,482,0,213,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,100632,6592,18984,2452,18238,2477,746,508,36190,3806,35302,3779,888,497,11357,1537,10596,1569,761,468,11841,1631,9910,1515,1931,756,11482,1850,10679,1796,803,562,5575,1153,4699,1007,876,560,2629,731,2292,702,337,245,2063,707,1984,688,79,112,511,299,511,299,0,193,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,641916,24460,106654,7352,104812,7172,1842,1209,167017,9548,161958,9535,5059,1672,72487,5283,64484,4960,8003,2255,82828,5686,72690,5501,10138,2013,73481,6059,65393,5490,8088,2291,51758,4463,47211,4072,4547,1790,42311,4365,39806,3729,2505,1279,29722,3020,28984,3041,738,511,15658,2145,15216,2058,442,459,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,245626,16077,41747,4941,40642,4766,1105,678,71668,6727,70300,6583,1368,705,28915,3499,25339,3220,3576,1281,28710,4030,25160,3744,3550,1140,24600,2559,21825,2609,2775,926,19584,2623,17168,2534,2416,958,15888,2193,14482,2242,1406,676,9018,1654,8631,1593,387,297,5496,1182,5400,1197,96,148,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,352788,15411,65015,5756,63720,5715,1295,601,127357,7402,121581,7404,5776,1896,43253,4196,37627,3867,5626,1529,39692,4058,33264,3684,6428,1397,26243,3346,23744,3197,2499,1036,20409,2190,18256,2245,2153,811,17876,2210,16253,2041,1623,676,7763,1201,7763,1201,0,195,5180,1298,5180,1298,0,195,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,172029,7659,32133,3310,30328,3212,1805,749,58347,4578,56573,4486,1774,626,18704,2392,15748,2160,2956,1031,18383,2260,15685,2292,2698,825,15762,2329,13618,2292,2144,721,9915,1615,8448,1472,1467,677,9118,1603,7839,1558,1279,569,6654,1263,6641,1259,13,23,3013,949,3013,949,0,190,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,328322,13812,58262,4799,56992,4832,1270,635,108948,7153,106596,7077,2352,885,44042,3933,40172,3509,3870,1081,38457,2892,34571,2719,3886,1085,29295,3308,27118,3193,2177,928,21443,2296,19842,2232,1601,577,15353,2084,14162,2002,1191,510,8046,1328,8046,1328,0,177,4476,909,4467,907,9,18,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,288826,10338,49968,3676,48488,3714,1480,644,91590,5699,89671,5677,1919,536,34277,3505,30214,3461,4063,1123,34140,3172,30039,3038,4101,1074,25674,2499,24182,2526,1492,560,20693,2128,18477,2027,2216,747,16324,1630,14495,1356,1829,972,10595,1442,10424,1418,171,197,5565,1175,5465,1155,100,143,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,57838,5105,9891,1466,9232,1365,659,542,21967,2773,20795,2771,1172,591,7063,1592,5156,1068,1907,917,5614,1102,4490,1024,1124,495,5173,1288,4008,1044,1165,529,2913,859,2644,860,269,234,2731,959,2576,918,155,165,1563,620,1563,620,0,161,923,600,923,600,0,161,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
