GEO_ID,C15002G_001E,C15002G_001M,C15002G_002E,C15002G_002M,C15002G_003E,C15002G_003M,C15002G_004E,C15002G_004M,C15002G_005E,C15002G_005M,C15002G_006E,C15002G_006M,C15002G_007E,C15002G_007M,C15002G_008E,C15002G_008M,C15002G_009E,C15002G_009M,C15002G_010E,C15002G_010M,C15002G_011E,C15002G_011M,NAME,C15002G_001EA,C15002G_001MA,C15002G_002EA,C15002G_002MA,C15002G_003EA,C15002G_003MA,C15002G_004EA,C15002G_004MA,C15002G_005EA,C15002G_005MA,C15002G_006EA,C15002G_006MA,C15002G_007EA,C15002G_007MA,C15002G_008EA,C15002G_008MA,C15002G_009MA,C15002G_009EA,C15002G_010MA,C15002G_010EA,C15002G_011MA,C15002G_011EA,state
0400000US55,52933,4196,26417,2438,3566,1053,7115,1136,8169,1294,7567,1342,26516,2760,2592,892,6265,1177,9473,1496,8186,1538,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,108056,6156,49277,2782,13450,2093,17411,1861,8749,1660,9667,1577,58779,4415,13188,2015,14031,2058,13609,2359,17951,1937,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,137904,7513,64340,4718,6476,1691,14218,2357,19708,2664,23938,2607,73564,4848,7648,1616,13583,2319,23544,2402,28789,2714,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,7587,1431,3882,1168,182,191,792,397,1606,599,1302,883,3705,928,522,365,1168,492,980,423,1035,532,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,43712,3998,21056,2754,3291,1110,5210,1371,7122,1565,5433,1215,22656,2792,2476,893,5499,1233,7677,1443,7004,1580,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,94104,4713,46032,3376,5897,1451,10133,1879,18617,2584,11385,1762,48072,3265,4668,1273,8922,1345,18462,2221,16020,2194,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,6649,1496,3468,1136,564,480,1186,703,1402,666,316,293,3181,966,295,286,930,491,1379,702,577,449,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,924439,19033,453848,11393,52118,4649,97052,5496,155169,7783,149509,6592,470591,12658,51874,3833,81878,4877,164887,7857,171952,7221,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,14709,2442,7417,1661,1553,715,1447,552,2324,1065,2093,950,7292,1509,620,351,1593,798,2574,918,2505,972,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,46841,3850,20697,2300,3247,979,6151,1340,5261,1373,6038,1322,26144,2972,2628,886,5258,1234,8619,1596,9639,1908,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,333200,10846,168016,6703,18821,3051,36039,3223,58218,4829,54938,3694,165184,7269,16761,2350,32675,3242,57797,4270,57951,4035,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,96821,5731,45615,3315,4843,1149,8698,1652,13106,1733,18968,2222,51206,3910,4067,1153,7611,1493,16390,2153,23138,2743,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,271212,11943,126924,7622,15802,2505,30642,3660,42906,4064,37574,4317,144288,7319,14895,2665,27421,3212,50397,4382,51575,4655,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,105584,6648,50246,4260,9061,2352,12096,2430,10968,1877,18121,2387,55338,3779,10795,2207,10313,1897,11976,1957,22254,2375,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,14161,1957,6597,1269,158,181,1053,678,1267,623,4119,947,7564,1398,578,448,500,459,888,479,5598,1224,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,36273,2852,17978,2194,1588,699,4644,1224,6471,1530,5275,1232,18295,2319,727,505,3657,1142,8056,1654,5855,1215,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,311460,13574,143397,8504,29165,3042,32500,3964,33640,3835,48092,4233,168063,7249,24439,2985,34054,3374,42732,3166,66838,4227,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,107118,7982,51240,4382,6545,1879,10495,1635,14658,1979,19542,2911,55878,5007,6787,1383,8626,1593,16136,1953,24329,2670,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,126872,6485,63998,4122,7812,1513,19357,2622,21275,2818,15554,1840,62874,4031,4937,1029,14937,2281,24870,2927,18130,1896,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,67443,4462,30744,3048,3989,982,7389,1533,11591,1918,7775,1364,36699,2834,2954,941,7775,1526,14048,1800,11922,1848,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,126153,6479,62060,4879,6481,1444,20865,2503,18225,2591,16489,2257,64093,4180,6914,1459,16852,2018,21498,2426,18829,2038,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,119568,4924,58326,3487,7294,1306,16838,2014,18658,1971,15536,1567,61242,3077,6833,1290,14179,1906,23277,2263,16953,1994,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,21362,2557,11191,1637,2356,948,3050,895,2817,836,2968,741,10171,1518,1625,545,2210,718,3454,796,2882,738,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,23269,3206,11499,1858,1275,651,2955,958,4683,1361,2586,942,11770,2382,849,556,3597,1224,3864,1375,3460,1283,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,31400,3481,16575,2262,2970,1136,2726,904,6472,1539,4407,963,14825,2097,1050,450,3483,881,5836,1457,4456,1091,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,180730,6938,92039,4250,6259,1327,32703,2994,33250,2680,19827,2384,88691,4348,3794,995,27524,2661,31043,3046,26330,2502,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,8560,1756,4704,1268,463,336,1830,930,1156,534,1255,582,3856,1020,354,281,911,457,953,540,1638,677,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,196877,8882,96737,5090,8088,1555,19060,1899,37708,3703,31881,3456,100140,6123,5411,1282,17233,2241,39284,3721,38212,3542,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,13308,1900,7256,1364,1285,683,1333,569,2814,984,1824,812,6052,1230,786,489,1154,537,2114,670,1998,733,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,126129,6721,62921,4984,8940,1681,13911,2207,22964,2750,17106,1813,63208,4198,7526,1800,12318,1865,23176,2555,20188,2356,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,55786,4913,24240,3138,3071,865,5817,1504,7987,1936,7365,1616,31546,3284,2388,667,6855,1810,11432,1736,10871,1713,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,38353,3889,19979,2725,1963,659,4317,1172,8226,1473,5473,1404,18374,2002,1452,714,3004,840,8074,1263,5844,1285,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
