GEO_ID,B17005_001E,B17005_001M,B17005_002E,B17005_002M,B17005_003E,B17005_003M,B17005_004E,B17005_004M,B17005_005E,B17005_005M,B17005_006E,B17005_006M,B17005_007E,B17005_007M,B17005_008E,B17005_008M,B17005_009E,B17005_009M,B17005_010E,B17005_010M,B17005_011E,B17005_011M,B17005_012E,B17005_012M,B17005_013E,B17005_013M,B17005_014E,B17005_014M,B17005_015E,B17005_015M,B17005_016E,B17005_016M,B17005_017E,B17005_017M,B17005_018E,B17005_018M,B17005_019E,B17005_019M,B17005_020E,B17005_020M,B17005_021E,B17005_021M,B17005_022E,B17005_022M,B17005_023E,B17005_023M,NAME,B17005_001MA,B17005_001EA,B17005_002MA,B17005_002EA,B17005_003MA,B17005_003EA,B17005_004EA,B17005_004MA,B17005_005EA,B17005_005MA,B17005_006MA,B17005_006EA,B17005_007MA,B17005_007EA,B17005_008MA,B17005_008EA,B17005_009MA,B17005_009EA,B17005_010MA,B17005_010EA,B17005_011MA,B17005_011EA,B17005_012MA,B17005_012EA,B17005_013EA,B17005_013MA,B17005_014MA,B17005_014EA,B17005_015EA,B17005_015MA,B17005_016EA,B17005_016MA,B17005_017EA,B17005_017MA,B17005_018MA,B17005_018EA,B17005_019MA,B17005_019EA,B17005_020MA,B17005_020EA,B17005_021MA,B17005_021EA,B17005_022MA,B17005_022EA,B17005_023MA,B17005_023EA,state
0400000US08,4441315,4914,402905,12059,172815,6640,78466,4887,60802,4125,17664,2537,94349,5894,230090,8495,95125,5201,79857,4938,15268,2439,134965,7178,4038410,13038,2029418,9182,1577114,10948,1526755,12143,50359,4344,452304,8547,2008992,7656,1336573,11318,1300323,11060,36250,3093,672419,9686,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5129885,4707,608042,15759,253837,9037,100689,5427,79897,4644,20792,2455,153148,7174,354205,10885,143578,5939,118105,5570,25473,2858,210627,8810,4521843,17222,2231008,10465,1661665,11941,1605186,12474,56479,3853,569343,9256,2290835,11530,1449201,12063,1405538,12814,43663,3796,841634,10341,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3449326,3982,525590,14631,220176,8073,84644,5745,66594,5190,18050,2481,135532,6567,305414,10280,99674,5639,79810,4913,19864,3036,205740,8884,2923736,15658,1444325,8927,1008088,8889,969489,9599,38599,4163,436237,7473,1479411,11233,890505,9732,859886,10317,30619,3444,588906,9825,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3554235,4575,586633,16860,232069,9924,88044,5623,61207,4786,26837,3521,144025,8497,354564,10650,129775,7552,100220,6699,29555,3839,224789,8957,2967602,17495,1451852,9941,1011820,10003,964805,10912,47015,4544,440032,9735,1515750,12389,910939,12251,878800,12598,32139,3474,604811,10384,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,9949648,5508,1100427,20338,454869,12782,198249,7159,144639,5659,53610,4787,256620,9908,645558,12568,256570,8603,199315,6562,57255,4342,388988,9554,8849221,20255,4360011,13280,3268772,14854,3131725,14616,137047,6049,1091239,12186,4489210,13198,2900162,15365,2783128,16482,117034,5124,1589048,12100,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2417553,3358,256718,9238,106304,5894,48155,3882,39855,3318,8300,1534,58149,4107,150414,5723,70491,3890,60206,3818,10285,1687,79923,4565,2160835,10025,1078434,6495,819067,6877,796186,7115,22881,2571,259367,5109,1082401,6012,715761,7033,699131,7479,16630,1900,366640,5731,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1089863,1952,75729,4225,32210,2954,11684,1808,8288,1310,3396,1106,20526,2544,43519,3117,15449,1870,13264,1829,2185,784,28070,2866,1014134,4356,502388,2927,380965,4316,368110,4555,12855,1763,121423,3847,511746,3980,337403,4931,329989,4968,7414,1420,174343,3883,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2309695,4318,348968,13778,138450,7567,54386,4888,42966,3771,11420,2130,84064,6226,210518,8078,77386,5347,64925,4942,12461,1858,133132,6237,1960727,14591,972988,9127,663871,10165,642995,10047,20876,2528,309117,8510,987739,9365,575935,9178,559896,9163,16039,2082,411804,7767,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,762612,1858,83817,6387,34913,3569,15395,2267,11407,1994,3988,1184,19518,2777,48904,4494,18229,2604,14374,2152,3855,1296,30675,3418,678795,6662,326442,4187,229819,4861,219313,4839,10506,1832,96623,4195,352353,4738,219759,5428,210400,4897,9359,1955,132594,4632,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4347852,3531,393846,10350,169579,6532,73936,4041,59710,3597,14226,2151,95643,5328,224267,6745,101252,4622,86861,4547,14391,2144,123015,5046,3954006,11225,1978270,7675,1507306,8267,1463375,8308,43931,2699,470964,8314,1975736,7185,1365217,9251,1335833,9399,29384,2755,610519,7606,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,835171,2300,103365,6141,47022,3908,21204,2374,17779,2137,3425,1003,25818,3144,56343,3830,23671,2372,21081,2306,2590,705,32672,2781,731806,6450,368400,4098,263405,4984,255015,4935,8390,1421,104995,3755,363406,4581,230374,5294,226174,5309,4200,1104,133032,3731,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1089359,2410,120788,5588,50752,3294,18612,2396,15286,2381,3326,780,32140,2765,70036,4458,24269,2549,21120,2472,3149,682,45767,3712,968571,6064,476627,4066,338092,5201,326342,5238,11750,1722,138535,3807,491944,5041,315080,4674,309096,4877,5984,1164,176864,4175,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
