GEO_ID,B29002_001E,B29002_001M,B29002_002E,B29002_002M,B29002_003E,B29002_003M,B29002_004E,B29002_004M,B29002_005E,B29002_005M,B29002_006E,B29002_006M,B29002_007E,B29002_007M,B29002_008E,B29002_008M,NAME,B29002_001MA,B29002_001EA,B29002_002MA,B29002_002EA,B29002_003MA,B29002_003EA,B29002_004MA,B29002_004EA,B29002_005MA,B29002_005EA,B29002_006MA,B29002_006EA,B29002_007EA,B29002_007MA,B29002_008EA,B29002_008MA,state
0400000US12,15327815,34980,480480,13935,1108062,23728,4428650,38747,3383383,28883,1538610,27605,2804292,31615,1584338,21431,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,5035804,16108,148210,8826,260734,8781,1198355,18167,961494,15649,370597,9040,1209374,16234,887040,14588,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,526393,4612,11472,1871,24872,2936,99438,5562,81020,5679,13643,2427,137112,5794,158836,4922,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2087341,6918,28144,2870,112538,6979,495871,11071,589770,10736,214821,7523,432248,9138,213949,6588,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,13770029,25984,541093,12970,907828,16535,3584694,31965,2578936,25114,1223564,18026,2851606,28761,2082308,22011,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,6198334,18079,188446,7682,321265,10210,1655721,20986,1217284,19800,421832,9856,1514311,20791,879475,14941,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,8863920,10112,206022,7065,628854,13296,2944021,22594,2010151,21765,723304,12787,1497600,19028,853968,14780,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,4633370,7810,114124,5337,330937,9910,1425877,16159,1146249,16113,368097,9896,787128,12679,460958,9630,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,9781212,13540,249112,9807,616418,12226,3438340,22901,1792444,19359,805992,13820,1798361,17954,1080545,16272,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,7542878,9218,161150,5719,499570,11514,2217910,19006,1950975,19107,689604,12890,1279897,16562,743772,12491,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1380260,4447,32572,2968,68183,3529,364914,7738,349519,8485,144797,5074,283910,7509,136365,5090,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1252414,4446,24472,3181,78632,5025,364447,11315,345652,9488,118893,6455,220005,7656,100313,6166,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1507384,8648,56432,4217,134409,6334,406514,10567,399155,10016,119558,5537,226308,6614,165008,6500,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,1016506,6821,28779,2785,39736,3394,283857,9503,232821,7295,111751,5844,210611,6678,108951,4799,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,647089,2674,14171,1871,37075,3189,198743,6063,144419,5285,76351,4480,125006,4848,51324,3619,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,5355539,15393,100582,6967,277579,10484,1245168,16629,1364019,17523,558284,13212,1165008,16773,644899,12922,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,803077,5541,25022,2970,49862,4200,232552,9200,169944,7785,66975,4300,156319,5779,102403,6154,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,5035771,13456,158255,7390,361342,11162,1268920,17202,1389701,18261,446509,11355,904959,14056,506085,11869,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,5075166,9364,175063,8473,402952,12023,1645147,20449,1189177,17178,373922,10535,831536,14662,457369,13821,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2091514,6614,41812,3261,111068,5488,553794,9122,540551,9672,188669,6548,423096,9436,232524,7991,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
