GEO_ID,B29002_001E,B29002_001M,B29002_002E,B29002_002M,B29002_003E,B29002_003M,B29002_004E,B29002_004M,B29002_005E,B29002_005M,B29002_006E,B29002_006M,B29002_007E,B29002_007M,B29002_008E,B29002_008M,NAME,B29002_001MA,B29002_001EA,B29002_002MA,B29002_002EA,B29002_003MA,B29002_003EA,B29002_004MA,B29002_004EA,B29002_005MA,B29002_005EA,B29002_006MA,B29002_006EA,B29002_007EA,B29002_007MA,B29002_008EA,B29002_008MA,state
0400000US08,4151040,11752,76192,5031,209454,8598,916890,17484,969786,15851,340812,11035,1047679,14271,590227,11267,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4935180,9655,141918,7947,391840,10081,1646874,20565,1116232,18092,415367,9525,807551,15983,415398,11976,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3368919,5708,149967,6649,272127,8661,1126058,14755,774445,13270,278441,6848,463854,9390,304027,9346,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3459079,6807,132683,7804,350812,10766,1199466,18687,796361,16908,211913,9130,513359,11919,254485,8198,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,9074766,18777,255454,8972,548103,12011,2412512,25787,2109665,20665,742204,13558,1873612,19980,1133216,17527,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2327219,6259,49035,3241,118711,5300,714742,11119,550783,10380,267241,7117,439944,9984,186763,7329,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1069812,2991,21599,2911,50881,3636,307175,8188,223258,7018,102724,4735,227482,6434,136693,5156,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2224112,7109,74892,4249,183542,6849,770535,12246,549241,12616,167399,7915,309602,8551,168901,7149,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,720867,3971,16821,2525,47602,4095,244349,8651,149356,6794,54332,3645,125319,5648,83088,4580,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4106914,8745,74789,5055,181950,6116,1023146,12730,951408,12545,469157,9025,955496,13184,450968,9061,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,823668,2462,13693,1776,43308,2994,235406,6595,213870,7215,75647,4384,161452,4929,80292,3973,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1070661,2844,24600,2742,52524,3608,342506,7878,236725,6601,99301,4584,205198,5909,109807,4842,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,7629700,14096,200778,8608,584883,14362,2006153,22788,1837548,22826,734078,12640,1496734,19085,769526,15563,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,7486799,16650,203340,9351,638227,14995,2154136,23452,1714768,25622,585471,14772,1375082,21172,815775,16815,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,532244,2539,10640,1693,26444,2293,160451,4824,148709,5567,41699,2807,89107,4177,55194,3489,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,3712212,6374,118452,7074,361105,12368,1168042,18157,886600,16619,310804,9954,558690,13138,308519,9494,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,500274,2062,8442,1427,24270,3041,148257,5370,103584,4424,39333,2772,109047,4442,67341,2998,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2075166,9912,54956,4453,153711,6293,607942,12942,583585,10620,178135,5929,324834,9674,172003,6435,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1431158,2647,51324,4161,125139,5425,567372,10614,301695,7314,102113,5150,175667,6655,107848,5528,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,2852665,6406,70779,3943,236416,6238,914143,12866,739378,11226,220224,6172,446609,9327,225116,7617,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,4401754,6740,85995,5063,239610,7819,1362764,16028,1020683,14885,463579,9418,822580,11376,406543,8369,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,2561292,3528,336381,10633,194012,8795,720523,14091,416617,10643,262649,9022,453927,11730,177183,8212,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,6213686,15563,163575,7095,386258,11462,1573621,21261,1360002,17866,472086,10578,1322125,21754,936019,16129,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,567351,3196,15546,1962,25287,2319,148841,4703,144944,5756,82195,4951,115082,5434,35456,2636,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,3850077,7081,108022,6138,321454,10419,1167602,20800,883120,14518,370622,10770,649088,14397,350169,9554,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3098171,10663,58143,5726,185531,7450,727912,13804,853537,13246,281441,10761,633177,11339,358430,9013,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,433644,2221,6797,1560,25914,2795,128479,5746,120333,5649,46062,3440,67939,4651,38120,3445,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,25838830,40891,1147037,19109,1655142,22217,5700939,35514,6611903,44502,2158366,22462,5507471,40271,3057972,28907,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,2240658,4237,93466,5252,223411,10339,669560,15156,560421,14430,225059,9364,298001,10579,170740,7820,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,2614365,9761,66360,5039,140171,6729,715344,11969,525586,11809,199028,7683,554968,10348,412908,8804,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,18502334,34355,745191,15647,1399208,25656,4965575,43015,4711885,39805,1373120,18846,3534680,32957,1772675,28017,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,4320150,11064,97827,6295,245686,8305,1089090,16389,931025,13977,294136,9023,926603,13481,735783,14758,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
