GEO_ID,B08412_001E,B08412_001M,B08412_002E,B08412_002M,B08412_003E,B08412_003M,B08412_004E,B08412_004M,B08412_005E,B08412_005M,B08412_006E,B08412_006M,B08412_007E,B08412_007M,B08412_008E,B08412_008M,B08412_009E,B08412_009M,B08412_010E,B08412_010M,B08412_011E,B08412_011M,B08412_012E,B08412_012M,B08412_013E,B08412_013M,B08412_014E,B08412_014M,B08412_015E,B08412_015M,B08412_016E,B08412_016M,B08412_017E,B08412_017M,B08412_018E,B08412_018M,B08412_019E,B08412_019M,B08412_020E,B08412_020M,B08412_021E,B08412_021M,B08412_022E,B08412_022M,B08412_023E,B08412_023M,B08412_024E,B08412_024M,B08412_025E,B08412_025M,B08412_026E,B08412_026M,B08412_027E,B08412_027M,B08412_028E,B08412_028M,B08412_029E,B08412_029M,B08412_030E,B08412_030M,B08412_031E,B08412_031M,B08412_032E,B08412_032M,B08412_033E,B08412_033M,B08412_034E,B08412_034M,B08412_035E,B08412_035M,B08412_036E,B08412_036M,B08412_037E,B08412_037M,B08412_038E,B08412_038M,B08412_039E,B08412_039M,NAME,B08412_001EA,B08412_001MA,B08412_002MA,B08412_002EA,B08412_003MA,B08412_003EA,B08412_004EA,B08412_004MA,B08412_005EA,B08412_005MA,B08412_006EA,B08412_006MA,B08412_007MA,B08412_007EA,B08412_008MA,B08412_008EA,B08412_009EA,B08412_009MA,B08412_010EA,B08412_010MA,B08412_011EA,B08412_011MA,B08412_012EA,B08412_012MA,B08412_013EA,B08412_013MA,B08412_014MA,B08412_014EA,B08412_015MA,B08412_015EA,B08412_016MA,B08412_016EA,B08412_017EA,B08412_017MA,B08412_018MA,B08412_018EA,B08412_019EA,B08412_019MA,B08412_020EA,B08412_020MA,B08412_021EA,B08412_021MA,B08412_022MA,B08412_022EA,B08412_023MA,B08412_023EA,B08412_024EA,B08412_024MA,B08412_025EA,B08412_025MA,B08412_026EA,B08412_026MA,B08412_027EA,B08412_027MA,B08412_028EA,B08412_028MA,B08412_029EA,B08412_029MA,B08412_030EA,B08412_030MA,B08412_031EA,B08412_031MA,B08412_032MA,B08412_032EA,B08412_033MA,B08412_033EA,B08412_034EA,B08412_034MA,B08412_035EA,B08412_035MA,B08412_036EA,B08412_036MA,B08412_037EA,B08412_037MA,B08412_038EA,B08412_038MA,B08412_039EA,B08412_039MA,state
0400000US08,2704013,20442,68490,5095,259728,9335,363057,10090,418920,10376,405022,11705,181833,7979,389685,11139,89303,5151,101353,5372,232667,6948,138336,7322,55619,4550,1470560,13615,38313,3699,124678,6402,183520,6647,216644,8272,225148,8504,97294,5315,222545,7742,50758,3616,56150,4068,133638,5610,86588,5587,35284,3358,1233453,12685,30177,2950,135050,6219,179537,6310,202276,5630,179874,6787,84539,5067,167140,6693,38545,3270,45203,3626,99029,4826,51748,4025,20335,2415,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2988431,18587,104143,5461,349667,10291,470131,10557,490686,12439,439422,10948,207485,7762,370127,10924,97559,4929,106045,5689,196182,7537,108903,5330,48081,3471,1573920,12675,53713,4172,165657,7067,230600,7462,247175,7626,228801,7680,105130,5570,203956,8596,53483,3597,61499,4575,120945,5815,69796,3973,33165,2734,1414511,12880,50430,3728,184010,6678,239531,7324,243511,8813,210621,7194,102355,5031,166171,7064,44076,3177,44546,3564,75237,4793,39107,3489,14916,1630,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1900589,16673,68377,4830,218128,8173,280732,9086,322232,7377,303622,10402,133765,7093,231431,8126,54426,3558,59066,3604,121578,5423,70348,5335,36884,3459,1010434,10042,38275,3558,110069,5362,134597,5997,166407,6558,162637,5868,68508,4836,125496,5408,30016,2737,32891,2862,69492,3693,46124,3972,25922,2696,890155,11499,30102,2734,108059,5460,146135,5291,155825,5246,140985,6600,65257,4606,105935,5235,24410,2432,26175,2225,52086,3998,24224,2749,10962,1595,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1935210,18144,54367,4356,193892,9650,264690,10325,344431,10139,291614,9633,110617,7213,271252,9816,50666,4211,50998,4986,134863,7008,105889,5992,61931,5446,1001405,11595,26444,2766,87876,5866,128728,6026,161115,6325,146408,6739,54656,4544,143805,7274,27972,3275,29036,3868,75531,5255,72228,4522,47606,5221,933805,13102,27923,3189,106016,6860,135962,7879,183316,7822,145206,6320,55961,5371,127447,6659,22694,2552,21962,2508,59332,4345,33661,3444,14325,1705,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,5856764,23650,163787,5038,514188,13219,697195,13201,739494,14415,730575,16533,360077,9242,808547,13174,211380,7069,291736,9809,620302,11499,529097,12143,190386,7608,3095041,15447,82738,4070,241480,7686,341035,8272,373563,9850,368855,9974,186298,6882,447742,11168,112268,5490,165942,7662,349353,8847,308016,9281,117751,5955,2761723,15958,81049,3725,272708,9438,356160,10299,365931,9542,361720,10796,173779,7180,360805,8859,99112,5018,125794,5741,270949,7239,221081,6908,72635,4726,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1503252,11734,96772,4579,251664,8437,270503,7344,267097,8142,209516,7337,90926,3977,134427,5515,30931,2532,31082,2348,64328,4456,35361,2653,20645,1898,791305,7581,49380,2735,124057,5750,137830,5024,136189,5510,110146,4944,48212,2886,75112,4314,18241,1742,17505,1722,37057,2888,22864,2323,14712,1654,711947,8680,47392,3075,127607,5053,132673,5545,130908,5334,99370,4581,42714,2825,59315,3351,12690,1480,13577,1472,27271,2718,12497,1545,5933,973,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,630012,8933,20557,2605,68621,4798,94619,5188,98284,4229,89385,4801,44568,3853,74641,4558,24353,2392,25132,2567,45390,3356,32228,3454,12234,1739,322528,5711,9190,1388,35506,3823,46739,3715,46668,3016,43344,3414,21562,2279,37194,3039,13234,1623,12680,1621,26299,2476,21535,2680,8577,1484,307484,6610,11367,1982,33115,2734,47880,3577,51616,3465,46041,3066,23006,2662,37447,3114,11119,1769,12452,1720,19091,2148,10693,1780,3657,814,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1248045,13488,52850,3938,166461,7076,221555,8649,220127,8518,171897,8901,69727,5101,146277,7130,31931,2830,33329,2959,71768,4701,40097,4048,22026,2648,655002,9729,27539,2490,77227,4630,111664,5694,112656,5937,90571,6005,38220,3383,79510,4580,17573,2143,17170,2030,41971,3502,25068,2985,15833,2237,593043,8330,25311,2824,89234,5087,109891,5459,107471,5348,81326,5215,31507,3181,66767,4728,14358,2380,16159,2179,29797,2474,15029,2307,6193,1291,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,420077,9341,6829,1370,37651,3366,54898,4286,68109,4438,69157,4870,31721,3343,58345,4668,14181,2086,15424,2274,34393,3826,19676,2315,9693,1837,214076,5921,3807,897,16562,2136,26059,2499,33811,2976,34706,3052,15573,2375,30605,3064,8511,1741,7668,1545,19597,2843,11100,1854,6077,1387,206001,6928,3022,914,21089,2881,28839,3066,34298,2807,34451,3185,16148,2045,27740,3133,5670,1126,7756,1595,14796,2037,8576,1475,3616,1029,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2761872,13550,96392,4112,327795,9159,399300,7646,418700,10427,406855,9363,208926,6039,346959,9487,98230,5057,112385,5297,187580,6191,111048,4453,47702,3405,1441933,9874,51812,2882,158882,6027,194228,5234,214682,6666,205551,5899,109062,4218,190627,6537,52949,3464,62668,3964,102249,4250,68868,3451,30355,2377,1319939,10018,44580,2871,168913,6234,205072,6469,204018,6783,201304,6322,99864,4119,156332,5930,45281,3083,49717,2960,85331,4446,42180,2929,17347,2108,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
