GEO_ID,B23013_001E,B23013_001M,B23013_002E,B23013_002M,B23013_003E,B23013_003M,NAME,B23013_001MA,B23013_001EA,B23013_002MA,B23013_002EA,B23013_003EA,B23013_003MA,state
0400000US08,38.5,0.2,38.4,0.2,38.7,0.2,Colorado,null,null,null,null,null,null,08
0400000US18,39.4,0.2,39.4,0.2,39.3,0.2,Indiana,null,null,null,null,null,null,18
0400000US21,39.3,0.2,39.2,0.3,39.3,0.3,Kentucky,null,null,null,null,null,null,21
0400000US22,39.2,0.3,39.2,0.4,39.1,0.3,Louisiana,null,null,null,null,null,null,22
0400000US17,39.9,0.2,39.9,0.2,39.9,0.2,Illinois,null,null,null,null,null,null,17
0400000US19,39.3,0.2,39.3,0.3,39.3,0.3,Iowa,null,null,null,null,null,null,19
0400000US33,41.9,0.4,42.2,0.4,41.5,0.5,New Hampshire,null,null,null,null,null,null,33
0400000US05,39.1,0.3,39.0,0.4,39.2,0.4,Arkansas,null,null,null,null,null,null,05
0400000US10,40.2,0.5,40.2,0.5,40.3,0.9,Delaware,null,null,null,null,null,null,10
0400000US27,39.5,0.2,39.6,0.2,39.5,0.2,Minnesota,null,null,null,null,null,null,27
0400000US30,39.5,0.4,39.1,0.4,40.0,0.6,Montana,null,null,null,null,null,null,30
0400000US23,41.9,0.4,41.5,0.6,42.2,0.4,Maine,null,null,null,null,null,null,23
0400000US37,40.1,0.2,40.0,0.2,40.2,0.2,North Carolina,null,null,null,null,null,null,37
0400000US13,39.7,0.2,39.8,0.3,39.5,0.2,Georgia,null,null,null,null,null,null,13
0400000US02,38.5,0.4,38.2,0.5,38.9,0.6,Alaska,null,null,null,null,null,null,02
0400000US01,39.7,0.3,39.7,0.3,39.6,0.3,Alabama,null,null,null,null,null,null,01
0400000US50,40.7,0.4,40.6,0.5,40.8,0.5,Vermont,null,null,null,null,null,null,50
0400000US32,39.4,0.3,39.3,0.3,39.5,0.5,Nevada,null,null,null,null,null,null,32
0400000US54,40.9,0.4,40.6,0.4,41.2,0.4,West Virginia,null,null,null,null,null,null,54
0400000US40,38.6,0.2,38.7,0.2,38.5,0.3,Oklahoma,null,null,null,null,null,null,40
0400000US55,39.9,0.2,39.9,0.2,39.9,0.2,Wisconsin,null,null,null,null,null,null,55
0400000US72,41.0,0.3,41.2,0.4,40.8,0.4,Puerto Rico,null,null,null,null,null,null,72
0400000US51,39.7,0.2,39.6,0.2,39.9,0.3,Virginia,null,null,null,null,null,null,51
0400000US38,37.0,0.4,36.9,0.5,37.2,0.6,North Dakota,null,null,null,null,null,null,38
0400000US45,39.7,0.2,39.6,0.3,39.8,0.3,South Carolina,null,null,null,null,null,null,45
0400000US41,39.3,0.2,39.4,0.2,39.2,0.3,Oregon,null,null,null,null,null,null,41
0400000US56,39.5,0.4,39.5,0.6,39.4,0.6,Wyoming,null,null,null,null,null,null,56
0400000US06,39.2,0.1,39.1,0.2,39.2,0.2,California,null,null,null,null,null,null,06
0400000US28,39.3,0.2,39.3,0.4,39.3,0.3,Mississippi,null,null,null,null,null,null,28
0400000US09,41.6,0.3,41.4,0.3,41.7,0.3,Connecticut,null,null,null,null,null,null,09
0400000US48,38.8,0.1,38.8,0.2,38.7,0.2,Texas,null,null,null,null,null,null,48
0400000US24,40.5,0.2,40.5,0.3,40.5,0.2,Maryland,null,null,null,null,null,null,24
0400000US12,40.8,0.2,40.8,0.2,40.8,0.2,Florida,null,null,null,null,null,null,12
0400000US25,39.7,0.2,39.8,0.2,39.6,0.3,Massachusetts,null,null,null,null,null,null,25
0400000US11,34.7,0.3,35.6,0.4,33.9,0.3,District of Columbia,null,null,null,null,null,null,11
0400000US49,36.4,0.2,36.8,0.3,35.9,0.3,Utah,null,null,null,null,null,null,49
0400000US36,40.0,0.2,40.0,0.1,39.9,0.1,New York,null,null,null,null,null,null,36
0400000US34,41.8,0.1,41.7,0.2,41.9,0.2,New Jersey,null,null,null,null,null,null,34
0400000US39,39.8,0.1,39.8,0.2,39.8,0.2,Ohio,null,null,null,null,null,null,39
0400000US29,39.2,0.2,39.0,0.2,39.4,0.2,Missouri,null,null,null,null,null,null,29
0400000US42,40.3,0.1,40.2,0.2,40.4,0.2,Pennsylvania,null,null,null,null,null,null,42
0400000US26,39.6,0.1,39.5,0.2,39.7,0.2,Michigan,null,null,null,null,null,null,26
0400000US31,38.5,0.3,38.6,0.3,38.4,0.3,Nebraska,null,null,null,null,null,null,31
0400000US16,38.9,0.3,39.0,0.4,38.9,0.5,Idaho,null,null,null,null,null,null,16
0400000US35,39.1,0.3,38.5,0.4,40.0,0.5,New Mexico,null,null,null,null,null,null,35
0400000US15,39.5,0.3,39.1,0.4,40.0,0.5,Hawaii,null,null,null,null,null,null,15
0400000US46,39.0,0.3,38.6,0.5,39.3,0.5,South Dakota,null,null,null,null,null,null,46
0400000US53,38.8,0.1,38.5,0.2,39.1,0.2,Washington,null,null,null,null,null,null,53
0400000US44,39.7,0.5,39.8,0.8,39.6,0.7,Rhode Island,null,null,null,null,null,null,44
0400000US04,39.0,0.2,38.9,0.2,39.2,0.2,Arizona,null,null,null,null,null,null,04
0400000US47,39.6,0.2,39.7,0.2,39.5,0.2,Tennessee,null,null,null,null,null,null,47
0400000US20,38.9,0.3,38.8,0.3,39.1,0.3,Kansas,null,null,null,null,null,null,20
