GEO_ID,B15002G_001E,B15002G_001M,B15002G_002E,B15002G_002M,B15002G_003E,B15002G_003M,B15002G_004E,B15002G_004M,B15002G_005E,B15002G_005M,B15002G_006E,B15002G_006M,B15002G_007E,B15002G_007M,B15002G_008E,B15002G_008M,B15002G_009E,B15002G_009M,B15002G_010E,B15002G_010M,B15002G_011E,B15002G_011M,B15002G_012E,B15002G_012M,B15002G_013E,B15002G_013M,B15002G_014E,B15002G_014M,B15002G_015E,B15002G_015M,B15002G_016E,B15002G_016M,B15002G_017E,B15002G_017M,B15002G_018E,B15002G_018M,B15002G_019E,B15002G_019M,NAME,B15002G_001MA,B15002G_001EA,B15002G_002EA,B15002G_002MA,B15002G_003EA,B15002G_003MA,B15002G_004EA,B15002G_004MA,B15002G_005EA,B15002G_005MA,B15002G_006EA,B15002G_006MA,B15002G_007EA,B15002G_007MA,B15002G_008EA,B15002G_008MA,B15002G_009EA,B15002G_009MA,B15002G_010EA,B15002G_010MA,B15002G_011EA,B15002G_011MA,B15002G_012MA,B15002G_012EA,B15002G_013EA,B15002G_013MA,B15002G_014EA,B15002G_014MA,B15002G_015EA,B15002G_015MA,B15002G_016EA,B15002G_016MA,B15002G_017EA,B15002G_017MA,B15002G_018EA,B15002G_018MA,B15002G_019EA,B15002G_019MA,state
0400000US30,15630,1747,7837,1396,177,195,477,466,1905,719,827,494,2691,773,277,233,1047,511,436,342,7793,1142,38,75,402,262,1728,718,354,271,2544,862,844,493,1388,656,495,307,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,15793,1794,7135,1262,385,266,153,123,1562,603,724,312,1764,765,768,341,1530,623,249,218,8658,1432,131,126,448,271,1607,620,345,200,2895,961,928,404,1555,763,749,415,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,113394,7498,55401,4856,2309,951,5259,1331,11840,2337,3731,1270,11595,1868,4245,1093,12039,2154,4383,1110,57993,4395,1928,740,3308,1096,7790,1396,3241,1377,14157,2004,7967,1511,13640,2093,5962,1137,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,110655,7187,53884,4599,2748,1160,3434,1126,9830,2098,2252,897,12321,2277,3758,1116,11909,1962,7632,1863,56771,4573,1960,978,3123,1075,7335,1629,2061,950,12569,2085,7127,1370,13549,2582,9047,1544,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,25355,2680,13232,1671,124,124,556,304,3657,983,1133,526,3737,973,1345,734,1664,670,1016,536,12123,1646,159,199,649,398,2552,1021,444,229,3668,811,1329,610,2170,638,1152,532,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,43892,3954,19443,2209,569,362,2757,1037,2997,710,1355,582,5111,1354,1699,783,3442,927,1513,552,24449,2955,1034,517,2943,1071,4762,1242,1716,721,5395,1345,2436,940,3928,1147,2235,1032,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,6630,1019,3153,1003,154,199,187,360,418,272,164,125,845,457,80,88,794,623,511,379,3477,735,166,156,159,183,411,262,456,373,237,219,104,120,869,418,1075,499,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,67795,4780,31871,3149,795,481,2131,608,5389,1070,2204,695,10884,2052,2584,832,5474,1614,2410,634,35924,3087,1043,453,2590,1091,8301,1408,1351,491,9328,1587,3484,914,6247,1424,3580,1042,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,12276,2001,6227,1326,266,255,472,354,1411,610,303,289,1613,835,428,422,573,342,1161,622,6049,1514,506,330,395,362,1834,1012,423,340,1471,693,201,141,632,399,587,417,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,136633,4542,66063,2868,2101,550,5387,1044,18145,1746,3479,707,16464,1689,5461,833,9910,1229,5116,1008,70570,3442,1909,568,4680,868,16290,1801,3287,700,18798,1925,6049,1062,12775,1601,6782,1114,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,52933,4196,26417,2438,1165,610,2401,723,5709,1117,1406,454,5370,964,2799,980,3751,882,3816,901,26516,2760,1340,678,1252,530,5328,1135,937,378,6695,1321,2778,672,4698,1159,3488,884,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,108056,6156,49277,2782,8780,1689,4670,1216,16058,1875,1353,666,5116,1187,3633,1011,6120,1080,3547,974,58779,4415,9108,1534,4080,1026,13517,2031,514,280,7346,1797,6263,1465,13354,1691,4597,987,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,137904,7513,64340,4718,2330,1153,4146,1290,11894,2130,2324,867,14517,2285,5191,1299,13714,2046,10224,1595,73564,4848,4575,1346,3073,941,11724,2041,1859,859,16345,2103,7199,1425,17267,2267,11522,1477,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,7587,1431,3882,1168,7,15,175,190,464,306,328,262,482,298,1124,597,961,731,341,467,3705,928,352,314,170,238,651,395,517,315,211,153,769,428,886,530,149,186,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,43712,3998,21056,2754,1135,494,2156,1035,3734,1162,1476,570,5275,1358,1847,850,4162,1086,1271,551,22656,2792,1162,626,1314,669,3646,1001,1853,732,5550,1369,2127,677,4771,1113,2233,1065,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,94104,4713,46032,3376,1568,887,4329,1232,7900,1538,2233,820,13672,2174,4945,1249,6889,1147,4496,1143,48072,3265,1830,946,2838,834,6983,1173,1939,669,13013,1874,5449,1350,10925,1642,5095,1171,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,6649,1496,3468,1136,47,83,517,474,747,584,439,340,1143,593,259,265,268,282,48,78,3181,966,0,203,295,286,722,459,208,227,897,572,482,364,275,232,302,305,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,924439,19033,453848,11393,21233,2876,30885,3256,80101,5046,16951,2183,116680,6128,38489,3554,95810,4953,53699,4408,470591,12658,28266,2948,23608,2186,68721,4406,13157,1898,123207,6892,41680,3299,109330,5681,62622,4248,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,14709,2442,7417,1661,424,308,1129,672,858,465,589,390,1683,993,641,519,1093,734,1000,573,7292,1509,386,325,234,218,1404,759,189,209,1342,585,1232,648,1720,933,785,390,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,46841,3850,20697,2300,975,442,2272,843,4940,1151,1211,510,4006,1094,1255,756,3977,1166,2061,698,26144,2972,1147,630,1481,643,4169,1199,1089,567,5993,1371,2626,864,5722,1452,3917,1201,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,333200,10846,168016,6703,7715,1541,11106,2243,27129,3109,8910,1689,45077,4231,13141,2042,35309,3111,19629,2408,165184,7269,7720,1616,9041,1639,24436,2877,8239,1607,41380,4070,16417,2390,35198,2973,22753,2711,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,96821,5731,45615,3315,1901,777,2942,801,5962,1350,2736,1090,9261,1369,3845,1068,9979,1684,8989,1571,51206,3910,2092,881,1975,775,6125,1241,1486,561,11360,1752,5030,1244,11289,1659,11849,1848,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,271212,11943,126924,7622,5575,1349,10227,2157,23362,3134,7280,1604,29493,3383,13413,1701,25326,3447,12248,1776,144288,7319,7579,1770,7316,1714,21370,2864,6051,1453,32860,3330,17537,2769,33219,3781,18356,2380,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,105584,6648,50246,4260,6202,1978,2859,1046,9653,1931,2443,1356,7520,1572,3448,1205,9363,1547,8758,1570,55338,3779,7727,1869,3068,907,8702,1865,1611,659,8256,1576,3720,957,11372,1748,10882,1471,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,14161,1957,6597,1269,0,213,158,181,847,521,206,342,1062,540,205,251,2136,782,1983,616,7564,1398,232,284,346,323,500,459,0,213,754,457,134,128,2275,769,3323,998,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,36273,2852,17978,2194,357,237,1231,686,3260,943,1384,677,4433,1282,2038,655,3250,1064,2025,756,18295,2319,243,299,484,417,2588,930,1069,559,6181,1467,1875,723,4221,1061,1634,575,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,311460,13574,143397,8504,15088,2564,14077,2188,23932,3158,8568,1713,23116,2656,10524,2134,28065,2864,20027,2788,168063,7249,13024,1714,11415,2047,25683,2955,8371,1458,28509,2581,14223,1790,39192,3432,27646,2762,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,107118,7982,51240,4382,2205,826,4340,1537,8111,1418,2384,804,11056,1655,3602,1079,12110,2090,7432,1537,55878,5007,3121,975,3666,892,7187,1466,1439,487,11660,1986,4476,961,15189,2008,9140,1513,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,126872,6485,63998,4122,1616,661,6196,1433,15912,2481,3445,932,16361,2518,4914,1723,9363,1579,6191,1315,62874,4031,1326,528,3611,860,12593,2159,2344,830,18124,2436,6746,1370,12194,1561,5936,1099,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,67443,4462,30744,3048,1232,556,2757,808,5416,1382,1973,807,8583,1763,3008,1178,4943,1074,2832,675,36699,2834,574,335,2380,892,5907,1280,1868,734,10088,1848,3960,988,6063,1313,5859,1323,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,126153,6479,62060,4879,2758,1046,3723,1012,16541,2232,4324,1152,13679,2208,4546,1233,10810,1756,5679,1348,64093,4180,2650,782,4264,1159,14054,1944,2798,868,14861,1974,6637,1340,11975,1623,6854,1216,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,119568,4924,58326,3487,2994,937,4300,1040,11920,1570,4918,1146,14504,1721,4154,925,9338,1338,6198,990,61242,3077,2059,593,4774,1211,11311,1648,2868,762,16212,2067,7065,1211,9692,1600,7261,1104,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,21362,2557,11191,1637,1375,756,981,559,2513,826,537,365,2327,742,490,302,2162,687,806,370,10171,1518,766,390,859,481,1394,565,816,500,2114,695,1340,466,2164,664,718,329,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,23269,3206,11499,1858,391,378,884,539,2126,936,829,375,3666,1221,1017,559,1623,718,963,583,11770,2382,345,382,504,441,3168,1073,429,318,2948,1172,916,596,2507,1202,953,572,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,31400,3481,16575,2262,1118,561,1852,811,2187,846,539,215,5650,1366,822,476,2343,708,2064,713,14825,2097,338,216,712,400,2541,707,942,548,4069,1166,1767,657,2082,870,2374,719,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,180730,6938,92039,4250,1676,740,4583,1198,28984,2746,3719,890,22970,2307,10280,1573,13527,1921,6300,1169,88691,4348,1251,732,2543,734,24417,2726,3107,840,22655,2745,8388,1322,17124,2184,9206,1419,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,8560,1756,4704,1268,41,75,422,331,1019,678,811,661,968,499,188,183,769,522,486,288,3856,1020,244,245,110,130,753,452,158,160,712,519,241,208,1124,580,514,358,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,196877,8882,96737,5090,2630,894,5458,1221,14307,1795,4753,1119,28077,3206,9631,1789,21492,2967,10389,1567,100140,6123,2212,894,3199,844,13920,2124,3313,886,27587,3117,11697,1699,25213,3068,12999,1893,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,13308,1900,7256,1364,145,185,1140,691,888,482,445,360,1930,819,884,548,1107,683,717,379,6052,1230,707,477,79,101,1006,525,148,186,1833,618,281,258,805,627,1193,451,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,126129,6721,62921,4984,2894,899,6046,1591,10728,1923,3183,913,18273,2501,4691,1151,11486,1685,5620,1330,63208,4198,3152,1113,4374,1186,9888,1575,2430,841,16292,2139,6884,1485,12852,1965,7336,1324,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,55786,4913,24240,3138,806,418,2265,716,4574,1371,1243,547,6232,1591,1755,879,4020,882,3345,1286,31546,3284,700,410,1688,509,4978,1503,1877,899,7296,1285,4136,986,7829,1510,3042,932,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,38353,3889,19979,2725,411,332,1552,556,3286,1071,1031,541,5737,1370,2489,839,3092,930,2381,923,18374,2002,706,588,746,398,2130,722,874,472,5867,1074,2207,683,3724,996,2120,679,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
