GEO_ID,B23002A_001E,B23002A_001M,B23002A_002E,B23002A_002M,B23002A_003E,B23002A_003M,B23002A_004E,B23002A_004M,B23002A_005E,B23002A_005M,B23002A_006E,B23002A_006M,B23002A_007E,B23002A_007M,B23002A_008E,B23002A_008M,B23002A_009E,B23002A_009M,B23002A_010E,B23002A_010M,B23002A_011E,B23002A_011M,B23002A_012E,B23002A_012M,B23002A_013E,B23002A_013M,B23002A_014E,B23002A_014M,B23002A_015E,B23002A_015M,B23002A_016E,B23002A_016M,B23002A_017E,B23002A_017M,B23002A_018E,B23002A_018M,B23002A_019E,B23002A_019M,B23002A_020E,B23002A_020M,B23002A_021E,B23002A_021M,B23002A_022E,B23002A_022M,B23002A_023E,B23002A_023M,B23002A_024E,B23002A_024M,B23002A_025E,B23002A_025M,B23002A_026E,B23002A_026M,B23002A_027E,B23002A_027M,B23002A_028E,B23002A_028M,B23002A_029E,B23002A_029M,B23002A_030E,B23002A_030M,B23002A_031E,B23002A_031M,B23002A_032E,B23002A_032M,B23002A_033E,B23002A_033M,B23002A_034E,B23002A_034M,B23002A_035E,B23002A_035M,B23002A_036E,B23002A_036M,B23002A_037E,B23002A_037M,B23002A_038E,B23002A_038M,B23002A_039E,B23002A_039M,B23002A_040E,B23002A_040M,B23002A_041E,B23002A_041M,B23002A_042E,B23002A_042M,B23002A_043E,B23002A_043M,B23002A_044E,B23002A_044M,B23002A_045E,B23002A_045M,B23002A_046E,B23002A_046M,B23002A_047E,B23002A_047M,B23002A_048E,B23002A_048M,B23002A_049E,B23002A_049M,B23002A_050E,B23002A_050M,B23002A_051E,B23002A_051M,B23002A_052E,B23002A_052M,B23002A_053E,B23002A_053M,B23002A_054E,B23002A_054M,B23002A_055E,B23002A_055M,B23002A_056E,B23002A_056M,B23002A_057E,B23002A_057M,B23002A_058E,B23002A_058M,B23002A_059E,B23002A_059M,B23002A_060E,B23002A_060M,B23002A_061E,B23002A_061M,B23002A_062E,B23002A_062M,B23002A_063E,B23002A_063M,B23002A_064E,B23002A_064M,B23002A_065E,B23002A_065M,B23002A_066E,B23002A_066M,B23002A_067E,B23002A_067M,B23002A_068E,B23002A_068M,B23002A_069E,B23002A_069M,B23002A_070E,B23002A_070M,B23002A_071E,B23002A_071M,B23002A_072E,B23002A_072M,B23002A_073E,B23002A_073M,B23002A_074E,B23002A_074M,B23002A_075E,B23002A_075M,B23002A_076E,B23002A_076M,B23002A_077E,B23002A_077M,B23002A_078E,B23002A_078M,B23002A_079E,B23002A_079M,NAME,B23002A_001MA,B23002A_001EA,B23002A_002MA,B23002A_002EA,B23002A_003MA,B23002A_003EA,B23002A_004MA,B23002A_004EA,B23002A_005MA,B23002A_005EA,B23002A_006MA,B23002A_006EA,B23002A_007MA,B23002A_007EA,B23002A_008MA,B23002A_008EA,B23002A_009MA,B23002A_009EA,B23002A_010MA,B23002A_010EA,B23002A_011MA,B23002A_011EA,B23002A_012MA,B23002A_012EA,B23002A_013EA,B23002A_013MA,B23002A_014MA,B23002A_014EA,B23002A_015MA,B23002A_015EA,B23002A_016MA,B23002A_016EA,B23002A_017EA,B23002A_017MA,B23002A_018MA,B23002A_018EA,B23002A_019MA,B23002A_019EA,B23002A_020MA,B23002A_020EA,B23002A_021MA,B23002A_021EA,B23002A_022MA,B23002A_022EA,B23002A_023MA,B23002A_023EA,B23002A_024MA,B23002A_024EA,B23002A_025MA,B23002A_025EA,B23002A_026MA,B23002A_026EA,B23002A_027MA,B23002A_027EA,B23002A_028MA,B23002A_028EA,B23002A_029MA,B23002A_029EA,B23002A_030MA,B23002A_030EA,B23002A_031MA,B23002A_031EA,B23002A_032MA,B23002A_032EA,B23002A_033MA,B23002A_033EA,B23002A_034MA,B23002A_034EA,B23002A_035MA,B23002A_035EA,B23002A_036MA,B23002A_036EA,B23002A_037MA,B23002A_037EA,B23002A_038MA,B23002A_038EA,B23002A_039MA,B23002A_039EA,B23002A_040MA,B23002A_040EA,B23002A_041MA,B23002A_041EA,B23002A_042MA,B23002A_042EA,B23002A_043MA,B23002A_043EA,B23002A_044MA,B23002A_044EA,B23002A_045MA,B23002A_045EA,B23002A_046MA,B23002A_046EA,B23002A_047MA,B23002A_047EA,B23002A_048MA,B23002A_048EA,B23002A_049MA,B23002A_049EA,B23002A_050EA,B23002A_050MA,B23002A_051MA,B23002A_051EA,B23002A_052MA,B23002A_052EA,B23002A_053MA,B23002A_053EA,B23002A_054MA,B23002A_054EA,B23002A_055MA,B23002A_055EA,B23002A_056MA,B23002A_056EA,B23002A_057MA,B23002A_057EA,B23002A_058MA,B23002A_058EA,B23002A_059MA,B23002A_059EA,B23002A_060MA,B23002A_060EA,B23002A_061MA,B23002A_061EA,B23002A_062MA,B23002A_062EA,B23002A_063MA,B23002A_063EA,B23002A_064MA,B23002A_064EA,B23002A_065MA,B23002A_065EA,B23002A_066MA,B23002A_066EA,B23002A_067MA,B23002A_067EA,B23002A_068MA,B23002A_068EA,B23002A_069MA,B23002A_069EA,B23002A_070MA,B23002A_070EA,B23002A_071MA,B23002A_071EA,B23002A_072EA,B23002A_072MA,B23002A_073MA,B23002A_073EA,B23002A_074MA,B23002A_074EA,B23002A_075MA,B23002A_075EA,B23002A_076MA,B23002A_076EA,B23002A_077MA,B23002A_077EA,B23002A_078MA,B23002A_078EA,B23002A_079MA,B23002A_079EA,state
0400000US08,3893299,12332,1953931,7269,124513,3828,60244,3431,2103,625,58141,3548,49453,3225,8688,1475,64269,4151,157251,3353,131287,3884,7130,893,124157,4079,114587,4215,9570,1986,25964,2824,1026621,5234,933582,7202,12655,1578,920927,7196,891238,7703,29689,3192,93039,5106,306111,1948,227949,4263,188,223,227761,4273,220499,4242,7262,1177,78162,3550,123717,3412,50830,3261,49758,3202,1072,478,72887,3869,215718,3574,37452,2661,36550,2658,902,456,178266,3555,1939368,7482,113893,3323,55557,3056,475,319,55082,3072,48302,2889,6780,1295,58336,3683,140947,3014,114082,3380,1035,443,113047,3426,107119,3359,5928,1106,26865,2781,966128,4838,776485,8228,1790,645,774695,8207,752114,7882,22581,2585,189643,7024,320171,2338,208546,4097,0,204,208546,4097,204089,4084,4457,799,111625,4336,131486,3582,43213,2400,42187,2334,1026,403,88273,3527,266743,3882,27820,2868,25998,2533,1822,1332,238923,4178,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4473599,8483,2185138,5788,148137,3743,63860,3771,0,198,63860,3771,56478,3681,7382,1367,84277,4039,184844,3415,146074,4062,539,339,145535,4041,135148,4468,10387,1820,38770,3709,1049961,3525,937020,5668,2138,766,934882,5655,905395,6442,29487,3213,112941,5110,377535,1511,274696,4873,99,167,274597,4878,268779,4833,5818,1087,102839,4431,148583,3548,52972,2899,50883,2782,2089,713,95611,3573,276078,3708,40391,2672,39117,2639,1274,506,235687,3556,2288461,4646,136788,3418,67924,3141,194,121,67730,3161,59132,3278,8598,1625,68864,3510,182114,2498,143424,3657,0,198,143424,3657,135603,3552,7821,1508,38690,3111,1042225,2974,812336,6891,424,313,811912,6909,786452,7328,25460,2885,229889,6580,392846,1332,237928,4535,0,198,237928,4535,233068,4500,4860,985,154918,4426,164704,3643,47239,2599,46110,2681,1129,496,117465,4032,369784,3796,32491,2765,31264,2594,1227,863,337293,3833,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3143387,4276,1527373,3207,99175,3017,42352,2744,559,257,41793,2774,34567,2641,7226,1428,56823,2851,128689,3067,102259,3809,3449,575,98810,3790,90951,4075,7859,1619,26430,2557,737668,2664,612490,5684,4425,912,608065,5770,581930,5926,26135,3151,125178,5115,260232,1030,155267,3829,64,113,155203,3819,150727,3804,4476,1256,104965,3653,108098,2960,33145,2268,32141,2256,1004,462,74953,2842,193511,2994,26599,2287,25725,2340,874,457,166912,2867,1616014,3197,93447,3315,43956,2885,0,197,43956,2885,38643,2727,5313,1099,49491,2783,120244,2474,86985,2797,0,197,86985,2797,81030,2902,5955,1202,33259,2514,744715,2382,546360,6514,242,188,546118,6479,522181,7042,23937,3291,198355,6376,280389,1079,143784,4616,0,197,143784,4616,141241,4531,2543,765,136605,4592,117485,2764,28179,2223,27652,2199,527,316,89306,2810,259734,2993,20961,2022,20380,2006,581,354,238773,3655,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2344078,4582,1148082,3382,73052,3352,23474,2093,1254,566,22220,2161,16439,1996,5781,1291,49578,3009,86128,2866,63606,2779,3066,716,60540,2912,55107,2954,5433,1471,22522,2859,559532,3507,483170,5540,5812,1381,477358,5400,458271,6187,19087,2829,76362,4563,196345,1303,134366,3882,31,52,134335,3883,130154,4095,4181,1188,61979,3651,82971,3094,31328,2241,30252,2234,1076,562,51643,2931,150054,3193,23932,2140,23247,2113,685,378,126122,3375,1195996,3709,63422,3215,22696,2731,75,258,22621,2684,19548,2606,3073,917,40726,3411,86632,3098,59694,3612,302,254,59392,3629,55040,3679,4352,958,26938,3390,553159,3197,408295,6279,637,468,407658,6218,390372,6523,17286,2836,144864,6052,206966,1007,110784,3955,89,157,110695,3946,108862,3903,1833,614,96182,3842,88889,3466,22414,2295,22082,2308,332,232,66475,3126,196928,3332,15134,1800,14926,1755,208,213,181794,3472,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,7459351,18945,3661541,10541,231568,3815,96154,4068,1582,866,94572,4020,78900,3698,15672,1938,135414,4003,290750,3351,227908,4151,2864,1194,225044,4385,206337,4429,18707,2201,62842,4043,1791867,8133,1629210,10731,4620,1103,1624590,10656,1567769,10940,56821,3657,162657,6695,633476,2772,475192,5652,95,87,475097,5656,457993,6131,17104,2223,158284,5092,248468,4059,95721,3272,92926,3246,2795,705,152747,3879,465412,3761,66802,3383,65714,3457,1088,391,398610,4042,3797810,11581,219463,4928,96042,3835,384,532,95658,3831,82966,3561,12692,1639,123421,4557,269642,4142,212566,4721,478,373,212088,4705,195779,5016,16309,2187,57076,3730,1757347,7815,1421007,10722,408,279,1420599,10756,1370205,10783,50394,3281,336340,8505,654003,2463,417956,5778,0,190,417956,5778,404211,5808,13745,1713,236047,5536,260257,4659,80334,3641,77671,3633,2663,736,179923,4063,637098,5027,55835,3105,53812,3151,2023,558,581263,5317,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2292611,4119,1124321,2952,81009,3226,40701,2799,57,78,40644,2788,36460,2597,4184,1088,40308,2779,93880,2798,76455,3339,502,503,75953,3330,70306,3270,5647,1574,17425,2082,519605,2212,473833,3997,605,314,473228,4062,460591,4136,12637,1439,45772,3253,195645,827,149794,2527,53,86,149741,2530,146655,2659,3086,772,45851,2539,79757,2575,33845,2054,33414,2046,431,195,45912,1973,154425,2507,24255,1745,23871,1733,384,230,130170,2466,1168290,2918,74920,2163,41781,2473,0,163,41781,2473,37137,2375,4644,1025,33139,2135,94642,2141,79073,2481,0,163,79073,2481,74971,2648,4102,1016,15569,1696,507709,2201,426319,4208,113,112,426206,4210,415052,4926,11154,1556,81390,3583,202121,1124,139956,2763,0,163,139956,2763,137900,2824,2056,461,62165,2829,85578,2745,25551,1688,25104,1668,447,325,60027,2469,203320,2806,17385,1729,17137,1719,248,139,185935,2813,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1053646,2670,516578,1931,32326,1503,16114,1473,105,188,16009,1463,13622,1533,2387,939,16212,1879,40208,1026,32701,1202,305,392,32396,1292,29173,1764,3223,1099,7507,1051,234792,1301,214276,2592,713,384,213563,2563,206582,2970,6981,1579,20516,2436,100036,388,76742,2171,0,192,76742,2171,74928,2257,1814,645,23294,2080,39490,1898,17569,1440,17298,1460,271,199,21921,1674,69726,1927,12854,1454,12692,1472,162,125,56872,1701,537068,1630,33191,1777,18618,1651,0,192,18618,1651,17518,1682,1100,452,14573,1489,35790,1800,30415,1763,0,192,30415,1763,28574,1896,1841,844,5375,1176,234631,928,193788,2859,178,272,193610,2804,189489,3039,4121,936,40843,2873,104080,451,69297,2128,0,192,69297,2128,67854,2210,1443,539,34783,2052,40418,1898,12783,1552,12585,1532,198,163,27635,1740,88958,1858,10817,1250,10751,1231,66,112,78141,2086,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1870045,5151,911501,3479,58706,3044,22350,2284,221,241,22129,2255,18715,2153,3414,1053,36356,2828,73127,2284,54574,3103,184,244,54390,3113,50333,3094,4057,1128,18553,2315,430608,3072,360931,5797,1967,677,358964,5808,348294,5892,10670,1770,69677,4278,149991,695,93776,2926,32,56,93744,2930,91493,2915,2251,675,56215,2830,64145,2558,20453,1634,19948,1596,505,383,43692,2527,134924,2527,19791,2299,19560,2273,231,199,115133,2549,958544,3200,56757,2808,18730,1995,0,201,18730,1995,14914,1830,3816,945,38027,2532,68557,1957,49182,2597,97,116,49085,2615,46450,2662,2635,698,19375,2172,428971,2253,313868,4781,197,283,313671,4782,304394,5039,9277,1574,115103,4749,159771,771,85236,2932,0,201,85236,2932,83285,2996,1951,635,74535,2906,71964,2754,18165,1827,17951,1800,214,205,53799,2635,172524,2786,13202,1816,13024,1806,178,162,159322,2770,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,554570,3537,268177,2387,16189,1035,7501,1222,129,154,7372,1222,6281,1002,1091,519,8688,1094,18285,655,15113,1027,483,310,14630,1063,13387,1105,1243,627,3172,823,119157,1210,104365,2148,1602,618,102763,2154,98214,2280,4549,1396,14792,1809,47906,857,34149,1583,0,200,34149,1583,33202,1584,947,497,13757,1712,22350,1478,8297,1395,7891,1397,406,359,14053,1229,44290,1423,6796,1038,6525,1000,271,230,37494,1720,286393,1856,14389,919,7128,1128,0,200,7128,1128,6438,1093,690,390,7261,1027,17543,696,12959,1237,80,119,12879,1245,12325,1183,554,311,4584,984,120714,1241,97112,2350,0,200,97112,2350,92488,2203,4624,1364,23602,2200,53501,596,31060,1849,0,200,31060,1849,30030,1842,1030,554,22441,1794,24375,1663,7819,1234,7553,1229,266,223,16556,1485,55871,1609,5857,1026,5546,1088,311,244,50014,1737,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3780713,5700,1866327,3954,110009,2624,55482,2454,83,91,55399,2437,50060,2507,5339,840,54527,2495,142576,1459,118658,2482,257,192,118401,2465,111522,2863,6879,1210,23918,2127,890779,2641,828162,4202,1305,596,826857,4235,803869,4175,22988,2094,62617,3632,341321,1017,262136,3719,139,155,261997,3704,255274,3707,6723,854,79185,3699,135417,2948,50229,2548,48821,2435,1408,421,85188,2704,246225,2869,36285,2498,35709,2497,576,203,209940,3305,1914386,3241,104727,1812,60022,2522,0,147,60022,2522,57166,2649,2856,755,44705,2397,137365,1279,119065,2391,15,27,119050,2392,114473,2507,4577,1007,18300,1901,866100,2452,754503,5004,149,121,754354,5011,737402,4977,16952,1805,111597,4615,348732,937,244607,3813,0,147,244607,3813,239483,3759,5124,908,104125,3844,139416,3049,43221,2462,42813,2425,408,223,96195,2707,318046,3156,25851,1737,25517,1724,334,195,292195,3214,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
