GEO_ID,B18103_001E,B18103_001M,B18103_002E,B18103_002M,B18103_003E,B18103_003M,B18103_004E,B18103_004M,B18103_005E,B18103_005M,B18103_006E,B18103_006M,B18103_007E,B18103_007M,B18103_008E,B18103_008M,B18103_009E,B18103_009M,B18103_010E,B18103_010M,B18103_011E,B18103_011M,B18103_012E,B18103_012M,B18103_013E,B18103_013M,B18103_014E,B18103_014M,B18103_015E,B18103_015M,B18103_016E,B18103_016M,B18103_017E,B18103_017M,B18103_018E,B18103_018M,B18103_019E,B18103_019M,B18103_020E,B18103_020M,B18103_021E,B18103_021M,B18103_022E,B18103_022M,B18103_023E,B18103_023M,B18103_024E,B18103_024M,B18103_025E,B18103_025M,B18103_026E,B18103_026M,B18103_027E,B18103_027M,B18103_028E,B18103_028M,B18103_029E,B18103_029M,B18103_030E,B18103_030M,B18103_031E,B18103_031M,B18103_032E,B18103_032M,B18103_033E,B18103_033M,B18103_034E,B18103_034M,B18103_035E,B18103_035M,B18103_036E,B18103_036M,B18103_037E,B18103_037M,B18103_038E,B18103_038M,B18103_039E,B18103_039M,NAME,B18103_001MA,B18103_001EA,B18103_002MA,B18103_002EA,B18103_003MA,B18103_003EA,B18103_004MA,B18103_004EA,B18103_005MA,B18103_005EA,B18103_006MA,B18103_006EA,B18103_007MA,B18103_007EA,B18103_008MA,B18103_008EA,B18103_009MA,B18103_009EA,B18103_010MA,B18103_010EA,B18103_011MA,B18103_011EA,B18103_012MA,B18103_012EA,B18103_013MA,B18103_013EA,B18103_014MA,B18103_014EA,B18103_015MA,B18103_015EA,B18103_016MA,B18103_016EA,B18103_017MA,B18103_017EA,B18103_018MA,B18103_018EA,B18103_019MA,B18103_019EA,B18103_020MA,B18103_020EA,B18103_021MA,B18103_021EA,B18103_022MA,B18103_022EA,B18103_023MA,B18103_023EA,B18103_024MA,B18103_024EA,B18103_025MA,B18103_025EA,B18103_026MA,B18103_026EA,B18103_027EA,B18103_027MA,B18103_028MA,B18103_028EA,B18103_029MA,B18103_029EA,B18103_030MA,B18103_030EA,B18103_031MA,B18103_031EA,B18103_032MA,B18103_032EA,B18103_033MA,B18103_033EA,B18103_034MA,B18103_034EA,B18103_035MA,B18103_035EA,B18103_036MA,B18103_036EA,B18103_037MA,B18103_037EA,B18103_038MA,B18103_038EA,B18103_039MA,B18103_039EA,state
0400000US08,5604105,2082,2794853,5393,173224,2157,380,290,172844,2218,474747,3755,2914,896,471833,3791,703601,4045,8159,1995,695442,4732,1078725,3600,20515,2544,1058210,4076,237847,1330,7191,1259,230656,2039,126709,1018,10819,1362,115890,1475,2809252,4984,162418,2127,414,279,162004,2114,454739,3372,3435,1011,451304,3478,671498,3634,6346,1567,665152,3964,1091523,2967,23803,3104,1067720,4270,260627,1922,8657,1408,251970,2304,168447,2076,15832,1916,152615,2677,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,3231118,5706,215131,2456,640,414,214491,2454,584220,3958,5034,1263,579186,3990,754924,4044,10481,1648,744443,4124,1227172,4624,31133,2758,1196039,5471,283231,1950,12536,1659,270695,2434,166440,1919,13281,1746,153159,2436,3361386,5708,202643,2417,507,368,202136,2435,561189,3611,5249,1063,555940,3602,747996,3667,9312,1828,738684,3843,1283341,3555,36503,3419,1246838,5002,321759,1995,12632,1687,309127,2644,244458,1970,23802,2549,220656,3325,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,2142570,5021,139724,2265,486,328,139238,2316,376250,4129,5800,1145,370450,4225,483799,3502,8070,1719,475729,3984,827161,3179,29301,2699,797860,3987,201184,1437,12493,1662,188691,2197,114452,1464,10978,1461,103474,1832,2245634,5101,133765,2580,407,414,133358,2478,355847,3529,7184,1851,348663,3553,490054,3458,7997,1617,482057,3668,872088,3480,37134,2997,834954,4649,228741,1587,13896,1856,214845,2501,165139,1437,18363,2031,146776,2407,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,2194791,6928,153089,3936,563,449,152526,3874,409189,4346,5650,1526,403539,4642,506850,3839,8444,2182,498406,3687,819036,4675,33239,3817,785797,5606,197498,2605,12209,1628,185289,3205,109129,1990,12475,1581,96654,2388,2361287,6963,148768,3513,223,333,148545,3523,384790,4099,8082,2231,376708,4244,535422,3711,9765,2032,525657,4151,900049,4090,39861,3976,860188,5177,229927,2816,13570,2109,216357,3376,162331,2444,19214,2143,143117,3109,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,6148424,5170,390752,2206,1582,652,389170,2279,1070379,2941,8052,1546,1062327,3258,1447445,4468,13166,2519,1434279,5179,2394123,4759,46589,4340,2347534,6322,523834,2299,21184,2456,502650,3283,321891,1720,20735,2013,301156,2715,6415484,5220,368673,2413,944,625,367729,2407,1022127,2950,7540,1295,1014587,3149,1443936,2774,13263,2076,1430673,3629,2500937,3179,57062,3830,2443875,4588,602170,2425,23666,2641,578504,3321,477641,2429,45574,3197,432067,3913,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,1540690,3831,101085,1958,303,195,100782,1960,273970,2547,1923,608,272047,2603,356341,3283,3452,850,352889,3446,576827,3763,9773,1373,567054,4159,141383,1123,3950,823,137433,1174,91084,851,7407,1159,83677,1369,1572339,3755,96798,2426,504,433,96294,2430,259395,2241,1489,517,257906,2343,348462,2700,3270,841,345192,2643,584446,2751,12193,1498,572253,2890,153923,1314,4477,952,149446,1488,129315,1444,9645,1464,119670,2015,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,659292,2375,32106,1205,308,364,31798,1272,97727,1336,457,321,97270,1342,147862,1496,1736,593,146126,1657,272522,1684,6089,1445,266433,2059,69896,922,1991,686,67905,1234,39179,695,2296,537,36883,855,680257,2304,30751,1073,0,192,30751,1073,97330,1621,365,230,96965,1645,143033,1364,992,500,142041,1407,281283,1481,4697,1069,276586,1921,74678,910,2356,625,72322,1128,53182,908,4360,1459,48822,1715,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,1441597,4491,96447,2414,58,74,96389,2413,260523,3340,4796,1089,255727,3376,331781,3482,4738,1196,327043,3952,530988,3765,20080,2184,510908,4402,136296,1722,8376,1528,127920,2029,85562,1232,9986,1284,75576,1822,1518906,4340,91645,2848,280,280,91365,2794,253730,2963,3532,943,250198,3254,334941,2912,6778,1269,328163,3406,569556,3597,27477,2833,542079,4467,156164,1821,7755,1245,148409,2072,112870,1563,12282,1495,100588,2104,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,456419,2074,27611,929,179,291,27432,981,74794,791,864,542,73930,924,101168,1211,1037,609,100131,1447,173087,1286,3381,895,169706,1659,49319,912,1508,634,47811,1161,30440,770,1480,525,28960,912,495792,1400,26724,920,255,349,26469,984,73605,654,778,464,72827,827,105020,913,463,259,104557,875,193315,1000,2948,837,190367,1115,57612,670,1421,551,56191,862,39516,705,2660,716,36856,928,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,2761536,3436,181160,1814,1349,727,179811,1906,484216,2312,3214,935,481002,2426,632031,2649,4671,1089,627360,2728,1070502,2812,16668,1789,1053834,3181,242775,1445,6627,1090,236148,1718,150852,1513,10299,1401,140553,1935,2792028,3590,173772,1847,602,335,173170,1898,460984,2228,2362,684,458622,2272,616298,2108,5461,945,610837,2292,1076249,2627,18271,1775,1057978,3350,262786,1633,7455,1375,255331,2073,201939,1787,15649,1676,186290,2162,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
