GEO_ID,B07003_001E,B07003_001M,B07003_002E,B07003_002M,B07003_003E,B07003_003M,B07003_004E,B07003_004M,B07003_005E,B07003_005M,B07003_006E,B07003_006M,B07003_007E,B07003_007M,B07003_008E,B07003_008M,B07003_009E,B07003_009M,B07003_010E,B07003_010M,B07003_011E,B07003_011M,B07003_012E,B07003_012M,B07003_013E,B07003_013M,B07003_014E,B07003_014M,B07003_015E,B07003_015M,B07003_016E,B07003_016M,B07003_017E,B07003_017M,B07003_018E,B07003_018M,NAME,B07003_001EA,B07003_001MA,B07003_002MA,B07003_002EA,B07003_003MA,B07003_003EA,B07003_004MA,B07003_004EA,B07003_005MA,B07003_005EA,B07003_006MA,B07003_006EA,B07003_007MA,B07003_007EA,B07003_008MA,B07003_008EA,B07003_009MA,B07003_009EA,B07003_010MA,B07003_010EA,B07003_011MA,B07003_011EA,B07003_012EA,B07003_012MA,B07003_013MA,B07003_013EA,B07003_014EA,B07003_014MA,B07003_015MA,B07003_015EA,B07003_016MA,B07003_016EA,B07003_017MA,B07003_017EA,B07003_018MA,B07003_018EA,state
0400000US08,5633029,3632,2833860,5511,2799169,4936,4626834,24416,2319422,14749,2307412,13652,442917,16982,227329,9528,215588,9552,285813,14321,145036,8123,140777,7979,239153,15015,121856,8290,117297,8245,38312,4607,20217,2670,18095,2825,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6612948,4582,3257520,6653,3355428,5741,5614432,25211,2756827,15984,2857605,13020,570401,17567,280681,11144,289720,9775,250712,11094,131627,7228,119085,5851,145256,9569,71375,6024,73881,5305,32147,5376,17010,2676,15137,3101,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4414714,3279,2170859,5093,2243855,5558,3744188,18273,1836284,11811,1907904,10932,385723,14419,183949,8300,201774,8416,161812,10445,84849,6084,76963,5675,110456,8385,58571,5205,51885,4329,12535,2534,7206,1583,5329,1479,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4603081,3921,2247398,7069,2355683,6820,4033845,20655,1961892,14013,2071953,12368,333806,16572,163619,10052,170187,9438,141037,10177,72389,5940,68648,5958,81355,7131,42321,4308,39034,4308,13038,2659,7177,1613,5861,1518,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12599244,4929,6193164,5595,6406080,5317,11029483,28667,5416024,16535,5613459,17308,977256,25592,473969,13584,503287,15337,318340,13194,168306,7914,150034,7636,206620,12209,103536,6913,103084,7319,67545,6353,31329,3213,36216,4069,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3119306,2428,1546261,3999,1573045,3999,2662849,14455,1318325,9492,1344524,8420,257959,12028,127224,7072,130735,6768,113326,6321,58346,4225,54980,3785,74199,4846,36978,3059,37221,3001,10973,2506,5388,1438,5585,1587,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1344750,1556,663903,2364,680847,2201,1170412,9723,577678,5423,592734,6592,85531,8027,41850,4410,43681,4689,34405,4370,17978,2562,16427,2639,48367,4520,23272,2814,25095,2807,6035,1599,3125,1008,2910,937,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2975961,3093,1456651,4290,1519310,4203,2539294,19535,1239396,11508,1299898,12035,245956,13756,117656,7195,128300,8737,108818,9061,57880,5903,50938,4930,73179,7023,37517,3775,35662,3929,8714,2518,4202,1629,4512,1247,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,958770,1413,463797,1558,494973,1509,853523,7519,413359,4299,440164,4765,58690,5872,28376,3248,30314,3748,9294,1878,4215,1105,5079,1332,34451,4392,16539,2777,17912,2468,2812,957,1308,578,1504,674,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5543490,3354,2758230,4568,2785260,3971,4781432,18432,2376044,10595,2405388,11465,380857,16654,188314,9614,192543,9666,255071,11838,130333,6980,124738,6749,100270,6150,50552,3500,49718,3872,25860,2968,12987,1848,12873,2198,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
