GEO_ID,B17009_001E,B17009_001M,B17009_002E,B17009_002M,B17009_003E,B17009_003M,B17009_004E,B17009_004M,B17009_005E,B17009_005M,B17009_006E,B17009_006M,B17009_007E,B17009_007M,B17009_008E,B17009_008M,B17009_009E,B17009_009M,B17009_010E,B17009_010M,B17009_011E,B17009_011M,B17009_012E,B17009_012M,B17009_013E,B17009_013M,B17009_014E,B17009_014M,B17009_015E,B17009_015M,B17009_016E,B17009_016M,B17009_017E,B17009_017M,B17009_018E,B17009_018M,B17009_019E,B17009_019M,B17009_020E,B17009_020M,B17009_021E,B17009_021M,NAME,B17009_001MA,B17009_001EA,B17009_002MA,B17009_002EA,B17009_003MA,B17009_003EA,B17009_004MA,B17009_004EA,B17009_005EA,B17009_005MA,B17009_006EA,B17009_006MA,B17009_007EA,B17009_007MA,B17009_008MA,B17009_008EA,B17009_009MA,B17009_009EA,B17009_010MA,B17009_010EA,B17009_011MA,B17009_011EA,B17009_012MA,B17009_012EA,B17009_013MA,B17009_013EA,B17009_014MA,B17009_014EA,B17009_015MA,B17009_015EA,B17009_016EA,B17009_016MA,B17009_017EA,B17009_017MA,B17009_018EA,B17009_018MA,B17009_019MA,B17009_019EA,B17009_020MA,B17009_020EA,B17009_021MA,B17009_021EA,state
0400000US08,1238639,18602,242910,7984,14376,2271,9153,2083,5223,1176,98147,5592,41643,3434,56504,4448,130387,6528,75337,4634,55050,4370,995729,17342,609504,15360,379076,7875,230428,11160,199302,8175,128265,6160,71037,4955,186923,6387,170578,6001,16345,2384,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1294197,17757,323776,9513,16847,2291,8530,1411,8317,1726,115699,5594,52367,4137,63332,3757,191230,8274,111015,4940,80215,6085,970421,15289,549242,11852,388482,9058,160760,6742,159365,6854,114371,5105,44994,3786,261814,7892,241228,7299,20586,2215,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,846243,14953,252184,10751,14055,2400,5705,1396,8350,1736,73508,4889,30724,2682,42784,4227,164621,7999,104412,5667,60209,4702,594059,12051,312238,10063,216247,7242,95991,5549,103848,5534,71251,4385,32597,3427,177973,6719,165447,6333,12526,1890,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,884152,16985,273853,10602,18786,3040,10666,1930,8120,2268,71748,5265,33529,2989,38219,4244,183319,8720,119351,5543,63968,5817,610299,12128,343672,11659,247678,8775,95994,6362,98990,5825,68138,3991,30852,3851,167637,5452,153011,5586,14626,2149,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2435330,26325,578642,11989,30110,2530,16325,2195,13785,1896,189461,7537,89400,5382,100061,5115,359071,10813,218520,7740,140551,7158,1856688,25332,1064130,17117,748267,12465,315863,9626,313130,9064,223870,6840,89260,5606,479428,10841,449381,10268,30047,2453,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,662587,12175,156741,6529,12041,1795,7207,1382,4834,1084,66169,4197,29458,2700,36711,3125,78531,4649,48670,3335,29861,2855,505846,10281,278654,7378,194189,5316,84465,4443,93528,5347,64489,4530,29039,2808,133664,5545,123531,4966,10133,1740,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,278164,8853,48196,3754,1672,771,861,656,811,383,15749,2314,6034,1280,9715,1810,30775,2965,19181,2630,11594,1875,229968,7329,127234,6165,80904,4472,46330,3629,44065,3594,29844,2499,14221,1934,58669,3374,52636,3294,6033,1030,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,544045,13395,164012,7991,11627,2145,4875,1389,6752,1781,49215,4188,22676,2589,26539,3128,103170,5749,68610,4617,34560,3523,380033,11152,201049,7907,142077,5903,58972,4373,60974,4925,40875,3563,20099,2694,118010,4895,108100,4542,9910,1859,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,184854,8660,44222,4108,2751,858,2303,827,448,298,13180,1879,6817,1353,6363,1335,28291,3584,17237,2314,11054,2101,140632,7343,78639,5286,53009,4025,25630,3038,22952,2783,15770,1939,7182,1718,39041,2453,34136,2041,4905,1350,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1173442,14455,248817,8433,13832,1738,7745,1286,6087,1207,98308,5392,39996,2918,58312,4149,136677,5870,81796,4509,54881,3488,924625,12440,518555,9301,347574,6602,170981,5921,193705,6978,124069,5035,69636,4014,212365,5317,196445,4877,15920,1823,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,241394,6801,64733,4179,5398,1178,2358,791,3040,832,28392,2833,13898,1965,14494,1875,30943,3168,21529,2504,9414,1520,176661,6553,94297,4872,64654,3496,29643,2924,39594,3259,24013,2381,15581,2426,42770,2692,39326,2219,3444,1042,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,326782,8813,78734,4077,3765,1109,2117,779,1648,809,25110,2924,11598,1829,13512,2100,49859,3529,32833,2597,17026,2290,248048,7711,126549,6037,80962,4478,45587,3632,48538,3692,34978,2851,13560,1815,72961,3694,65277,3316,7684,1347,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,1963669,25744,486951,13555,29547,3055,14876,1990,14671,2354,166083,8494,73096,5195,92987,6473,291321,10541,179222,6923,112099,7431,1476718,21896,833837,17532,586273,13160,247564,9964,245806,8482,170362,7017,75444,4901,397075,10632,365338,8985,31737,3892,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
