GEO_ID,B18101I_001E,B18101I_001M,B18101I_002E,B18101I_002M,B18101I_003E,B18101I_003M,B18101I_004E,B18101I_004M,B18101I_005E,B18101I_005M,B18101I_006E,B18101I_006M,B18101I_007E,B18101I_007M,B18101I_008E,B18101I_008M,B18101I_009E,B18101I_009M,B18101I_010E,B18101I_010M,NAME,B18101I_001MA,B18101I_001EA,B18101I_002MA,B18101I_002EA,B18101I_003MA,B18101I_003EA,B18101I_004MA,B18101I_004EA,B18101I_005MA,B18101I_005EA,B18101I_006MA,B18101I_006EA,B18101I_007MA,B18101I_007EA,B18101I_008MA,B18101I_008EA,B18101I_009MA,B18101I_009EA,B18101I_010EA,B18101I_010MA,state
0400000US08,1212400,2205,396626,1193,15111,2067,381515,2486,732742,2786,69945,5987,662797,6371,83032,1474,29536,1962,53496,2353,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,468062,1845,175083,2105,6998,1459,168085,2291,273135,2067,20096,2517,253039,3424,19844,1539,7356,1175,12488,1746,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,157795,2543,59562,1921,3451,938,56111,1919,91094,2213,7090,1572,84004,2612,7139,1332,2417,784,4722,1076,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,232610,2491,75310,1759,5508,1754,69802,2237,138598,2730,16543,2942,122055,3506,18702,1945,6141,1320,12561,1820,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2191824,2418,708190,1028,24037,2718,684153,3240,1348631,2691,80030,5635,1268601,5950,135003,1578,33654,2561,101349,2676,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,189631,1049,74371,1400,3645,1108,70726,1538,108971,1717,8985,1463,99986,1924,6289,1193,2149,620,4140,946,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,51340,751,16265,570,1181,604,15084,641,32096,1120,4693,1485,27403,1708,2979,570,740,439,2239,545,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,227716,1989,88013,1884,4230,1233,83783,1805,132157,2217,10142,2040,122015,2834,7546,1362,3308,886,4238,1155,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,91131,342,32818,47,2516,949,30302,953,54156,614,5613,1355,48543,1363,4157,553,994,319,3163,603,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,305046,928,115342,1025,5129,1111,110213,1530,179321,1474,14415,1935,164906,2395,10383,1111,3795,810,6588,1063,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,40798,989,14945,1254,1025,502,13920,1255,23485,1239,2768,805,20717,1204,2368,761,789,498,1579,550,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,21891,682,6093,594,406,209,5687,548,13931,925,2575,856,11356,893,1867,566,1011,502,856,376,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,973473,1953,380896,2290,11884,2310,369012,3493,557882,4181,38528,3770,519354,5864,34695,2570,12688,1838,22007,2292,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,1006187,2329,371599,2508,13433,2405,358166,3233,594819,3686,32033,3596,562786,5183,39769,2701,12897,2043,26872,2515,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,50325,1012,17631,341,737,413,16894,529,30081,1013,3190,977,26891,1151,2613,647,652,356,1961,560,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,207997,3159,83380,2819,3691,1337,79689,2856,114342,3433,8888,1691,105454,3540,10275,1817,3926,987,6349,1553,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,12322,589,2995,585,186,145,2809,561,8366,659,573,331,7793,679,961,427,419,260,542,326,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,873114,965,283158,129,12396,2637,270762,2649,537647,1404,38760,2877,498887,3248,52309,1174,19397,2058,32912,2047,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,24541,1576,7065,997,459,404,6606,895,15253,1599,1242,648,14011,1409,2223,658,1063,535,1160,524,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,419378,1287,166417,140,6193,1175,160224,1164,237753,1731,22800,2480,214953,3058,15208,1066,4915,878,10293,1131,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,399004,938,150652,778,7400,1519,143252,1481,230209,1521,17388,2142,212821,2514,18143,1493,7304,1190,10839,1464,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3130854,4692,586687,1605,41663,3322,545024,3830,1896972,3750,323513,9298,1573459,10177,647195,1710,302092,6545,345103,6582,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,790974,4246,262172,2684,10887,1912,251285,2849,489153,4122,30029,2910,459124,4812,39649,2062,11716,1435,27933,1954,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,26634,1764,8986,1003,394,425,8592,1101,16765,1464,1296,593,15469,1586,883,473,268,280,615,345,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,286346,3966,103847,2188,4766,1735,99081,2752,167807,3117,16539,2885,151268,3881,14692,1455,5345,1295,9347,1466,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,551846,873,193597,706,6619,1462,186978,1581,332003,1813,25004,3280,306999,3472,26246,1409,9086,1670,17160,1830,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,56263,650,18993,1006,543,471,18450,1124,32123,1504,3346,1077,28777,1709,5147,1316,2222,845,2925,881,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,15371092,5256,4676362,915,167794,7780,4508568,7838,9565429,5059,658730,13628,8906699,15335,1129301,2391,414038,8011,715263,8187,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,82241,1656,30549,1829,1735,744,28814,1728,47903,2063,4793,1335,43110,2446,3789,1032,1663,651,2126,856,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,583310,994,181413,90,8442,1585,172971,1579,365098,1199,35314,4184,329784,4506,36799,737,13476,1527,23323,1602,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,11232829,4845,3660353,911,152122,8438,3508231,8614,6756197,5827,569153,16090,6187044,16953,816279,3894,334198,8177,482081,8715,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,622115,1502,213419,919,8924,1701,204495,1907,377350,1915,23719,2807,353631,3292,31346,1069,10404,1660,20942,1690,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,5513597,3401,1342278,773,57913,5051,1284365,5126,3511869,3889,269929,10705,3241940,10695,659450,2758,238370,7963,421080,8187,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,838741,1908,258161,575,16825,3033,241336,3036,529282,1752,64092,3731,465190,4035,51298,765,22100,1850,29198,1922,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,78841,235,21862,16,291,294,21571,295,52349,236,5226,1657,47123,1681,4630,14,1617,720,3013,723,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,445403,941,166103,262,5511,1246,160592,1302,258057,1499,17688,2751,240369,3046,21243,1105,6297,1165,14946,1359,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,3714383,2622,1014736,1582,47145,4174,967591,4459,2343583,2911,234520,8681,2109063,8793,356064,1605,133498,5889,222566,5821,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1822422,1622,534316,949,20554,2525,513762,2802,1142850,2045,84684,5616,1058166,5499,145256,1016,47810,3475,97446,3647,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,448595,2709,160829,2107,7910,1495,152919,2346,262038,2537,30853,3301,231185,3802,25728,1840,9511,1407,16217,1867,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,248128,2076,91486,1556,3281,1091,88205,1831,141266,2802,12029,2085,129237,2916,15376,1744,5431,1156,9945,1387,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,957700,1852,330634,930,25513,3079,305121,3090,576225,2176,85509,6388,490716,6473,50841,1489,22389,1733,28452,2125,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,511801,1414,180911,971,8002,1591,172909,1903,298781,1602,30219,2922,268562,3465,32109,1218,12316,1520,19793,1510,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,211336,1002,83323,714,2746,819,80577,1074,119174,1776,9856,1788,109318,2650,8839,1282,3667,825,5172,1050,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,219113,725,81900,699,4080,1234,77820,1421,127905,1416,10393,2066,117512,2369,9308,1147,3871,880,5437,1168,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1012389,1325,289905,101,14594,2490,275311,2494,604352,1649,80346,5110,524006,5275,118132,1158,54754,3031,63378,2955,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,143435,1158,56549,42,2025,1029,54524,1020,78864,1255,6736,1234,72128,1783,8022,547,2127,499,5895,730,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,33430,514,11939,877,696,462,11243,964,20562,954,2030,714,18532,1008,929,422,228,189,701,420,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,956598,1908,355085,707,15465,2100,339620,2224,559498,2742,46710,4184,512788,5085,42015,2351,13076,2390,28939,2155,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,166446,504,52656,564,2636,980,50020,1075,104252,655,15992,2398,88260,2447,9538,491,3521,913,6017,1060,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,2230544,2384,728338,340,32818,4617,695520,4623,1343576,2315,124323,7301,1219253,7375,158630,923,61619,3420,97011,3341,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,367109,2226,146146,1712,5213,1244,140933,1983,207430,3013,14362,2091,193068,3195,13533,1706,4919,1188,8614,1313,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,341691,1637,128411,1151,6082,1237,122329,1678,195858,2548,18031,2645,177827,3383,17422,1614,7394,1492,10028,1223,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
