GEO_ID,B22003_001E,B22003_001M,B22003_002E,B22003_002M,B22003_003E,B22003_003M,B22003_004E,B22003_004M,B22003_005E,B22003_005M,B22003_006E,B22003_006M,B22003_007E,B22003_007M,NAME,B22003_001MA,B22003_001EA,B22003_002EA,B22003_002MA,B22003_003MA,B22003_003EA,B22003_004MA,B22003_004EA,B22003_005MA,B22003_005EA,B22003_006MA,B22003_006EA,B22003_007MA,B22003_007EA,state
0400000US08,2176757,7548,156794,5881,69093,4346,87701,4195,2019963,9232,142587,5987,1877376,9271,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,230522,7550,123868,6515,106654,5514,2368647,11696,204629,5788,2164018,12425,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,229058,7892,135979,6577,93079,5085,1503655,10558,148361,6498,1355294,11721,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,260842,8723,140832,6398,120010,6132,1476378,11681,173404,6408,1302974,13180,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,599358,11724,268247,8315,331111,8936,4265506,15032,320676,9415,3944830,17050,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,122222,4311,56577,3172,65645,3787,1145651,9071,86069,4308,1059582,9592,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,35405,3142,15406,2232,19999,2343,495807,6423,26848,2679,468959,6038,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,131342,5544,74915,4925,56427,3768,1025005,7919,118699,6247,906306,8711,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,41515,3341,17311,2237,24204,2474,326156,4590,29072,2694,297084,5015,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,160758,4844,74697,4423,86061,4080,2033694,8804,134592,5451,1899102,8805,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,431421,4444,38358,3072,19498,2431,18860,2142,393063,4664,38698,3160,354365,5186,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,570307,5261,73727,3787,35446,3093,38281,2719,496580,6104,36268,2862,460312,6912,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,4011462,16617,465045,11837,223075,9269,241970,7804,3546417,18398,310549,9085,3235868,17488,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,3803012,14400,453168,11157,220679,7578,232489,9439,3349844,17063,300878,8566,3048966,17920,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,254551,3266,27815,1901,10056,1343,17759,1515,226736,3482,14678,1852,212058,3439,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1855184,11821,247434,7931,143305,5967,104129,5174,1607750,12299,170624,6976,1437126,12514,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,261373,3502,27163,2357,12623,1639,14540,1683,234210,4119,17969,2239,216241,4220,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1129810,6479,126476,4410,52676,3326,73800,4253,1003334,7396,92584,4702,910750,8665,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,734703,6052,122014,5305,69121,4606,52893,3794,612689,7551,59022,3943,553667,7746,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,1485310,6108,185838,5850,97400,4668,88438,4030,1299472,8323,126053,4887,1173419,8065,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,2371960,6714,238242,6489,110420,4509,127822,5224,2133718,9497,151601,5226,1982117,9610,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,1179637,9819,492527,8949,367587,8300,124940,5288,687110,10969,152911,6833,534199,9664,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
