GEO_ID,C17016_001E,C17016_001M,C17016_002E,C17016_002M,C17016_003E,C17016_003M,C17016_004E,C17016_004M,C17016_005E,C17016_005M,C17016_006E,C17016_006M,C17016_007E,C17016_007M,C17016_008E,C17016_008M,C17016_009E,C17016_009M,NAME,C17016_001EA,C17016_001MA,C17016_002EA,C17016_002MA,C17016_003MA,C17016_003EA,C17016_004MA,C17016_004EA,C17016_005EA,C17016_005MA,C17016_006EA,C17016_006MA,C17016_007EA,C17016_007MA,C17016_008EA,C17016_008MA,C17016_009EA,C17016_009MA,state
0400000US41,1027648,10811,82653,5378,13827,2322,26718,3038,42108,3903,944995,11105,487638,9348,190800,7475,266557,7038,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,144525,4783,10239,1789,1830,546,3255,1026,5154,1380,134286,4506,72773,3768,25706,2661,35807,2593,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,8934621,23655,811643,14917,151458,6618,251598,8246,408587,10161,8122978,22881,4538277,26619,1571190,19713,2013511,18745,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,727948,11079,109072,6161,23569,2863,28372,3001,57131,4474,618876,9767,338441,9188,89282,5051,191153,5666,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,891935,10679,62963,3956,8646,1775,25953,3206,28364,2531,828972,10321,471038,8689,168845,6188,189089,4971,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,6730268,29102,767608,16310,187233,10048,227785,7876,352590,10526,5962660,29586,3613021,27490,950510,16911,1399129,19216,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1472372,11475,88511,5106,15372,2171,32455,3252,40684,3586,1383861,12434,859637,12569,224072,6278,300152,8511,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,5026515,28230,488362,11115,91375,5823,135483,5170,261504,9635,4538153,27789,2355118,22004,739097,16604,1443938,17840,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1644205,12629,106906,5425,10887,1799,38553,3409,57466,3652,1537299,12862,864531,11457,331790,8101,340978,7352,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,121529,3987,13761,2006,852,502,3707,1267,9202,1663,107768,3941,71763,3933,14996,1976,21009,1803,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,743767,8138,45593,3522,8636,1496,18299,2256,18658,2344,698174,8382,396207,6312,140814,4978,161153,5078,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,4632936,21570,465342,12311,67614,4065,145914,6193,251814,9197,4167594,21693,2340928,17355,762913,14156,1063753,15104,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,2231636,16928,154894,6289,28669,3388,53865,3940,72360,4554,2076742,16581,1224747,14594,383282,9083,468713,9574,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2924244,16447,283821,8789,49915,4176,105102,5507,128804,5666,2640423,18155,1497028,16723,453667,9951,689728,8833,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1550876,14411,139886,5874,26215,3299,46707,3325,66964,4100,1410990,14568,795385,12122,236593,8055,379012,7418,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,3235257,16951,263075,8044,41468,3253,91178,5476,130429,5992,2972182,17693,1666136,16523,524756,11452,781290,9484,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,2520001,12884,238401,7742,38483,3261,82477,4466,117441,5144,2281600,14297,1223391,11883,408839,9335,649370,8368,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,485628,5777,34617,2440,7831,1160,13681,1539,13105,1713,451011,5547,281063,5989,81294,4029,88654,3249,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,437765,8417,35922,3490,6541,1304,14020,1905,15361,2459,401843,8117,210645,7437,81230,4766,109968,4229,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,495378,8167,74665,4183,12840,2009,22146,2450,39679,3409,420713,8572,219542,7741,66264,4523,134907,5047,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,316849,5403,17920,2129,2469,775,5364,1266,10087,1642,298929,5142,167396,4519,48043,3144,83490,3665,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,219707,5207,17571,1790,2591,673,6368,1311,8612,1297,202136,5094,121076,4350,38953,2761,42107,2354,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1879637,15187,119246,5731,17617,2687,44687,4560,56942,3837,1760391,15008,966954,13500,352181,10123,441256,8144,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,247476,4287,22542,2460,2439,905,6534,1680,13569,2364,224934,4489,125671,4044,42470,3320,56793,3079,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1713006,14051,170206,6517,31830,3062,52927,4220,85449,4210,1542800,14601,816459,12944,262235,6960,464106,8321,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1708168,14564,193311,7696,37639,3709,60500,3904,95172,5162,1514857,14083,855566,13697,230576,6971,428715,8027,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,726748,8743,58190,3428,13370,1931,19974,2201,24846,2537,668558,8388,405215,7614,113209,4678,150134,4658,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
