GEO_ID,B25101_001E,B25101_001M,B25101_002E,B25101_002M,B25101_003E,B25101_003M,B25101_004E,B25101_004M,B25101_005E,B25101_005M,B25101_006E,B25101_006M,B25101_007E,B25101_007M,B25101_008E,B25101_008M,B25101_009E,B25101_009M,B25101_010E,B25101_010M,B25101_011E,B25101_011M,B25101_012E,B25101_012M,B25101_013E,B25101_013M,B25101_014E,B25101_014M,B25101_015E,B25101_015M,B25101_016E,B25101_016M,B25101_017E,B25101_017M,B25101_018E,B25101_018M,B25101_019E,B25101_019M,B25101_020E,B25101_020M,B25101_021E,B25101_021M,B25101_022E,B25101_022M,B25101_023E,B25101_023M,B25101_024E,B25101_024M,B25101_025E,B25101_025M,B25101_026E,B25101_026M,B25101_027E,B25101_027M,B25101_028E,B25101_028M,B25101_029E,B25101_029M,B25101_030E,B25101_030M,B25101_031E,B25101_031M,B25101_032E,B25101_032M,B25101_033E,B25101_033M,B25101_034E,B25101_034M,B25101_035E,B25101_035M,B25101_036E,B25101_036M,B25101_037E,B25101_037M,B25101_038E,B25101_038M,B25101_039E,B25101_039M,B25101_040E,B25101_040M,B25101_041E,B25101_041M,B25101_042E,B25101_042M,B25101_043E,B25101_043M,B25101_044E,B25101_044M,B25101_045E,B25101_045M,NAME,B25101_001EA,B25101_001MA,B25101_002MA,B25101_002EA,B25101_003MA,B25101_003EA,B25101_004MA,B25101_004EA,B25101_005EA,B25101_005MA,B25101_006EA,B25101_006MA,B25101_007EA,B25101_007MA,B25101_008MA,B25101_008EA,B25101_009EA,B25101_009MA,B25101_010EA,B25101_010MA,B25101_011EA,B25101_011MA,B25101_012MA,B25101_012EA,B25101_013MA,B25101_013EA,B25101_014MA,B25101_014EA,B25101_015EA,B25101_015MA,B25101_016EA,B25101_016MA,B25101_017EA,B25101_017MA,B25101_018EA,B25101_018MA,B25101_019MA,B25101_019EA,B25101_020EA,B25101_020MA,B25101_021EA,B25101_021MA,B25101_022EA,B25101_022MA,B25101_023EA,B25101_023MA,B25101_024EA,B25101_024MA,B25101_025MA,B25101_025EA,B25101_026MA,B25101_026EA,B25101_027EA,B25101_027MA,B25101_028EA,B25101_028MA,B25101_029EA,B25101_029MA,B25101_030MA,B25101_030EA,B25101_031EA,B25101_031MA,B25101_032EA,B25101_032MA,B25101_033EA,B25101_033MA,B25101_034EA,B25101_034MA,B25101_035MA,B25101_035EA,B25101_036MA,B25101_036EA,B25101_037EA,B25101_037MA,B25101_038EA,B25101_038MA,B25101_039EA,B25101_039MA,B25101_040EA,B25101_040MA,B25101_041MA,B25101_041EA,B25101_042EA,B25101_042MA,B25101_043EA,B25101_043MA,B25101_044EA,B25101_044MA,B25101_045EA,B25101_045MA,state
0400000US08,1417981,9500,994356,9931,36212,2832,96,114,245,206,35871,2822,57258,3350,1239,540,3979,921,52040,3123,77456,4702,4118,877,16514,1970,56824,4125,155216,5604,28119,2618,57023,3449,70074,4137,663616,9084,420156,8547,189107,6388,54353,3240,4598,1068,423625,8439,53795,3740,7432,1418,10322,1245,36041,2731,60218,3345,32928,2369,17297,1712,9993,1490,56518,3701,47552,3735,6633,1187,2333,756,75370,3271,71760,3215,2862,625,748,340,173818,6170,172852,6045,602,319,364,333,3906,856,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1791749,12877,1166290,13091,59276,3595,113,137,1182,476,57981,3453,108352,4932,4527,845,23363,2121,80462,4164,133027,5569,27973,2162,57774,3710,47280,3942,242161,7835,116436,4780,95171,4446,30554,2821,618966,11481,520205,10534,84313,3961,14448,1749,4508,1052,625459,8925,89820,4081,16488,1486,20231,2117,53101,3230,105884,4316,70043,3852,25462,2412,10379,1567,99825,4908,90107,4568,8260,1447,1458,562,124495,4666,122475,4634,1943,622,77,125,197089,6844,196793,6818,296,259,0,198,8346,1210,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1167729,12565,661520,10687,40964,2991,152,153,1805,826,39007,2993,66316,3911,2864,874,11559,1462,51893,3241,76589,4697,15066,1901,30372,2688,31151,3232,130771,5253,54903,3547,57713,4025,18155,1885,342848,7316,281790,7468,49411,3178,11647,1478,4032,1214,506209,9323,99503,5042,23822,2287,25339,2625,50342,3938,96785,4876,72003,3534,19295,2103,5487,1056,76466,4108,70850,4216,4750,926,866,405,87836,4231,86215,4055,1164,520,457,334,137219,4681,136770,4661,209,148,240,311,8400,1296,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137524,12385,593733,12573,38886,3008,193,192,755,495,37938,3005,57238,4149,1516,658,9192,1363,46530,3949,58396,3885,7673,1449,20884,2282,29839,3004,105943,5928,40172,3789,41607,3509,24164,2748,328647,9537,251388,8975,62668,4783,14591,1795,4623,1222,543791,9848,104005,5389,31322,3011,25423,2194,47260,3648,99857,4352,76531,4196,17270,2167,6056,1290,80669,5403,74679,5375,4948,1074,1042,420,90602,5186,87500,5094,2528,910,574,310,158399,5640,157322,5609,1037,586,40,64,10259,1814,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3210113,17405,2002424,16877,81155,4301,133,128,600,353,80422,4269,136217,5481,2698,639,15790,1685,117729,5352,168952,6122,15238,1524,47933,3412,105781,5264,335047,7024,81512,4221,123459,5287,130076,4677,1273554,12791,817176,12457,346669,7388,109709,5374,7499,1364,1207689,14489,150884,5575,14502,1360,22952,2181,113430,5166,184748,5995,66104,3718,58692,3685,59952,3904,165382,5378,109960,4344,40325,2725,15097,1920,215641,6305,188239,5803,22211,2516,5191,973,475413,8474,462416,8473,10382,1153,2615,914,15621,1829,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,903751,8439,543108,7724,22694,1828,0,163,286,186,22408,1813,43157,2794,1180,464,9336,1536,32641,2347,55628,3310,8273,1152,21213,1801,26142,2345,107330,3914,44761,2992,45484,3269,17085,2006,312207,6959,245230,5984,57757,3841,9220,1728,2092,651,360643,6410,46252,2622,5902,1049,10937,1388,29413,2090,59004,3551,32491,2418,18232,1914,8281,1162,58359,3263,49102,3122,7575,1223,1682,601,70849,3586,68361,3426,2160,618,328,258,123043,4170,122678,4166,365,237,0,163,3136,702,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,378742,6605,242076,6742,6192,1243,86,143,56,95,6050,1211,14526,1784,153,177,838,580,13535,1814,16028,1705,327,225,1718,629,13983,1622,34817,2580,2874,731,12063,1386,19880,2181,169411,5793,94158,4407,58505,3759,16748,2112,1102,541,136666,5000,14646,1944,865,412,766,488,13015,1900,19238,1788,2657,651,6439,1164,10142,1405,18262,2170,7335,1265,7925,1321,3002,886,25053,2257,19698,1987,4336,929,1019,468,58684,3416,56852,3284,1611,590,221,215,783,457,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,760401,8395,410135,8138,27772,2928,108,134,1139,627,26525,2824,46031,3055,2614,699,10590,1734,32827,2768,51783,3482,9766,1432,22589,2388,19428,2447,81975,4686,44746,3666,27740,2949,9489,1670,200588,6567,171833,6763,23768,2547,4987,1194,1986,655,350266,7304,62677,3596,16845,1835,15254,1879,30578,2474,70109,3784,52511,3321,13717,1908,3881,926,56947,3528,53476,3452,2541,851,930,572,64385,3395,63169,3295,883,403,333,256,90896,4140,90742,4127,154,187,0,201,5252,1114,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,261145,4466,165425,4301,8254,1327,0,200,89,138,8165,1337,12560,1954,142,140,1227,535,11191,1941,14651,2354,935,382,2666,839,11050,2012,32016,2620,5046,916,13864,1664,13106,1585,96641,3672,66643,3425,22792,2257,7206,1533,1303,730,95720,3582,11572,1679,1302,567,1628,570,8642,1510,17247,2059,7677,1359,5900,1385,3670,962,13052,1702,10959,1518,1419,554,674,350,17455,1933,16862,1904,431,244,162,162,35353,2419,35265,2430,88,93,0,200,1041,509,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1567939,9341,1024974,8815,31448,2269,13,16,383,289,31052,2233,55772,3378,974,388,4776,711,50022,3323,87675,4043,8083,1112,25848,1853,53744,3214,166252,5639,41314,2376,75385,3563,49553,2835,680571,7241,475343,6699,170217,5023,35011,2735,3256,862,542965,7124,60837,2939,5685,646,10560,1075,44592,2682,77513,3286,33946,2432,27078,1957,16489,1521,76545,2789,61614,2568,12259,1121,2672,592,105400,3726,100139,3713,4539,701,722,377,218004,5319,216261,5403,1452,566,291,239,4666,706,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
