GEO_ID,B10059_001E,B10059_001M,B10059_002E,B10059_002M,B10059_003E,B10059_003M,B10059_004E,B10059_004M,B10059_005E,B10059_005M,B10059_006E,B10059_006M,B10059_007E,B10059_007M,B10059_008E,B10059_008M,B10059_009E,B10059_009M,B10059_010E,B10059_010M,B10059_011E,B10059_011M,NAME,B10059_001MA,B10059_001EA,B10059_002MA,B10059_002EA,B10059_003MA,B10059_003EA,B10059_004MA,B10059_004EA,B10059_005MA,B10059_005EA,B10059_006MA,B10059_006EA,B10059_007EA,B10059_007MA,B10059_008MA,B10059_008EA,B10059_009EA,B10059_009MA,B10059_010EA,B10059_010MA,B10059_011EA,B10059_011MA,state
0400000US37,223877,9592,35922,3956,18625,2897,12228,2326,6397,1334,17297,2984,187955,9018,73044,5894,40987,4311,32057,3141,114911,7087,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,256778,10651,36078,3973,17540,2623,11448,2217,6092,1369,18538,3091,220700,9420,76458,6052,41430,3626,35028,4269,144242,8228,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,19049,2722,1878,645,1272,493,495,231,777,370,606,316,17171,2675,6910,1668,3516,905,3394,1075,10261,1944,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,121462,7220,24450,3443,17485,3119,10190,2166,7295,1810,6965,1360,97012,6889,43463,4257,26060,3183,17403,2404,53549,4621,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,8611,1489,1287,807,878,712,123,107,755,698,409,303,7324,1354,2901,1080,1429,594,1472,861,4423,896,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,78006,4873,8652,1932,4152,1093,2455,826,1697,700,4500,1524,69354,5038,23331,3347,12232,2678,11099,2002,46023,4293,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,45095,5237,8630,1929,6403,1770,3343,1231,3060,896,2227,841,36465,4751,18962,3338,9350,2310,9612,2090,17503,3179,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,89031,4470,13370,1533,7707,1258,4349,851,3358,861,5663,1073,75661,4661,36211,3060,18876,2105,17335,2062,39450,3155,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,72033,4359,6967,1222,4035,996,2641,816,1394,616,2932,724,65066,4338,20963,2355,9821,1769,11142,1476,44103,3394,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,74106,6167,36618,4170,14736,2547,7497,1979,7239,1557,21882,2975,37488,4472,11872,2237,6289,1442,5583,1525,25616,3583,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,189478,8471,20591,2260,10609,1743,5720,1276,4889,1160,9982,1845,168887,8040,55244,4709,28292,3457,26952,2919,113643,6705,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,6901,1342,635,316,559,285,211,121,348,224,76,81,6266,1335,2682,775,1791,655,891,403,3584,1125,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,123454,7629,23652,3092,12943,2282,6996,1468,5947,1722,10709,2025,99802,7187,39192,4643,21806,3394,17386,2808,60610,5987,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,72178,5226,6055,1326,2469,934,1393,685,1076,649,3586,1231,66123,5115,21136,2988,10702,2416,10434,2055,44987,4220,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,9479,1823,1694,675,1440,642,671,399,769,556,254,228,7785,1622,4425,1310,2840,1157,1585,542,3360,1112,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,1113031,22062,110257,5957,31684,3389,17382,2607,14302,2225,78573,5524,1002774,21258,199461,9214,98842,5593,100619,6177,803313,18096,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,75259,5172,17627,2436,10758,2090,6207,1416,4551,1368,6869,1568,57632,4401,29649,3576,17232,2989,12417,2096,27983,3323,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,57821,5067,6666,1505,3467,1003,2638,820,829,507,3199,1029,51155,4751,12830,2195,7062,1685,5768,1360,38325,3735,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,775518,18151,111786,7282,47419,4351,29483,3518,17936,2844,64367,5873,663732,16661,216053,10428,127291,7904,88762,7012,447679,13815,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,137348,7292,10756,1918,4585,1124,3100,888,1485,686,6171,1513,126592,7353,37916,4477,19876,3161,18040,3027,88676,5330,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,496745,16256,62949,6057,25230,3894,13826,2945,11404,2404,37719,5247,433796,14952,122311,8005,56600,4711,65711,6094,311485,13269,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,124862,7553,8043,1574,3463,952,2293,707,1170,561,4580,1099,116819,7208,27839,3954,12578,2826,15261,2364,88980,6185,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,9126,1877,1654,658,418,278,203,208,215,223,1236,590,7472,1712,1745,761,1223,697,522,328,5727,1559,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,64562,5205,3997,1243,1558,801,779,544,779,560,2439,802,60565,4915,13129,2034,6756,1742,6373,1215,47436,4424,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,405414,13306,55445,4468,22908,2793,12195,1787,10713,2196,32537,3385,349969,13499,91270,6323,42706,3922,48564,4735,258699,10929,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,177995,8499,16801,2586,6068,1330,3551,1076,2517,923,10733,2124,161194,7773,34056,3496,14833,2600,19223,2563,127138,6721,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,216360,8206,32151,3437,18416,2436,12401,2108,6015,1377,13735,2507,184209,8303,75714,5134,42710,3802,33004,3317,108495,6112,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,103315,6065,17498,2549,10463,2164,6500,1989,3963,1067,7035,1375,85817,5109,31347,3246,17124,2614,14223,1774,54470,4400,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,226342,9151,29649,3035,14690,1897,9424,1475,5266,1363,14959,2476,196693,8541,66702,5812,35519,3854,31183,3564,129991,6435,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,162963,7021,22485,2605,8575,1476,5900,1253,2675,752,13910,2107,140478,6704,43827,3424,24316,2676,19511,1977,96651,5757,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,23328,2328,2542,874,1141,548,865,494,276,170,1401,561,20786,2228,8429,1441,4803,1097,3626,893,12357,1785,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,32034,3520,2567,969,1461,856,940,729,521,338,1106,526,29467,3364,9923,2202,5559,1702,4364,1290,19544,2736,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,51352,5200,11105,2311,6545,1518,3579,1076,2966,827,4560,1484,40247,4231,19580,2770,9721,2118,9859,1848,20667,3098,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,52507,4539,2135,868,643,504,493,494,150,122,1492,603,50372,4472,12102,2362,6272,1662,5830,1541,38270,4022,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,11949,1302,3956,976,2439,813,1350,588,1089,504,1517,781,7993,1208,4045,901,2641,734,1404,608,3948,817,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,136773,6979,11051,1682,4399,978,1863,555,2536,840,6652,1436,125722,6998,37090,3471,17193,2550,19897,2505,88632,5740,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,20054,2706,2155,1068,975,559,766,439,209,348,1180,807,17899,2373,5172,1529,2418,1088,2754,1087,12727,2053,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,177717,7944,32840,4134,14336,2347,7960,1666,6376,1583,18504,2856,144877,6815,43152,3873,22578,2593,20574,2748,101725,5749,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,162918,8991,30976,4137,18419,3234,12626,2650,5793,1446,12557,2389,131942,8217,62444,5728,35024,4407,27420,3116,69498,5412,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,46736,4558,6797,1476,3496,1106,2390,932,1106,466,3301,1085,39939,3948,19115,2800,11378,2229,7737,1366,20824,2612,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
