GEO_ID,C25122_001E,C25122_001M,C25122_002E,C25122_002M,C25122_003E,C25122_003M,C25122_004E,C25122_004M,C25122_005E,C25122_005M,C25122_006E,C25122_006M,C25122_007E,C25122_007M,C25122_008E,C25122_008M,C25122_009E,C25122_009M,C25122_010E,C25122_010M,C25122_011E,C25122_011M,C25122_012E,C25122_012M,C25122_013E,C25122_013M,C25122_014E,C25122_014M,C25122_015E,C25122_015M,C25122_016E,C25122_016M,C25122_017E,C25122_017M,C25122_018E,C25122_018M,C25122_019E,C25122_019M,C25122_020E,C25122_020M,C25122_021E,C25122_021M,C25122_022E,C25122_022M,C25122_023E,C25122_023M,C25122_024E,C25122_024M,C25122_025E,C25122_025M,C25122_026E,C25122_026M,C25122_027E,C25122_027M,C25122_028E,C25122_028M,C25122_029E,C25122_029M,C25122_030E,C25122_030M,C25122_031E,C25122_031M,NAME,C25122_001EA,C25122_001MA,C25122_002MA,C25122_002EA,C25122_003EA,C25122_003MA,C25122_004EA,C25122_004MA,C25122_005EA,C25122_005MA,C25122_006EA,C25122_006MA,C25122_007EA,C25122_007MA,C25122_008EA,C25122_008MA,C25122_009EA,C25122_009MA,C25122_010EA,C25122_010MA,C25122_011EA,C25122_011MA,C25122_012EA,C25122_012MA,C25122_013MA,C25122_013EA,C25122_014EA,C25122_014MA,C25122_015EA,C25122_015MA,C25122_016EA,C25122_016MA,C25122_017EA,C25122_017MA,C25122_018EA,C25122_018MA,C25122_019EA,C25122_019MA,C25122_020EA,C25122_020MA,C25122_021EA,C25122_021MA,C25122_022EA,C25122_022MA,C25122_023EA,C25122_023MA,C25122_024MA,C25122_024EA,C25122_025EA,C25122_025MA,C25122_026EA,C25122_026MA,C25122_027EA,C25122_027MA,C25122_028EA,C25122_028MA,C25122_029EA,C25122_029MA,C25122_030EA,C25122_030MA,C25122_031EA,C25122_031MA,state
0400000US08,758776,10471,66691,5001,17252,2449,16404,2571,29951,3561,3084,899,83485,4684,17675,2130,30300,2962,31930,2945,3580,931,128483,5887,6813,1374,47295,3930,69869,4513,4506,946,119659,5160,3947,1122,29941,2903,81802,5076,3969,960,150610,6133,2290,755,26484,2480,117615,5729,4221,1064,209848,7000,1699,557,16007,2453,188458,6851,3684,959,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,807420,11150,102062,5798,29111,2334,52419,4363,12925,1867,7607,1629,135385,5180,32052,3110,77319,3976,17092,2130,8922,1476,181519,6939,15262,1742,123009,6032,33730,3164,9518,1526,133363,6219,7096,1415,87577,4709,32656,3655,6034,1244,134999,5381,4230,1001,77143,4222,47516,3796,6110,1180,120092,5862,2817,920,44980,3805,66825,4947,5470,1187,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,564984,10983,88085,5113,28220,2673,38981,3613,7560,1391,13324,1872,95383,4205,30159,2529,45201,3527,10940,1674,9083,1421,119770,4706,13660,1867,74198,4109,21141,2634,10771,1868,89844,4853,6094,1195,59415,4083,17469,2259,6866,1493,91486,4125,3778,932,51978,3610,28929,2358,6801,1202,80416,4532,2543,737,31949,3162,40582,3608,5342,1075,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,599696,11233,101375,5665,31668,3171,40388,3713,15709,2803,13610,1856,114171,6304,23780,2792,56894,4756,20344,2359,13153,1804,142219,7435,12765,2257,85482,5935,31958,3534,12014,1683,82835,5355,2835,1017,45189,4420,27853,2755,6958,1553,79641,5052,4364,1426,34439,3349,32997,3180,7841,1241,79455,5706,1610,526,27040,3119,45953,4206,4852,1236,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,1654751,16516,210637,8804,56739,3503,82436,5421,56051,4462,15411,2270,227929,8276,60453,4578,103554,5430,54980,4333,8942,1332,322417,10610,27971,3251,173312,7603,107934,6010,13200,1824,230920,7825,8761,1640,110940,5069,103691,6266,7528,1181,286239,8291,6539,1284,103134,5576,166359,6589,10207,1455,376609,9964,4712,930,62990,4819,296225,9027,12682,1698,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,364122,7753,45227,2882,15424,1849,20271,2461,6579,1292,2953,722,60211,3544,16703,1822,32090,2903,8220,1639,3198,843,76258,4019,8021,1296,49825,3404,14180,2145,4232,815,57814,3565,4453,847,38152,2809,11164,1646,4045,1026,66127,4045,4781,1048,38726,2790,18736,2344,3884,783,58485,3258,2728,712,22393,2176,28454,2284,4910,971,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,152470,5181,14168,2109,3384,853,4965,1362,5305,1540,514,273,23615,2508,8626,1467,9237,1928,4945,1407,807,387,28817,2846,2968,890,13055,2109,12184,1609,610,307,21917,2423,561,439,8389,1694,12429,1997,538,229,26467,2702,575,427,6612,1299,18454,2212,826,433,37486,2760,278,364,4391,1115,31785,2598,1032,444,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,395946,7521,59107,4536,23578,2917,23914,2864,4985,1557,6630,1257,75032,5307,21188,2536,43106,4138,4177,1037,6561,1226,88645,4242,11599,1860,59238,3681,9454,1681,8354,1361,66753,4733,4761,1305,45465,4067,11972,2048,4555,1109,59564,4562,3696,1123,34880,3141,16413,2731,4575,1012,46845,3755,1971,845,19585,2383,22026,3015,3263,733,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,106526,4571,13111,2254,3706,1076,4654,1348,3903,1251,848,407,13481,1901,2350,734,5353,1419,4729,1248,1049,597,22974,2360,2007,759,9739,1906,10247,1936,981,483,14665,2288,534,440,4487,1250,9098,1683,546,284,17569,2642,371,331,3643,1144,12825,2179,730,333,24726,2557,346,320,2970,1096,21170,2231,240,244,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,626513,8243,61740,3972,21236,2446,24983,2401,12258,1681,3263,782,94083,4092,33792,2604,37177,3383,19361,1880,3753,759,126753,5146,12996,1511,65225,3871,44144,3611,4388,843,101032,5567,4814,1018,49896,3758,42191,3394,4131,868,110977,4855,3238,928,37869,2699,64832,4284,5038,739,131928,5558,2452,655,25479,2420,98728,4378,5269,856,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
