GEO_ID,B28009G_001E,B28009G_001M,B28009G_002E,B28009G_002M,B28009G_003E,B28009G_003M,B28009G_004E,B28009G_004M,B28009G_005E,B28009G_005M,B28009G_006E,B28009G_006M,NAME,B28009G_001EA,B28009G_001MA,B28009G_002EA,B28009G_002MA,B28009G_003MA,B28009G_003EA,B28009G_004MA,B28009G_004EA,B28009G_005MA,B28009G_005EA,B28009G_006MA,B28009G_006EA,state
0400000US48,742067,22323,727359,22584,1327,1539,698842,22093,27190,3959,14708,2637,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,217110,10995,211991,11086,103,155,205382,11078,6506,2324,5119,1554,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,602929,21552,591565,21571,496,340,556873,20813,34196,6069,11364,2709,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,224841,12518,218782,12473,266,436,207230,12295,11286,3127,6059,1836,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,23740,2711,23162,2642,0,213,22468,2560,694,492,578,432,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,99449,6488,98543,6416,176,175,93303,6269,5064,1489,906,503,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,629698,24298,613666,24747,411,233,585018,23592,28237,6109,16032,2967,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,244035,16089,239510,15656,31,53,229725,14625,9754,3063,4525,1489,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,348249,15264,335803,15161,309,276,316081,15127,19413,3070,12446,2962,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,171061,7705,165749,7733,0,190,154668,7710,11081,2219,5312,1477,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,317831,13801,309285,13083,527,611,292829,13499,15929,3599,8546,1958,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,284712,10251,273556,10200,230,292,254528,9883,18798,3115,11156,2507,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,57129,5179,55161,5005,17,17,52686,4642,2458,935,1968,776,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,52172,5023,51236,5009,44,62,47915,4837,3277,1239,936,775,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,64843,5585,61063,5452,77,87,56295,5528,4691,1446,3780,1322,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,339708,11948,325396,12491,98,136,309505,11843,15793,3242,14312,5147,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,22435,3513,21221,3390,0,163,20010,3547,1211,1017,1214,999,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,441425,15608,432079,15056,110,133,415862,15143,16107,3885,9346,2190,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,30958,3387,29576,3229,87,137,29268,3219,221,205,1382,813,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,281277,13913,274105,13693,136,166,258517,12726,15452,4244,7172,1962,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,148766,8810,142632,8316,89,111,133322,8061,9221,2675,6134,1867,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,103571,7502,102018,7373,176,319,94576,6984,7266,2077,1553,642,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
