GEO_ID,C27005_001E,C27005_001M,C27005_002E,C27005_002M,C27005_003E,C27005_003M,C27005_004E,C27005_004M,C27005_005E,C27005_005M,C27005_006E,C27005_006M,C27005_007E,C27005_007M,C27005_008E,C27005_008M,C27005_009E,C27005_009M,C27005_010E,C27005_010M,C27005_011E,C27005_011M,C27005_012E,C27005_012M,C27005_013E,C27005_013M,C27005_014E,C27005_014M,C27005_015E,C27005_015M,C27005_016E,C27005_016M,C27005_017E,C27005_017M,C27005_018E,C27005_018M,C27005_019E,C27005_019M,C27005_020E,C27005_020M,C27005_021E,C27005_021M,NAME,C27005_001EA,C27005_001MA,C27005_002EA,C27005_002MA,C27005_003EA,C27005_003MA,C27005_004EA,C27005_004MA,C27005_005EA,C27005_005MA,C27005_006MA,C27005_006EA,C27005_007EA,C27005_007MA,C27005_008EA,C27005_008MA,C27005_009EA,C27005_009MA,C27005_010EA,C27005_010MA,C27005_011EA,C27005_011MA,C27005_012EA,C27005_012MA,C27005_013EA,C27005_013MA,C27005_014EA,C27005_014MA,C27005_015EA,C27005_015MA,C27005_016EA,C27005_016MA,C27005_017MA,C27005_017EA,C27005_018EA,C27005_018MA,C27005_019EA,C27005_019MA,C27005_020EA,C27005_020MA,C27005_021EA,C27005_021MA,state
0400000US08,5604105,2082,2794853,5393,689479,4825,50799,3940,638680,6102,1740818,4923,207627,7306,1533191,8080,364556,1466,107600,4205,256956,4587,2809252,4984,655579,5202,54349,4570,601230,6369,1724599,4440,208624,7312,1515975,7907,429074,1808,145130,4481,283944,4708,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,3231118,5706,850327,5407,49264,4311,801063,6573,1931120,5133,180158,6984,1750962,8535,449671,2582,154143,4477,295528,4689,3361386,5708,810049,5289,45845,3863,764204,6260,1985120,4474,195811,7864,1789309,9047,566217,2122,223282,6101,342935,6300,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,2142570,5021,547439,4809,26189,3034,521250,5212,1279495,3802,109193,4805,1170302,5959,315636,1680,102115,4436,213521,4279,2245634,5101,518655,4640,27439,3572,491216,6561,1333099,4411,117531,4953,1215568,6027,393880,2043,136542,4767,257338,4868,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,2194791,6928,596489,6078,32634,4394,563855,7440,1291675,5183,136330,7122,1155345,8593,306627,2448,78825,4122,227802,4409,2361287,6963,564005,6317,32535,3644,531470,7484,1405024,4938,145430,6992,1259594,8348,392258,2581,107574,4456,284684,4931,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,6148424,5170,1548178,5049,88684,5711,1459494,6738,3754521,4868,385387,9306,3369134,9990,845725,2427,275088,5888,570637,6288,6415484,5220,1479566,5816,83765,4662,1395801,6762,3856107,5191,392492,10129,3463615,11135,1079811,3233,388462,7433,691349,7819,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,1540690,3831,400465,4034,30626,2758,369839,4864,907758,3810,105866,4804,801892,6174,232467,1499,111068,2822,121399,3234,1572339,3755,380297,3470,29364,2997,350933,4535,908804,2992,99864,4357,808940,4640,283238,1719,147566,2947,135672,2815,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,659292,2375,140627,1960,7120,1438,133507,2426,409590,2410,38377,2936,371213,3601,109075,974,37795,2287,71280,2339,680257,2304,139280,2217,8155,1529,131125,2514,413117,2064,35956,2815,377161,3408,127860,1097,52676,2507,75184,2604,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,1441597,4491,379021,4173,19883,2646,359138,4999,840718,4243,93569,5864,747149,6444,221858,1991,71524,3222,150334,3307,1518906,4340,367733,3729,17239,2462,350494,4575,882139,3631,99985,5302,782154,5878,269034,1977,98656,3937,170378,4167,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,456419,2074,108013,1518,6429,1382,101584,2207,268647,1688,23686,3021,244961,3401,79759,817,27799,2126,51960,2205,495792,1400,107117,1727,7628,1940,99489,2167,291547,1196,27488,2729,264059,2932,97128,703,33125,2111,64003,2261,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,2761536,3436,704382,3619,41682,2935,662700,4903,1663527,3713,176715,5921,1486812,6657,393627,1810,192660,4045,200967,3883,2792028,3590,671732,3241,42743,3084,628989,3948,1655571,3428,173523,5890,1482048,6803,464725,2044,248712,4281,216013,4405,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,1047075,795,525012,2718,126669,2203,8240,1692,118429,2582,303788,2347,40735,3294,263053,3993,94555,990,38164,2157,56391,2202,522063,2665,117380,2151,8434,1557,108946,2575,303767,2269,47030,3396,256737,3845,100916,1029,43475,2180,57441,2127,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
