GEO_ID,B17001H_001E,B17001H_001M,B17001H_002E,B17001H_002M,B17001H_003E,B17001H_003M,B17001H_004E,B17001H_004M,B17001H_005E,B17001H_005M,B17001H_006E,B17001H_006M,B17001H_007E,B17001H_007M,B17001H_008E,B17001H_008M,B17001H_009E,B17001H_009M,B17001H_010E,B17001H_010M,B17001H_011E,B17001H_011M,B17001H_012E,B17001H_012M,B17001H_013E,B17001H_013M,B17001H_014E,B17001H_014M,B17001H_015E,B17001H_015M,B17001H_016E,B17001H_016M,B17001H_017E,B17001H_017M,B17001H_018E,B17001H_018M,B17001H_019E,B17001H_019M,B17001H_020E,B17001H_020M,B17001H_021E,B17001H_021M,B17001H_022E,B17001H_022M,B17001H_023E,B17001H_023M,B17001H_024E,B17001H_024M,B17001H_025E,B17001H_025M,B17001H_026E,B17001H_026M,B17001H_027E,B17001H_027M,B17001H_028E,B17001H_028M,B17001H_029E,B17001H_029M,B17001H_030E,B17001H_030M,B17001H_031E,B17001H_031M,B17001H_032E,B17001H_032M,B17001H_033E,B17001H_033M,B17001H_034E,B17001H_034M,B17001H_035E,B17001H_035M,B17001H_036E,B17001H_036M,B17001H_037E,B17001H_037M,B17001H_038E,B17001H_038M,B17001H_039E,B17001H_039M,B17001H_040E,B17001H_040M,B17001H_041E,B17001H_041M,B17001H_042E,B17001H_042M,B17001H_043E,B17001H_043M,B17001H_044E,B17001H_044M,B17001H_045E,B17001H_045M,B17001H_046E,B17001H_046M,B17001H_047E,B17001H_047M,B17001H_048E,B17001H_048M,B17001H_049E,B17001H_049M,B17001H_050E,B17001H_050M,B17001H_051E,B17001H_051M,B17001H_052E,B17001H_052M,B17001H_053E,B17001H_053M,B17001H_054E,B17001H_054M,B17001H_055E,B17001H_055M,B17001H_056E,B17001H_056M,B17001H_057E,B17001H_057M,B17001H_058E,B17001H_058M,B17001H_059E,B17001H_059M,NAME,B17001H_001EA,B17001H_001MA,B17001H_002EA,B17001H_002MA,B17001H_003EA,B17001H_003MA,B17001H_004EA,B17001H_004MA,B17001H_005EA,B17001H_005MA,B17001H_006MA,B17001H_006EA,B17001H_007MA,B17001H_007EA,B17001H_008MA,B17001H_008EA,B17001H_009EA,B17001H_009MA,B17001H_010EA,B17001H_010MA,B17001H_011MA,B17001H_011EA,B17001H_012EA,B17001H_012MA,B17001H_013EA,B17001H_013MA,B17001H_014EA,B17001H_014MA,B17001H_015MA,B17001H_015EA,B17001H_016EA,B17001H_016MA,B17001H_017EA,B17001H_017MA,B17001H_018EA,B17001H_018MA,B17001H_019MA,B17001H_019EA,B17001H_020MA,B17001H_020EA,B17001H_021EA,B17001H_021MA,B17001H_022EA,B17001H_022MA,B17001H_023EA,B17001H_023MA,B17001H_024EA,B17001H_024MA,B17001H_025EA,B17001H_025MA,B17001H_026EA,B17001H_026MA,B17001H_027EA,B17001H_027MA,B17001H_028EA,B17001H_028MA,B17001H_029MA,B17001H_029EA,B17001H_030MA,B17001H_030EA,B17001H_031EA,B17001H_031MA,B17001H_032EA,B17001H_032MA,B17001H_033EA,B17001H_033MA,B17001H_034EA,B17001H_034MA,B17001H_035EA,B17001H_035MA,B17001H_036EA,B17001H_036MA,B17001H_037EA,B17001H_037MA,B17001H_038EA,B17001H_038MA,B17001H_039EA,B17001H_039MA,B17001H_040EA,B17001H_040MA,B17001H_041MA,B17001H_041EA,B17001H_042MA,B17001H_042EA,B17001H_043MA,B17001H_043EA,B17001H_044EA,B17001H_044MA,B17001H_045EA,B17001H_045MA,B17001H_046EA,B17001H_046MA,B17001H_047EA,B17001H_047MA,B17001H_048MA,B17001H_048EA,B17001H_049EA,B17001H_049MA,B17001H_050EA,B17001H_050MA,B17001H_051MA,B17001H_051EA,B17001H_052MA,B17001H_052EA,B17001H_053MA,B17001H_053EA,B17001H_054EA,B17001H_054MA,B17001H_055EA,B17001H_055MA,B17001H_056EA,B17001H_056MA,B17001H_057EA,B17001H_057MA,B17001H_058EA,B17001H_058MA,B17001H_059EA,B17001H_059MA,state
0400000US08,3788167,3856,282973,11265,128197,7052,7460,1733,1280,593,10437,2216,3848,1029,926,421,3183,783,25961,2814,17805,2428,10922,1718,13434,1822,18545,2080,8910,1368,5486,1056,154776,6926,6597,1756,1764,687,8310,1577,3076,901,2211,829,2516,955,30400,2951,23720,2497,14999,1924,13557,1674,19154,2079,14029,1898,14443,1655,3505194,12060,1767862,7608,87524,2097,17017,1933,108873,3336,60464,3083,19133,1948,38708,1829,121974,3538,280955,2874,250329,2346,238832,2166,252058,2292,189389,1427,102606,1172,1737332,7202,84194,1926,18178,1742,106506,3132,53956,2319,19517,1950,35102,1881,104875,3458,252768,2766,236596,2191,233157,1848,265625,2129,199598,1836,127260,1911,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5120341,5899,531604,18693,231359,9470,20423,2487,3309,828,20948,2343,9564,1657,4638,1228,8358,1484,38447,3824,26365,2854,20569,2280,25198,2747,30155,2823,14118,1741,9267,1383,300245,11913,20433,2499,3064,747,22030,2808,10524,1915,3544,932,9071,1640,46562,3554,44529,3092,30223,2849,31831,2397,36100,3197,21570,1750,20764,2072,4588737,19687,2283161,10698,127535,2932,25081,2658,159775,4604,89721,4096,28126,1950,58700,2769,175814,3946,297673,3262,288057,2688,314230,2756,333972,3092,240938,1804,143539,2085,2305576,12591,116910,2594,25133,2265,153863,4838,78386,3970,29207,2397,52594,2703,159818,3583,280010,3426,285169,3045,312109,2476,346625,3212,264556,1940,201196,2424,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3669966,4130,566242,18633,247997,10265,24254,2868,4175,1213,28002,2958,12668,1874,4107,891,7620,1535,29095,2804,29756,2678,28464,2804,25643,2349,31576,2776,14447,1579,8190,1273,318245,11272,21445,2427,4315,1287,27879,3470,11972,1979,3837,1080,5786,1062,41667,3502,43433,3655,38401,2792,36442,2824,41058,3205,21604,2168,20406,2175,3103724,18690,1546086,10828,82754,3145,16643,2078,102336,4047,56313,3020,19134,1649,39294,2078,125229,3482,198609,3127,197428,3144,217016,2474,221650,2924,170610,1690,99070,1441,1557638,12002,80447,2661,14472,2135,99654,3957,51390,3503,18317,2001,36775,2364,103042,3419,190552,3479,193522,3223,216864,2785,233771,3212,187437,2319,131395,2395,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2664376,3941,324313,16640,136067,8343,12024,2111,3070,979,12213,2123,5805,1450,1927,804,3480,994,17479,2485,17762,2973,14106,2188,14525,1748,18069,2553,9213,1618,6394,1144,188246,10444,11708,2026,2288,928,14707,2552,4038,1193,1679,699,4317,1273,28274,3214,29873,3080,21629,2673,20524,2686,22090,2406,14157,2024,12962,2010,2340063,17361,1169628,9064,65087,2671,15231,2140,78928,3983,40702,3456,12260,1673,30549,2152,87602,2678,156633,3535,153609,2887,153455,2363,169914,2660,128403,2086,77255,1497,1170435,11109,61503,2502,12198,1999,74629,3727,38469,2775,14696,1560,25460,2251,74764,3416,147846,3861,147336,2953,154190,3111,178305,2419,138356,2143,102683,2330,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,7594356,4823,641473,17986,281014,11015,18084,2363,3858,821,22019,2479,10993,1877,4800,1076,7222,1171,46401,3911,36049,3175,26960,2761,28163,2717,41351,2888,19796,1975,15318,1989,360459,9499,19970,2254,2548,819,20776,2171,9683,1822,3478,952,7572,1280,57443,3507,49836,3473,36986,2752,36038,3034,47599,3325,32801,2763,35729,2903,6952883,18708,3451969,11664,179028,2628,32642,2601,218116,5472,120553,4799,39983,2450,83161,2638,243409,4167,460542,2956,442018,3518,481957,2954,533079,3093,377304,2111,240177,2296,3500914,10140,165259,2386,31599,2251,212743,5504,110200,4928,39590,2511,75692,2761,214867,4103,438946,3845,431978,2929,482205,2977,551743,3395,410287,2768,335805,3202,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2614232,2747,244599,10680,105680,6471,8226,1540,1629,606,8574,1684,3614,868,1616,609,3268,702,20954,3062,12958,1723,9270,1529,10586,1712,13085,1775,5813,939,6087,971,138919,6160,7760,1431,1780,577,8218,1454,2792,721,1901,661,3010,819,31057,2565,18826,2082,13847,1892,11751,1541,15670,1787,8648,946,13659,1430,2369633,10211,1187954,6116,69206,1832,12901,1553,86473,2893,45232,2567,14629,1554,31113,1639,88522,2990,148085,1864,151125,1591,150862,1747,176568,1787,130255,1187,82983,1219,1181679,6079,64670,1323,13294,1582,82252,3131,43396,2462,12975,1310,28999,1567,73596,2944,137972,2070,144575,1902,150410,1586,180631,1848,138270,1064,110639,1640,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1182110,1972,79156,5477,34408,3150,2853,837,400,334,2919,1168,1646,586,464,315,765,431,4711,1208,3674,932,3727,1056,3448,902,5466,1041,2818,727,1517,538,44748,3680,2588,836,215,177,3416,1013,1471,649,1127,615,907,554,5908,1249,6332,1158,5080,1288,4171,1009,6111,1307,4045,978,3377,761,1102954,5660,549423,3630,23923,1159,5377,1340,32084,2310,18164,2033,7634,1104,12269,1255,41559,1467,70166,1051,62755,1216,81321,1211,93261,1087,64256,843,36654,839,553531,3882,22644,1045,5422,998,31438,2148,16139,1910,5942,929,12435,913,37352,1553,64149,1133,62693,1314,83669,1020,96073,1332,67771,1150,47804,1005,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2113842,2445,286196,15317,120282,8294,11491,1674,2282,934,11968,1988,5485,1233,1597,649,4172,1010,16923,1986,13196,2042,12096,2133,10670,1772,16213,2150,8725,1217,5464,1236,165914,8857,12068,1968,2040,743,12741,2085,5557,1531,1816,737,2822,848,23881,2804,22643,2670,20069,2500,17613,2017,21920,2560,13057,1500,9687,1232,1827646,14980,914450,8279,47305,1880,9894,1672,62665,3393,32014,2383,11334,1651,20878,1606,67831,2993,117430,2613,114133,2683,124136,2047,128273,2142,106632,1313,71925,1443,913196,9211,43919,2188,8257,1575,58186,3103,31651,3134,11377,1332,21774,1526,56336,3359,109571,2671,110718,2624,119560,2245,133948,2644,117195,1656,90704,1660,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,584406,1252,48371,5738,21089,3136,893,857,56,95,1321,775,1240,743,186,171,347,237,2492,1075,2800,1192,1774,742,3116,762,3872,932,2297,754,695,290,27282,3721,799,564,210,153,1194,734,345,328,220,249,662,335,4499,858,3469,1396,2079,681,3625,1169,5551,1501,2422,582,2207,649,536035,5718,260833,3169,12180,877,1680,820,14560,1465,8452,1314,2085,586,6262,572,16437,1319,33735,1214,28248,769,34189,781,41808,949,37101,802,24096,420,275202,3961,11916,572,1486,702,14516,1227,8918,1179,2487,576,5285,648,14012,1215,32841,1417,30113,687,35687,1115,45796,1533,42278,585,29867,739,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4368644,3362,304246,9812,134352,5787,8454,1763,1425,530,8087,1204,5079,982,1786,532,3845,794,25028,2546,13589,1401,11363,1647,14529,1444,21095,1954,11482,1206,8590,1297,169894,6116,6413,1110,1009,314,10010,1649,3803,762,1424,512,2856,618,35387,2759,19747,1777,15186,1788,16399,1589,22437,1698,16769,1733,18454,1562,4064398,10554,2038377,6824,114095,1921,23774,2020,136732,2731,74786,2507,24450,1712,48696,1739,143490,2911,270217,1654,266442,1771,273091,1395,312729,2102,214924,1123,134951,1577,2026021,6409,109976,1213,19971,1684,131234,3704,72435,3468,23947,1460,46793,1559,125754,2938,253176,1843,255231,1907,270333,1604,319119,1766,225237,1890,172815,1929,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
