GEO_ID,C17026_001E,C17026_001M,C17026_002E,C17026_002M,C17026_003E,C17026_003M,C17026_004E,C17026_004M,C17026_005E,C17026_005M,C17026_006E,C17026_006M,C17026_007E,C17026_007M,C17026_008E,C17026_008M,NAME,C17026_001EA,C17026_001MA,C17026_002MA,C17026_002EA,C17026_003MA,C17026_003EA,C17026_004MA,C17026_004EA,C17026_005MA,C17026_005EA,C17026_006EA,C17026_006MA,C17026_007EA,C17026_007MA,C17026_008EA,C17026_008MA,state
0400000US56,144525,4783,4289,1101,5950,1370,3790,1137,4012,807,7333,1356,2804,859,116347,3963,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,8934621,23655,328924,9223,482719,11024,342463,10366,334041,10395,476195,12472,187162,7315,6783117,26047,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,727948,11079,48778,4717,60294,4335,38665,4170,36990,3871,48256,4113,20107,2469,474858,9748,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,891935,10679,24581,2716,38382,3340,21538,2933,24120,2536,35725,3125,14784,2308,732805,10450,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,6730268,29102,304719,10707,462889,13253,279772,9112,295004,10406,412681,12277,163249,6833,4811954,27102,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,1472372,11475,39523,3111,48988,4318,32842,3202,37177,3551,56699,3791,22312,2659,1234831,12749,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,5026515,28230,195681,7844,292681,8871,195556,8442,204915,8460,309021,9850,132885,5248,3695776,24857,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,1644205,12629,44416,3524,62490,3901,40563,3919,36804,3030,61556,4484,28698,2843,1369678,14231,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,121529,3987,7531,1494,6230,1461,4559,1384,2701,1082,4130,1190,1754,710,94624,3802,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,743767,8138,18169,2406,27424,2760,21319,2897,24937,2449,42746,3188,16903,2029,592269,6766,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,4632936,21570,187425,8642,277917,8937,161048,6291,159105,5754,237904,8556,93836,4357,3515701,21784,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,2231636,16928,64959,4263,89935,5806,61841,4379,55863,4007,83066,5053,32720,3242,1843252,14764,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,2924244,16447,118323,5940,165498,7359,94373,4794,98917,4190,157228,6512,67625,4318,2222280,16983,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,1550876,14411,55210,3736,84676,4640,55880,4284,57642,4116,88821,4930,39923,3721,1168724,13625,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,3235257,16951,111243,5881,151832,6758,97296,4965,99835,4580,158140,6509,69279,3480,2547632,18126,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,2520001,12884,100936,4842,137465,6175,80433,4894,87459,5211,136386,5735,57237,3072,1920085,13263,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,485628,5777,11870,1564,22747,2332,16670,2292,15931,1661,26785,2165,9805,1334,381820,5426,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,437765,8417,11797,1892,24125,2914,18699,2619,18268,2001,27116,2804,13498,1944,324262,7507,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,495378,8167,32497,3146,42168,3711,25653,2900,24785,2829,32478,2554,13352,1845,324445,7298,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,316849,5403,8859,1631,9061,1281,7327,1533,7915,1500,13187,1892,7598,1358,262902,5616,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,219707,5207,7680,1389,9891,1249,6921,1567,6195,1335,12239,1637,5583,1012,171198,4986,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,1879637,15187,48622,4070,70624,4378,48799,3666,54202,4054,79096,5251,37675,3625,1540619,14624,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,247476,4287,9109,2035,13433,2292,6887,1910,7778,1444,9965,1682,4300,1131,196004,4541,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,1713006,14051,70563,4161,99643,5206,66377,4260,67342,4546,102034,5024,45115,3910,1261932,13892,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,1708168,14564,78146,5042,115165,6190,66680,5072,77010,4749,102286,4822,48587,4216,1220294,14136,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,726748,8743,20872,1940,37318,2745,24556,2405,25795,2481,41926,3161,17444,1815,558837,8029,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
