GEO_ID,C16004_001E,C16004_001M,C16004_002E,C16004_002M,C16004_003E,C16004_003M,C16004_004E,C16004_004M,C16004_005E,C16004_005M,C16004_006E,C16004_006M,C16004_007E,C16004_007M,C16004_008E,C16004_008M,C16004_009E,C16004_009M,C16004_010E,C16004_010M,C16004_011E,C16004_011M,C16004_012E,C16004_012M,C16004_013E,C16004_013M,C16004_014E,C16004_014M,C16004_015E,C16004_015M,C16004_016E,C16004_016M,C16004_017E,C16004_017M,C16004_018E,C16004_018M,C16004_019E,C16004_019M,C16004_020E,C16004_020M,C16004_021E,C16004_021M,C16004_022E,C16004_022M,C16004_023E,C16004_023M,C16004_024E,C16004_024M,C16004_025E,C16004_025M,C16004_026E,C16004_026M,C16004_027E,C16004_027M,C16004_028E,C16004_028M,C16004_029E,C16004_029M,C16004_030E,C16004_030M,C16004_031E,C16004_031M,C16004_032E,C16004_032M,C16004_033E,C16004_033M,C16004_034E,C16004_034M,C16004_035E,C16004_035M,C16004_036E,C16004_036M,C16004_037E,C16004_037M,C16004_038E,C16004_038M,C16004_039E,C16004_039M,C16004_040E,C16004_040M,C16004_041E,C16004_041M,C16004_042E,C16004_042M,C16004_043E,C16004_043M,NAME,C16004_001MA,C16004_001EA,C16004_002MA,C16004_002EA,C16004_003EA,C16004_003MA,C16004_004EA,C16004_004MA,C16004_005EA,C16004_005MA,C16004_006EA,C16004_006MA,C16004_007EA,C16004_007MA,C16004_008EA,C16004_008MA,C16004_009EA,C16004_009MA,C16004_010EA,C16004_010MA,C16004_011EA,C16004_011MA,C16004_012EA,C16004_012MA,C16004_013MA,C16004_013EA,C16004_014MA,C16004_014EA,C16004_015MA,C16004_015EA,C16004_016EA,C16004_016MA,C16004_017EA,C16004_017MA,C16004_018EA,C16004_018MA,C16004_019EA,C16004_019MA,C16004_020MA,C16004_020EA,C16004_021EA,C16004_021MA,C16004_022EA,C16004_022MA,C16004_023MA,C16004_023EA,C16004_024MA,C16004_024EA,C16004_025MA,C16004_025EA,C16004_026EA,C16004_026MA,C16004_027EA,C16004_027MA,C16004_028EA,C16004_028MA,C16004_029EA,C16004_029MA,C16004_030EA,C16004_030MA,C16004_031EA,C16004_031MA,C16004_032EA,C16004_032MA,C16004_033MA,C16004_033EA,C16004_034MA,C16004_034EA,C16004_035MA,C16004_035EA,C16004_036MA,C16004_036EA,C16004_037MA,C16004_037EA,C16004_038EA,C16004_038MA,C16004_039EA,C16004_039MA,C16004_040EA,C16004_040MA,C16004_041EA,C16004_041MA,C16004_042MA,C16004_042EA,C16004_043EA,C16004_043MA,state
0400000US30,1000617,1629,168277,2033,161331,2355,2983,818,2778,821,205,248,2078,891,1717,801,361,265,676,628,321,390,355,468,1209,589,1179,594,30,42,632101,1880,601352,4133,12512,2484,10552,2321,1960,827,8582,1706,7200,1582,1382,766,4071,921,2520,855,1551,642,5584,1617,5169,1513,415,313,200239,1264,193644,1513,1670,811,1189,667,481,401,3077,726,2320,560,757,460,600,341,249,199,351,281,1248,353,1185,352,63,74,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1274994,977,185142,1483,173875,2318,1923,707,1702,712,221,147,3613,1165,2915,1144,698,448,1384,516,1089,472,295,230,4347,1412,3780,1397,567,458,813783,1538,768468,3335,7390,1350,5661,1105,1729,683,23038,2853,18339,2564,4699,1168,7821,1577,5316,1345,2505,836,7066,1485,3134,941,3932,1136,276069,1041,254628,2381,1091,448,916,402,175,180,18397,2154,14952,2048,3445,814,1469,561,659,406,810,426,484,258,306,203,178,148,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,9786428,4242,1699666,5527,1424672,8650,214494,6867,178136,7385,36358,3269,23344,3096,19215,2870,4129,1816,27508,3081,20710,2542,6798,1941,9648,2916,6770,2030,2878,1327,6398188,4908,5572300,14165,514919,10051,263422,9493,251497,8374,134273,9373,100712,7192,33561,4847,132141,5911,83138,4465,49003,4563,44555,6342,31155,4488,13400,3303,1688574,4023,1611221,4659,31695,2622,14685,1940,17010,1989,27611,2952,17390,2528,10221,1759,15636,2115,4603,1098,11033,1805,2411,808,1666,631,745,517,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,9873987,5653,1857805,6258,1557426,10462,215773,8443,170935,8743,44838,4858,32528,4323,28153,3967,4375,1355,33289,3971,23952,2923,9337,2275,18789,3878,15453,3512,3336,1387,6559754,6641,5576046,18804,538867,10777,273714,8860,265153,9402,185988,11070,137990,9888,47998,5658,179776,7632,100908,6856,78868,5290,79077,7935,56909,6400,22168,4378,1456428,5073,1355104,5517,38050,2767,14343,2416,23707,3421,28715,3157,17297,2457,11418,1778,27854,2228,7257,1774,20597,2500,6705,1228,4168,905,2537,772,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,685265,710,131287,739,112958,2278,4207,1266,3556,1179,651,816,1805,714,1333,724,472,347,6166,1519,4542,1542,1624,875,6151,1145,5793,1249,358,426,465978,1632,387055,3886,20291,2841,15600,2605,4691,1415,9908,1843,8094,1607,1814,756,28847,2505,16339,2216,12508,1806,19877,1456,18375,1297,1502,570,88000,1518,73878,1487,1568,449,685,378,883,321,2577,815,1982,741,595,352,5325,857,2064,621,3261,946,4652,681,3456,651,1196,355,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,4599282,4712,800516,5160,747771,5315,40760,3425,32077,2741,8683,2258,5418,1690,4867,1607,551,433,4451,1511,3066,1134,1385,770,2116,1695,1969,1673,147,259,2969103,4298,2802685,6752,100312,5311,51179,5001,49133,3757,31023,3287,23363,3048,7660,1935,28470,3196,12530,2190,15940,2606,6613,2003,4717,1839,1896,1114,829663,3499,804969,3224,9860,1706,5483,1243,4377,1254,7932,1679,6165,1618,1767,689,4741,1386,2073,946,2668,1112,2161,1066,1382,658,779,770,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,597489,710,86717,843,82369,1209,1192,475,796,419,396,299,2201,1024,1577,778,624,610,823,515,667,430,156,157,132,138,132,138,0,157,386897,1353,365682,2050,5178,985,4163,930,1015,498,10680,1785,8670,1566,2010,684,4145,1261,2492,866,1653,733,1212,679,923,471,289,303,123875,1108,116164,1246,900,454,597,299,303,254,5975,1224,3599,713,2376,1050,800,553,301,455,499,425,36,53,36,53,0,157,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,2849853,1173,504681,1120,341611,6571,139418,5721,120387,5423,19031,2650,6522,1708,5781,1635,741,439,13479,2094,10961,1939,2518,733,3651,1328,2932,1102,719,523,1870052,1820,1250796,9280,424108,7990,238572,7996,185536,6878,48759,4946,35878,4159,12881,2208,121639,4596,81599,4282,40040,3242,24750,3841,16490,2465,8260,2640,475120,1480,375706,4200,42752,3164,18936,2314,23816,2675,14801,2236,10434,1784,4367,1226,37058,1653,20101,1926,16957,1949,4803,1320,3045,973,1758,861,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1711910,1698,269303,2351,262192,2894,3742,1207,2454,1059,1288,570,1918,866,1671,833,247,281,460,456,460,456,0,201,991,1023,991,1023,0,201,1081391,2205,1053200,3176,12557,1900,8593,1476,3964,1098,7983,1539,6345,1445,1638,700,5255,1369,2824,924,2431,943,2396,1107,1639,814,757,643,361216,1680,354102,2208,2127,803,1320,598,807,521,3475,1092,1740,562,1735,763,1121,614,814,561,307,252,391,439,233,223,158,240,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,3685043,1828,698284,2116,609349,4585,72322,2946,61406,3171,10916,1865,4250,1051,3155,845,1095,470,7036,1259,5467,1073,1569,742,5327,1967,4147,1444,1180,1403,2367158,2057,2093848,6608,185588,5312,103531,4630,82057,4478,25329,3110,19661,2854,5668,1275,41043,2597,21215,2434,19828,2273,21350,2605,16041,2174,5309,1473,619601,1789,588552,2618,13497,1019,6323,1093,7174,976,6110,1411,3962,940,2148,896,6209,1017,1565,525,4644,921,5233,899,3978,850,1255,523,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,5482917,2177,941454,2648,834465,5528,65906,4316,54701,3855,11205,1890,18736,2085,12650,1739,6086,1170,17399,2397,11674,2216,5725,1495,4948,1533,4320,1500,628,420,3554980,2578,3221671,7536,180420,5545,102338,4411,78082,4591,68789,4707,54289,3893,14500,2239,67734,3454,38726,2983,29008,2754,16366,2991,12595,2452,3771,1350,986483,2500,942829,2607,15381,1628,7636,1102,7745,1304,19327,1936,12671,1538,6656,1209,6631,1248,2645,692,3986,1042,2315,715,1410,461,905,514,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3069357,683,468214,684,17442,2508,450471,2586,97663,6510,352808,6981,190,221,190,221,0,228,111,132,60,100,51,92,0,228,0,228,0,228,1939927,-555555555,99378,7326,1837823,7402,382537,12211,1455286,13597,1698,561,908,488,790,379,928,625,413,401,515,528,100,116,0,228,100,116,661216,-555555555,47219,3482,612994,3628,68843,4348,544151,5653,858,663,572,465,286,280,104,138,104,138,0,228,41,68,41,68,0,228,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,8015583,3162,1367538,4435,1137951,6599,129771,4144,104570,4292,25201,3338,35334,3549,30540,3608,4794,1437,37535,3424,30557,3314,6978,1302,26947,3397,23027,3005,3920,1477,5329820,4934,4382390,13356,432676,6977,229672,9159,203004,8865,200983,9368,158627,8756,42356,3754,212662,9037,131315,6940,81347,5894,101109,6548,73709,5281,27400,3530,1318225,3253,1182856,4510,35655,2176,14934,1906,20721,1933,42504,3170,28513,2611,13991,2186,48087,2506,18070,1925,30017,2620,9123,1689,5685,1328,3438,937,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,707902,1494,122539,1820,114798,2125,1865,707,1577,685,288,162,2029,889,1532,812,497,278,930,498,875,503,55,68,2917,1081,2549,1082,368,281,468930,1365,430667,3788,11181,1959,8509,1636,2672,739,12353,2176,6544,1400,5809,1837,4664,1469,2783,1050,1881,1084,10065,2028,7717,2041,2348,845,116433,867,110295,1248,714,396,666,388,48,57,4292,988,3205,897,1087,505,295,188,236,164,59,90,837,295,665,261,172,144,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,4796771,2634,817053,3019,739617,5405,55215,4568,43890,4676,11325,2413,11617,2428,10267,2349,1350,980,8591,1771,6946,1691,1645,814,2013,1116,1958,1075,55,97,3079964,2711,2833932,7092,155439,5983,85494,5557,69945,4945,47878,4452,36362,3309,11516,2505,34614,3461,17610,2390,17004,2567,8101,1858,7174,1833,927,520,899754,2300,869845,2856,12263,1680,7668,1607,4595,1027,11044,2024,7142,1461,3902,1135,5303,1097,2439,788,2864,793,1299,623,860,413,439,509,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3960198,2170,642073,3020,503973,7052,97142,5422,82051,5580,15091,2556,14422,3013,12136,2766,2286,957,17992,2973,14696,2903,3296,922,8544,3151,6018,2715,2526,1549,2578514,2886,2137033,9990,253893,6582,143282,6138,110611,6709,67980,5608,53588,4877,14392,2395,98292,4596,52819,3518,45473,4076,21316,3556,14008,2782,7308,1885,739611,2367,688164,3379,19672,1962,8945,1579,10727,1620,14027,2101,8771,1499,5256,1317,15235,1415,3756,1032,11479,1257,2513,924,1934,759,579,525,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
