GEO_ID,B22007_001E,B22007_001M,B22007_002E,B22007_002M,B22007_003E,B22007_003M,B22007_004E,B22007_004M,B22007_005E,B22007_005M,B22007_006E,B22007_006M,B22007_007E,B22007_007M,B22007_008E,B22007_008M,B22007_009E,B22007_009M,B22007_010E,B22007_010M,B22007_011E,B22007_011M,B22007_012E,B22007_012M,B22007_013E,B22007_013M,B22007_014E,B22007_014M,B22007_015E,B22007_015M,B22007_016E,B22007_016M,B22007_017E,B22007_017M,B22007_018E,B22007_018M,B22007_019E,B22007_019M,B22007_020E,B22007_020M,B22007_021E,B22007_021M,B22007_022E,B22007_022M,B22007_023E,B22007_023M,B22007_024E,B22007_024M,B22007_025E,B22007_025M,B22007_026E,B22007_026M,B22007_027E,B22007_027M,B22007_028E,B22007_028M,B22007_029E,B22007_029M,B22007_030E,B22007_030M,B22007_031E,B22007_031M,B22007_032E,B22007_032M,B22007_033E,B22007_033M,B22007_034E,B22007_034M,B22007_035E,B22007_035M,B22007_036E,B22007_036M,B22007_037E,B22007_037M,B22007_038E,B22007_038M,B22007_039E,B22007_039M,B22007_040E,B22007_040M,B22007_041E,B22007_041M,B22007_042E,B22007_042M,B22007_043E,B22007_043M,NAME,B22007_001EA,B22007_001MA,B22007_002MA,B22007_002EA,B22007_003MA,B22007_003EA,B22007_004MA,B22007_004EA,B22007_005MA,B22007_005EA,B22007_006MA,B22007_006EA,B22007_007MA,B22007_007EA,B22007_008MA,B22007_008EA,B22007_009MA,B22007_009EA,B22007_010MA,B22007_010EA,B22007_011MA,B22007_011EA,B22007_012MA,B22007_012EA,B22007_013MA,B22007_013EA,B22007_014MA,B22007_014EA,B22007_015MA,B22007_015EA,B22007_016MA,B22007_016EA,B22007_017MA,B22007_017EA,B22007_018MA,B22007_018EA,B22007_019MA,B22007_019EA,B22007_020MA,B22007_020EA,B22007_021MA,B22007_021EA,B22007_022MA,B22007_022EA,B22007_023EA,B22007_023MA,B22007_024MA,B22007_024EA,B22007_025MA,B22007_025EA,B22007_026MA,B22007_026EA,B22007_027MA,B22007_027EA,B22007_028MA,B22007_028EA,B22007_029MA,B22007_029EA,B22007_030MA,B22007_030EA,B22007_031MA,B22007_031EA,B22007_032MA,B22007_032EA,B22007_033MA,B22007_033EA,B22007_034MA,B22007_034EA,B22007_035MA,B22007_035EA,B22007_036MA,B22007_036EA,B22007_037MA,B22007_037EA,B22007_038MA,B22007_038EA,B22007_039MA,B22007_039EA,B22007_040MA,B22007_040EA,B22007_041MA,B22007_041EA,B22007_042MA,B22007_042EA,B22007_043MA,B22007_043EA,state
0400000US08,1372705,11369,100514,5217,38891,3214,4039,902,14009,2046,15341,1990,11942,1843,3399,934,5502,1228,4447,1247,1055,497,61623,4410,12335,1653,2336,658,6391,1140,2695,909,913,565,49288,4196,8434,1904,31736,3435,6685,1264,2433,849,1272191,11419,1029294,10876,131737,4696,232796,7357,537723,8549,501160,7712,36563,3155,127038,4689,114147,4341,12891,2088,242897,7333,86400,4704,5141,1020,45921,3622,27402,2738,7936,1673,156497,5957,11176,1526,81409,4857,48980,3282,14932,2172,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1683176,12254,151093,6718,48807,3858,8758,1460,17216,2306,17317,2089,12767,1815,4550,1178,5516,1403,4818,1332,698,505,102286,5899,19111,2429,3026,957,13081,2000,2708,833,296,246,83175,5267,19042,2523,48950,3804,12873,2094,2310,787,1532083,11776,1199470,14120,179495,5582,272764,8189,599010,10116,555714,9799,43296,3449,148201,6386,134844,5814,13357,1656,332613,9369,110916,5963,9971,2009,65705,3983,27938,3159,7302,1484,221697,6941,25225,2848,122328,6450,61847,4434,12297,1803,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1138927,12100,150012,6569,61541,3778,15469,1962,23496,2237,17786,2254,13751,2120,4035,923,4790,1216,3891,1101,899,431,88471,5056,17239,2320,5355,1149,8224,1711,2995,999,665,330,71232,4411,24595,2339,38641,3570,6920,1348,1076,409,988915,12208,776438,11048,139555,4883,190052,6735,365983,7870,340899,7824,25084,2311,80848,4223,73903,3747,6945,1343,212477,7903,66445,4515,7165,1121,38266,3221,18073,2590,2941,812,146032,6508,24296,2504,78597,4644,34675,3039,8464,1574,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1104847,12302,173943,7539,49058,3747,10377,1741,16142,2169,17358,2425,13286,2156,4072,1017,5181,1351,4220,1217,961,494,124885,6491,20309,2673,6960,1597,10061,1806,2936,1058,352,489,104576,5557,33177,3158,53772,4372,15283,2394,2344,764,930904,11683,699546,11755,117734,4685,185640,7139,329179,8915,303050,8812,26129,2767,66993,4031,61745,4199,5248,1306,231358,6338,67980,4367,9124,1773,38341,3451,16571,2336,3944,1314,163378,5137,23312,2928,91544,4518,40384,3555,8138,1378,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3119101,17843,394837,10478,137624,5878,21155,2275,48602,3819,45709,3690,33817,3170,11892,1949,22158,2474,17464,2154,4694,1098,257213,8937,46116,3620,8852,1571,26490,2723,7964,1646,2810,960,211097,8427,45123,3588,122333,7190,33331,2504,10310,1714,2724264,16635,2155467,15253,291649,5418,484447,9407,1069711,12358,984881,12246,84830,4987,309660,8085,276932,7519,32728,2527,568797,11874,181084,6843,12839,1790,94430,5149,54814,4132,19001,2555,387713,9595,37873,3326,196824,7302,115071,5890,37945,3225,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,800329,8263,76151,3536,26048,2313,3354,913,9015,1453,9565,1496,8078,1337,1487,545,4114,959,3226,837,888,497,50103,3506,9744,1739,1577,518,6042,1519,1788,714,337,320,40359,2873,6548,1248,26435,2336,6008,1012,1368,401,724178,8606,596094,8913,88317,3217,116166,4473,322234,7186,308346,7384,13888,1777,69377,3356,65848,3288,3529,816,128084,4904,47399,3195,2105,598,29292,2736,13572,1832,2430,840,80685,4139,6724,1123,44408,3436,24265,2030,5288,1169,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,341752,6363,20387,2239,7315,1424,842,441,2114,717,2864,951,1984,844,880,478,1495,612,1323,598,172,146,13072,1947,2092,766,590,378,875,396,502,427,125,141,10980,1715,3474,1111,5056,1109,1633,799,817,461,321365,6227,266994,5997,36816,2242,57897,3628,129749,5344,120510,4999,9239,1500,42532,2622,39366,2699,3166,836,54371,3750,20097,2199,1142,541,11146,1817,6212,1360,1597,742,34274,2972,2836,734,19219,2470,9082,1368,3137,1122,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,769134,11117,86415,5087,27371,2688,5571,1135,9670,1569,10112,1641,7306,1473,2806,1029,2018,640,1614,607,404,280,59044,4227,9157,1651,2755,809,4792,1339,1234,509,376,383,49887,4137,15992,2482,28061,3737,4574,1281,1260,701,682719,10256,526090,9182,96576,4158,137553,5287,243726,6801,227323,6680,16403,2037,48235,3481,44802,3489,3433,1015,156629,6584,48489,4248,5659,1326,29129,3199,12139,2345,1562,781,108140,4775,16292,2013,60109,3785,27058,2698,4681,940,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,238399,6155,27206,2752,8277,1522,1033,405,3028,1002,2793,932,2087,832,706,486,1423,607,1310,594,113,109,18929,2585,3403,1050,405,367,2549,820,434,306,15,25,15526,2392,2307,834,9857,2049,2939,1017,423,306,211193,5249,165557,4731,32781,2116,39350,3118,71346,4014,64112,3686,7234,1598,22080,2255,20441,2222,1639,542,45636,3392,14820,1904,805,427,8826,1464,3914,893,1275,604,30816,2712,3191,1007,15169,1890,9800,1400,2656,830,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1396827,9648,94157,3845,32767,2676,3005,549,11716,1620,12318,1583,10244,1426,2074,592,5728,1140,4691,1128,1037,459,61390,3220,12762,1525,1404,476,7163,1230,3387,1036,808,368,48628,2752,9224,1516,29210,2178,7930,1399,2264,714,1302670,10064,1070344,10576,152772,3667,193804,5723,576753,8678,551330,8507,25423,2202,147015,4247,139200,4151,7815,1161,232326,5604,83538,4248,3884,846,45464,3077,28394,2454,5796,983,148788,4655,8615,1184,81573,4207,46700,3023,11900,1742,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
