GEO_ID,C07401_001E,C07401_001M,C07401_002E,C07401_002M,C07401_003E,C07401_003M,C07401_004E,C07401_004M,C07401_005E,C07401_005M,C07401_006E,C07401_006M,C07401_007E,C07401_007M,C07401_008E,C07401_008M,C07401_009E,C07401_009M,C07401_010E,C07401_010M,C07401_011E,C07401_011M,C07401_012E,C07401_012M,C07401_013E,C07401_013M,C07401_014E,C07401_014M,C07401_015E,C07401_015M,C07401_016E,C07401_016M,C07401_017E,C07401_017M,C07401_018E,C07401_018M,C07401_019E,C07401_019M,C07401_020E,C07401_020M,C07401_021E,C07401_021M,C07401_022E,C07401_022M,C07401_023E,C07401_023M,C07401_024E,C07401_024M,C07401_025E,C07401_025M,C07401_026E,C07401_026M,C07401_027E,C07401_027M,C07401_028E,C07401_028M,C07401_029E,C07401_029M,C07401_030E,C07401_030M,C07401_031E,C07401_031M,C07401_032E,C07401_032M,C07401_033E,C07401_033M,C07401_034E,C07401_034M,C07401_035E,C07401_035M,C07401_036E,C07401_036M,C07401_037E,C07401_037M,C07401_038E,C07401_038M,C07401_039E,C07401_039M,C07401_040E,C07401_040M,C07401_041E,C07401_041M,C07401_042E,C07401_042M,C07401_043E,C07401_043M,C07401_044E,C07401_044M,C07401_045E,C07401_045M,C07401_046E,C07401_046M,C07401_047E,C07401_047M,C07401_048E,C07401_048M,C07401_049E,C07401_049M,C07401_050E,C07401_050M,NAME,C07401_001MA,C07401_001EA,C07401_002MA,C07401_002EA,C07401_003EA,C07401_003MA,C07401_004MA,C07401_004EA,C07401_005MA,C07401_005EA,C07401_006MA,C07401_006EA,C07401_007MA,C07401_007EA,C07401_008MA,C07401_008EA,C07401_009MA,C07401_009EA,C07401_010MA,C07401_010EA,C07401_011MA,C07401_011EA,C07401_012MA,C07401_012EA,C07401_013MA,C07401_013EA,C07401_014MA,C07401_014EA,C07401_015MA,C07401_015EA,C07401_016MA,C07401_016EA,C07401_017MA,C07401_017EA,C07401_018MA,C07401_018EA,C07401_019MA,C07401_019EA,C07401_020MA,C07401_020EA,C07401_021MA,C07401_021EA,C07401_022MA,C07401_022EA,C07401_023MA,C07401_023EA,C07401_024MA,C07401_024EA,C07401_025EA,C07401_025MA,C07401_026MA,C07401_026EA,C07401_027MA,C07401_027EA,C07401_028MA,C07401_028EA,C07401_029MA,C07401_029EA,C07401_030MA,C07401_030EA,C07401_031MA,C07401_031EA,C07401_032MA,C07401_032EA,C07401_033MA,C07401_033EA,C07401_034MA,C07401_034EA,C07401_035MA,C07401_035EA,C07401_036MA,C07401_036EA,C07401_037MA,C07401_037EA,C07401_038MA,C07401_038EA,C07401_039MA,C07401_039EA,C07401_040MA,C07401_040EA,C07401_041MA,C07401_041EA,C07401_042MA,C07401_042EA,C07401_043MA,C07401_043EA,C07401_044MA,C07401_044EA,C07401_045MA,C07401_045EA,C07401_046MA,C07401_046EA,C07401_047EA,C07401_047MA,C07401_048MA,C07401_048EA,C07401_049MA,C07401_049EA,C07401_050MA,C07401_050EA,state
0400000US08,5559024,18583,271399,4612,922149,5916,507794,5696,860689,8227,774412,6342,705642,5602,713903,3763,500777,3315,302259,3026,4626834,24416,217230,5562,795641,8587,335634,8050,613734,9454,652499,7300,621269,6011,644866,4416,465191,4001,280770,3540,442917,16982,26648,3268,70493,6397,73575,5366,116618,6121,61988,4639,40973,3478,27157,3144,15550,1898,9915,1671,285813,14321,15743,2813,32436,4703,60908,4885,79393,5090,34866,3749,25207,3166,21739,2916,10081,1725,5440,1249,203460,10631,11778,2013,23579,3306,37677,3372,50944,4495,25059,3202,18193,2893,20141,2599,9955,1678,6134,1724,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6572108,17383,338842,5313,1140186,6252,644506,6610,871416,6738,819796,6150,837243,4995,872564,3565,613164,3509,434391,2893,5614432,25211,271096,5774,985446,9255,440370,8632,658929,8581,710727,6891,757480,6605,807984,5026,580957,3648,401443,4053,570401,17567,41616,3631,103072,7102,107143,5841,123485,6424,66998,4981,50134,4210,38753,3275,18415,2260,20785,2302,250712,11094,17276,2438,33630,4130,68866,4736,56285,4380,27245,2787,16720,2459,15538,2354,6832,1283,8320,1662,136563,9982,8854,1828,18038,3328,28127,3419,32717,3064,14826,2611,12909,2178,10289,1629,6960,1423,3843,1000,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4392237,13301,215680,4374,733914,6231,414725,5169,576660,5694,549844,4795,573035,4068,596471,3627,435939,2352,295969,2009,3744188,18273,170160,4170,627041,6633,284983,7224,440556,7361,459577,6540,516527,5449,554129,4365,412692,3106,278523,2438,385723,14419,29987,3046,70025,5550,71335,5528,76317,5384,53908,4549,33649,2999,26333,2684,13093,2059,11076,1665,161812,10445,10070,1780,21663,3319,37175,3010,37027,3556,22884,3155,13445,2313,9860,1711,5745,1144,3943,1010,100514,9498,5463,1486,15185,4015,21232,2319,22760,3205,13475,2488,9414,1604,6149,1530,4409,1133,2427,778,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4604014,12179,244285,4791,790945,5139,434286,6044,650631,8739,590341,5914,567379,6157,604087,4330,436076,4272,285984,3106,4033845,20655,199891,5688,702443,7900,342289,8055,514153,8221,512853,6961,513674,7096,564857,4489,414575,4138,269110,3668,333806,16572,30560,3953,57324,6040,48612,5059,76358,6872,43376,4179,32875,3440,23524,3072,11967,1860,9210,1684,141037,10177,8509,2030,20102,3642,26345,2727,33521,3386,22617,2884,12506,2370,7419,1058,4696,1023,5322,1338,95326,8182,5325,1570,11076,2221,17040,2396,26599,4198,11495,2226,8324,1624,8287,1986,4838,1401,2342,912,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12630112,22755,615064,6619,2100557,7227,1189590,8726,1766885,9204,1646144,8007,1638857,5904,1677497,3771,1146680,4016,848838,3134,11029483,28667,517499,7468,1876872,10080,885086,10247,1361979,12433,1439916,10990,1503760,8047,1562170,5564,1088107,4098,794094,4344,977256,25592,67332,5419,155770,10475,148935,7222,251422,9683,132057,6933,82261,5839,70160,4503,33498,2654,35821,2979,318340,13194,17506,2417,36539,4136,72850,4439,80325,5010,41200,3985,27012,3172,21931,2734,11160,1684,9817,1660,305033,15164,12727,2261,31376,4628,82719,4850,73159,5439,32971,3974,25824,3228,23236,2432,13915,2191,9106,1798,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3104793,8085,160053,3754,531573,3498,314093,5446,390665,5042,382503,4450,367389,3620,419539,2741,301282,2198,237696,1290,2662849,14455,131333,3041,470758,6139,193820,5588,300528,6335,332437,5578,336484,3513,392227,3540,283785,2796,221477,2166,257959,12028,18573,2456,40154,4552,59152,3616,53848,4249,29804,3518,18255,2211,16004,2174,10544,2131,11625,1775,113326,6321,6313,1439,13526,2040,38973,3143,22221,2513,12300,1814,7511,1612,6678,1364,2788,827,3016,746,70659,5916,3834,1102,7135,1419,22148,2702,14068,2207,7962,1652,5139,1434,4630,1276,4165,1116,1578,562,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1333981,6077,50327,2148,193870,2390,123159,2796,166003,3113,153956,2464,188077,2398,213771,2116,146242,2087,98576,1447,1170412,9723,42818,2137,174755,3285,87892,3426,127100,3254,133847,3176,173430,2842,200936,2212,137736,2183,91898,1322,85531,8027,4553,1302,12031,2581,16836,2812,19798,2644,12246,2190,7395,1892,5868,1185,3538,846,3266,951,34405,4370,1569,547,3884,1362,7834,1315,9217,1948,3711,1105,2840,923,2912,921,1438,822,1000,497,43633,3966,1387,801,3200,956,10597,1953,9888,1807,4152,1114,4412,1221,4055,1051,3530,1028,2412,886,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2963792,10001,149554,4070,514746,5091,285476,5671,388809,5665,366201,4737,371635,4976,382043,3285,295296,2907,210032,2084,2539294,19535,119662,4825,437887,7032,202471,6053,300605,6562,314018,6053,334444,5283,352545,3605,281205,3296,196457,2354,245956,13756,19357,2390,48398,4611,44733,3708,50088,5027,30847,3504,20752,2893,15937,1923,7528,1413,8316,1383,108818,9061,6598,1724,16996,2954,25349,2808,23481,3358,13210,2329,9722,1965,7545,1400,3226,838,2691,894,69724,7078,3937,1400,11465,2680,12923,1467,14635,2317,8126,2134,6717,1801,6016,1314,3337,970,2568,736,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,954902,6437,44728,1589,149475,2152,86602,2521,127271,3418,112556,2082,121847,2004,133373,1638,106034,1456,73016,1260,853523,7519,39703,1712,135213,2850,65615,2071,103010,3460,100949,2186,114013,2465,124585,1822,101280,1692,69155,1463,58690,5872,3856,1327,9591,2239,10170,1612,13094,2085,7178,1592,4982,1258,4991,1064,2627,852,2201,825,9294,1878,429,347,556,369,1700,700,2443,1110,1029,707,1031,629,1107,504,601,377,398,243,33395,5130,740,424,4115,1575,9117,1818,8724,2489,3400,1067,1821,778,2690,1016,1526,592,1262,631,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5529588,12137,286682,4494,941684,3517,502469,5627,750814,6711,711822,4171,687521,3923,757682,2935,513419,2906,377495,1534,4781432,18432,239939,4551,842647,7551,332814,7069,573046,7539,620758,5573,632710,4802,706352,4035,484879,3308,348287,2610,380857,16654,24712,2820,59710,6065,73508,4910,89465,5694,50800,3922,28547,2706,24334,2584,12219,1531,17562,1950,255071,11838,16936,2603,30762,3733,59191,3546,61650,4690,31831,3397,18959,2083,18452,2244,9268,1629,8022,1152,112228,8305,5095,1353,8565,1718,36956,3061,26653,4406,8433,1575,7305,1757,8544,1322,7053,1900,3624,853,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
