GEO_ID,C27001A_001E,C27001A_001M,C27001A_002E,C27001A_002M,C27001A_003E,C27001A_003M,C27001A_004E,C27001A_004M,C27001A_005E,C27001A_005M,C27001A_006E,C27001A_006M,C27001A_007E,C27001A_007M,C27001A_008E,C27001A_008M,C27001A_009E,C27001A_009M,C27001A_010E,C27001A_010M,NAME,C27001A_001EA,C27001A_001MA,C27001A_002EA,C27001A_002MA,C27001A_003EA,C27001A_003MA,C27001A_004EA,C27001A_004MA,C27001A_005MA,C27001A_005EA,C27001A_006EA,C27001A_006MA,C27001A_007EA,C27001A_007MA,C27001A_008EA,C27001A_008MA,C27001A_009EA,C27001A_009MA,C27001A_010EA,C27001A_010MA,state
0400000US08,4720426,16725,1074755,8760,1025419,9837,49336,5600,2920279,11623,2636046,14906,284233,11805,725392,2958,721166,3217,4226,1099,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,5465964,11593,1277341,7719,1192846,10264,84495,6065,3260686,7889,2935744,13570,324942,11876,927937,2198,922949,2635,4988,1532,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,3811689,6366,873301,4502,840544,5061,32757,4641,2279564,5141,2114557,9606,165007,8289,658824,1701,656964,1796,1860,866,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2828937,7596,634817,5544,613794,5061,21023,3268,1690254,6022,1508438,9826,181816,9278,503866,2138,501861,2298,2005,1175,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,9023893,26484,2015269,12556,1950945,13567,64324,6138,5450837,17236,5001919,19096,448918,15100,1557787,3924,1548528,4409,9259,1990,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2809061,5748,666760,4890,649318,5495,17442,2990,1640813,4427,1543567,6379,97246,5659,501488,1304,500373,1404,1115,539,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1239550,3077,247718,2345,241886,2544,5832,1419,761270,3187,700200,5062,61070,3990,230562,713,230275,772,287,220,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2268581,6884,520052,4964,497022,5144,23030,3885,1319738,5344,1174611,7392,145127,6526,428791,1786,427564,1852,1227,547,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,651779,4776,127963,2466,122518,3166,5445,1856,379975,3377,349510,4268,30465,4048,143841,906,143545,896,296,389,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,4585781,8128,1013860,4795,984570,5553,29290,3521,2761517,5496,2628175,7414,133342,5527,810404,1538,808858,1613,1546,646,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,929125,2532,200972,2344,190796,2569,10176,2083,543327,2486,486875,5299,56452,4395,184826,910,184295,925,531,293,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1247608,1820,238783,1701,226011,2453,12772,1859,746683,2019,663761,5954,82922,5895,262142,725,261801,794,341,204,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,6972434,19175,1503249,11960,1422122,12990,81127,8247,4158906,11204,3563501,17939,595405,16403,1310279,3125,1305539,3127,4740,1223,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,6040307,18555,1400033,10230,1282030,11451,118003,8209,3610957,13117,2971687,19908,639270,20055,1029317,3906,1023443,3839,5874,1516,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,456878,3201,103777,1866,96183,2417,7594,1764,288612,2542,251100,4418,37512,4305,64489,777,64372,787,117,102,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,3258739,7335,712463,5438,691521,6519,20942,3411,1912281,4599,1655232,10513,257049,9857,633995,1777,632584,1789,1411,672,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,583531,1340,113225,1327,111628,1595,1597,733,354961,1686,334339,2401,20622,2234,115345,452,115246,461,99,94,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1903792,16580,404654,9020,372768,8268,31886,5406,1133350,9119,988454,9654,144896,7184,365788,2358,363509,2481,2279,843,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,1657942,2457,349716,2663,337337,3969,12379,3089,971047,2985,880746,6888,90301,5902,337179,800,335993,1093,1186,694,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,2792197,8501,645586,5432,606640,5777,38946,3196,1640768,5514,1351601,9154,289167,8724,505843,1531,503052,1729,2791,1102,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,4906402,8660,1052009,5931,1012796,6500,39213,3253,2946796,5736,2759976,9709,186820,7374,907597,1962,905908,2140,1689,598,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,2062504,22245,411232,8623,398366,8556,12866,2366,1208064,14322,1101005,13620,107059,7083,443208,7164,440005,7061,3203,908,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,5602057,16126,1227617,9474,1171318,9913,56299,4712,3370967,9858,3006922,15191,364045,13798,1003473,2871,995801,3052,7672,1773,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,638260,2466,148365,1317,140733,2205,7632,1644,383798,2098,356637,3464,27161,2657,106097,611,105927,630,170,197,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,3356303,9093,705201,5391,673270,6500,31931,4209,1966417,6275,1688011,13383,278406,12721,684685,1849,683852,1815,833,438,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,3485125,11827,720818,6827,699118,7312,21700,3911,2087247,7162,1891710,10336,195537,9531,677060,2086,674329,2178,2731,1143,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,519248,2966,125888,2382,117816,3325,8072,2082,303304,2875,261889,4604,41415,3729,90056,1322,89871,1362,185,273,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,23259740,67926,5306532,30175,5143109,28992,163423,10051,14085879,41213,12702017,43419,1383862,27975,3867329,10148,3839949,10146,27380,2893,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,1701491,3926,389186,3704,369432,4568,19754,2986,982847,3546,822549,8450,160298,8939,329458,1233,328959,1291,499,375,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,2655957,13078,527914,6476,515922,6465,11992,2724,1607658,8839,1517706,10757,89952,6363,520385,2324,518857,2442,1528,612,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,20802455,41437,5592254,23864,4945607,28212,646647,23147,12324477,25051,9384553,42612,2939924,39672,2885724,8012,2838907,8872,46817,5568,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,3252235,14259,681275,6726,662319,7337,18956,3422,1957291,9854,1848704,9316,108587,7297,613669,2717,611257,2853,2412,709,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,15711574,36535,2977532,17101,2763123,16959,214409,11306,9016375,23799,7374753,33483,1641622,31082,3717667,6740,3682476,7270,35191,4691,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,5280185,17292,1033113,8280,1020401,8277,12712,2732,3268151,12266,3161339,13276,106812,7884,978921,3059,977279,3129,1642,481,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
