GEO_ID,C27001A_001E,C27001A_001M,C27001A_002E,C27001A_002M,C27001A_003E,C27001A_003M,C27001A_004E,C27001A_004M,C27001A_005E,C27001A_005M,C27001A_006E,C27001A_006M,C27001A_007E,C27001A_007M,C27001A_008E,C27001A_008M,C27001A_009E,C27001A_009M,C27001A_010E,C27001A_010M,NAME,C27001A_001EA,C27001A_001MA,C27001A_002EA,C27001A_002MA,C27001A_003EA,C27001A_003MA,C27001A_004EA,C27001A_004MA,C27001A_005MA,C27001A_005EA,C27001A_006EA,C27001A_006MA,C27001A_007EA,C27001A_007MA,C27001A_008EA,C27001A_008MA,C27001A_009EA,C27001A_009MA,C27001A_010EA,C27001A_010MA,state
0400000US11,293704,4657,41524,2484,41129,2478,395,360,220505,3060,217170,3066,3335,943,31675,769,31418,810,257,319,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,2686612,9991,815043,5253,766516,7276,48527,5892,1545734,6950,1394023,10084,151711,9264,325835,1546,323900,1706,1935,745,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,12241093,34529,2490011,16627,2431655,18147,58356,7074,7435462,22573,7019415,23260,416047,13529,2315620,6490,2307247,6733,8373,2121,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,5894799,22624,1262403,10394,1223198,11364,39205,4827,3530041,15552,3224039,16040,306002,12186,1102355,4039,1096873,4000,5482,1551,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,9351897,11136,2057874,7620,1956513,9948,101361,7523,5583539,7729,5137433,14820,446106,13707,1710484,3285,1704716,3729,5768,1521,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,4953610,8169,1121303,5326,1055384,7911,65919,6040,2939416,5863,2570580,12706,368836,11244,892891,2141,889139,2545,3752,1132,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,10125200,17336,2063978,10469,1963565,13080,100413,7105,6042296,11993,5638089,13521,404207,10727,2018926,3019,2013961,3154,4965,1115,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,7758880,9829,1660647,7038,1603981,7611,56666,4809,4645082,7287,4312774,11670,332308,10096,1453151,2236,1449673,2395,3478,915,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,1643633,5703,407247,3617,388019,4186,19228,2534,959148,4402,858955,6457,100193,5461,277238,1146,276612,1214,626,334,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,1559281,8335,411207,4898,385547,5650,25660,4243,888558,5282,751481,9443,137077,7727,259516,1375,258912,1406,604,318,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,1576741,12430,368620,7772,352924,8262,15696,2839,902339,7151,792724,10532,109615,8058,305782,2808,303565,2766,2217,876,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,316506,4839,54149,2544,52724,2533,1425,773,191087,3167,182346,3546,8741,1628,71270,815,71063,838,207,181,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,728105,2482,170793,2331,164007,2923,6786,1567,424344,2062,381107,4106,43237,3732,132968,600,132793,588,175,142,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,5556854,17599,1181439,9414,1152263,10842,29176,4514,3378068,10758,3105868,12187,272200,12001,997347,3002,994950,3161,2397,923,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,840435,9301,157272,3981,153514,3850,3758,1559,523121,6599,497661,6633,25460,3410,160042,1132,159874,1166,168,184,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,5523113,22482,1264606,11215,1169111,12937,95495,7904,3142084,15447,2719487,19019,422597,15834,1116423,3015,1109359,3479,7064,1544,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,5164468,10527,1142416,7180,1084374,8775,58042,6158,3086272,6741,2669734,14569,416538,14969,935780,2147,933532,2207,2248,601,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,2403655,8515,593385,4918,564223,5660,29162,3416,1400753,5747,1240511,7301,160242,6493,409517,1982,408528,1959,989,370,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
