GEO_ID,C16006_001E,C16006_001M,C16006_002E,C16006_002M,C16006_003E,C16006_003M,C16006_004E,C16006_004M,C16006_005E,C16006_005M,C16006_006E,C16006_006M,NAME,C16006_001EA,C16006_001MA,C16006_002EA,C16006_002MA,C16006_003MA,C16006_003EA,C16006_004EA,C16006_004MA,C16006_005EA,C16006_005MA,C16006_006MA,C16006_006EA,state
0400000US08,1131367,1664,558377,16195,568250,16676,361114,12821,207136,11391,4740,2075,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,426504,2386,164606,8028,260987,7959,159607,7774,101380,6788,911,462,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,144583,2651,46508,4344,96111,4106,47846,3844,48265,3302,1964,961,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,215922,2673,83143,5101,131414,6089,64260,5492,67154,5264,1365,582,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2024122,1753,466410,14854,1547395,14543,964891,15845,582504,16822,10317,1887,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,172105,1209,63348,5513,107862,5251,65066,4553,42796,3762,895,414,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,48221,755,22728,2181,25172,2219,15210,2151,9962,1732,321,249,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,207694,2442,67625,6048,139467,5489,76236,5394,63231,4092,602,549,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,82784,-555555555,21185,3168,61429,3153,37616,3542,23813,2777,170,151,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,10
0400000US27,277789,1407,97909,5806,176654,6002,103661,5515,72993,5577,3226,1122,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,37045,1412,27067,2635,8948,2101,7076,1869,1872,886,1030,516,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,20830,622,14537,1363,5994,1241,4660,1016,1334,616,299,264,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,891189,2946,206176,12018,681845,12495,391164,12172,290681,8480,3168,1210,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,921969,4174,209316,12260,705903,12484,390775,11100,315128,11695,6750,2852,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,47831,810,24577,3207,21862,3337,16318,2891,5544,1753,1392,964,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,186854,3133,60299,4761,124625,6039,69601,5249,55024,4478,1930,1147,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,11454,707,6496,1135,4614,886,3663,876,951,452,344,218,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,806245,674,220702,10454,580161,10745,356122,9743,224039,8846,5382,1677,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,24061,1824,13875,2079,10168,2210,7470,1824,2698,864,18,45,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,381613,1289,135338,6651,244983,6254,149975,5245,95008,4782,1292,585,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
