GEO_ID,C16006_001E,C16006_001M,C16006_002E,C16006_002M,C16006_003E,C16006_003M,C16006_004E,C16006_004M,C16006_005E,C16006_005M,C16006_006E,C16006_006M,NAME,C16006_001EA,C16006_001MA,C16006_002EA,C16006_002MA,C16006_003MA,C16006_003EA,C16006_004EA,C16006_004MA,C16006_005EA,C16006_005MA,C16006_006MA,C16006_006EA,state
0400000US55,363265,1093,139096,6950,222686,6853,137134,5765,85552,4833,1483,594,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,3029857,4683,158003,9805,2870037,11477,535658,15595,2334379,18484,1817,605,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,733468,3738,195853,8988,531622,8578,296988,9783,234634,10352,5993,1974,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,24409,1730,14225,1771,10144,1828,8303,1630,1841,648,40,67,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,266525,4178,80346,7201,184564,7132,107399,6612,77165,5334,1615,787,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,505112,1463,164213,9719,337300,9628,206138,8229,131162,7822,3599,1363,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,52516,975,32386,2906,19814,2920,14422,2485,5392,1911,316,296,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,14282879,1127,3849684,45015,10363564,44970,6304599,38093,4058965,35753,69631,7267,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,78810,2625,30543,4099,47972,4079,23882,2942,24090,2970,295,282,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,542533,661,159378,8191,379914,8349,215004,8835,164910,7349,3241,1188,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,10365038,2808,2827836,44305,7516221,44846,4465177,39040,3051044,34843,20981,3447,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,563376,985,122055,6664,436922,6873,234223,7640,202699,7784,4399,1460,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,5194869,2313,978522,23142,4192118,23165,2367097,27930,1825021,24790,24229,4287,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,772551,1483,192110,9431,571900,9524,318889,9033,253011,9364,8541,2209,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,71319,-555555555,23670,3193,47274,3168,26022,2529,21252,3253,375,346,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,11
0400000US49,404028,830,138730,8428,264382,8610,172760,7472,91622,5813,916,515,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,3448521,2755,821668,23313,2604976,23153,1440971,19659,1164005,21933,21877,3239,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,1682744,1149,363181,12919,1307426,12239,729730,14271,577696,14279,12137,2601,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,411815,3400,206345,7366,202838,7489,121600,6575,81238,5788,2632,1126,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,228693,2452,111004,7002,116684,6669,70857,5495,45827,4742,1005,598,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,879624,1508,310626,10435,563353,10510,325115,10679,238238,11200,5645,2204,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,470263,1431,235297,9074,232251,9057,152342,7797,79909,5367,2715,1105,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,190571,1334,71018,5229,118674,5615,64212,4374,54462,4143,879,640,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,200283,1412,81186,7324,118739,7025,72314,5365,46425,4443,358,295,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,956436,929,456676,12839,496707,12714,350056,11923,146651,8062,3053,783,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,132575,593,94648,4009,26383,3724,19667,2918,6716,2304,11544,2631,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,30668,935,15896,1896,14127,2007,8840,1563,5287,1224,645,487,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,871873,895,299599,12638,566036,12691,337856,10826,228180,9363,6238,1855,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,152610,784,35246,4827,116611,4759,64726,4999,51885,4988,753,519,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,2069026,729,741396,19049,1318141,19131,877896,16134,440245,12857,9489,3124,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,330649,2567,101023,7135,228088,7386,126941,7171,101147,5978,1538,814,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,312840,1670,112327,6613,198947,6417,116230,5343,82717,5442,1566,1149,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
