GEO_ID,C08124_001E,C08124_001M,C08124_002E,C08124_002M,C08124_003E,C08124_003M,C08124_004E,C08124_004M,C08124_005E,C08124_005M,C08124_006E,C08124_006M,C08124_007E,C08124_007M,C08124_008E,C08124_008M,C08124_009E,C08124_009M,C08124_010E,C08124_010M,C08124_011E,C08124_011M,C08124_012E,C08124_012M,C08124_013E,C08124_013M,C08124_014E,C08124_014M,C08124_015E,C08124_015M,C08124_016E,C08124_016M,C08124_017E,C08124_017M,C08124_018E,C08124_018M,C08124_019E,C08124_019M,C08124_020E,C08124_020M,C08124_021E,C08124_021M,C08124_022E,C08124_022M,C08124_023E,C08124_023M,C08124_024E,C08124_024M,C08124_025E,C08124_025M,C08124_026E,C08124_026M,C08124_027E,C08124_027M,C08124_028E,C08124_028M,C08124_029E,C08124_029M,C08124_030E,C08124_030M,C08124_031E,C08124_031M,C08124_032E,C08124_032M,C08124_033E,C08124_033M,C08124_034E,C08124_034M,C08124_035E,C08124_035M,C08124_036E,C08124_036M,C08124_037E,C08124_037M,C08124_038E,C08124_038M,C08124_039E,C08124_039M,C08124_040E,C08124_040M,C08124_041E,C08124_041M,C08124_042E,C08124_042M,NAME,C08124_001MA,C08124_001EA,C08124_002MA,C08124_002EA,C08124_003MA,C08124_003EA,C08124_004MA,C08124_004EA,C08124_005MA,C08124_005EA,C08124_006MA,C08124_006EA,C08124_007MA,C08124_007EA,C08124_008MA,C08124_008EA,C08124_009MA,C08124_009EA,C08124_010MA,C08124_010EA,C08124_011MA,C08124_011EA,C08124_012MA,C08124_012EA,C08124_013MA,C08124_013EA,C08124_014MA,C08124_014EA,C08124_015MA,C08124_015EA,C08124_016MA,C08124_016EA,C08124_017MA,C08124_017EA,C08124_018MA,C08124_018EA,C08124_019MA,C08124_019EA,C08124_020MA,C08124_020EA,C08124_021MA,C08124_021EA,C08124_022MA,C08124_022EA,C08124_023MA,C08124_023EA,C08124_024MA,C08124_024EA,C08124_025MA,C08124_025EA,C08124_026MA,C08124_026EA,C08124_027MA,C08124_027EA,C08124_028MA,C08124_028EA,C08124_029MA,C08124_029EA,C08124_030MA,C08124_030EA,C08124_031MA,C08124_031EA,C08124_032MA,C08124_032EA,C08124_033MA,C08124_033EA,C08124_034EA,C08124_034MA,C08124_035MA,C08124_035EA,C08124_036MA,C08124_036EA,C08124_037MA,C08124_037EA,C08124_038MA,C08124_038EA,C08124_039MA,C08124_039EA,C08124_040MA,C08124_040EA,C08124_041MA,C08124_041EA,C08124_042MA,C08124_042EA,state
0400000US08,2963212,17754,1269551,13895,475055,11703,639032,14599,268456,10343,290138,8926,20980,2204,2220259,19615,938498,12577,351129,10123,483306,12777,208507,9037,227467,8226,11352,1731,253437,10333,85391,5205,49300,4399,51055,4027,38000,3678,28877,3197,814,569,81665,5061,34948,2784,19997,3405,15360,2252,2641,719,8719,1804,0,204,154331,6439,63122,3720,31176,3208,30047,2893,7223,1568,14464,2205,8299,1085,253520,8712,147592,5528,23453,2462,59264,4005,12085,2386,10611,1833,515,614,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3175022,18082,1098986,16826,513233,11455,661450,13780,273499,8083,626525,11676,1329,439,2631206,20103,917905,15231,410406,10945,552221,12592,231448,6698,518293,10856,933,385,282715,9460,75655,4838,53124,4023,51727,3774,29302,3519,72840,4952,67,123,29453,3251,9865,1557,6601,1565,7023,1711,1092,340,4872,1265,0,198,109363,5600,30831,2994,28862,2877,19904,2234,6163,1253,23543,2642,60,101,122285,5492,64730,4115,14240,2359,30575,2793,5494,1289,6977,1407,269,174,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1964958,15267,683699,12598,330464,10588,416875,11725,175555,6824,351343,8982,7022,805,1618938,17895,567608,11613,261489,9952,348626,10864,144126,6450,294291,8962,2798,772,183996,8639,53587,3587,37279,3559,33387,3135,20602,2855,38169,3558,972,482,19302,2508,4514,1010,5783,1485,4530,1246,458,299,4017,1259,0,197,62958,3873,16531,2101,15062,2305,12081,1729,5055,1455,10977,2112,3252,515,79764,4166,41459,3523,10851,2046,18251,1946,5314,1129,3889,1012,0,197,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1993979,18692,682180,12315,391017,12003,431606,10946,225523,6975,253757,8311,9896,2067,1650009,17792,576926,11895,305580,10565,364343,10862,179514,6709,215965,8492,7681,1781,179514,8760,47929,3640,41860,4013,33470,3659,32885,3701,21743,3274,1627,938,23178,2801,4018,1129,9999,1799,5450,1434,1101,894,2610,1086,0,217,74346,5574,19041,1934,24856,2945,13110,2322,7534,1690,9309,1815,496,523,66932,4870,34266,3788,8722,1691,15233,2130,4489,1339,4130,1305,92,197,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6191586,23155,2424852,23809,1054637,15308,1349848,18021,437069,11817,918284,13982,6896,1361,4500138,25050,1700370,20940,747883,11967,986695,17290,348887,9378,713231,11634,3072,1008,510939,14700,145591,6051,106650,6228,101097,5555,48902,4086,108525,5690,174,183,582223,14511,298253,8696,96534,5464,129481,6313,13172,2182,44720,3936,63,105,279693,8568,113138,5026,60758,4475,58572,3869,11446,1767,33465,3263,2314,994,318593,9126,167500,5852,42812,3727,74003,4411,14662,2451,18343,2485,1273,686,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1588720,10465,577396,10790,262254,7636,329290,8288,146332,5297,273024,6931,424,214,1295893,11943,475016,9408,201795,6776,274435,7353,118465,4825,225849,6503,333,191,129016,5522,36541,3187,25616,2253,22042,2055,15270,1752,29510,3013,37,61,16184,2444,6856,1503,3248,1088,2982,1109,566,328,2532,941,0,163,66321,3955,19953,2106,18291,2033,12702,1776,4930,981,10392,1456,53,79,81306,3953,39030,3102,13304,1458,17129,2516,7101,1260,4741,1106,1,2,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,713985,7645,290170,8372,116852,5094,157557,6244,60931,3832,87900,5872,575,579,576686,8294,235920,7201,89245,4640,130079,4944,50280,3416,70924,5080,238,212,53106,4840,15163,1983,11830,1742,9913,1724,5498,1224,10628,2174,74,89,6431,1731,2749,946,2062,1068,511,337,209,195,900,516,0,192,28776,3065,8316,1508,8397,1808,5449,1303,2457,1062,3999,1254,158,210,48986,3627,28022,2750,5318,1162,11605,1804,2487,695,1449,522,105,188,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1301150,12475,438261,10761,218757,7801,278689,8397,129147,6825,234945,7925,1351,656,1075012,12188,368199,10231,176817,7673,236175,8036,100403,5401,192157,6610,1261,639,135838,6972,38283,3204,24929,2965,22683,3087,21961,2731,27905,3221,77,114,5009,1346,1473,642,1829,816,664,508,311,356,732,440,0,201,36525,3918,7008,1247,9523,1648,6936,1470,3187,854,9858,2287,13,31,48766,4552,23298,2842,5659,1396,12231,1979,3285,1143,4293,1170,0,201,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,452707,6902,175650,6443,84413,4963,98804,4873,39747,3253,52558,4395,1535,815,360283,7081,139332,5437,66770,4286,78528,4404,30819,2637,43854,3932,980,586,41270,3928,14626,2473,7365,1595,9955,1728,4899,1686,4403,1291,22,40,9756,1642,3777,1050,2484,944,2325,777,627,478,543,358,0,200,15659,2149,5032,1154,4732,1292,3251,936,732,454,1572,728,340,495,25739,2523,12883,1610,3062,1099,4745,1073,2670,1289,2186,946,193,293,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2922866,12444,1206383,12590,466544,9018,619162,10646,226788,6118,402672,8411,1317,605,2270810,14538,931491,11793,343794,7043,485175,9593,186830,5605,322370,8115,1150,558,245484,7133,88266,4698,44729,3188,45899,3528,23893,2150,42684,2745,13,22,103737,5511,45650,2993,20133,2664,24469,2588,2210,656,11252,1848,23,36,125130,5022,45977,2820,30060,2664,25432,2584,5840,987,17797,1973,24,32,177705,5568,94999,4165,27828,2637,38187,2726,8015,1237,8569,1272,107,179,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
