GEO_ID,B27001_001E,B27001_001M,B27001_002E,B27001_002M,B27001_003E,B27001_003M,B27001_004E,B27001_004M,B27001_005E,B27001_005M,B27001_006E,B27001_006M,B27001_007E,B27001_007M,B27001_008E,B27001_008M,B27001_009E,B27001_009M,B27001_010E,B27001_010M,B27001_011E,B27001_011M,B27001_012E,B27001_012M,B27001_013E,B27001_013M,B27001_014E,B27001_014M,B27001_015E,B27001_015M,B27001_016E,B27001_016M,B27001_017E,B27001_017M,B27001_018E,B27001_018M,B27001_019E,B27001_019M,B27001_020E,B27001_020M,B27001_021E,B27001_021M,B27001_022E,B27001_022M,B27001_023E,B27001_023M,B27001_024E,B27001_024M,B27001_025E,B27001_025M,B27001_026E,B27001_026M,B27001_027E,B27001_027M,B27001_028E,B27001_028M,B27001_029E,B27001_029M,B27001_030E,B27001_030M,B27001_031E,B27001_031M,B27001_032E,B27001_032M,B27001_033E,B27001_033M,B27001_034E,B27001_034M,B27001_035E,B27001_035M,B27001_036E,B27001_036M,B27001_037E,B27001_037M,B27001_038E,B27001_038M,B27001_039E,B27001_039M,B27001_040E,B27001_040M,B27001_041E,B27001_041M,B27001_042E,B27001_042M,B27001_043E,B27001_043M,B27001_044E,B27001_044M,B27001_045E,B27001_045M,B27001_046E,B27001_046M,B27001_047E,B27001_047M,B27001_048E,B27001_048M,B27001_049E,B27001_049M,B27001_050E,B27001_050M,B27001_051E,B27001_051M,B27001_052E,B27001_052M,B27001_053E,B27001_053M,B27001_054E,B27001_054M,B27001_055E,B27001_055M,B27001_056E,B27001_056M,B27001_057E,B27001_057M,NAME,B27001_001EA,B27001_001MA,B27001_002EA,B27001_002MA,B27001_003EA,B27001_003MA,B27001_004EA,B27001_004MA,B27001_005EA,B27001_005MA,B27001_006EA,B27001_006MA,B27001_007EA,B27001_007MA,B27001_008EA,B27001_008MA,B27001_009EA,B27001_009MA,B27001_010EA,B27001_010MA,B27001_011EA,B27001_011MA,B27001_012EA,B27001_012MA,B27001_013EA,B27001_013MA,B27001_014EA,B27001_014MA,B27001_015EA,B27001_015MA,B27001_016EA,B27001_016MA,B27001_017EA,B27001_017MA,B27001_018EA,B27001_018MA,B27001_019EA,B27001_019MA,B27001_020EA,B27001_020MA,B27001_021EA,B27001_021MA,B27001_022MA,B27001_022EA,B27001_023EA,B27001_023MA,B27001_024EA,B27001_024MA,B27001_025EA,B27001_025MA,B27001_026EA,B27001_026MA,B27001_027EA,B27001_027MA,B27001_028EA,B27001_028MA,B27001_029EA,B27001_029MA,B27001_030EA,B27001_030MA,B27001_031EA,B27001_031MA,B27001_032EA,B27001_032MA,B27001_033EA,B27001_033MA,B27001_034EA,B27001_034MA,B27001_035EA,B27001_035MA,B27001_036EA,B27001_036MA,B27001_037EA,B27001_037MA,B27001_038EA,B27001_038MA,B27001_039EA,B27001_039MA,B27001_040EA,B27001_040MA,B27001_041EA,B27001_041MA,B27001_042EA,B27001_042MA,B27001_043EA,B27001_043MA,B27001_044EA,B27001_044MA,B27001_045EA,B27001_045MA,B27001_046EA,B27001_046MA,B27001_047EA,B27001_047MA,B27001_048EA,B27001_048MA,B27001_049EA,B27001_049MA,B27001_050EA,B27001_050MA,B27001_051EA,B27001_051MA,B27001_052EA,B27001_052MA,B27001_053EA,B27001_053MA,B27001_054EA,B27001_054MA,B27001_055EA,B27001_055MA,B27001_056EA,B27001_056MA,B27001_057EA,B27001_057MA,state
0400000US08,5604105,2082,2794853,5393,205962,3538,197541,3740,8421,1902,483517,5194,460632,5959,22885,3083,265288,5735,230206,5835,35082,4124,396805,4796,335923,6504,60882,4180,386800,2920,335995,3969,50805,3541,350042,2378,316276,3990,33766,3446,341883,1853,316013,3174,25870,2950,237847,1330,235914,1534,1933,826,126709,1018,126539,1027,170,190,2809252,4984,198625,3536,190833,3280,7792,1679,456954,5551,433820,7147,23134,3163,257103,4280,234324,4172,22779,3216,375973,4524,340083,5445,35890,3717,376112,2851,340164,4198,35948,3553,352293,2442,324609,3637,27684,2900,363118,1740,338982,2899,24136,2693,260627,1922,257363,2306,3264,1061,168447,2076,167244,2124,1203,704,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,3231118,5706,256042,4346,239858,4546,16184,2184,594285,6271,556082,7164,38203,3280,327421,6483,282064,6711,45357,4460,376527,6449,315838,7255,60689,4524,398371,3408,342734,5095,55637,3550,408902,3159,366236,4523,42666,3398,419899,1995,392216,3516,27683,2844,283231,1950,281144,2127,2087,714,166440,1919,165675,2008,765,489,3361386,5708,243732,3880,229182,4440,14550,2218,566317,5495,526260,6535,40057,4401,314992,5403,277242,5888,37750,3937,386787,4567,339024,5318,47763,3646,412769,3209,369149,4599,43620,3864,424680,2919,387227,4175,37453,3392,445892,2184,414806,3766,31086,3251,321759,1995,319485,2002,2274,747,244458,1970,243159,2128,1299,778,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,2142570,5021,167410,3226,160977,3666,6433,1614,380029,5158,366202,5765,13827,2387,208890,4722,183904,5160,24986,2946,243444,4058,213185,4418,30259,3414,266231,2640,235745,2610,30486,2467,276674,2487,258905,3167,17769,2268,284256,2136,270289,2647,13967,1791,201184,1437,200590,1528,594,414,114452,1464,114206,1472,246,212,2245634,5101,159248,3822,152708,3755,6540,1404,359407,5119,346183,5272,13224,2292,205441,4981,191374,4991,14067,2055,255570,4015,233587,4425,21983,2290,273135,2826,253119,2895,20016,2285,290390,2570,272808,3020,17582,2566,308563,2012,294429,2687,14134,1822,228741,1587,227540,1635,1201,584,165139,1437,164812,1448,327,327,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,2194791,6928,184923,5133,179595,4894,5328,1271,411566,5234,396952,5640,14614,2247,207993,5607,171545,5792,36448,4700,264646,6146,211239,5576,53407,4136,271980,3598,231273,4608,40707,3612,265982,4539,234712,4732,31270,3523,281074,2449,256581,3140,24493,2802,197498,2605,196138,2786,1360,900,109129,1990,108685,1953,444,380,2361287,6963,178531,5048,173561,4747,4970,1489,385474,5457,371182,5595,14292,2331,213050,4356,193590,4509,19460,2671,291925,4775,260137,5183,31788,3184,296956,3760,264229,4542,32727,3665,289956,3528,263212,4939,26744,3440,313137,1975,290447,2983,22690,2610,229927,2816,228173,2846,1754,748,162331,2444,161465,2428,866,579,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,6148424,5170,462125,4293,446909,4781,15216,2598,1086053,5431,1047859,7229,38194,3785,581862,6383,503883,6934,77979,4219,778536,6185,665297,7523,113239,6564,801232,3697,697305,6054,103927,5137,793935,3411,716811,6307,77124,5036,798956,2288,747055,4854,51901,4397,523834,2299,518211,2532,5623,1349,321891,1720,320422,1941,1469,766,6415484,5220,440023,4920,429327,5105,10696,1947,1039543,6666,1001183,7267,38360,3625,574785,6842,518297,7214,56488,4143,780385,5112,699813,6214,80572,5270,821859,3231,742105,5247,79754,4786,825804,3572,762805,5925,62999,4304,853274,1913,802503,3876,50771,3709,602170,2425,594955,2735,7215,1514,477641,2429,474560,2774,3081,911,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,1540690,3831,120285,2771,116087,3264,4198,1408,280180,4009,272186,4236,7994,1582,152836,3935,138042,3999,14794,2234,178095,3696,158228,3685,19867,2142,190309,2484,174882,3217,15427,2235,182472,2286,169520,2522,12952,2093,204046,1572,195301,1946,8745,1318,141383,1123,140810,1221,573,295,91084,851,91084,851,0,163,1572339,3755,117608,3453,115421,3391,2187,670,262689,2639,256046,2783,6643,1510,148645,3478,138776,3431,9869,1720,175713,3195,161395,3391,14318,2164,189481,2403,177651,2983,11830,1622,183403,1860,173798,1954,9605,1462,211562,1596,204157,1950,7405,1247,153923,1314,153389,1338,534,420,129315,1444,129217,1453,98,112,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,659292,2375,38569,1963,37871,1997,698,417,102058,2507,100315,2382,1743,699,62974,2374,55438,2073,7536,1522,74094,2195,63131,2461,10963,1622,75599,1360,68761,1812,6838,1199,92991,1297,84686,2197,8305,1664,103932,1054,96517,1593,7415,1314,69896,922,69590,910,306,294,39179,695,39159,701,20,37,680257,2304,37610,1579,36856,1644,754,338,101670,2600,97609,2390,4061,1355,58967,2191,55189,2301,3778,1166,72867,1629,66658,2140,6209,1290,77386,1352,71737,1325,5649,1001,95459,1091,89350,1338,6109,1081,108438,904,102313,1356,6125,1067,74678,910,74437,926,241,218,53182,908,52921,865,261,238,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,1441597,4491,115421,3067,111270,3150,4151,1279,263600,4219,250370,4083,13230,2547,140213,4675,113895,4629,26318,3332,169517,3984,135547,4489,33970,3490,172460,3162,147251,3761,25209,3034,177086,3504,156576,4273,20510,2985,181442,1705,167181,2673,14261,1958,136296,1722,135115,1710,1181,676,85562,1232,84974,1254,588,341,1518906,4340,108534,3343,104756,3387,3778,1180,259199,4042,246643,3655,12556,2266,135283,4053,119488,3371,15795,2321,177300,3991,156820,4323,20480,2458,183941,2693,162298,2922,21643,2847,187809,2588,170178,3312,17631,2397,197806,1858,186388,2410,11418,1682,156164,1821,155454,1882,710,409,112870,1563,112714,1585,156,165,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,456419,2074,32204,1678,31523,1808,681,419,75809,1791,72915,2154,2894,1042,40833,1620,36797,1882,4036,1276,54727,1655,47097,2190,7630,1593,52253,1154,46122,1525,6131,1464,57622,908,52249,1319,5373,1316,63212,750,60429,1065,2783,778,49319,912,48866,749,453,425,30440,770,30366,757,74,118,495792,1400,30441,1299,29590,1487,851,535,76676,1859,73264,2356,3412,1294,40906,2237,38227,2273,2679,949,57326,1824,52646,2017,4680,1417,57552,1039,52529,1533,5023,1341,63679,1122,60507,1380,3172,1083,72084,563,68334,1273,3750,1155,57612,670,57475,660,137,149,39516,705,39313,718,203,239,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,2761536,3436,218759,3309,213650,3551,5109,1006,485623,4013,467322,3926,18301,2252,251483,4144,229509,4781,21974,2540,341542,3948,309696,4591,31846,2669,356256,2415,329082,3659,27174,2538,343948,2309,322370,2884,21578,2004,370298,1609,354541,2269,15757,1623,242775,1445,242121,1420,654,409,150852,1513,150344,1499,508,356,2792028,3590,207005,3011,201678,3012,5327,1180,464727,3604,448270,3909,16457,1757,241591,3246,230814,3204,10777,1614,337731,3220,318841,4139,18890,2348,352529,2439,333563,3182,18966,1996,341666,1928,325192,2583,16474,1986,382054,1903,369115,2281,12939,1482,262786,1633,262168,1527,618,446,201939,1787,200909,1836,1030,588,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
