GEO_ID,B16002_001E,B16002_001M,B16002_002E,B16002_002M,B16002_003E,B16002_003M,B16002_004E,B16002_004M,B16002_005E,B16002_005M,B16002_006E,B16002_006M,B16002_007E,B16002_007M,B16002_008E,B16002_008M,B16002_009E,B16002_009M,B16002_010E,B16002_010M,B16002_011E,B16002_011M,B16002_012E,B16002_012M,B16002_013E,B16002_013M,B16002_014E,B16002_014M,B16002_015E,B16002_015M,B16002_016E,B16002_016M,B16002_017E,B16002_017M,B16002_018E,B16002_018M,B16002_019E,B16002_019M,B16002_020E,B16002_020M,B16002_021E,B16002_021M,B16002_022E,B16002_022M,B16002_023E,B16002_023M,B16002_024E,B16002_024M,B16002_025E,B16002_025M,B16002_026E,B16002_026M,B16002_027E,B16002_027M,B16002_028E,B16002_028M,B16002_029E,B16002_029M,B16002_030E,B16002_030M,B16002_031E,B16002_031M,B16002_032E,B16002_032M,B16002_033E,B16002_033M,B16002_034E,B16002_034M,B16002_035E,B16002_035M,B16002_036E,B16002_036M,B16002_037E,B16002_037M,B16002_038E,B16002_038M,NAME,B16002_001EA,B16002_001MA,B16002_002MA,B16002_002EA,B16002_003MA,B16002_003EA,B16002_004EA,B16002_004MA,B16002_005EA,B16002_005MA,B16002_006MA,B16002_006EA,B16002_007EA,B16002_007MA,B16002_008EA,B16002_008MA,B16002_009MA,B16002_009EA,B16002_010MA,B16002_010EA,B16002_011MA,B16002_011EA,B16002_012EA,B16002_012MA,B16002_013EA,B16002_013MA,B16002_014MA,B16002_014EA,B16002_015MA,B16002_015EA,B16002_016MA,B16002_016EA,B16002_017MA,B16002_017EA,B16002_018EA,B16002_018MA,B16002_019MA,B16002_019EA,B16002_020MA,B16002_020EA,B16002_021MA,B16002_021EA,B16002_022EA,B16002_022MA,B16002_023EA,B16002_023MA,B16002_024MA,B16002_024EA,B16002_025MA,B16002_025EA,B16002_026MA,B16002_026EA,B16002_027EA,B16002_027MA,B16002_028MA,B16002_028EA,B16002_029MA,B16002_029EA,B16002_030MA,B16002_030EA,B16002_031MA,B16002_031EA,B16002_032MA,B16002_032EA,B16002_033MA,B16002_033EA,B16002_034EA,B16002_034MA,B16002_035EA,B16002_035MA,B16002_036EA,B16002_036MA,B16002_037MA,B16002_037EA,B16002_038MA,B16002_038EA,state
0400000US08,2176757,7548,1786082,10433,249918,8000,38904,3824,211014,6983,12019,1985,1055,603,10964,1799,19969,2628,1013,1097,18956,2336,15217,2112,2123,709,13094,2119,26755,2619,2835,1079,23920,2413,7332,1369,2330,729,5002,1185,10324,1134,2959,694,7365,1108,6961,934,1920,627,5041,942,4677,1047,338,315,4339,978,16747,2177,1628,573,15119,2077,5564,1288,1289,689,4275,1154,15192,1698,3343,1064,11849,1712,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2599169,10447,2357220,11617,123920,4467,23136,2622,100784,4852,8536,1686,801,584,7735,1584,23644,2266,2011,595,21633,2079,10278,1555,1164,550,9114,1512,22331,2256,3594,1286,18737,2088,2927,929,684,485,2243,736,10806,1624,3395,902,7411,1390,3193,871,938,427,2255,800,5483,1050,190,224,5293,1002,16857,2053,5274,1401,11583,1854,4254,1133,519,348,3735,1124,9720,1696,1005,643,8715,1747,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1732713,8718,1627666,9114,50020,2669,12158,1577,37862,2868,4408,1114,223,173,4185,1084,9005,1175,1052,484,7953,1079,5610,1220,1239,569,4371,1116,8504,1219,1703,666,6801,1111,1376,576,146,133,1230,568,3902,871,1082,430,2820,813,2466,756,1157,702,1309,542,3247,879,31,53,3216,878,7304,1442,2873,910,4431,1286,3134,1136,626,518,2508,865,6071,1564,1390,734,4681,1394,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737220,10627,1567335,10649,69827,3861,21593,3000,48234,3602,55591,3623,3479,1089,52112,3550,4032,1079,399,415,3633,989,1091,507,119,199,972,460,8142,1649,879,440,7263,1554,1275,527,408,311,867,393,3964,991,1570,674,2394,727,9188,1355,3073,900,6115,1217,3765,1147,363,447,3402,1124,4353,1243,467,394,3886,1146,4682,1397,642,426,4040,1343,3975,1276,290,260,3685,1250,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,4864864,12677,3747255,15462,580936,8095,106040,5313,474896,8088,22914,2498,2186,746,20728,2373,23286,2253,1075,439,22211,2219,136740,5066,42542,3101,94198,4263,136275,5171,18669,2110,117606,4752,20151,2282,6885,1385,13266,1756,47724,3293,13832,1710,33892,2781,10985,1947,4047,1094,6938,1459,36586,2622,3541,1126,33045,2425,46129,3086,6864,1234,39265,2974,24937,2826,5047,1309,19890,2532,30946,2915,3178,860,27768,2935,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1267873,7772,1153424,8073,51933,2582,9270,1449,42663,2568,6275,1355,1689,825,4586,1201,7883,1079,366,297,7517,1040,5889,1321,735,341,5154,1322,8810,1566,1464,654,7346,1430,1819,758,523,418,1296,627,5407,1034,2036,779,3371,948,3576,953,1901,654,1675,652,1908,607,148,163,1760,584,9303,1556,1988,909,7315,1436,5238,1445,2436,1107,2802,895,6408,1382,1982,902,4426,1113,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,531212,5670,477494,6212,15941,1551,2636,999,13305,1702,12969,1445,984,576,11985,1415,2236,652,97,113,2139,655,3057,903,555,417,2502,841,8288,1558,1274,720,7014,1209,530,303,0,192,530,303,2090,722,674,461,1416,617,619,343,227,183,392,296,1153,561,95,123,1058,554,4331,918,547,397,3784,874,375,272,71,122,304,243,2129,574,238,273,1891,565,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1156347,7393,1068010,7047,58398,3052,12863,2046,45535,2991,2958,1068,4,9,2954,1069,3736,998,178,152,3558,993,1140,478,259,294,881,407,4746,1252,431,388,4315,1146,1153,621,512,477,641,401,1660,661,611,559,1049,419,2689,797,753,454,1936,692,1862,694,314,294,1548,625,7958,1329,1605,839,6353,1325,595,390,48,76,547,380,1442,615,168,173,1274,579,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,367671,3933,320446,4204,22747,1623,4299,1148,18448,1754,2923,981,448,422,2475,853,2066,623,27,46,2039,620,1581,679,228,185,1353,628,5863,1069,655,453,5208,1063,658,368,111,128,547,317,3288,798,1611,708,1677,488,538,316,70,118,468,313,1274,531,230,284,1044,467,3253,1076,263,223,2990,993,550,390,18,22,532,388,2484,950,45,78,2439,956,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2194452,6925,1930893,8975,84383,3438,13981,2062,70402,3239,11288,1800,700,548,10588,1703,15145,1417,273,122,14872,1413,13608,1718,3739,1105,9869,1468,20465,2173,1403,578,19062,2041,2862,756,568,317,2294,661,10916,1724,2569,665,8347,1563,7021,1103,1899,648,5122,1043,4565,735,451,342,4114,786,37413,2190,7439,1392,29974,2072,5349,1053,1039,449,4310,974,50544,3367,14437,2315,36107,3084,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
