GEO_ID,B19037A_001E,B19037A_001M,B19037A_002E,B19037A_002M,B19037A_003E,B19037A_003M,B19037A_004E,B19037A_004M,B19037A_005E,B19037A_005M,B19037A_006E,B19037A_006M,B19037A_007E,B19037A_007M,B19037A_008E,B19037A_008M,B19037A_009E,B19037A_009M,B19037A_010E,B19037A_010M,B19037A_011E,B19037A_011M,B19037A_012E,B19037A_012M,B19037A_013E,B19037A_013M,B19037A_014E,B19037A_014M,B19037A_015E,B19037A_015M,B19037A_016E,B19037A_016M,B19037A_017E,B19037A_017M,B19037A_018E,B19037A_018M,B19037A_019E,B19037A_019M,B19037A_020E,B19037A_020M,B19037A_021E,B19037A_021M,B19037A_022E,B19037A_022M,B19037A_023E,B19037A_023M,B19037A_024E,B19037A_024M,B19037A_025E,B19037A_025M,B19037A_026E,B19037A_026M,B19037A_027E,B19037A_027M,B19037A_028E,B19037A_028M,B19037A_029E,B19037A_029M,B19037A_030E,B19037A_030M,B19037A_031E,B19037A_031M,B19037A_032E,B19037A_032M,B19037A_033E,B19037A_033M,B19037A_034E,B19037A_034M,B19037A_035E,B19037A_035M,B19037A_036E,B19037A_036M,B19037A_037E,B19037A_037M,B19037A_038E,B19037A_038M,B19037A_039E,B19037A_039M,B19037A_040E,B19037A_040M,B19037A_041E,B19037A_041M,B19037A_042E,B19037A_042M,B19037A_043E,B19037A_043M,B19037A_044E,B19037A_044M,B19037A_045E,B19037A_045M,B19037A_046E,B19037A_046M,B19037A_047E,B19037A_047M,B19037A_048E,B19037A_048M,B19037A_049E,B19037A_049M,B19037A_050E,B19037A_050M,B19037A_051E,B19037A_051M,B19037A_052E,B19037A_052M,B19037A_053E,B19037A_053M,B19037A_054E,B19037A_054M,B19037A_055E,B19037A_055M,B19037A_056E,B19037A_056M,B19037A_057E,B19037A_057M,B19037A_058E,B19037A_058M,B19037A_059E,B19037A_059M,B19037A_060E,B19037A_060M,B19037A_061E,B19037A_061M,B19037A_062E,B19037A_062M,B19037A_063E,B19037A_063M,B19037A_064E,B19037A_064M,B19037A_065E,B19037A_065M,B19037A_066E,B19037A_066M,B19037A_067E,B19037A_067M,B19037A_068E,B19037A_068M,B19037A_069E,B19037A_069M,NAME,B19037A_001EA,B19037A_001MA,B19037A_002EA,B19037A_002MA,B19037A_003EA,B19037A_003MA,B19037A_004EA,B19037A_004MA,B19037A_005EA,B19037A_005MA,B19037A_006EA,B19037A_006MA,B19037A_007EA,B19037A_007MA,B19037A_008MA,B19037A_008EA,B19037A_009EA,B19037A_009MA,B19037A_010EA,B19037A_010MA,B19037A_011EA,B19037A_011MA,B19037A_012EA,B19037A_012MA,B19037A_013EA,B19037A_013MA,B19037A_014EA,B19037A_014MA,B19037A_015EA,B19037A_015MA,B19037A_016EA,B19037A_016MA,B19037A_017EA,B19037A_017MA,B19037A_018EA,B19037A_018MA,B19037A_019MA,B19037A_019EA,B19037A_020EA,B19037A_020MA,B19037A_021EA,B19037A_021MA,B19037A_022EA,B19037A_022MA,B19037A_023EA,B19037A_023MA,B19037A_024EA,B19037A_024MA,B19037A_025EA,B19037A_025MA,B19037A_026EA,B19037A_026MA,B19037A_027EA,B19037A_027MA,B19037A_028EA,B19037A_028MA,B19037A_029EA,B19037A_029MA,B19037A_030MA,B19037A_030EA,B19037A_031EA,B19037A_031MA,B19037A_032EA,B19037A_032MA,B19037A_033EA,B19037A_033MA,B19037A_034EA,B19037A_034MA,B19037A_035EA,B19037A_035MA,B19037A_036EA,B19037A_036MA,B19037A_037EA,B19037A_037MA,B19037A_038EA,B19037A_038MA,B19037A_039EA,B19037A_039MA,B19037A_040EA,B19037A_040MA,B19037A_041EA,B19037A_041MA,B19037A_042EA,B19037A_042MA,B19037A_043EA,B19037A_043MA,B19037A_044EA,B19037A_044MA,B19037A_045EA,B19037A_045MA,B19037A_046EA,B19037A_046MA,B19037A_047EA,B19037A_047MA,B19037A_048MA,B19037A_048EA,B19037A_049EA,B19037A_049MA,B19037A_050EA,B19037A_050MA,B19037A_051EA,B19037A_051MA,B19037A_052EA,B19037A_052MA,B19037A_053EA,B19037A_053MA,B19037A_054EA,B19037A_054MA,B19037A_055EA,B19037A_055MA,B19037A_056EA,B19037A_056MA,B19037A_057EA,B19037A_057MA,B19037A_058EA,B19037A_058MA,B19037A_059EA,B19037A_059MA,B19037A_060EA,B19037A_060MA,B19037A_061EA,B19037A_061MA,B19037A_062EA,B19037A_062MA,B19037A_063EA,B19037A_063MA,B19037A_064EA,B19037A_064MA,B19037A_065EA,B19037A_065MA,B19037A_066EA,B19037A_066MA,B19037A_067EA,B19037A_067MA,B19037A_068EA,B19037A_068MA,B19037A_069EA,B19037A_069MA,state
0400000US08,1891210,7909,75160,4161,10120,1940,4159,1073,3800,1024,6553,1549,4361,1236,5133,1123,5367,1471,3120,990,2734,886,8956,1616,8162,1573,5639,1411,2912,855,2091,706,1479,741,574,524,664130,7041,18944,2718,9054,1640,11811,1895,18799,2257,18098,2824,24547,2886,24191,2933,24750,2414,26171,3256,49787,3286,73764,4269,104601,5285,85745,3856,58504,4026,60041,3682,55323,3991,691228,6824,30531,3036,17747,2046,13936,1862,17977,1998,17101,2195,21012,2468,19798,2123,24381,2883,22363,2372,41370,3288,63188,3723,92921,4856,80184,3628,55134,3397,79526,3880,94059,3938,460692,4867,22808,1950,26730,2659,31389,2311,27489,2215,23360,2305,22462,2023,22701,2170,22784,2624,20135,1700,35958,2024,44814,3008,55059,2947,36172,2616,22235,2231,22959,1995,23637,2347,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2216065,11405,98363,4665,12505,1835,6657,1354,7646,1441,9179,1847,6456,1316,9002,1904,6585,1558,5158,1229,5257,1315,8753,1592,8103,1519,7609,1514,3025,978,1106,688,648,513,674,434,673521,8022,26430,2758,14106,2057,17718,2568,25502,3194,21511,2383,32018,2940,27981,2555,32823,3172,29655,2921,63854,3998,83750,4427,118103,5388,74168,4166,44088,3640,38802,2986,23012,2413,842191,6816,42211,3064,28816,2724,26079,2656,27834,2662,27637,2574,33359,3134,30555,2405,37221,2987,30155,2876,65149,3370,89958,4896,128894,5348,97012,4702,60443,3755,61002,3402,55866,3876,601990,5617,32157,2858,39620,2890,47563,3172,46468,2810,41365,3047,40133,2675,37428,2724,32512,2645,31657,2293,54387,3269,64111,3649,62188,3274,30253,2453,16267,1877,12365,1342,13516,1628,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1530685,8928,63644,3907,10661,1678,4598,1129,4207,958,5875,1305,4484,965,4888,1125,4337,1004,4092,953,2867,944,4061,1018,5703,1285,5251,1474,1870,969,463,299,58,96,229,246,453412,6938,30846,3133,13240,2063,15454,2151,16676,2270,19573,2328,21688,2279,20088,2351,19899,2423,19006,1983,39377,2987,56908,3356,68589,4153,45116,3107,28213,2753,20726,2152,18013,1878,588112,5439,49015,3756,28199,2267,26568,2854,24409,2354,23641,2379,27290,2571,25884,2554,23518,2350,20376,2419,43748,3002,57279,3470,72225,4253,58864,2834,36097,2584,36339,2668,34660,2714,425517,4749,30843,2820,35168,2418,36240,2742,35608,2639,29721,2432,26908,2099,23679,2004,23777,2029,20550,2105,35348,2556,37078,2606,38717,2578,19845,1554,11805,1691,8391,1060,11839,1598,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1130618,8671,37900,2785,5206,1098,2596,872,1837,590,3695,1159,2228,684,2589,1012,3350,988,1892,679,2273,872,3771,992,3000,861,2610,877,1289,722,1288,679,63,70,213,219,352046,6117,18805,2729,10201,1721,11117,1988,17221,2450,11844,2155,15621,2354,13962,2089,14849,2351,12663,2102,25690,2631,34430,3028,50890,3509,42364,3599,25679,2664,28488,2932,18222,2406,418382,5482,26564,2790,14783,2127,16330,1955,15531,2206,15200,2153,14553,1763,15170,2095,14499,1898,15304,1999,28585,2889,38849,3595,60187,4225,44760,3202,27901,2412,32055,2596,38111,3073,322290,5113,20347,2445,23583,2328,27092,2402,24727,2202,22737,2080,20396,2416,18013,2114,15144,1934,15665,2408,24507,2368,29527,2454,30061,2703,17880,1953,10682,1718,9606,1443,12323,1573,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3664221,13727,114854,4821,19785,2692,8179,1455,7386,1490,7645,1186,5955,1057,7898,1533,5850,1193,7913,1471,5562,1064,8252,1465,12399,1836,9555,1567,4187,1030,1375,682,1523,788,1390,525,1135113,9146,35429,3101,22180,2821,27625,2316,36948,3727,31966,2996,47221,4057,38988,3381,43658,3543,38866,3162,80668,4479,124370,5117,174924,6534,141730,5208,92066,5051,98251,4767,100223,4325,1400160,8566,65638,3737,33504,2840,34293,3413,35802,2694,38541,3325,38069,2802,41142,2866,43752,3278,41907,2805,91524,4290,133699,5719,186381,5155,159317,5607,114762,4658,149552,5763,192277,5217,1014094,7168,57088,3476,56264,3726,68870,4235,75653,4175,67083,3037,62285,3001,52769,3600,48747,2719,40878,2720,81275,4046,97811,4406,110022,4405,67824,3583,37561,2462,42349,2290,47615,2640,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1179050,7943,62823,3989,9538,1668,4980,1343,3721,950,3794,959,4442,1296,4599,1062,4033,957,4247,1039,3182,872,5663,1275,6302,1174,4589,1064,2017,761,704,387,551,485,461,338,359275,4684,12505,1823,9320,1788,8070,1338,11879,1677,9957,1358,13595,1943,13331,1516,15928,1872,14778,1918,31112,2592,44701,3158,66191,3440,44930,2673,27159,2340,20982,2342,14837,1644,427194,3981,19355,1965,12475,1503,12694,1489,13972,1259,14481,1663,17737,1854,15363,1632,16917,1578,14314,1721,30771,2427,47727,2885,68482,2854,49185,2949,31536,2298,31275,2343,30910,2338,329758,3618,17591,1648,23091,1967,25356,2234,23827,1945,23078,2176,19725,1717,20075,1675,18207,1998,17858,1605,29673,2009,33538,2311,34347,2463,16672,1455,8592,1292,7221,1044,10907,1415,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,503097,4897,14061,1835,2107,888,589,331,439,339,376,317,1008,422,1218,679,887,639,567,449,764,521,1136,448,1666,631,1530,671,883,618,491,368,190,207,210,263,133701,3333,4594,1167,3415,1195,2772,918,2607,848,3983,1144,4159,1124,3248,854,6411,1298,4034,1026,9676,1612,14627,1877,22090,2062,18104,2152,11953,1454,11705,1665,10323,1782,212928,3495,7580,1384,4569,1221,6313,1535,5749,1085,5766,1056,6562,1354,5349,1050,7230,1370,4681,960,11271,1851,17844,1757,28830,2649,27569,2395,21022,1902,24274,2052,28319,2295,142407,2680,6121,1197,7593,1217,9997,1517,9893,1394,8886,1691,8015,1124,6962,1148,6484,982,6252,1051,12280,1456,13232,1439,17772,1887,8887,1158,6697,1178,6787,1180,6549,1025,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,916121,6731,42981,3126,8719,1725,3794,1155,3299,1046,2935,804,3171,907,2954,861,2038,636,3137,1099,2087,665,3202,949,3573,1008,2801,871,984,564,81,98,44,59,162,158,272437,6144,13348,1602,9059,1591,9570,1595,13629,2022,10972,1561,13319,1987,14108,1809,14151,1893,14515,2277,25240,2881,33996,2825,37193,3197,26301,2343,15098,1840,12617,2139,9321,1601,324872,5164,23139,2376,15676,1949,11993,1571,16002,2096,13457,1816,14608,2066,14129,1663,13088,1755,13824,1958,24250,2208,31822,2629,42918,3156,30738,2462,19117,2195,19765,2612,20346,1994,275831,3496,17652,2249,20957,2019,23090,2280,23728,2175,19796,2075,18354,2190,15481,1750,15565,1924,15037,1817,23377,2330,24951,2214,21744,2122,14649,1907,6463,1073,7311,1302,7676,1337,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,261689,4128,5508,1084,950,458,462,324,427,252,463,423,358,325,299,228,119,147,253,260,371,309,669,532,286,212,487,337,303,227,10,17,0,200,51,61,67012,3208,2142,926,800,404,1675,705,2049,815,2798,1031,2543,921,2760,875,2165,681,2923,941,3906,1326,8351,1546,10804,1497,10141,1672,5617,1274,4306,1001,4032,854,101692,2440,5152,1371,3218,802,2094,599,2727,738,3248,1015,2954,874,3454,964,3694,1058,3358,978,6814,1241,8857,1569,13602,1552,11424,1379,8624,1472,10996,1540,11476,1673,87477,1972,3017,823,4578,923,3470,873,6509,890,4652,885,5540,1034,3936,821,3469,682,3624,970,8591,992,9863,1326,13550,1411,5583,933,3195,718,4298,793,3602,798,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1917487,6520,69631,3972,6144,1215,4283,980,3873,1072,5510,1320,5504,1082,5666,1126,4238,1034,3730,751,3581,752,6240,1108,8162,1327,7848,1415,2926,830,1059,596,619,340,248,168,585148,4882,11605,1518,8714,1100,8161,1209,12586,1485,14656,2069,17583,1709,19853,2166,22853,2251,20422,2185,41098,2988,63073,3022,99001,4099,84003,3668,59059,3369,54624,3100,47857,3154,736132,4299,27336,2292,17930,1616,15643,1529,18709,1719,18375,1728,19467,1923,23679,1905,24234,2078,21334,1811,45799,2795,70733,3161,107596,3574,91290,2995,66768,2983,78356,3109,88883,3228,526576,3993,24739,1914,35346,2816,37036,2608,35655,2429,31422,2131,30187,2354,29433,2014,25993,1796,26203,1895,47618,2392,55403,2970,58818,2740,34139,2011,19889,1706,16689,1640,18006,1778,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
