GEO_ID,B08008_001E,B08008_001M,B08008_002E,B08008_002M,B08008_003E,B08008_003M,B08008_004E,B08008_004M,B08008_005E,B08008_005M,B08008_006E,B08008_006M,B08008_007E,B08008_007M,B08008_008E,B08008_008M,B08008_009E,B08008_009M,B08008_010E,B08008_010M,B08008_011E,B08008_011M,B08008_012E,B08008_012M,B08008_013E,B08008_013M,B08008_014E,B08008_014M,B08008_015E,B08008_015M,NAME,B08008_001MA,B08008_001EA,B08008_002EA,B08008_002MA,B08008_003EA,B08008_003MA,B08008_004MA,B08008_004EA,B08008_005MA,B08008_005EA,B08008_006EA,B08008_006MA,B08008_007EA,B08008_007MA,B08008_008EA,B08008_008MA,B08008_009MA,B08008_009EA,B08008_010MA,B08008_010EA,B08008_011MA,B08008_011EA,B08008_012EA,B08008_012MA,B08008_013EA,B08008_013MA,B08008_014MA,B08008_014EA,B08008_015MA,B08008_015EA,state
0400000US08,2963212,17754,2567445,17465,1115892,14885,1451553,17356,395767,10523,1598131,11800,1383515,11710,571261,10927,812254,12949,214616,6662,1365081,12180,1183930,11190,544631,8895,639299,10284,181151,6078,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,3175022,18082,2195494,20456,1040968,12737,1154526,16228,979528,13048,1672752,11082,1136181,11956,511629,8801,624552,11083,536571,9169,1502270,12937,1059313,13400,529339,9255,529974,10153,442957,8195,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1964958,15267,1228688,15633,638662,10427,590026,11435,736270,12513,1037312,9411,637050,9471,322726,7373,314324,7363,400262,8087,927646,10615,591638,9413,315936,6548,275702,7570,336008,8082,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1993979,18692,1321870,16789,586231,12482,735639,13185,672109,13102,1024445,11020,666266,9896,269679,7654,396587,9022,358179,7487,969534,12804,655604,12573,316552,9717,339052,10007,313930,9304,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6191586,23155,5450145,24565,2103858,24749,3346287,28244,741441,13166,3252602,13790,2844606,14650,1042843,15391,1801763,16786,407996,8231,2938984,15190,2605539,16093,1061015,14625,1544524,18569,333445,7675,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1588720,10465,1277869,12185,633101,11284,644768,13363,310851,7780,833975,6298,664693,7601,307186,7853,357507,9006,169282,4805,754745,8192,613176,8299,325915,7711,287261,7528,141569,4373,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,713985,7645,332959,7611,125144,5927,207815,6614,381026,7490,374104,4953,172781,5134,60114,3676,112667,4940,201323,4918,339881,5184,160178,4941,65030,4103,95148,4054,179703,4721,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1301150,12475,915083,11794,464788,10350,450295,10920,386067,8956,683585,9433,470794,9205,225186,7569,245608,7951,212791,6458,617565,8154,444289,6956,239602,6276,204687,6017,173276,5496,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,452707,6902,190480,7691,37676,3066,152804,7300,262227,7836,232446,4547,96496,4415,17255,2116,79241,4389,135950,4938,220261,4747,93984,5196,20421,2094,73563,4666,126277,4632,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,2922866,12444,2436576,15769,825628,13972,1610948,14971,486290,12220,1515287,8743,1250066,10492,391607,7874,858459,8895,265221,7077,1407579,9106,1186510,9647,434021,10039,752489,9300,221069,5812,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,514776,6490,354622,7167,228613,6462,126009,5784,160154,6006,270377,4816,182225,4705,110242,4741,71983,4040,88152,3698,244399,4862,172397,4730,118371,4668,54026,3743,72002,3555,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,665930,6676,305734,7169,127681,5943,178053,6462,360196,7989,339736,5021,152368,5029,61047,4015,91321,4394,187368,5152,326194,4875,153366,4251,66634,3529,86732,3966,172828,5131,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,4858875,25677,3030284,21496,1529655,20436,1500629,22155,1828591,19992,2547862,17417,1569943,15552,761066,14341,808877,14247,977919,12875,2311013,16120,1460341,13812,768589,13783,691752,13651,850672,13009,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,4891031,25597,2398535,24839,937480,15362,1461055,22591,2492496,26732,2549645,14946,1216524,14341,456775,10385,759749,13265,1333121,15197,2341386,18882,1182011,16406,480705,11532,701306,15423,1159375,16917,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,355403,4860,343731,5165,248298,4245,95433,3792,11672,2165,195755,4236,188588,4554,134238,3338,54350,3234,7167,1859,159648,3741,155143,3733,114060,3327,41083,2181,4505,728,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,2068020,16785,1375066,18960,590282,11510,784784,15822,692954,15212,1081726,10747,704054,12405,279977,8438,424077,11410,377672,9743,986294,11334,671012,10945,310305,8590,360707,10052,315282,9219,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,324340,4911,121091,4931,47673,3442,73418,4182,203249,5491,161886,3355,57126,2851,19936,1924,37190,2323,104760,3794,162454,3024,63965,3258,27737,2983,36228,2951,98489,2865,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,1426768,11260,1364397,10794,488470,10702,875927,12402,62371,4374,765857,8044,731592,7497,247497,7015,484095,8456,34265,2686,660911,8529,632805,8266,240973,7833,391832,8367,28106,2645,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,727427,9449,325473,9431,117214,5039,208259,7593,401954,8753,383627,6471,169854,6481,55089,3271,114765,5536,213773,6204,343800,6406,155619,5868,62125,3556,93494,4993,188181,6184,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,1777259,10475,1409051,10055,777411,9802,631640,9172,368208,6709,949952,7358,745883,7328,391450,6894,354433,6840,204069,4341,827307,7137,663168,6821,385961,6760,277207,6141,164139,4281,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,2956937,11949,2196829,14255,858018,13436,1338811,12627,760108,12862,1539075,8370,1126900,9907,412948,9461,713952,10782,412175,7378,1417862,10302,1069929,9649,445070,9477,624859,8887,347933,7248,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,980796,13815,567656,12188,250433,8240,317223,10152,413140,13019,523251,9545,296177,8609,130216,6493,165961,7678,227074,8279,457545,8332,271479,6658,120217,4746,151262,5752,186066,7400,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,4221015,20721,2969023,18048,983016,15002,1986007,17324,1251992,16628,2232671,10731,1568489,9659,492390,10491,1076099,9443,664182,10039,1988344,16338,1400534,14388,490626,9720,909908,12781,587810,10109,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,398691,5661,325196,6027,208953,6433,116243,5666,73495,3985,218763,3645,177423,4130,106255,4221,71168,3674,41340,2318,179928,4177,147773,3947,102698,4097,45075,3196,32155,2173,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
