GEO_ID,B27009_001E,B27009_001M,B27009_002E,B27009_002M,B27009_003E,B27009_003M,B27009_004E,B27009_004M,B27009_005E,B27009_005M,B27009_006E,B27009_006M,B27009_007E,B27009_007M,B27009_008E,B27009_008M,B27009_009E,B27009_009M,B27009_010E,B27009_010M,B27009_011E,B27009_011M,B27009_012E,B27009_012M,B27009_013E,B27009_013M,B27009_014E,B27009_014M,B27009_015E,B27009_015M,B27009_016E,B27009_016M,B27009_017E,B27009_017M,B27009_018E,B27009_018M,B27009_019E,B27009_019M,B27009_020E,B27009_020M,B27009_021E,B27009_021M,B27009_022E,B27009_022M,B27009_023E,B27009_023M,B27009_024E,B27009_024M,B27009_025E,B27009_025M,B27009_026E,B27009_026M,B27009_027E,B27009_027M,B27009_028E,B27009_028M,B27009_029E,B27009_029M,B27009_030E,B27009_030M,B27009_031E,B27009_031M,B27009_032E,B27009_032M,B27009_033E,B27009_033M,B27009_034E,B27009_034M,B27009_035E,B27009_035M,B27009_036E,B27009_036M,B27009_037E,B27009_037M,B27009_038E,B27009_038M,B27009_039E,B27009_039M,B27009_040E,B27009_040M,B27009_041E,B27009_041M,B27009_042E,B27009_042M,B27009_043E,B27009_043M,B27009_044E,B27009_044M,B27009_045E,B27009_045M,B27009_046E,B27009_046M,B27009_047E,B27009_047M,B27009_048E,B27009_048M,B27009_049E,B27009_049M,B27009_050E,B27009_050M,B27009_051E,B27009_051M,B27009_052E,B27009_052M,B27009_053E,B27009_053M,B27009_054E,B27009_054M,B27009_055E,B27009_055M,B27009_056E,B27009_056M,B27009_057E,B27009_057M,NAME,B27009_001EA,B27009_001MA,B27009_002MA,B27009_002EA,B27009_003MA,B27009_003EA,B27009_004EA,B27009_004MA,B27009_005EA,B27009_005MA,B27009_006EA,B27009_006MA,B27009_007MA,B27009_007EA,B27009_008EA,B27009_008MA,B27009_009EA,B27009_009MA,B27009_010EA,B27009_010MA,B27009_011EA,B27009_011MA,B27009_012MA,B27009_012EA,B27009_013MA,B27009_013EA,B27009_014EA,B27009_014MA,B27009_015EA,B27009_015MA,B27009_016EA,B27009_016MA,B27009_017EA,B27009_017MA,B27009_018MA,B27009_018EA,B27009_019EA,B27009_019MA,B27009_020EA,B27009_020MA,B27009_021EA,B27009_021MA,B27009_022EA,B27009_022MA,B27009_023EA,B27009_023MA,B27009_024MA,B27009_024EA,B27009_025MA,B27009_025EA,B27009_026MA,B27009_026EA,B27009_027EA,B27009_027MA,B27009_028EA,B27009_028MA,B27009_029MA,B27009_029EA,B27009_030EA,B27009_030MA,B27009_031EA,B27009_031MA,B27009_032EA,B27009_032MA,B27009_033EA,B27009_033MA,B27009_034MA,B27009_034EA,B27009_035MA,B27009_035EA,B27009_036MA,B27009_036EA,B27009_037EA,B27009_037MA,B27009_038EA,B27009_038MA,B27009_039EA,B27009_039MA,B27009_040MA,B27009_040EA,B27009_041EA,B27009_041MA,B27009_042EA,B27009_042MA,B27009_043EA,B27009_043MA,B27009_044MA,B27009_044EA,B27009_045MA,B27009_045EA,B27009_046MA,B27009_046EA,B27009_047MA,B27009_047EA,B27009_048MA,B27009_048EA,B27009_049EA,B27009_049MA,B27009_050EA,B27009_050MA,B27009_051EA,B27009_051MA,B27009_052EA,B27009_052MA,B27009_053EA,B27009_053MA,B27009_054EA,B27009_054MA,B27009_055EA,B27009_055MA,B27009_056EA,B27009_056MA,B27009_057MA,B27009_057EA,state
0400000US08,5604105,2082,2794853,5393,205962,3538,375,343,205587,3564,483517,5194,102,114,483415,5185,265288,5735,1714,826,263574,5751,396805,4796,14558,2430,382247,5404,386800,2920,12714,2174,374086,3325,350042,2378,13546,1496,336496,2530,341883,1853,18859,2295,323024,2493,237847,1330,32318,1998,205529,2480,126709,1018,21197,1894,105512,2004,2809252,4984,198625,3536,509,450,198116,3564,456954,5551,672,466,456282,5554,257103,4280,440,279,256663,4297,375973,4524,2986,1089,372987,4706,376112,2851,2231,850,373881,2955,352293,2442,3794,1111,348499,2680,363118,1740,3593,752,359525,1891,260627,1922,3257,911,257370,1939,168447,2076,2121,616,166326,2245,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,3231118,5706,256042,4346,46,74,255996,4336,594285,6271,294,223,593991,6264,327421,6483,1593,702,325828,6452,376527,6449,10012,2016,366515,6295,398371,3408,10052,1881,388319,4016,408902,3159,14375,1931,394527,3530,419899,1995,21536,2285,398363,3103,283231,1950,48976,3255,234255,3692,166440,1919,31906,2061,134534,2519,3361386,5708,243732,3880,72,84,243660,3889,566317,5495,245,189,566072,5476,314992,5403,401,263,314591,5441,386787,4567,1613,712,385174,4576,412769,3209,2256,950,410513,3499,424680,2919,2556,843,422124,2978,445892,2184,3200,764,442692,2344,321759,1995,4964,1189,316795,2428,244458,1970,4278,920,240180,2100,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,2142570,5021,167410,3226,0,197,167410,3226,380029,5158,778,407,379251,5175,208890,4722,1243,567,207647,4708,243444,4058,6832,1489,236612,4571,266231,2640,7592,1695,258639,2943,276674,2487,11843,1905,264831,3060,284256,2136,17728,1838,266528,2900,201184,1437,37046,2257,164138,2481,114452,1464,23126,2094,91326,2531,2245634,5101,159248,3822,0,197,159248,3822,359407,5119,681,544,358726,5150,205441,4981,1487,1105,203954,5125,255570,4015,929,481,254641,4037,273135,2826,2004,771,271131,2804,290390,2570,1795,880,288595,2563,308563,2012,2875,870,305688,2180,228741,1587,4748,1098,223993,1783,165139,1437,3085,829,162054,1694,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,2194791,6928,184923,5133,157,194,184766,5145,411566,5234,466,278,411100,5265,207993,5607,1086,593,206907,5736,264646,6146,5244,1339,259402,5993,271980,3598,6989,1970,264991,3647,265982,4539,12059,1702,253923,4834,281074,2449,14687,1902,266387,3245,197498,2605,29043,2511,168455,2721,109129,1990,18233,1844,90896,2422,2361287,6963,178531,5048,124,170,178407,5050,385474,5457,202,172,385272,5458,213050,4356,723,382,212327,4399,291925,4775,2227,1084,289698,4795,296956,3760,2556,963,294400,3777,289956,3528,2098,817,287858,3631,313137,1975,3248,712,309889,2077,229927,2816,3969,1029,225958,2980,162331,2444,2787,616,159544,2305,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,6148424,5170,462125,4293,625,540,461500,4253,1086053,5431,1224,761,1084829,5516,581862,6383,1364,571,580498,6406,778536,6185,15398,1819,763138,6500,801232,3697,12876,1735,788356,4234,793935,3411,16959,2135,776976,4189,798956,2288,25756,2054,773200,3105,523834,2299,66594,3582,457240,4199,321891,1720,50891,2772,271000,3348,6415484,5220,440023,4920,322,331,439701,4952,1039543,6666,897,802,1038646,6525,574785,6842,461,374,574324,6783,780385,5112,2239,801,778146,5178,821859,3231,4008,1262,817851,3629,825804,3572,3106,904,822698,3730,853274,1913,5181,1029,848093,2206,602170,2425,4385,825,597785,2537,477641,2429,3827,992,473814,2600,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,1540690,3831,120285,2771,43,84,120242,2780,280180,4009,513,577,279667,3912,152836,3935,478,321,152358,3902,178095,3696,4486,1072,173609,3772,190309,2484,3978,975,186331,2697,182472,2286,8385,1798,174087,2991,204046,1572,8861,1449,195185,2017,141383,1123,26636,2231,114747,2375,91084,851,21381,1686,69703,1761,1572339,3755,117608,3453,25,34,117583,3457,262689,2639,427,352,262262,2630,148645,3478,343,286,148302,3515,175713,3195,735,456,174978,3211,189481,2403,981,442,188500,2465,183403,1860,1009,459,182394,1899,211562,1596,1850,644,209712,1692,153923,1314,1545,423,152378,1423,129315,1444,1837,683,127478,1534,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,659292,2375,38569,1963,0,192,38569,1963,102058,2507,0,192,102058,2507,62974,2374,84,110,62890,2375,74094,2195,1998,806,72096,2189,75599,1360,2401,775,73198,1481,92991,1297,2874,779,90117,1489,103932,1054,4559,896,99373,1313,69896,922,10925,1493,58971,1707,39179,695,9450,1026,29729,1046,680257,2304,37610,1579,0,192,37610,1579,101670,2600,21,35,101649,2599,58967,2191,208,192,58759,2185,72867,1629,116,142,72751,1641,77386,1352,220,198,77166,1378,95459,1091,1447,726,94012,1414,108438,904,778,382,107660,1002,74678,910,1113,418,73565,1009,53182,908,585,296,52597,964,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,1441597,4491,115421,3067,269,282,115152,3053,263600,4219,268,274,263332,4255,140213,4675,681,407,139532,4774,169517,3984,3901,1049,165616,4226,172460,3162,6206,1306,166254,3294,177086,3504,8954,1563,168132,3479,181442,1705,12508,1417,168934,1733,136296,1722,26315,2321,109981,2458,85562,1232,19524,1791,66038,2130,1518906,4340,108534,3343,0,201,108534,3343,259199,4042,180,195,259019,4061,135283,4053,212,246,135071,4072,177300,3991,796,331,176504,3937,183941,2693,892,534,183049,2811,187809,2588,2839,948,184970,2860,197806,1858,3035,830,194771,1896,156164,1821,3016,865,153148,1983,112870,1563,2201,588,110669,1674,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,456419,2074,32204,1678,0,200,32204,1678,75809,1791,0,200,75809,1791,40833,1620,208,286,40625,1677,54727,1655,1103,597,53624,1788,52253,1154,1135,663,51118,1289,57622,908,1445,543,56177,996,63212,750,2069,677,61143,889,49319,912,5931,1025,43388,1344,30440,770,4369,836,26071,1187,495792,1400,30441,1299,0,200,30441,1299,76676,1859,0,200,76676,1859,40906,2237,166,211,40740,2195,57326,1824,0,200,57326,1824,57552,1039,578,436,56974,1128,63679,1122,344,251,63335,1177,72084,563,866,442,71218,642,57612,670,710,429,56902,851,39516,705,174,172,39342,727,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,2761536,3436,218759,3309,101,127,218658,3327,485623,4013,386,258,485237,4019,251483,4144,1247,462,250236,4112,341542,3948,7229,1056,334313,3830,356256,2415,6178,923,350078,2527,343948,2309,8515,1248,335433,2635,370298,1609,15080,1759,355218,2459,242775,1445,44833,2687,197942,2842,150852,1513,37091,1904,113761,2123,2792028,3590,207005,3011,67,111,206938,2982,464727,3604,704,459,464023,3661,241591,3246,150,101,241441,3263,337731,3220,1793,633,335938,3212,352529,2439,1598,534,350931,2576,341666,1928,1781,447,339885,1974,382054,1903,3170,718,378884,1993,262786,1633,3233,578,259553,1757,201939,1787,3172,698,198767,1951,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
